Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Davide Faraoni,ITA,DF,Fiorentina,Serie A,31,1991,4.4,190,248,76.6,3451,1097,70,79,88.6,94,117,80.3,21,37,56.8,1,0.4,0.6,+0.6,4,15,5,4,17
Ansu Fati,ESP,"MF,FW",Brighton,Premier League,20,2002,5.8,178,210,84.8,2332,518,117,124,94.4,41,50,82.0,10,11,90.9,0,0.8,0.6,-0.8,6,14,7,0,28
Ansu Fati,ESP,"MF,FW",Barcelona,La Liga,20,2002,0.6,24,28,85.7,322,87,15,15,100.0,7,9,77.8,1,1,100.0,0,0.0,0.1,0.0,0,2,1,0,4
Khalil Fayad,FRA,"FW,MF",Montpellier,Ligue 1,19,2004,11.4,276,345,80.0,4324,1087,142,161,88.2,98,124,79.0,21,40,52.5,0,0.5,0.5,-0.5,8,31,4,1,35
Federico Fazio,ARG,DF,Salernitana,Serie A,36,1987,15.1,440,587,75.0,8392,3494,163,194,84.0,217,265,81.9,55,108,50.9,0,0.1,0.3,-0.1,3,26,1,0,27
Jacopo Fazzini,ITA,MF,Empoli,Serie A,20,2003,13.7,343,499,68.7,5521,1816,167,205,81.5,134,180,74.4,27,72,37.5,1,2.3,1.7,-1.3,24,32,9,3,47
Peter Federico,DOM,"MF,FW",Valencia,La Liga,21,2002,7.2,108,162,66.7,1547,491,62,82,75.6,35,52,67.3,4,9,44.4,0,1.0,0.5,-1.0,7,8,6,3,16
Nabil Fekir,FRA,"MF,FW",Betis,La Liga,30,1993,11.7,482,611,78.9,6682,2256,272,312,87.2,131,151,86.8,33,71,46.5,2,2.3,2.7,-0.3,30,53,21,3,67
Felipe,BRA,DF,Nott'ham Forest,Premier League,34,1989,4.2,183,215,85.1,3654,1412,61,70,87.1,97,105,92.4,21,33,63.6,0,0.1,0.0,-0.1,2,10,0,0,6
Luiz Felipe,ITA,DF,Betis,La Liga,26,1997,4.0,151,169,89.3,2591,996,59,62,95.2,78,86,90.7,9,14,64.3,0,0.2,0.2,-0.2,1,4,0,0,4
João Félix,POR,FW,Barcelona,La Liga,23,1999,17.1,538,663,81.1,7329,1372,355,392,90.6,138,173,79.8,22,46,47.8,3,3.1,2.6,-0.1,19,31,20,1,68
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25,1997,32.5,1349,1658,81.4,25826,9681,477,549,86.9,725,815,89.0,132,261,50.6,0,0.8,1.3,-0.8,9,93,5,0,101
Kiko Femenía,ESP,DF,Villarreal,La Liga,32,1991,17.6,939,1121,83.8,15374,5968,468,497,94.2,403,467,86.3,58,120,48.3,0,0.6,0.7,-0.6,7,84,6,3,100
Evan Ferguson,IRL,FW,Brighton,Premier League,18,2004,15.2,244,303,80.5,3028,349,156,180,86.7,54,63,85.7,11,15,73.3,0,0.5,0.8,-0.5,6,11,4,0,15
Lewis Ferguson,SCO,MF,Bologna,Serie A,23,1999,30.1,1571,1778,88.4,22609,4517,931,1007,92.5,518,565,91.7,61,85,71.8,3,2.3,2.7,+0.7,32,145,25,3,142
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,28,1994,34.6,1590,2179,73.0,28404,10273,766,876,87.4,532,698,76.2,229,432,53.0,8,11.8,10.2,-3.8,114,187,89,10,297
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,27,1996,14.3,615,801,76.8,12814,5042,214,242,88.4,295,335,88.1,98,200,49.0,2,0.7,1.9,+1.3,18,54,11,3,53
Aitor Fernández,ESP,GK,Osasuna,La Liga,32,1991,6.1,127,198,64.1,4462,3696,10,10,100.0,48,49,98.0,69,137,50.4,0,0.0,0.0,0.0,0,10,0,0,1
Álex Fernández,ESP,MF,Cádiz,La Liga,30,1992,14.3,539,649,83.1,8810,2701,278,302,92.1,191,218,87.6,50,86,58.1,1,0.8,1.4,+0.2,13,46,9,4,52
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,27,1996,4.5,44,83,53.0,589,86,28,44,63.6,13,24,54.2,1,5,20.0,1,0.5,0.2,+0.5,1,4,1,0,4
Enzo Fernández,ARG,MF,Chelsea,Premier League,22,2001,24.5,1574,1862,84.5,28776,8415,674,742,90.8,661,744,88.8,196,273,71.8,2,3.4,3.7,-1.4,32,177,43,4,210
Raúl Fernández,ESP,GK,Granada,La Liga,35,1988,3.1,69,107,64.5,2057,1530,9,9,100.0,38,40,95.0,22,56,39.3,0,0.0,0.0,0.0,0,1,0,0,0
Valery Fernández,ESP,"MF,FW",Girona,La Liga,23,1999,5.6,188,221,85.1,2441,411,125,132,94.7,54,68,79.4,3,6,50.0,0,0.8,0.5,-0.8,5,4,9,3,12
Fernando,ESP,GK,Almería,La Liga,33,1990,4.0,110,160,68.8,3175,2309,10,10,100.0,62,62,100.0,38,87,43.7,0,0.0,0.0,0.0,0,1,0,0,0
Fernando,BRA,MF,Sevilla,La Liga,36,1987,5.1,209,242,86.4,3691,1069,98,107,91.6,89,99,89.9,18,24,75.0,0,0.3,0.3,-0.3,2,21,5,2,24
Ichem Ferrah,FRA,FW,Lille,Ligue 1,17,2005,0.0,1,1,100.0,8,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Andrea Ferraris,ITA,MF,Monza,Serie A,20,2003,0.1,4,4,100.0,60,9,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1
André Ferreira,POR,GK,Granada,La Liga,27,1996,14.9,359,498,72.1,10011,7247,72,74,97.3,172,176,97.7,112,243,46.1,0,0.0,0.0,0.0,0,7,0,0,0
João Ferreira,POR,DF,Udinese,Serie A,22,2001,20.2,649,858,75.6,12106,5431,282,325,86.8,263,326,80.7,88,158,55.7,1,0.9,0.9,+0.1,13,60,11,6,61
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,31,1992,22.6,1101,1331,82.7,19799,6455,436,500,87.2,492,556,88.5,126,202,62.4,1,1.9,2.1,-0.9,28,118,26,10,173
Nacho Ferri,ESP,"FW,MF",Eint Frankfurt,Bundesliga,18,2004,0.8,13,26,50.0,149,46,11,14,78.6,2,8,25.0,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,2
Rachad Fettal,MAR,FW,Almería,La Liga,18,2005,0.2,4,6,66.7,46,20,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
Seydou Fini,ITA,"DF,FW",Genoa,Serie A,17,2006,0.4,9,14,64.3,118,34,7,10,70.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Max Finkgräfe,GER,"DF,FW",Köln,Bundesliga,19,2004,19.5,598,859,69.6,10280,4077,277,339,81.7,270,355,76.1,45,118,38.1,0,1.6,1.6,-1.6,23,46,12,7,53
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33,1990,4.0,53,128,41.4,2126,1792,4,4,100.0,17,17,100.0,32,105,30.5,0,0.0,0.0,0.0,0,3,0,0,0
Kilian Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,22,2000,3.2,104,148,70.3,1728,588,56,65,86.2,42,59,71.2,6,16,37.5,0,0.1,0.3,-0.1,2,5,3,1,6
John Fleck,SCO,"MF,DF",Sheffield Utd,Premier League,31,1991,1.0,29,40,72.5,408,88,21,27,77.8,7,9,77.8,1,2,50.0,0,0.4,0.3,-0.4,2,1,1,0,3
Mark Flekken,NED,GK,Brentford,Premier League,30,1993,36.5,1131,1580,71.6,32732,22385,159,161,98.8,575,580,99.1,394,832,47.4,1,0.5,0.2,+0.5,4,37,1,0,5
Alessandro Florenzi,ITA,DF,Milan,Serie A,32,1991,19.2,1055,1277,82.6,19865,6858,433,459,94.3,454,519,87.5,144,250,57.6,4,3.4,3.5,+0.6,45,97,25,9,106
Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23,2000,31.7,1511,1767,85.5,20347,3769,990,1053,94.0,388,449,86.4,68,135,50.4,8,8.4,6.9,-0.4,73,71,57,5,168
Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,1991,29.4,595,1054,56.5,19592,15704,101,102,99.0,240,250,96.0,254,691,36.8,0,0.1,0.1,-0.1,1,19,2,0,0
Malick Fofana,BEL,FW,Lyon,Ligue 1,18,2005,6.2,143,180,79.4,2092,314,75,87,86.2,54,66,81.8,6,13,46.2,0,0.5,0.5,-0.5,6,4,6,1,10
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24,1999,30.0,1453,1789,81.2,23800,9039,690,796,86.7,601,706,85.1,106,180,58.9,4,3.4,4.7,+0.6,40,194,43,2,249
Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,27,1996,31.0,1046,1462,71.5,20703,9260,382,457,83.6,508,652,77.9,146,288,50.7,0,0.8,1.4,-0.8,13,74,24,13,96
Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,20.4,862,1069,80.6,14686,4219,408,463,88.1,369,435,84.8,70,115,60.9,1,0.9,1.4,+0.1,11,52,10,7,65
Michael Folorunsho,ITA,"MF,FW",Hellas Verona,Serie A,25,1998,30.9,486,796,61.1,8352,2187,236,328,72.0,176,268,65.7,55,116,47.4,1,1.4,1.1,-0.4,18,43,10,6,54
Tiago Fonseca Morais,POR,FW,Lille,Ligue 1,19,2003,0.5,11,15,73.3,162,62,8,10,80.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,3
Pablo Fornals,ESP,"MF,FW",West Ham,Premier League,27,1996,4.7,162,210,77.1,2602,713,83,96,86.5,60,75,80.0,12,20,60.0,0,0.3,0.3,-0.3,5,19,6,1,29
Pablo Fornals,ESP,"FW,MF",Betis,La Liga,27,1996,12.8,500,672,74.4,7824,2697,259,296,87.5,167,217,77.0,43,89,48.3,2,1.6,2.0,+0.4,23,56,25,6,89
Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31,1991,5.2,163,199,81.9,2572,551,95,107,88.8,54,60,90.0,12,17,70.6,1,0.9,0.4,+0.1,6,14,3,0,22
Omari Forson,ENG,FW,Manchester Utd,Premier League,19,2004,0.8,30,33,90.9,373,78,17,17,100.0,10,12,83.3,0,0,,1,0.2,0.0,+0.8,2,2,1,0,2
Philipp Förster,GER,"MF,FW",Bochum,Bundesliga,28,1995,4.3,156,208,75.0,2499,694,84,101,83.2,54,80,67.5,14,19,73.7,0,0.5,0.8,-0.5,9,9,8,3,21
Héctor Fort,ESP,DF,Barcelona,La Liga,16,2006,3.5,200,230,87.0,3004,748,121,129,93.8,65,76,85.5,11,19,57.9,2,0.8,0.5,+1.2,3,10,3,1,7
Lyle Foster,RSA,"FW,MF",Burnley,Premier League,22,2000,21.1,312,461,67.7,4471,835,197,268,73.5,91,124,73.4,14,20,70.0,3,1.9,1.3,+1.1,19,21,12,0,37
Dimitri Foulquier,FRA,"DF,MF",Valencia,La Liga,30,1993,20.5,766,1042,73.5,11858,4675,394,463,85.1,308,382,80.6,42,118,35.6,0,1.2,0.8,-1.2,14,47,14,6,72
Juan Foyth,ARG,DF,Villarreal,La Liga,25,1998,11.8,565,690,81.9,9309,3470,290,320,90.6,226,270,83.7,40,66,60.6,1,0.9,0.9,+0.1,5,50,7,2,51
Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,19,2004,2.6,51,79,64.6,910,256,20,29,69.0,24,29,82.8,5,13,38.5,1,0.9,0.5,+0.1,6,4,2,0,8
Bartol Franjić,CRO,MF,Darmstadt 98,Bundesliga,23,2000,13.7,462,556,83.1,8068,1949,203,240,84.6,211,234,90.2,40,56,71.4,1,0.2,0.3,+0.8,2,39,2,1,50
Przemysław Frankowski,POL,DF,Lens,Ligue 1,28,1995,24.4,1008,1320,76.4,16279,5614,503,580,86.7,406,525,77.3,70,137,51.1,2,3.8,5.0,-1.8,39,75,43,15,112
Nathan Fraser,IRL,FW,Wolves,Premier League,18,2005,2.1,33,42,78.6,380,45,24,27,88.9,7,10,70.0,0,0,,0,0.1,0.1,-0.1,2,0,2,0,2
Davide Frattesi,ITA,MF,Inter,Serie A,23,1999,10.6,235,301,78.1,3468,1047,126,147,85.7,82,103,79.6,14,18,77.8,3,1.9,2.0,+1.1,10,18,13,1,37
Morten Frendrup,DEN,MF,Genoa,Serie A,22,2001,34.9,979,1224,80.0,14254,3493,548,625,87.7,333,401,83.0,45,83,54.2,5,1.6,1.4,+3.4,13,69,14,1,105
Remo Freuler,SUI,MF,Bologna,Serie A,31,1992,29.2,1710,1890,90.5,25295,6603,949,1009,94.1,653,696,93.8,50,86,58.1,1,1.1,1.3,-0.1,19,133,15,0,165
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25,1998,24.4,930,1081,86.0,19543,6566,250,275,90.9,536,572,93.7,141,215,65.6,0,0.1,0.3,-0.1,1,49,4,1,59
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,27,1995,17.4,755,905,83.4,12979,5177,315,334,94.3,390,429,90.9,39,111,35.1,0,0.2,0.1,-0.2,5,29,1,0,34
Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,22,2000,25.0,797,1026,77.7,10923,2301,541,622,87.0,206,279,73.8,29,49,59.2,7,5.9,5.4,+1.1,45,20,36,15,49
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,26,1997,17.2,344,483,71.2,5142,1306,193,237,81.4,120,163,73.6,16,32,50.0,0,1.4,1.2,-1.4,17,23,20,8,40
Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25,1998,28.5,1112,1370,81.2,15384,4203,666,737,90.4,325,391,83.1,52,121,43.0,7,8.0,9.2,-1.0,53,59,61,9,145
Shiō Fukuda,JPN,"FW,MF",Gladbach,Bundesliga,19,2004,0.4,3,6,50.0,34,5,2,2,100.0,1,4,25.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
Angelo Fulgini,FRA,MF,Lens,Ligue 1,26,1996,15.3,569,789,72.1,9396,2835,278,335,83.0,189,248,76.2,67,133,50.4,2,3.2,4.0,-1.2,38,46,20,6,74
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30,1993,2.0,48,66,72.7,799,274,27,33,81.8,15,22,68.2,6,7,85.7,0,0.3,0.4,-0.3,2,7,2,0,9
Niclas Füllkrug,GER,FW,Dortmund,Bundesliga,30,1993,24.6,378,572,66.1,4822,1141,241,340,70.9,75,110,68.2,23,36,63.9,8,3.1,3.3,+4.9,34,25,16,1,49
Gerardo Fusco,ITA,FW,Salernitana,Serie A,18,2005,0.2,5,7,71.4,46,1,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0
Daniel Fuzato,BRA,GK,Getafe,La Liga,26,1997,0.1,5,10,50.0,185,140,0,0,,1,1,100.0,4,9,44.4,0,0.0,0.0,0.0,0,0,0,0,0
Matteo Gabbia,ITA,DF,Milan,Serie A,23,1999,14.2,815,902,90.4,16174,4946,220,237,92.8,501,530,94.5,88,115,76.5,1,0.3,0.2,+0.7,3,46,0,0,42
Matteo Gabbia,ITA,DF,Villarreal,La Liga,23,1999,5.3,267,299,89.3,5210,1745,93,102,91.2,144,151,95.4,29,42,69.0,0,0.1,0.1,-0.1,1,15,1,0,9
Gianluca Gaetano,ITA,"FW,MF",Cagliari,Serie A,23,2000,8.3,171,236,72.5,2666,927,86,103,83.5,67,91,73.6,12,24,50.0,1,1.3,0.6,-0.3,16,30,10,1,41
Gianluca Gaetano,ITA,MF,Napoli,Serie A,23,2000,1.8,70,79,88.6,1030,257,36,40,90.0,26,27,96.3,3,4,75.0,0,0.5,0.4,-0.5,5,4,3,3,6
Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,29,1994,26.2,1339,1487,90.0,23611,5656,563,607,92.8,648,690,93.9,101,135,74.8,2,1.7,2.0,+0.3,20,114,10,1,120
Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,24,1999,18.3,436,564,77.3,6130,1738,266,315,84.4,136,183,74.3,18,24,75.0,5,2.9,2.7,+2.1,25,43,32,5,83
Javi Galán,ESP,DF,Atlético Madrid,La Liga,28,1994,1.0,45,60,75.0,666,154,24,28,85.7,19,24,79.2,1,5,20.0,0,0.1,0.1,-0.1,2,0,2,1,4
Javi Galán,ESP,DF,Real Sociedad,La Liga,28,1994,11.9,526,657,80.1,8925,2880,257,284,90.5,222,272,81.6,39,75,52.0,1,0.7,0.9,+0.3,10,36,15,10,45
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,29,1993,23.2,993,1232,80.6,17537,5134,460,527,87.3,410,474,86.5,103,171,60.2,1,2.3,2.5,-1.3,26,127,23,4,147
Pablo Galdames Millán,CHI,"MF,DF",Genoa,Serie A,26,1996,0.1,21,23,91.3,411,173,7,8,87.5,12,12,100.0,2,3,66.7,0,0.0,0.0,0.0,0,6,0,0,5
Conor Gallagher,ENG,MF,Chelsea,Premier League,23,2000,34.8,1801,2018,89.2,26732,5954,1054,1116,94.4,598,654,91.4,95,146,65.1,7,5.0,3.5,+2.0,52,135,32,4,172
Antonino Gallo,ITA,DF,Lecce,Serie A,23,2000,27.7,995,1408,70.7,18535,7959,418,478,87.4,422,560,75.4,130,290,44.8,3,4.5,3.1,-1.5,47,85,44,32,125
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,33,1989,13.2,350,475,73.7,6353,2438,155,175,88.6,146,187,78.1,43,97,44.3,1,0.5,0.9,+0.5,10,28,12,6,33
Kévin Gameiro,FRA,"FW,MF",Strasbourg,Ligue 1,36,1987,15.0,373,461,80.9,5374,1194,214,247,86.6,112,141,79.4,25,31,80.6,2,2.7,3.0,-0.7,24,28,10,1,44
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,33,1989,20.9,758,898,84.4,11688,3236,384,428,89.7,317,361,87.8,39,66,59.1,0,1.1,0.8,-1.1,15,70,9,1,83
Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,24,1999,2.0,31,53,58.5,475,169,17,23,73.9,11,20,55.0,2,2,100.0,0,0.6,0.5,-0.6,4,1,3,1,5
Aleix García,ESP,MF,Girona,La Liga,26,1997,35.5,2567,2935,87.5,47017,14261,1226,1293,94.8,945,1018,92.8,334,518,64.5,6,5.5,6.0,+0.5,57,306,27,8,294
Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,30,1992,27.5,518,825,62.8,7725,2288,301,381,79.0,166,258,64.3,30,109,27.5,1,3.0,2.9,-2.0,39,30,34,21,63
Dani García,ESP,MF,Athletic Club,La Liga,33,1990,8.3,279,331,84.3,4585,1255,136,152,89.5,110,129,85.3,22,34,64.7,0,0.2,0.2,-0.2,2,24,3,0,36
David García,ESP,DF,Osasuna,La Liga,29,1994,25.9,1109,1339,82.8,21953,8473,361,399,90.5,614,693,88.6,128,218,58.7,1,1.3,1.0,-0.3,5,129,5,0,133
Eric García,ESP,DF,Barcelona,La Liga,22,2001,0.6,46,48,95.8,802,308,22,23,95.7,21,21,100.0,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,5
Eric García,ESP,DF,Girona,La Liga,22,2001,29.3,2064,2306,89.5,37231,14739,810,866,93.5,1059,1123,94.3,169,252,67.1,0,0.5,1.1,-0.5,10,223,17,2,221
Fran Garcia,ESP,DF,Real Madrid,La Liga,23,1999,15.5,841,997,84.4,12143,3312,518,554,93.5,280,327,85.6,28,68,41.2,5,2.4,1.8,+2.6,16,38,14,6,60
Gonzalo García,ESP,"FW,MF",Real Madrid,La Liga,19,2004,0.2,4,7,57.1,35,7,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Jastin García,ESP,FW,Girona,La Liga,19,2004,0.4,7,11,63.6,84,47,5,7,71.4,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,1,1,0,2
Raúl García,ESP,"FW,MF",Athletic Club,La Liga,37,1986,4.7,79,138,57.2,1102,313,45,66,68.2,19,38,50.0,6,11,54.5,0,0.0,0.6,0.0,0,12,3,0,19
Rubén García,ESP,"FW,MF",Osasuna,La Liga,30,1993,17.2,519,774,67.1,8222,2306,288,354,81.4,163,217,75.1,55,130,42.3,2,3.3,3.5,-1.3,31,31,26,9,59
Santiago García,ESP,FW,Getafe,La Liga,21,2001,0.3,6,7,85.7,69,40,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.1,0.0,0,0,2,0,2
Ulisses Garcia,SUI,DF,Marseille,Ligue 1,27,1996,10.1,449,570,78.8,7183,1975,224,249,90.0,186,233,79.8,27,54,50.0,0,0.9,1.1,-0.9,8,30,7,5,52
Unai García,ESP,DF,Osasuna,La Liga,31,1992,6.2,158,202,78.2,3503,1226,46,51,90.2,88,99,88.9,24,49,49.0,0,0.0,0.0,0.0,1,6,0,0,12
Alejandro Garnacho,ARG,FW,Manchester Utd,Premier League,19,2004,28.5,675,901,74.9,9269,1365,422,506,83.4,189,233,81.1,34,63,54.0,4,5.1,2.9,-1.1,46,26,22,4,62
James Garner,ENG,MF,Everton,Premier League,22,2001,33.4,958,1244,77.0,16067,4432,464,536,86.6,374,437,85.6,90,185,48.6,2,4.6,3.7,-2.6,44,98,24,6,100
Luca Garritano,ITA,"MF,DF",Frosinone,Serie A,29,1994,5.4,147,220,66.8,2219,804,82,96,85.4,43,66,65.2,12,32,37.5,0,0.3,0.4,-0.3,4,19,3,1,23
Yarek Gasiorowski,ESP,DF,Valencia,La Liga,18,2005,8.2,208,292,71.2,3728,1484,95,113,84.1,93,116,80.2,19,54,35.2,0,0.0,0.1,0.0,0,11,0,0,15
Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,35,1988,25.1,1408,1706,82.5,26816,8592,537,607,88.5,645,734,87.9,191,302,63.2,0,2.4,2.7,-2.4,32,156,29,2,168
Federico Gatti,ITA,DF,Juventus,Serie A,25,1998,29.3,1166,1370,85.1,21805,7166,432,475,90.9,613,669,91.6,112,177,63.3,0,1.5,1.3,-1.5,10,103,7,5,122
Federico Gattoni,ARG,"DF,FW",Sevilla,La Liga,24,1999,0.1,7,9,77.8,137,21,2,3,66.7,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Gavi,ESP,"MF,FW",Barcelona,La Liga,18,2004,10.5,489,541,90.4,7119,1400,297,315,94.3,146,165,88.5,28,35,80.0,1,1.1,1.4,-0.1,11,37,8,2,39
Paulo Gazzaniga,ARG,GK,Girona,La Liga,31,1992,38.0,1094,1391,78.6,27525,19971,281,282,99.6,548,553,99.1,260,544,47.8,0,0.7,0.1,-0.7,3,17,2,0,0
Yann Gboho,FRA,"MF,FW",Toulouse,Ligue 1,22,2001,13.3,211,285,74.0,2980,816,124,152,81.6,69,86,80.2,6,10,60.0,2,1.7,1.7,+0.3,18,24,18,1,48
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,25,1998,0.7,8,12,66.7,162,64,3,5,60.0,5,6,83.3,0,1,0.0,0,0.2,0.1,-0.2,1,3,0,0,3
Gelabert,ESP,"MF,FW",Toulouse,Ligue 1,22,2000,8.4,275,356,77.2,4479,1182,143,181,79.0,101,120,84.2,21,32,65.6,2,1.3,1.0,+0.7,15,21,6,1,33
Francesco Gelli,ITA,"MF,DF",Frosinone,Serie A,26,1996,17.3,604,743,81.3,8504,2316,378,412,91.7,176,217,81.1,28,66,42.4,0,2.4,2.5,-2.4,25,40,18,3,61
Luca Gemello,ITA,GK,Torino,Serie A,23,2000,2.0,95,118,80.5,2351,1529,18,18,100.0,54,54,100.0,23,44,52.3,0,0.0,0.0,0.0,0,1,0,0,0
Valentin Gendrey,FRA,DF,Lecce,Serie A,23,2000,33.8,1031,1380,74.7,17674,8250,512,593,86.3,425,541,78.6,83,192,43.2,3,1.6,1.8,+1.4,24,106,18,7,116
Denis Genreau,AUS,"MF,FW",Toulouse,Ligue 1,24,1999,5.2,148,205,72.2,2232,715,87,111,78.4,47,60,78.3,9,13,69.2,0,0.4,0.4,-0.4,6,16,3,1,14
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,Bundesliga,29,1994,18.1,585,756,77.4,8438,2288,330,379,87.1,202,261,77.4,26,57,45.6,1,0.9,1.8,+0.1,14,43,8,2,49
Anwar El Ghazi,NED,"MF,DF",Mainz 05,Bundesliga,28,1995,0.6,15,22,68.2,203,47,9,12,75.0,3,6,50.0,1,1,100.0,1,0.2,0.0,+0.8,2,1,0,0,4
Farés Ghedjemis,FRA,"FW,MF",Frosinone,Serie A,20,2002,2.0,48,61,78.7,638,71,29,32,90.6,15,19,78.9,1,4,25.0,0,0.1,0.1,-0.1,2,1,2,0,2
Saman Ghoddos,IRN,DF,Brentford,Premier League,29,1993,8.2,325,448,72.5,5565,1748,164,187,87.7,131,167,78.4,27,78,34.6,0,1.1,1.0,-1.1,9,29,10,4,36
Lautaro Gianetti,ARG,DF,Udinese,Serie A,29,1993,7.0,263,300,87.7,5442,2072,73,80,91.3,151,164,92.1,36,48,75.0,0,0.1,0.1,-0.1,1,7,0,0,4
Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,Premier League,23,2000,35.1,1045,1480,70.6,18412,6092,499,609,81.9,350,452,77.4,152,297,51.2,10,8.4,6.8,+1.6,74,114,39,13,170
Samuel Gigot,FRA,DF,Marseille,Ligue 1,29,1993,19.2,846,964,87.8,14333,4728,349,383,91.1,436,480,90.8,36,64,56.3,0,0.9,0.5,-0.9,7,31,3,2,54
Bryan Gil,ESP,"FW,MF",Tottenham,Premier League,22,2001,2.3,127,157,80.9,1809,344,69,81,85.2,54,62,87.1,1,2,50.0,0,0.2,0.3,-0.2,4,6,8,1,16
David Gil,ESP,GK,Cádiz,La Liga,29,1994,4.1,78,152,51.3,3543,3208,4,4,100.0,18,18,100.0,55,129,42.6,0,0.0,0.0,0.0,0,1,0,0,0
Mario Gila,ESP,DF,Lazio,Serie A,22,2000,20.1,1161,1294,89.7,21517,7790,454,483,94.0,545,583,93.5,135,181,74.6,0,0.5,0.8,-0.5,7,70,10,3,93
Alfie Gilchrist,ENG,DF,Chelsea,Premier League,19,2003,2.3,121,141,85.8,1893,468,63,73,86.3,55,61,90.2,3,6,50.0,0,0.0,0.0,0.0,0,5,1,0,7
Billy Gilmour,SCO,MF,Brighton,Premier League,22,2001,23.6,1915,2107,90.9,29399,7671,1049,1093,96.0,703,759,92.6,106,170,62.4,1,2.0,2.5,-1.0,22,183,33,3,193
Benedikt Gimber,GER,DF,Heidenheim,Bundesliga,26,1997,22.5,681,846,80.5,14351,4173,160,192,83.3,429,476,90.1,91,156,58.3,1,1.1,1.1,-0.1,3,14,0,0,25
Gvidas Gineitis,LTU,MF,Torino,Serie A,19,2004,6.0,227,284,79.9,3884,876,93,113,82.3,96,103,93.2,22,43,51.2,0,0.5,1.0,-0.5,8,18,4,1,25
Matthias Ginter,GER,DF,Freiburg,Bundesliga,29,1994,21.3,1039,1250,83.1,19708,7154,346,378,91.5,605,682,88.7,82,165,49.7,2,1.4,1.5,+0.6,5,86,9,2,136
Olivier Giroud,FRA,FW,Milan,Serie A,36,1986,26.3,338,492,68.7,4151,758,229,312,73.4,74,108,68.5,9,11,81.8,8,4.7,2.4,+3.3,32,24,7,0,28
Jamie Gittens,ENG,"FW,MF",Dortmund,Bundesliga,18,2004,11.8,284,363,78.2,3681,732,196,226,86.7,69,85,81.2,10,22,45.5,4,2.8,3.0,+1.2,18,14,15,2,26
Klaus Gjasula,ALB,"DF,MF",Darmstadt 98,Bundesliga,33,1989,15.1,615,746,82.4,12270,4995,211,237,89.0,308,354,87.0,86,128,67.2,0,0.2,0.8,-0.2,6,58,13,3,70
