Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Kamory Doumbia,MLI,MF,Brest,Ligue 1,20,2003,9.8,6,25,11,44.0,2.56,1.13,0.24,0.55,17.1,0,0,0,4.2,4.2,0.17,+1.8,+1.8
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,23,1999,10.1,7,26,15,57.7,2.59,1.49,0.27,0.47,13.5,0,0,0,4.6,4.6,0.18,+2.4,+2.4
Artem Dovbyk,UKR,FW,Girona,La Liga,26,1997,28.7,24,77,36,46.8,2.68,1.25,0.22,0.47,12.4,1,7,8,24.2,17.9,0.23,-0.2,-0.9
Nikola Dovedan,AUT,"MF,FW",Heidenheim,Bundesliga,29,1994,7.3,3,14,5,35.7,1.92,0.69,0.21,0.60,16.1,0,0,0,1.9,1.9,0.14,+1.1,+1.1
Damion Downs,USA,"FW,MF",Köln,Bundesliga,19,2004,2.0,2,5,2,40.0,2.49,0.99,0.40,1.00,10.9,0,0,0,1.0,1.0,0.21,+1.0,+1.0
Tommy Doyle,ENG,MF,Wolves,Premier League,21,2001,13.6,0,14,3,21.4,1.03,0.22,0.00,0.00,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4
Radu Drăgușin,ROU,DF,Tottenham,Premier League,21,2002,4.8,0,1,0,0.0,0.21,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1
Radu Drăgușin,ROU,DF,Genoa,Serie A,21,2002,19.0,2,17,4,23.5,0.89,0.21,0.12,0.50,12.5,0,0,0,1.0,1.0,0.06,+1.0,+1.0
Dion Drena Beljo,CRO,"FW,MF",Augsburg,Bundesliga,21,2002,6.5,2,19,7,36.8,2.94,1.08,0.11,0.29,13.4,0,0,0,3.0,3.0,0.16,-1.0,-1.0
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,18,2005,6.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Domingos Duarte,POR,DF,Getafe,La Liga,28,1995,10.1,0,1,0,0.0,0.10,0.00,0.00,,2.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3
Rubén Duarte,ESP,DF,Alavés,La Liga,27,1995,20.9,2,15,5,33.3,0.72,0.24,0.13,0.40,24.6,3,0,0,0.7,0.7,0.05,+1.3,+1.3
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,34,1989,22.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,29,1994,30.0,12,74,32,43.2,2.47,1.07,0.09,0.22,18.9,12,5,6,12.8,7.9,0.11,-0.8,-0.9
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,28,1994,27.3,1,23,6,26.1,0.84,0.22,0.04,0.17,23.5,3,0,1,2.2,1.4,0.06,-1.2,-0.4
Denzel Dumfries,NED,DF,Inter,Serie A,27,1996,18.2,4,24,6,25.0,1.32,0.33,0.17,0.67,11.8,0,0,0,2.3,2.3,0.09,+1.7,+1.7
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,31,1991,0.2,0,1,0,0.0,4.50,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Alfred Duncan,GHA,MF,Fiorentina,Serie A,30,1993,21.0,2,23,6,26.1,1.10,0.29,0.09,0.33,23.4,0,0,0,1.5,1.5,0.06,+0.5,+0.5
Lewis Dunk,ENG,DF,Brighton,Premier League,31,1991,31.9,3,33,12,36.4,1.04,0.38,0.09,0.25,13.4,4,0,0,3.1,3.1,0.09,-0.1,-0.1
Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,19,2003,5.3,5,20,7,35.0,3.79,1.33,0.25,0.71,16.8,0,0,0,2.0,2.0,0.10,+3.0,+3.0
Julien Duranville,BEL,"FW,MF",Dortmund,Bundesliga,17,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hugo Duro,ESP,FW,Valencia,La Liga,23,1999,33.1,13,66,29,43.9,2.00,0.88,0.20,0.45,12.9,2,0,0,11.5,11.5,0.17,+1.5,+1.5
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,26,1997,15.0,0,4,1,25.0,0.27,0.07,0.00,0.00,20.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,29,1993,21.8,13,52,16,30.8,2.39,0.74,0.12,0.38,21.2,5,7,7,10.6,5.1,0.10,+2.4,+0.9
Aron Dønnum,NOR,"FW,MF",Toulouse,Ligue 1,25,1998,17.7,0,21,9,42.9,1.18,0.51,0.00,0.00,19.5,0,0,0,1.0,1.0,0.05,-1.0,-1.0
George Earthy,ENG,FW,West Ham,Premier League,18,2004,0.4,1,1,1,100.0,2.65,2.65,1.00,1.00,3.8,0,0,0,0.3,0.3,0.31,+0.7,+0.7
Simon Ebonog,CMR,MF,Le Havre,Ligue 1,18,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Festy Ebosele,IRL,DF,Udinese,Serie A,20,2002,18.9,0,16,5,31.3,0.85,0.26,0.00,0.00,21.1,0,0,0,0.8,0.8,0.05,-0.8,-0.8
Enzo Ebosse,CMR,DF,Udinese,Serie A,24,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tyronne Ebuehi,NGA,DF,Empoli,Serie A,27,1995,12.2,0,5,1,20.0,0.41,0.08,0.00,0.00,15.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Ederson,BRA,GK,Manchester City,Premier League,29,1993,30.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Éderson,BRA,MF,Atalanta,Serie A,24,1999,31.9,6,38,11,28.9,1.19,0.35,0.16,0.55,18.1,0,0,0,3.5,3.5,0.09,+2.5,+2.5
Odsonne Édouard,FRA,"FW,MF",Crystal Palace,Premier League,25,1998,17.3,7,51,19,37.3,2.95,1.10,0.14,0.37,13.7,3,0,0,6.2,6.2,0.12,+0.8,+0.8
John Egan,IRL,DF,Sheffield Utd,Premier League,30,1992,5.4,0,3,1,33.3,0.56,0.19,0.00,0.00,10.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,26,1996,32.4,1,39,8,20.5,1.20,0.25,0.03,0.13,19.9,0,0,0,2.4,2.4,0.06,-1.4,-1.4
Lilian Egloff,GER,"MF,DF",Stuttgart,Bundesliga,20,2002,1.2,0,3,0,0.0,2.55,0.00,0.00,,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Kingsley Ehizibue,NED,DF,Udinese,Serie A,28,1995,10.6,0,18,3,16.7,1.70,0.28,0.00,0.00,18.5,0,0,0,1.3,1.3,0.07,-1.3,-1.3
Hjalmar Ekdal,SWE,DF,Burnley,Premier League,24,1998,4.9,0,2,1,50.0,0.41,0.21,0.00,0.00,16.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,21,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,21,2002,8.0,4,30,9,30.0,3.77,1.13,0.13,0.44,14.1,0,0,0,2.4,2.4,0.08,+1.6,+1.6
Emmanuel Ekong,SWE,FW,Empoli,Serie A,21,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Caleb Ekuban,GHA,FW,Genoa,Serie A,29,1994,12.6,4,27,12,44.4,2.15,0.95,0.15,0.33,14.7,0,0,0,2.9,2.9,0.11,+1.1,+1.1
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,Premier League,21,2002,27.0,5,54,22,40.7,2.00,0.81,0.09,0.23,16.2,0,0,0,6.6,6.6,0.12,-1.6,-1.6
Simon Elisor,FRA,FW,Metz,Ligue 1,24,1999,8.5,1,13,6,46.2,1.53,0.70,0.08,0.17,16.7,0,0,1,2.3,1.5,0.11,-1.3,-0.5
Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,20,2003,15.0,3,49,16,32.7,3.26,1.07,0.06,0.19,20.8,2,0,0,2.7,2.7,0.06,+0.3,+0.3
Elif Elmas,MKD,"FW,MF",Napoli,Serie A,23,1999,3.8,2,6,6,100.0,1.59,1.59,0.33,0.33,19.1,0,0,0,0.5,0.5,0.08,+1.5,+1.5
Elif Elmas,MKD,"MF,FW",RB Leipzig,Bundesliga,23,1999,3.0,0,10,4,40.0,3.38,1.35,0.00,0.00,16.4,1,0,0,0.8,0.8,0.08,-0.8,-0.8
Mohamed Elneny,EGY,MF,Arsenal,Premier League,31,1992,0.3,0,2,1,50.0,6.43,3.21,0.00,0.00,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,29,1994,9.0,0,7,2,28.6,0.78,0.22,0.00,0.00,11.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,26,1996,27.6,2,18,6,33.3,0.65,0.22,0.11,0.33,11.4,0,0,0,1.6,1.6,0.09,+0.4,+0.4
Adri Embarba,ESP,"FW,MF",Almería,La Liga,31,1992,27.5,3,63,24,38.1,2.29,0.87,0.03,0.08,24.1,12,1,1,4.3,3.5,0.06,-1.3,-1.5
Breel Embolo,SUI,FW,Monaco,Ligue 1,26,1997,2.0,1,6,3,50.0,2.97,1.48,0.17,0.33,15.9,0,0,0,0.7,0.7,0.12,+0.3,+0.3
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,20,2003,23.1,8,47,20,42.6,2.04,0.87,0.17,0.40,12.0,0,0,1,10.8,10.0,0.21,-2.8,-2.0
Emerson,BRA,DF,Tottenham,Premier League,24,1999,12.9,1,6,3,50.0,0.47,0.23,0.17,0.33,22.5,0,0,0,0.2,0.2,0.03,+0.8,+0.8
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,26,1997,28.6,16,72,29,40.3,2.52,1.02,0.21,0.52,12.1,0,1,1,10.8,10.0,0.14,+5.2,+5.0
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,19,2004,5.3,0,28,8,28.6,5.31,1.52,0.00,0.00,21.2,0,0,0,1.4,1.4,0.05,-1.4,-1.4
Wataru Endo,JPN,MF,Liverpool,Premier League,30,1993,19.1,1,10,3,30.0,0.52,0.16,0.10,0.33,22.0,0,0,0,0.5,0.5,0.05,+0.5,+0.5
Arne Engels,BEL,"MF,DF",Augsburg,Bundesliga,19,2003,15.6,3,20,7,35.0,1.28,0.45,0.15,0.43,19.9,2,0,0,1.8,1.8,0.09,+1.2,+1.2
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,31,1992,12.7,1,13,4,30.8,1.03,0.32,0.08,0.25,22.0,2,0,0,1.0,1.0,0.08,0.0,0.0
Martin Erlic,CRO,DF,Sassuolo,Serie A,25,1998,29.1,1,8,3,37.5,0.28,0.10,0.13,0.33,10.2,0,0,0,1.0,1.0,0.12,0.0,0.0
Gonzalo Escalante,ARG,MF,Cádiz,La Liga,30,1993,18.9,1,14,3,21.4,0.74,0.16,0.07,0.33,17.4,0,0,0,1.9,1.9,0.14,-0.9,-0.9
Aarón Escandell,ESP,GK,Las Palmas,La Liga,27,1995,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,31,1992,27.9,0,18,5,27.8,0.65,0.18,0.00,0.00,22.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0
Bernardo Espinosa,COL,DF,Girona,La Liga,34,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Maxime Estève,FRA,DF,Burnley,Premier League,21,2002,14.5,0,7,0,0.0,0.48,0.00,0.00,,19.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Maxime Estève,FRA,DF,Montpellier,Ligue 1,21,2002,11.1,1,5,2,40.0,0.45,0.18,0.20,0.50,9.7,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Oscar Estupiñan,COL,FW,Metz,Ligue 1,26,1996,2.9,0,6,1,16.7,2.08,0.35,0.00,0.00,15.0,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Pervis Estupiñán,ECU,DF,Brighton,Premier League,25,1998,13.8,2,11,6,54.5,0.80,0.43,0.18,0.33,18.8,0,0,0,1.0,1.0,0.09,+1.0,+1.0
Karl Etta,CMR,FW,Cádiz,La Liga,19,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,35,1988,15.5,0,1,0,0.0,0.06,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,25,1998,22.8,11,82,33,40.2,3.59,1.45,0.12,0.30,20.7,12,1,1,9.1,8.3,0.10,+1.9,+1.7
Abde Ezzalzouli,MAR,"FW,MF",Barcelona,La Liga,21,2001,0.8,0,4,1,25.0,5.29,1.32,0.00,0.00,19.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Abde Ezzalzouli,MAR,FW,Betis,La Liga,21,2001,9.6,1,33,8,24.2,3.43,0.83,0.03,0.13,17.8,0,0,1,3.0,2.2,0.07,-2.0,-1.2
Giovanni Fabbian,ITA,"MF,FW",Bologna,Serie A,20,2003,11.7,5,28,10,35.7,2.38,0.85,0.18,0.50,14.5,0,0,0,4.2,4.2,0.15,+0.8,+0.8
Łukasz Fabiański,POL,GK,West Ham,Premier League,38,1985,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicolò Fagioli,ITA,MF,Juventus,Serie A,22,2001,4.9,0,6,2,33.3,1.24,0.41,0.00,0.00,20.1,1,0,0,0.4,0.4,0.06,-0.4,-0.4
Romain Faivre,FRA,"MF,FW",Bournemouth,Premier League,25,1998,0.5,0,2,0,0.0,4.39,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,25,1998,16.1,5,27,10,37.0,1.67,0.62,0.19,0.50,19.0,1,0,0,2.8,2.8,0.10,+2.2,+2.2
Ilhan Fakili,FRA,"MF,FW",Clermont Foot,Ligue 1,17,2006,1.0,0,4,2,50.0,3.83,1.91,0.00,0.00,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Radamel Falcao,COL,"FW,DF",Rayo Vallecano,La Liga,37,1986,4.5,1,16,6,37.5,3.54,1.33,0.00,0.00,14.5,0,1,1,2.7,2.0,0.12,-1.7,-2.0
Wladimiro Falcone,ITA,GK,Lecce,Serie A,28,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fali,ESP,DF,Cádiz,La Liga,29,1993,28.3,0,11,3,27.3,0.39,0.11,0.00,0.00,15.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,31,1991,6.7,0,7,1,14.3,1.05,0.15,0.00,0.00,17.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Davide Faraoni,ITA,DF,Fiorentina,Serie A,31,1991,4.4,0,3,1,33.3,0.69,0.23,0.00,0.00,18.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ansu Fati,ESP,"MF,FW",Brighton,Premier League,20,2002,5.8,2,26,11,42.3,4.49,1.90,0.08,0.18,14.6,0,0,0,3.4,3.4,0.13,-1.4,-1.4
Ansu Fati,ESP,"MF,FW",Barcelona,La Liga,20,2002,0.6,0,7,1,14.3,12.60,1.80,0.00,0.00,18.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7
Khalil Fayad,FRA,"FW,MF",Montpellier,Ligue 1,19,2004,11.4,3,17,7,41.2,1.49,0.61,0.18,0.43,18.9,1,0,0,1.9,1.9,0.11,+1.1,+1.1
Federico Fazio,ARG,DF,Salernitana,Serie A,36,1987,15.1,1,8,2,25.0,0.53,0.13,0.13,0.50,11.5,0,0,0,0.4,0.4,0.05,+0.6,+0.6
Jacopo Fazzini,ITA,MF,Empoli,Serie A,20,2003,13.7,1,23,4,17.4,1.68,0.29,0.04,0.25,19.8,2,0,0,1.2,1.2,0.05,-0.2,-0.2
Peter Federico,DOM,"MF,FW",Valencia,La Liga,21,2002,7.2,0,17,5,29.4,2.36,0.69,0.00,0.00,19.3,0,0,0,1.7,1.7,0.10,-1.7,-1.7
Nabil Fekir,FRA,"MF,FW",Betis,La Liga,30,1993,11.7,1,28,7,25.0,2.40,0.60,0.04,0.14,19.2,6,0,0,2.2,2.2,0.08,-1.2,-1.2
Felipe,BRA,DF,Nott'ham Forest,Premier League,34,1989,4.2,0,3,0,0.0,0.72,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Luiz Felipe,ITA,DF,Betis,La Liga,26,1997,4.0,0,2,0,0.0,0.50,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
João Félix,POR,FW,Barcelona,La Liga,23,1999,17.1,7,61,25,41.0,3.56,1.46,0.11,0.28,15.8,1,0,0,8.7,8.7,0.14,-1.7,-1.7
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25,1997,32.5,2,13,3,23.1,0.40,0.09,0.15,0.67,9.2,0,0,0,1.4,1.4,0.11,+0.6,+0.6
Kiko Femenía,ESP,DF,Villarreal,La Liga,32,1991,17.6,0,1,0,0.0,0.06,0.00,0.00,,51.1,1,0,0,0.0,0.0,0.01,0.0,0.0
Evan Ferguson,IRL,FW,Brighton,Premier League,18,2004,15.2,6,33,20,60.6,2.17,1.32,0.18,0.30,15.5,0,0,0,4.6,4.6,0.14,+1.4,+1.4
Lewis Ferguson,SCO,MF,Bologna,Serie A,23,1999,30.1,6,60,20,33.3,1.99,0.66,0.10,0.30,16.0,0,0,0,5.4,5.4,0.09,+0.6,+0.6
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,28,1994,34.6,10,90,35,38.9,2.60,1.01,0.07,0.17,22.8,11,4,5,10.0,6.1,0.07,0.0,-0.1
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,27,1996,14.3,0,15,0,0.0,1.05,0.00,0.00,,26.8,3,0,0,0.5,0.5,0.03,-0.5,-0.5
Aitor Fernández,ESP,GK,Osasuna,La Liga,32,1991,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Álex Fernández,ESP,MF,Cádiz,La Liga,30,1992,14.3,0,7,1,14.3,0.49,0.07,0.00,0.00,24.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,27,1996,4.5,2,8,3,37.5,1.76,0.66,0.13,0.33,15.1,0,1,1,1.5,0.7,0.09,+0.5,+0.3
Enzo Fernández,ARG,MF,Chelsea,Premier League,22,2001,24.5,3,45,13,28.9,1.83,0.53,0.04,0.15,21.3,2,1,2,6.2,4.6,0.10,-3.2,-2.6
Raúl Fernández,ESP,GK,Granada,La Liga,35,1988,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Valery Fernández,ESP,"MF,FW",Girona,La Liga,23,1999,5.6,2,5,2,40.0,0.89,0.36,0.40,1.00,18.9,0,0,0,0.7,0.7,0.14,+1.3,+1.3
Fernando,ESP,GK,Almería,La Liga,33,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fernando,BRA,MF,Sevilla,La Liga,36,1987,5.1,0,1,0,0.0,0.20,0.00,0.00,,16.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Ichem Ferrah,FRA,FW,Lille,Ligue 1,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Ferraris,ITA,MF,Monza,Serie A,20,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
André Ferreira,POR,GK,Granada,La Liga,27,1996,14.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
João Ferreira,POR,DF,Udinese,Serie A,22,2001,20.2,0,3,0,0.0,0.15,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,31,1992,22.6,1,9,1,11.1,0.40,0.04,0.11,1.00,22.0,1,0,0,0.6,0.6,0.07,+0.4,+0.4
Nacho Ferri,ESP,"FW,MF",Eint Frankfurt,Bundesliga,18,2004,0.8,1,5,2,40.0,6.08,2.43,0.20,0.50,16.4,0,0,0,1.2,1.2,0.24,-0.2,-0.2
Rachad Fettal,MAR,FW,Almería,La Liga,18,2005,0.2,0,1,0,0.0,5.29,0.00,0.00,,8.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Seydou Fini,ITA,"DF,FW",Genoa,Serie A,17,2006,0.4,0,2,0,0.0,5.14,0.00,0.00,,18.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Max Finkgräfe,GER,"DF,FW",Köln,Bundesliga,19,2004,19.5,1,12,4,33.3,0.62,0.21,0.08,0.25,21.8,2,0,0,1.0,1.0,0.09,0.0,0.0
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kilian Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,22,2000,3.2,0,4,0,0.0,1.24,0.00,0.00,,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
John Fleck,SCO,"MF,DF",Sheffield Utd,Premier League,31,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mark Flekken,NED,GK,Brentford,Premier League,30,1993,36.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alessandro Florenzi,ITA,DF,Milan,Serie A,32,1991,19.2,1,32,10,31.3,1.66,0.52,0.03,0.10,25.4,4,0,0,1.7,1.7,0.05,-0.7,-0.7
Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23,2000,31.7,19,105,48,45.7,3.31,1.51,0.18,0.40,18.5,4,0,0,10.3,10.3,0.10,+8.7,+8.7
Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,1991,29.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Malick Fofana,BEL,FW,Lyon,Ligue 1,18,2005,6.2,3,9,7,77.8,1.45,1.13,0.33,0.43,14.2,0,0,0,1.8,1.8,0.20,+1.2,+1.2
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24,1999,30.0,4,52,13,25.0,1.74,0.43,0.08,0.31,19.6,0,0,0,5.0,5.0,0.10,-1.0,-1.0
Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,27,1996,31.0,0,12,0,0.0,0.39,0.00,0.00,,20.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,20.4,0,3,0,0.0,0.15,0.00,0.00,,15.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Michael Folorunsho,ITA,"MF,FW",Hellas Verona,Serie A,25,1998,30.9,5,47,14,29.8,1.52,0.45,0.11,0.36,19.8,0,0,0,4.0,3.9,0.08,+1.0,+1.1
Tiago Fonseca Morais,POR,FW,Lille,Ligue 1,19,2003,0.5,0,1,0,0.0,1.96,0.00,0.00,,13.0,0,0,0,0.4,0.4,0.36,-0.4,-0.4
Pablo Fornals,ESP,"MF,FW",West Ham,Premier League,27,1996,4.7,0,7,3,42.9,1.48,0.63,0.00,0.00,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Pablo Fornals,ESP,"FW,MF",Betis,La Liga,27,1996,12.8,3,17,5,29.4,1.33,0.39,0.18,0.60,18.2,0,0,0,1.8,1.8,0.11,+1.2,+1.2
Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31,1991,5.2,2,11,4,36.4,2.13,0.78,0.18,0.50,22.5,1,0,1,1.4,0.6,0.05,+0.6,+1.4
Omari Forson,ENG,FW,Manchester Utd,Premier League,19,2004,0.8,0,1,0,0.0,1.29,0.00,0.00,,21.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Philipp Förster,GER,"MF,FW",Bochum,Bundesliga,28,1995,4.3,0,6,1,16.7,1.40,0.23,0.00,0.00,19.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Héctor Fort,ESP,DF,Barcelona,La Liga,16,2006,3.5,0,1,0,0.0,0.28,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Lyle Foster,RSA,"FW,MF",Burnley,Premier League,22,2000,21.1,5,34,16,47.1,1.61,0.76,0.15,0.31,14.6,0,0,0,4.5,4.5,0.13,+0.5,+0.5
Dimitri Foulquier,FRA,"DF,MF",Valencia,La Liga,30,1993,20.5,0,7,1,14.3,0.34,0.05,0.00,0.00,16.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Juan Foyth,ARG,DF,Villarreal,La Liga,25,1998,11.8,1,6,2,33.3,0.51,0.17,0.17,0.50,12.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6
Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,19,2004,2.6,0,8,2,25.0,3.10,0.78,0.00,0.00,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Bartol Franjić,CRO,MF,Darmstadt 98,Bundesliga,23,2000,13.7,0,4,0,0.0,0.29,0.00,0.00,,18.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Przemysław Frankowski,POL,DF,Lens,Ligue 1,28,1995,24.4,3,29,8,27.6,1.19,0.33,0.07,0.25,21.7,2,1,2,3.7,2.1,0.08,-0.7,-0.1
Nathan Fraser,IRL,FW,Wolves,Premier League,18,2005,2.1,0,3,2,66.7,1.45,0.97,0.00,0.00,16.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Davide Frattesi,ITA,MF,Inter,Serie A,23,1999,10.6,6,32,13,40.6,3.02,1.23,0.19,0.46,11.4,0,0,0,7.1,7.1,0.22,-1.1,-1.1
Morten Frendrup,DEN,MF,Genoa,Serie A,22,2001,34.9,2,30,4,13.3,0.86,0.11,0.07,0.50,20.5,0,0,0,1.7,1.7,0.06,+0.3,+0.3
Remo Freuler,SUI,MF,Bologna,Serie A,31,1992,29.2,1,14,4,28.6,0.48,0.14,0.07,0.25,17.4,0,0,0,1.2,1.2,0.09,-0.2,-0.2
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25,1998,24.4,1,7,1,14.3,0.29,0.04,0.14,1.00,25.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,27,1995,17.4,0,12,2,16.7,0.69,0.11,0.00,0.00,15.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,22,2000,25.0,9,55,21,38.2,2.20,0.84,0.16,0.43,13.9,0,0,0,8.2,8.2,0.15,+0.8,+0.8
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,26,1997,17.2,2,29,11,37.9,1.68,0.64,0.07,0.18,17.8,0,0,0,2.6,2.6,0.09,-0.6,-0.6
