Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Aurele Amenda,SUI,DF,Young Boys,20,2003,4,314,79,58.1,3.5,3,90,3,1,44,2,0.25,4,9,-5,-1.43,-1.03,4.1,8.1,-4.0,-1.14,+0.83
Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,26,1996,5,325,65,60.2,3.6,4,70,1,1,45,0,0.80,6,7,-1,-0.28,+0.56,4.8,6.5,-1.7,-0.46,-0.78
Elliot Anderson,ENG,MF,Newcastle Utd,20,2002,2,45,23,8.3,0.5,0,,0,2,23,0,2.00,1,0,+1,+2.00,+2.36,0.3,0.6,-0.3,-0.68,+0.43
Felipe Anderson,BRA,FW,Lazio,30,1993,8,542,68,75.3,6.0,7,73,2,1,33,0,1.63,3,7,-4,-0.66,-1.68,6.4,8.9,-2.5,-0.41,-1.09
Angeliño,ESP,DF,Galatasaray,26,1997,6,424,71,78.5,4.7,5,82,1,1,16,0,1.64,8,9,-1,-0.21,+1.34,5.9,7.7,-1.8,-0.39,-1.49
Peter Ankersen,DEN,DF,FC Copenhagen,32,1990,7,465,66,64.6,5.2,5,86,4,2,18,1,1.38,5,11,-6,-1.16,-1.87,7.1,7.9,-0.7,-0.14,+0.90
Antony,BRA,FW,Manchester Utd,23,2000,4,232,58,43.0,2.6,3,75,1,1,6,1,1.00,3,4,-1,-0.39,+0.20,2.8,3.6,-0.8,-0.29,-0.26
Jon Aramburu,VEN,DF,Real Sociedad,21,2002,1,3,3,0.4,0.0,0,,0,1,3,1,0.00,0,0,0,0.00,-0.25,0.1,0.0,+0.1,+2.20,+1.72
Ronald Araújo,URU,DF,Barcelona,24,1999,8,658,82,73.1,7.3,8,82,7,0,,0,2.00,13,7,+6,+0.82,+0.82,12.5,7.2,+5.3,+0.72,+0.60
Tomás Araújo,POR,DF,Benfica,21,2002,3,161,54,29.8,1.8,1,90,1,2,36,3,1.33,3,2,+1,+0.56,+1.75,3.4,5.3,-1.9,-1.05,+0.42
Matías Árbol,ESP,GK,Sevilla,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Marko Arnautović,AUT,FW,Inter,34,1989,4,192,48,25.6,2.1,2,61,0,2,36,1,1.50,3,4,-1,-0.47,-1.11,3.8,3.9,-0.1,-0.06,-1.30
Kepa Arrizabalaga,ESP,GK,Real Madrid,28,1994,4,360,90,30.0,4.0,4,90,4,0,,7,3.00,9,5,+4,+1.00,+0.04,8.9,4.8,+4.1,+1.03,+0.65
Marco Asensio,ESP,"FW,MF",Paris S-G,27,1996,6,124,21,11.5,1.4,1,45,0,5,16,1,1.33,2,1,+1,+0.73,+0.44,3.9,1.5,+2.4,+1.76,+0.95
Kristjan Asllani,ALB,MF,Inter,21,2002,6,205,34,27.3,2.3,2,72,1,4,15,2,2.00,4,4,0,0.00,-0.50,4.8,3.3,+1.5,+0.68,-0.32
Ander Astralaga,ESP,GK,Barcelona,19,2004,0,,,,,0,,0,0,,10,,,,,,,,,,,
Otavio Ataide,BRA,DF,Porto,21,2002,2,210,105,28.0,2.3,2,105,2,0,,0,1.50,1,1,0,0.00,-1.17,1.5,1.3,+0.2,+0.11,-0.44
Emil Audero,ITA,GK,Inter,26,1997,1,90,90,12.0,1.0,1,90,1,0,,7,1.00,3,3,0,0.00,-0.41,3.0,1.6,+1.3,+1.32,+0.47
Carlos Augusto,BRA,"DF,FW",Inter,24,1999,7,475,68,63.3,5.3,5,89,4,2,15,0,2.14,8,5,+3,+0.57,+0.57,9.6,5.2,+4.4,+0.83,-0.22
Yann Aurel Bisseck,GER,DF,Inter,22,2000,3,172,57,22.9,1.9,2,68,1,1,37,5,1.33,3,4,-1,-0.52,-1.15,3.9,2.9,+1.0,+0.66,-0.31
Fredrik Aursnes,NOR,"DF,MF",Benfica,27,1995,6,540,90,100.0,6.0,6,90,6,0,,0,0.67,7,11,-4,-0.67,,7.8,15.9,-8.1,-1.34,
Gaizka Ayesa,ESP,GK,Real Sociedad,22,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
Kaan Ayhan,TUR,"MF,DF",Galatasaray,28,1994,5,380,76,70.4,4.2,5,76,1,0,,1,1.90,7,9,-2,-0.47,+0.09,7.3,7.9,-0.5,-0.13,-0.20
Neil El Aynaoui,FRA,MF,Lens,22,2001,3,138,46,25.6,1.5,0,,0,3,46,3,1.00,2,2,0,0.00,+1.12,2.2,2.5,-0.3,-0.21,+0.03
Irakli Azarov,GEO,DF,Shakhtar,21,2002,4,296,74,54.8,3.3,3,90,3,1,26,2,1.50,5,4,+1,+0.30,+1.41,4.7,5.6,-0.9,-0.27,+0.69
César Azpilicueta,ESP,DF,Atlético Madrid,33,1989,6,290,48,31.2,3.2,3,75,2,3,22,3,2.50,7,5,+2,+0.62,-0.50,4.9,4.6,+0.2,+0.08,-0.42
Khouma Babacar,SEN,FW,FC Copenhagen,30,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,
Isaac Babadi,NED,"FW,MF",PSV Eindhoven,18,2005,2,22,11,3.1,0.2,0,,0,2,11,5,1.60,0,1,-1,-4.09,-3.70,0.4,0.9,-0.5,-1.97,-2.04
Loïc Bade,FRA,DF,Sevilla,23,2000,2,95,48,17.6,1.1,1,90,1,1,5,2,0.50,1,3,-2,-1.89,-1.29,0.4,1.7,-1.2,-1.19,-0.45
Alexander Bah,DEN,DF,Benfica,25,1997,3,191,64,35.4,2.1,3,64,1,0,,0,0.00,0,3,-3,-1.41,-1.16,1.9,4.7,-2.9,-1.36,-0.02
Samson Baidoo,AUT,DF,RB Salzburg,19,2004,5,303,61,56.1,3.4,3,84,2,2,26,1,0.80,3,4,-1,-0.30,+0.84,6.1,7.2,-1.1,-0.33,+0.74
Scott Bain,SCO,GK,Celtic,31,1991,0,,,,,0,,0,0,,6,,,,,,,,,,,
Cédric Bakambu,COD,FW,Galatasaray,32,1991,2,38,19,7.0,0.4,0,,0,2,19,4,2.00,1,2,-1,-2.37,-2.01,1.3,1.3,0.0,+0.04,+0.12
Johan Bakayoko,BEL,FW,PSV Eindhoven,20,2003,8,649,81,90.1,7.2,8,81,4,0,,0,1.67,7,11,-4,-0.55,-0.55,9.5,9.7,-0.2,-0.03,-0.29
Alejandro Balde,ESP,DF,Barcelona,19,2003,6,331,55,36.8,3.7,3,90,3,3,20,0,2.00,8,3,+5,+1.36,+1.20,6.6,3.8,+2.8,+0.76,+0.32
Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,5,384,77,71.1,4.3,5,77,2,0,,0,0.86,3,12,-9,-2.11,-0.96,4.0,7.1,-3.1,-0.72,+0.32
David von Ballmoos,SUI,GK,Young Boys,28,1994,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,1,2,-1,-1.00,0.00,1.5,0.7,+0.8,+0.80,+2.74
Samuel Bamba,GER,FW,Dortmund,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Simon Banza,COD,FW,Braga,26,1996,6,341,57,63.1,3.8,4,78,2,2,14,0,1.44,6,8,-2,-0.53,+1.28,5.4,4.6,+0.8,+0.22,+1.35
Bradley Barcola,FRA,"FW,DF",Paris S-G,20,2002,10,475,48,44.0,5.3,5,67,0,5,28,2,1.10,10,6,+4,+0.76,+0.76,11.9,5.1,+6.8,+1.28,+0.66
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,6,540,90,100.0,6.0,6,90,6,0,,0,1.75,10,13,-3,-0.50,,9.8,10.2,-0.4,-0.07,
Roony Bardghji,SWE,"MF,FW",FC Copenhagen,17,2005,4,146,37,20.3,1.6,1,59,0,3,29,4,1.67,2,3,-1,-0.62,-0.15,2.2,2.1,+0.1,+0.08,+0.68
Nicolò Barella,ITA,MF,Inter,26,1997,8,468,59,62.4,5.2,4,88,2,4,29,0,1.88,7,3,+4,+0.77,+1.09,11.6,5.3,+6.3,+1.20,+0.79
Harvey Barnes,ENG,FW,Newcastle Utd,25,1997,1,1,1,0.2,0.0,0,,0,1,1,0,1.00,0,0,0,0.00,+0.17,0.1,0.0,+0.1,+5.36,+6.45
Romário Baró,POR,MF,Porto,23,2000,1,63,63,8.4,0.7,1,63,0,0,,6,0.00,0,1,-1,-1.43,-2.48,0.3,1.2,-0.8,-1.18,-1.78
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,21,2001,7,397,57,55.1,4.4,5,68,0,2,28,0,1.57,8,2,+6,+1.36,+2.47,8.0,2.5,+5.5,+1.26,+1.71
Pablo Barrios,ESP,MF,Atlético Madrid,20,2003,7,262,37,28.2,2.9,2,45,0,5,34,1,1.86,8,5,+3,+1.03,+0.09,5.3,3.6,+1.6,+0.63,+0.33
Davide Bartesaghi,ITA,FW,Milan,17,2005,1,3,3,0.6,0.0,0,,0,1,3,5,3.00,0,0,0,0.00,+0.50,0.6,0.0,+0.6,+19.18,+18.97
Alessandro Bastoni,ITA,DF,Inter,24,1999,7,500,71,66.7,5.6,6,81,4,1,14,0,2.00,6,3,+3,+0.54,+0.54,11.0,4.9,+6.1,+1.09,+0.56
Jelle Bataille,BEL,DF,Antwerp,24,1999,6,410,68,75.9,4.6,4,86,3,2,34,0,0.86,4,15,-11,-2.41,-2.41,4.8,8.1,-3.3,-0.72,+0.38
Christoph Baumgartner,AUT,MF,RB Leipzig,23,1999,6,118,20,16.4,1.3,0,,0,6,20,2,1.67,4,6,-2,-1.53,-2.12,2.4,2.9,-0.5,-0.38,-0.68
Altay Bayındır,TUR,GK,Manchester Utd,25,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,
Sheraldo Becker,SUR,FW,Union Berlin,28,1995,5,365,73,67.6,4.1,4,87,3,1,16,0,0.20,4,6,-2,-0.49,+0.54,4.0,5.5,-1.4,-0.36,+1.93
Sheraldo Becker,SUR,FW,Real Sociedad,28,1995,1,60,60,8.3,0.7,1,60,0,0,,0,0.00,0,2,-2,-3.00,-3.55,0.1,1.0,-1.0,-1.45,-2.11
Thomas Beelen,NED,DF,Feyenoord,22,2001,1,78,78,14.4,0.9,1,78,0,0,,5,0.00,0,1,-1,-1.15,-1.15,0.9,1.4,-0.5,-0.58,-1.19
Kevin Behrens,GER,FW,Union Berlin,32,1991,5,299,60,55.4,3.3,4,70,1,1,21,1,0.20,5,6,-1,-0.30,+0.82,2.7,6.9,-4.2,-1.28,-0.66
Armel Bella Kotchap,GER,DF,PSV Eindhoven,21,2001,2,84,42,11.7,0.9,1,75,0,1,9,1,0.50,2,5,-3,-3.21,-3.07,1.5,2.5,-1.0,-1.07,-1.22
Jude Bellingham,ENG,"MF,FW",Real Madrid,20,2003,11,989,90,82.4,11.0,11,90,6,0,,1,2.27,23,15,+8,+0.73,-1.40,19.2,14.4,+4.8,+0.45,-0.61
Walter Benítez,ARG,GK,PSV Eindhoven,30,1993,8,720,90,100.0,8.0,8,90,8,0,,0,1.67,9,13,-4,-0.50,,11.0,11.0,0.0,0.00,
Loris Benito,SUI,DF,Young Boys,31,1992,5,406,81,75.2,4.5,5,81,4,0,,1,1.14,4,10,-6,-1.33,-1.33,2.7,13.2,-10.5,-2.32,-3.38
Ramy Bensebaini,ALG,DF,Dortmund,28,1995,5,375,75,32.1,4.2,4,90,4,1,15,3,1.60,5,2,+3,+0.72,+0.38,6.2,8.1,-1.9,-0.46,+0.04
Lucas Beraldo,BRA,DF,Paris S-G,19,2003,5,409,82,37.9,4.5,4,90,4,1,49,1,1.20,6,5,+1,+0.22,-0.18,8.5,5.6,+2.9,+0.64,-0.44
Paulo Bernardo,POR,MF,Celtic,21,2002,6,312,52,57.8,3.5,2,64,0,4,46,0,0.67,3,7,-4,-1.15,+1.21,2.7,7.2,-4.5,-1.30,-0.40
Juan Bernat,ESP,DF,Benfica,30,1993,2,111,56,20.6,1.2,1,79,0,1,32,0,0.00,0,2,-2,-1.62,-1.20,0.4,3.9,-3.5,-2.86,-1.90
Mads Bidstrup,DEN,MF,RB Salzburg,22,2001,6,494,82,91.5,5.5,6,82,3,0,,0,0.67,4,8,-4,-0.73,-0.73,6.8,10.8,-4.1,-0.74,-0.99
Justin Bijlow,NED,GK,Feyenoord,25,1998,4,360,90,66.7,4.0,4,90,4,0,,0,0.75,5,7,-2,-0.50,-1.00,6.7,6.9,-0.2,-0.06,-1.49
Hendry Blank,GER,DF,Dortmund,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Janis Blaswich,GER,GK,RB Leipzig,32,1991,5,450,90,62.5,5.0,5,90,5,0,,3,1.80,11,9,+2,+0.40,+0.40,9.1,6.9,+2.1,+0.42,+0.62
Lewin Blum,SUI,DF,Young Boys,22,2001,4,216,54,40.0,2.4,2,85,1,2,24,2,1.20,3,4,-1,-0.42,+0.97,1.9,7.4,-5.5,-2.28,-1.33
Oscar Bobb,NOR,"FW,MF",Manchester City,20,2003,4,218,55,23.4,2.4,2,90,2,2,19,6,3.00,6,3,+3,+1.24,-0.28,3.3,2.3,+1.0,+0.42,-1.70
Sacha Boey,FRA,DF,Bayern Munich,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sacha Boey,FRA,DF,Galatasaray,22,2000,6,540,90,100.0,6.0,6,90,6,0,,0,1.75,10,13,-3,-0.50,,9.8,10.2,-0.4,-0.07,
Nicolai Boilesen,DEN,"DF,FW",FC Copenhagen,31,1992,3,93,31,12.9,1.0,1,70,0,2,12,3,2.20,2,0,+2,+1.94,+2.80,1.1,1.4,-0.3,-0.26,+0.24
Javier Boñar Franco,ESP,MF,Atlético Madrid,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Valerii Bondar,UKR,DF,Shakhtar,24,1999,4,360,90,66.7,4.0,4,90,4,0,,0,1.50,6,7,-1,-0.25,+0.25,4.6,7.2,-2.7,-0.66,-0.24
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,4,221,55,40.9,2.5,2,87,1,2,24,1,0.75,3,7,-4,-1.63,-2.19,2.9,5.9,-2.9,-1.19,-1.02
Leonardo Bonucci,ITA,DF,Union Berlin,36,1987,3,259,86,48.0,2.9,3,86,2,0,,1,0.50,4,5,-1,-0.35,+0.61,3.3,5.1,-1.8,-0.61,+0.71
Gonçalo Borges,POR,FW,Porto,22,2001,3,35,12,4.7,0.4,0,,0,3,12,5,2.00,1,0,+1,+2.57,+1.82,0.0,0.2,-0.2,-1.17,-1.64
Cristian Borja,COL,DF,Braga,30,1993,6,517,86,95.7,5.7,6,86,4,0,,0,1.00,5,11,-6,-1.04,-1.04,7.8,9.4,-1.6,-0.28,-0.12
Olivier Boscagli,FRA,DF,PSV Eindhoven,25,1997,7,611,87,84.9,6.8,7,87,4,0,,1,1.73,5,11,-6,-0.88,-2.54,7.7,9.5,-1.8,-0.26,-1.76
Sven Botman,NED,DF,Newcastle Utd,23,2000,1,90,90,16.7,1.0,1,90,1,0,,0,1.00,0,0,0,0.00,+0.20,0.3,1.9,-1.6,-1.64,-0.68
Julian Brandt,GER,"MF,FW",Dortmund,27,1996,12,785,65,67.1,8.7,9,78,2,3,29,0,1.75,11,6,+5,+0.57,+0.34,11.7,15.5,-3.8,-0.44,+0.16
Bruma,POR,FW,Braga,28,1994,5,371,74,68.7,4.1,4,87,3,1,25,0,1.67,4,9,-5,-1.21,-0.68,5.3,8.4,-3.1,-0.75,-1.52
Tajon Buchanan,CAN,"DF,FW",Inter,24,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Guille Bueno,ESP,DF,Dortmund,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Manu Bueno,ESP,MF,Sevilla,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Osman Bukari,GHA,FW,Red Star,24,1998,6,486,81,90.0,5.4,5,88,4,1,45,0,0.17,7,14,-7,-1.30,+0.37,8.6,13.7,-5.0,-0.93,+0.89
Dan Burn,ENG,DF,Newcastle Utd,31,1992,4,277,69,51.3,3.1,3,83,2,1,28,0,1.00,4,3,+1,+0.32,+1.01,2.2,5.9,-3.7,-1.21,-0.28
Jean Butez,FRA,GK,Antwerp,28,1995,5,450,90,83.3,5.0,5,90,5,0,,0,1.29,6,15,-9,-1.80,+0.20,5.6,8.9,-3.2,-0.65,+0.97
Arthur Cabral,BRA,"FW,DF",Benfica,25,1998,4,120,30,22.2,1.3,1,63,0,3,19,2,0.75,2,4,-2,-1.50,-1.07,1.8,4.2,-2.4,-1.83,-0.62
Jens Cajuste,SWE,MF,Napoli,23,1999,6,159,27,22.1,1.8,2,56,0,4,12,1,1.33,0,3,-3,-1.70,-2.02,1.0,2.5,-1.4,-0.82,-0.88
Davide Calabria,ITA,DF,Milan,26,1996,6,428,71,79.3,4.8,5,77,3,1,45,0,1.33,5,7,-2,-0.42,+0.38,8.5,6.9,+1.6,+0.33,+0.07
Álex Calatrava,ESP,FW,Atlético Madrid,23,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Hakan Çalhanoğlu,TUR,MF,Inter,29,1994,6,509,85,67.9,5.7,6,85,2,0,,1,2.17,5,3,+2,+0.35,-0.02,10.9,5.2,+5.7,+1.06,+0.44
Eduardo Camavinga,FRA,MF,Real Madrid,20,2002,11,789,72,65.8,8.8,9,82,6,2,24,0,2.27,17,7,+10,+1.14,+0.48,14.3,12.3,+2.0,+0.23,-0.93
Emre Can,GER,"MF,DF",Dortmund,29,1994,11,909,83,77.7,10.1,11,83,7,0,,0,1.82,13,9,+4,+0.40,-0.29,13.7,18.4,-4.7,-0.46,+0.11
João Cancelo,POR,DF,Barcelona,29,1994,10,808,81,89.8,9.0,9,86,6,1,31,0,1.90,19,11,+8,+0.89,+2.85,14.9,9.2,+5.7,+0.63,+0.70
Lucas Cañizares,ESP,GK,Real Madrid,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,25,1997,4,212,53,39.3,2.4,2,90,2,2,16,1,0.25,0,1,-1,-0.42,+0.40,1.9,3.5,-1.6,-0.67,-0.03
Fábio Cardoso,POR,DF,Porto,29,1994,3,269,90,35.9,3.0,3,90,2,0,,5,1.00,6,6,0,0.00,-1.31,4.3,4.6,-0.3,-0.10,-0.84
David Carmo,ANG,DF,Porto,24,1999,4,360,90,48.0,4.0,4,90,4,0,,1,2.25,9,3,+6,+1.50,+1.27,6.0,3.0,+2.9,+0.74,+0.56
Álvaro Carrillo,ESP,DF,Real Madrid,21,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Scott Carson,ENG,GK,Manchester City,37,1985,0,,,,,0,,0,0,,10,,,,,,,,,,,
Cameron Carter-Vickers,USA,DF,Celtic,25,1997,4,299,75,55.4,3.3,3,90,3,1,29,0,0.25,2,11,-9,-2.71,-2.34,1.7,7.5,-5.8,-1.74,-1.36
Dani Carvajal,ESP,DF,Real Madrid,31,1992,10,846,85,70.5,9.4,9,92,8,1,17,0,2.40,19,11,+8,+0.85,-0.42,13.4,13.4,0.0,0.00,-1.94
Fabio Carvalho,POR,MF,RB Leipzig,20,2002,3,123,41,17.1,1.4,1,90,1,2,17,3,2.00,3,3,0,0.00,-0.30,0.8,2.0,-1.2,-0.86,-1.27
Vitor Carvalho,BRA,MF,Braga,26,1997,5,264,53,48.9,2.9,4,64,1,1,8,1,1.78,2,6,-4,-1.36,-0.71,3.8,5.5,-1.7,-0.58,-0.60
Marc Casado,ESP,MF,Barcelona,19,2003,2,24,12,2.7,0.3,0,,0,2,12,7,1.50,1,1,0,0.00,-0.62,0.9,0.9,0.0,-0.12,-0.70
Nicolò Casale,ITA,DF,Lazio,25,1998,2,180,90,25.0,2.0,2,90,2,0,,4,0.00,1,5,-4,-2.00,-2.33,3.2,3.4,-0.2,-0.12,+0.03
Casemiro,BRA,MF,Manchester Utd,31,1992,2,166,83,30.7,1.8,2,83,1,0,,0,0.00,5,6,-1,-0.54,-0.06,3.7,3.3,+0.4,+0.21,+0.52
Valentín Castellanos,ARG,FW,Lazio,24,1998,7,218,31,30.3,2.4,1,60,0,6,26,1,1.71,2,2,0,0.00,+0.36,3.9,4.0,-0.1,-0.04,+0.14
Denil Castillo,ECU,MF,Shakhtar,19,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
André Castro,POR,MF,Braga,35,1988,1,5,5,0.9,0.1,0,,0,1,5,5,3.00,1,0,+1,+18.00,+19.18,0.0,0.0,0.0,+0.27,+0.55
Danilo Cataldi,ITA,MF,Lazio,28,1994,5,160,32,22.2,1.8,1,90,1,4,18,3,1.40,5,1,+4,+2.25,+3.21,4.7,2.2,+2.5,+1.41,+1.99
Dani Ceballos,ESP,MF,Real Madrid,26,1996,3,152,51,12.7,1.7,2,73,0,1,7,8,3.00,5,4,+1,+0.59,-0.44,3.5,2.6,+1.0,+0.58,0.00
El Chadaille Bitshiabu,FRA,DF,RB Leipzig,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Miguel Chaiwa,ZAM,MF,Young Boys,19,2004,3,60,20,11.1,0.7,0,,0,3,20,3,1.25,0,1,-1,-1.50,-0.56,1.0,2.1,-1.1,-1.67,-0.21
Chiquinho,POR,MF,Benfica,28,1995,5,58,12,10.7,0.6,0,,0,5,12,1,0.20,0,0,0,0.00,+0.75,0.3,1.7,-1.4,-2.10,-0.85
Andreas Christensen,DEN,"DF,MF",Barcelona,27,1996,7,439,63,48.8,4.9,5,83,3,2,12,2,1.86,11,6,+5,+1.03,+0.83,7.7,4.8,+2.9,+0.59,+0.05
Samuel Chukwueze,NGA,FW,Milan,24,1999,4,165,41,30.6,1.8,2,68,0,2,15,1,1.25,2,3,-1,-0.55,-0.07,4.3,1.9,+2.4,+1.32,+1.45
Dmytro Chygrynskiy,UKR,DF,Shakhtar,36,1986,0,,,,,0,,0,0,,3,,,,,,,,,,,
Viktor Claesson,SWE,"FW,MF",FC Copenhagen,31,1992,7,479,68,66.5,5.3,6,76,3,1,21,0,1.27,7,10,-3,-0.56,-0.19,5.9,9.1,-3.2,-0.60,-0.41
William Clem,DEN,MF,FC Copenhagen,19,2004,1,68,68,9.4,0.8,1,68,0,0,,2,1.75,1,3,-2,-2.65,-2.37,0.9,0.6,+0.2,+0.28,+0.82
Ebrima Colley,GAM,"MF,FW",Young Boys,23,2000,2,126,63,23.3,1.4,1,81,0,1,45,3,1.50,1,2,-1,-0.71,+0.37,1.9,1.9,0.0,-0.01,+1.92
Kingsley Coman,FRA,FW,Bayern Munich,27,1996,7,446,64,41.3,5.0,5,79,0,2,27,0,2.43,9,5,+4,+0.81,+0.24,7.5,5.4,+2.1,+0.42,+0.15
Francisco Conceição,POR,"FW,MF",Porto,20,2002,8,241,30,32.1,2.7,2,92,0,6,10,0,1.88,3,2,+1,+0.37,-0.69,3.6,1.9,+1.7,+0.64,+0.29
