Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Guillermo Maripán,CHI,DF,Torino,30-161,1994,3,2,122,1.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d9764034/Guillermo-Maripan
Aarón Martín,ESP,DF,Genoa,27-175,1997,6,6,530,5.9,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,15,18,21,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.14,0.01,0.14,https://fbref.com/fr/joueurs/2f3e911a/Aaron-Martin
Lautaro Martínez,ARG,AT,Inter,27-053,1997,6,6,487,5.4,2,1,3,2,0,0,0,0,1.9,1.9,0.9,2.8,5,11,29,0.37,0.18,0.55,0.37,0.55,0.35,0.17,0.52,0.35,0.52,https://fbref.com/fr/joueurs/f7036e1c/Lautaro-Martinez
Lucas Martínez Quarta,ARG,DF,Fiorentina,28-157,1996,5,3,219,2.4,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,1,10,2,0.41,0.00,0.41,0.41,0.41,0.30,0.01,0.30,0.30,0.30,https://fbref.com/fr/joueurs/3ec3c1c9/Lucas-Martinez-Quarta
Kevin Martins,ITA,DF,Monza,19-257,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c1451401/Kevin-Martins
Adam Marušić,MNE,DF,Lazio,31-363,1992,7,2,304,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,12,11,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/d4535821/Adam-Marusic
Adam Masina,MAR,DF,Torino,30-286,1994,7,6,599,6.7,0,2,2,0,0,0,0,0,0.0,0.0,0.2,0.3,6,22,3,0.00,0.30,0.30,0.00,0.30,0.01,0.03,0.04,0.01,0.04,https://fbref.com/fr/joueurs/de0f152c/Adam-Masina
Alan Matturro,URU,DF,Genoa,20-003,2004,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.55,0.00,0.55,https://fbref.com/fr/joueurs/547c0119/Alan-Matturro
Luca Mazzitelli,ITA,MT,Como,28-334,1995,5,2,168,1.9,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,0,13,4,0.00,0.54,0.54,0.00,0.54,0.04,0.27,0.31,0.04,0.31,https://fbref.com/fr/joueurs/dc61b402/Luca-Mazzitelli
Pasquale Mazzocchi,ITA,DF,Napoli,29-079,1995,6,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,12,17,25,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10,https://fbref.com/fr/joueurs/eb0ec070/Pasquale-Mazzocchi
Samuel Mbangula,BEL,AT,Juventus,20-272,2004,5,4,304,3.4,1,2,3,1,0,0,0,0,0.2,0.2,0.3,0.5,10,6,18,0.30,0.59,0.89,0.30,0.89,0.06,0.09,0.15,0.06,0.15,https://fbref.com/fr/joueurs/3e25e70c/Samuel-Mbangula
Weston McKennie,USA,MT,Juventus,26-047,1998,4,2,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,17,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/01c3aff5/Weston-McKennie
Scott McTominay,SCO,MT,Napoli,27-311,1996,4,3,287,3.2,1,1,2,1,0,0,0,0,0.5,0.5,0.3,0.8,9,6,18,0.31,0.31,0.63,0.31,0.63,0.15,0.11,0.26,0.15,0.26,https://fbref.com/fr/joueurs/d93c2511/Scott-McTominay
Filippo Melegoni,ITA,MT,Genoa,25-239,1999,1,0,24,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,1,1,0.00,3.75,3.75,0.00,3.75,0.00,1.89,1.89,0.00,1.89,https://fbref.com/fr/joueurs/6604165d/Filippo-Melegoni
Alex Meret,ITA,GB,Napoli,27-206,1997,5,5,395,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/9413b19f/Alex-Meret
Junior Messias,BRA,"MT,AT",Genoa,33-154,1991,3,3,265,2.9,1,0,1,1,0,1,0,0,1.8,0.9,0.2,1.1,8,6,16,0.34,0.00,0.34,0.34,0.34,0.63,0.07,0.69,0.31,0.37,https://fbref.com/fr/joueurs/f49c4ae9/Junior-Messias
Valentin Mihaila,ROU,"AT,MT",Parma,24-255,2000,7,6,420,4.7,0,1,1,0,0,0,1,0,1.7,1.7,0.4,2.1,11,12,24,0.00,0.21,0.21,0.00,0.21,0.36,0.08,0.44,0.36,0.44,https://fbref.com/fr/joueurs/81a4c239/Valentin-Mihaila
Vanja Milinković-Savić,SRB,GB,Torino,27-237,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/9fa26bc2/Vanja-Milinkovic-Savic
Yerry Mina,COL,DF,Cagliari,30-021,1994,6,6,498,5.5,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.4,2,16,5,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,https://fbref.com/fr/joueurs/6d5701f2/Yerry-Mina
Juan Miranda,ESP,DF,Bologna,24-269,2000,5,2,228,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,8,17,11,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,https://fbref.com/fr/joueurs/ead61f73/Juan-Miranda
Fabio Miretti,ITA,MT,Genoa,21-072,2003,2,2,134,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,4,2,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13,https://fbref.com/fr/joueurs/34693494/Fabio-Miretti
Henrikh Mkhitaryan,ARM,MT,Inter,35-267,1989,7,7,528,5.9,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,13,40,22,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,https://fbref.com/fr/joueurs/dd0daf32/Henrikh-Mkhitaryan
Lorenzo Montipò,ITA,GB,Hellas Verona,28-237,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c1d95617/Lorenzo-Montipo
Álvaro Morata,ESP,"MT,AT",Milan,31-357,1992,5,3,279,3.1,2,0,2,2,0,0,2,0,0.4,0.4,0.2,0.6,7,12,16,0.65,0.00,0.65,0.65,0.65,0.13,0.08,0.20,0.13,0.20,https://fbref.com/fr/joueurs/129af0db/Alvaro-Morata
Alberto Moreno,ESP,DF,Como,32-101,1992,7,7,629,7.0,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.8,4,25,19,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11,https://fbref.com/fr/joueurs/11b9265b/Alberto-Moreno
Tete Morente,ESP,AT,Lecce,27-315,1996,7,4,320,3.6,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.8,8,16,22,0.00,0.00,0.00,0.00,0.00,0.18,0.05,0.23,0.18,0.23,https://fbref.com/fr/joueurs/004d185e/Tete-Morente
Nikola Moro,CRO,MT,Bologna,26-216,1998,5,4,292,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6,28,10,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.13,0.07,0.13,https://fbref.com/fr/joueurs/ff579c7e/Nikola-Moro
Daniel Mosquera,COL,"AT,MT",Hellas Verona,24-360,1999,7,2,262,2.9,3,1,4,3,0,0,1,0,1.9,1.9,0.6,2.6,4,3,16,1.03,0.34,1.37,1.03,1.37,0.67,0.22,0.89,0.67,0.89,https://fbref.com/fr/joueurs/091b9eb8/Daniel-Mosquera
Dany Mota,POR,MT,Monza,26-165,1998,5,2,230,2.6,2,0,2,2,0,0,1,0,0.9,0.9,0.0,0.9,10,6,11,0.78,0.00,0.78,0.78,0.78,0.34,0.02,0.36,0.34,0.36,https://fbref.com/fr/joueurs/efc9e31f/Dany-Mota
Yunus Musah,USA,MT,Milan,21-320,2002,5,1,150,1.7,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,6,15,4,0.00,0.60,0.60,0.00,0.60,0.11,0.21,0.32,0.11,0.32,https://fbref.com/fr/joueurs/b51b1b9c/Yunus-Musah
Juan Musso,ARG,GB,Atalanta,30-161,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/a111cf41/Juan-Musso
Kingstone Mutandwa,ZAM,"MT,AT",Cagliari,21-283,2003,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.58,0.58,0.58,https://fbref.com/fr/joueurs/cbe32194/Kingstone-Mutandwa
Obite N'Dicka,CIV,DF,Roma,25-055,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,21,1,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.02,0.05,https://fbref.com/fr/joueurs/441197b8/Obite-NDicka
Michel Ndary Adopo,FRA,MT,Cagliari,24-087,2000,5,2,261,2.9,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,4,12,4,0.00,0.34,0.34,0.00,0.34,0.01,0.30,0.32,0.01,0.32,https://fbref.com/fr/joueurs/599d91d0/Michel-Ndary-Adopo
Dan Ndoye,SUI,"AT,MT",Bologna,23-355,2000,6,5,410,4.6,0,1,1,0,0,0,0,0,1.5,1.5,0.6,2.0,30,17,63,0.00,0.22,0.22,0.00,0.22,0.32,0.13,0.45,0.32,0.45,https://fbref.com/fr/joueurs/8e697a8f/Dan-Ndoye
David Neres,BRA,"MT,AT",Napoli,27-225,1997,6,0,69,0.8,1,3,4,1,0,0,0,0,0.6,0.6,1.0,1.6,9,5,13,1.30,3.91,5.22,1.30,5.22,0.84,1.25,2.09,0.84,2.09,https://fbref.com/fr/joueurs/4f1e6a0b/David-Neres
Cyril Ngonge,BEL,DF,Napoli,24-141,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,7,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.41,0.41,0.41,https://fbref.com/fr/joueurs/2b8360f1/Cyril-Ngonge
Hans Nicolussi Caviglia,ITA,MT,Venezia,24-118,2000,5,4,323,3.6,0,1,1,0,0,0,2,1,0.3,0.3,0.3,0.6,6,15,3,0.00,0.28,0.28,0.00,0.28,0.08,0.08,0.16,0.08,0.16,https://fbref.com/fr/joueurs/b136c945/Hans-Nicolussi-Caviglia
Eybi Nije,SWE,DF,Torino,19-153,2005,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/15918c9c/Eybi-Nije
Brooke Norton-Cuffy,ENG,DF,Genoa,20-276,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/54f5b2bd/Brooke-Norton-Cuffy
Tijjani Noslin,NED,"AT,MT",Lazio,25-099,1999,7,3,236,2.6,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,4,6,17,0.38,0.00,0.38,0.38,0.38,0.26,0.09,0.35,0.26,0.35,https://fbref.com/fr/joueurs/2f067cf2/Tijjani-Noslin
Adam Obert,SVK,DF,Cagliari,22-052,2002,3,2,163,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,11,7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/aa25ce92/Adam-Obert
Jens Odgaard,DEN,"AT,MT",Bologna,25-197,1999,5,2,217,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,2,16,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12,https://fbref.com/fr/joueurs/75374ee7/Jens-Odgaard
Noah Okafor,SUI,AT,Milan,24-143,2000,6,2,222,2.5,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,10,4,24,0.41,0.00,0.41,0.41,0.41,0.45,0.06,0.51,0.45,0.51,https://fbref.com/fr/joueurs/ca607d59/Noah-Okafor
Yllan Okou,FRA,DF,Hellas Verona,21-296,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/fa753b79/Yllan-Okou
Maduka Okoye,NGA,GB,Udinese,25-047,1999,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ab5c36dd/Maduka-Okoye
Mathías Olivera,URU,DF,Napoli,26-349,1997,7,5,468,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,8,14,13,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.13,0.02,0.13,https://fbref.com/fr/joueurs/41c12f75/Mathias-Olivera
Gaetano Oristanio,ITA,"MT,AT",Venezia,22-016,2002,7,7,450,5.0,1,0,1,1,0,0,1,0,1.0,1.0,0.6,1.6,9,12,18,0.20,0.00,0.20,0.20,0.20,0.20,0.11,0.31,0.20,0.31,https://fbref.com/fr/joueurs/5cfc74fc/Gaetano-Oristanio
Riccardo Orsolini,ITA,"AT,MT",Bologna,27-264,1997,6,6,378,4.2,1,0,1,0,1,1,0,0,2.2,1.4,0.8,2.2,13,13,40,0.24,0.00,0.24,0.00,0.00,0.52,0.19,0.71,0.34,0.52,https://fbref.com/fr/joueurs/e14ec482/Riccardo-Orsolini
Yordan Osorio,VEN,DF,Parma,30-157,1994,3,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,https://fbref.com/fr/joueurs/4d17df3e/Yordan-Osorio
Remi Oudin,FRA,"MT,AT",Lecce,27-331,1996,4,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,4,9,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,https://fbref.com/fr/joueurs/ea02beaf/Remi-Oudin
Alberto Paleari,ITA,GB,Torino,32-046,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/94a3606c/Alberto-Paleari
Marco Palestra,ITA,DF,Atalanta,19-225,2005,4,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,https://fbref.com/fr/joueurs/1f1828dd/Marco-Palestra
Leandro Paredes,ARG,MT,Roma,30-107,1994,3,1,104,1.2,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,0,3,0,0.00,0.87,0.87,0.00,0.87,0.10,0.25,0.36,0.10,0.36,https://fbref.com/fr/joueurs/dff153a4/Leandro-Paredes
Fabiano Parisi,ITA,DF,Fiorentina,23-340,2000,3,1,124,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,5,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/0967845b/Fabiano-Parisi
Mario Pašalić,CRO,MT,Atalanta,29-248,1995,7,5,437,4.9,0,1,1,0,0,1,1,0,2.2,1.4,0.7,2.1,6,42,11,0.00,0.21,0.21,0.00,0.21,0.45,0.14,0.59,0.29,0.43,https://fbref.com/fr/joueurs/e599253a/Mario-Pasalic
Patric,ESP,DF,Lazio,31-180,1993,3,2,225,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/f7223718/Patric
Benjamin Pavard,FRA,DF,Inter,28-200,1996,5,4,405,4.5,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,3,24,8,0.00,0.22,0.22,0.00,0.22,0.04,0.08,0.13,0.04,0.13,https://fbref.com/fr/joueurs/45a03961/Benjamin-Pavard
Strahinja Pavlović,SRB,DF,Milan,23-143,2001,4,3,271,3.0,1,0,1,1,0,0,1,0,0.9,0.9,0.0,0.9,4,15,1,0.33,0.00,0.33,0.33,0.33,0.29,0.00,0.29,0.29,0.29,https://fbref.com/fr/joueurs/25146df0/Strahinja-Pavlovic
Leonardo Pavoletti,ITA,"AT,MT",Cagliari,35-323,1988,5,0,97,1.1,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,1,5,4,0.00,0.00,0.00,0.00,0.00,0.55,0.61,1.16,0.55,1.16,https://fbref.com/fr/joueurs/d37b0350/Leonardo-Pavoletti
Martín Payero,ARG,MT,Udinese,26-033,1998,4,3,212,2.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,11,4,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13,https://fbref.com/fr/joueurs/bdbff2b5/Martin-Payero
Nicolás Paz,ARG,"MT,AT",Como,20-036,2004,6,4,418,4.6,0,2,2,0,0,0,0,0,1.2,1.2,2.0,3.2,20,26,26,0.00,0.43,0.43,0.00,0.43,0.25,0.43,0.68,0.25,0.68,https://fbref.com/fr/joueurs/01bb93d5/Nicolas-Paz
Marcus Pedersen,NOR,DF,Torino,24-090,2000,4,2,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,8,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,https://fbref.com/fr/joueurs/596cc50e/Marcus-Pedersen
Pedro,ESP,"AT,MT",Lazio,37-078,1987,3,0,45,0.5,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.1,4,5,4,2.00,0.00,2.00,2.00,2.00,0.12,0.10,0.22,0.12,0.22,https://fbref.com/fr/joueurs/3ca7254a/Pedro
Pietro Pellegri,ITA,"AT,MT",Empoli,23-211,2001,4,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,4,3,8,0.00,0.00,0.00,0.00,0.00,0.05,0.44,0.49,0.05,0.49,https://fbref.com/fr/joueurs/a44d3a3c/Pietro-Pellegri
Lorenzo Pellegrini,ITA,MT,Roma,28-117,1996,7,6,522,5.8,0,1,1,0,0,0,1,0,1.1,1.1,0.7,1.8,4,18,33,0.00,0.17,0.17,0.00,0.17,0.19,0.12,0.31,0.19,0.31,https://fbref.com/fr/joueurs/4a5a45c7/Lorenzo-Pellegrini
Luca Pellegrini,ITA,DF,Lazio,25-221,1999,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/3b61c9ec/Luca-Pellegrini
Andy Pelmard,FRA,DF,Lecce,24-216,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/f18d7ab2/Andy-Pelmard
Pedro Pereira,POR,DF,Monza,26-266,1998,6,5,418,4.6,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.2,7,8,19,0.00,0.22,0.22,0.00,0.22,0.01,0.03,0.04,0.01,0.04,https://fbref.com/fr/joueurs/c77be0cf/Pedro-Pereira
Nehuén Pérez,ARG,DF,Udinese,24-112,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/f7c491f1/Nehuen-Perez
Mattia Perin,ITA,GB,Juventus,31-339,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/4c62d0c8/Mattia-Perin
Máximo Perrone,ARG,MT,Como,21-281,2003,6,5,480,5.3,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,22,5,0.00,0.19,0.19,0.00,0.19,0.02,0.06,0.07,0.02,0.07,https://fbref.com/fr/joueurs/53552942/Maximo-Perrone
Matteo Pessina,ITA,MT,Monza,27-176,1997,7,7,585,6.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,13,13,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/780e3631/Matteo-Pessina
Andrea Petagna,ITA,AT,Monza,29-106,1995,3,2,179,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,7,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,https://fbref.com/fr/joueurs/03f946ed/Andrea-Petagna
Giuseppe Pezzella,ITA,"DF,AT",Empoli,26-320,1997,7,7,544,6.0,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.7,15,10,20,0.00,0.17,0.17,0.00,0.17,0.02,0.09,0.11,0.02,0.11,https://fbref.com/fr/joueurs/149c5f5d/Giuseppe-Pezzella
Roberto Piccoli,ITA,AT,Cagliari,23-261,2001,7,7,577,6.4,2,0,2,2,0,0,1,0,2.3,2.3,0.2,2.5,6,7,36,0.31,0.00,0.31,0.31,0.31,0.36,0.03,0.39,0.36,0.39,https://fbref.com/fr/joueurs/1cadaf34/Roberto-Piccoli
Nicholas Pierini,ITA,MT,Venezia,26-069,1998,2,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,4,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.13,0.04,0.13,https://fbref.com/fr/joueurs/7cc89a5f/Nicholas-Pierini
Santiago Pierotti,ARG,"AT,MT",Lecce,23-194,2001,7,0,157,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,6,3,10,0.00,0.00,0.00,0.00,0.00,0.15,0.18,0.33,0.15,0.33,https://fbref.com/fr/joueurs/ec315772/Santiago-Pierotti
Balthazar Pierret,FRA,MT,Lecce,24-152,2000,7,6,409,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,18,3,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,https://fbref.com/fr/joueurs/c269463b/Balthazar-Pierret
Andrea Pinamonti,ITA,"AT,MT",Genoa,25-148,1999,6,5,444,4.9,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.6,1,2,9,0.20,0.00,0.20,0.20,0.20,0.11,0.01,0.13,0.11,0.13,https://fbref.com/fr/joueurs/08aa9cd1/Andrea-Pinamonti
Niccolò Pisilli,ITA,MT,Roma,20-021,2004,5,3,244,2.7,1,0,1,1,0,0,2,0,0.8,0.8,0.3,1.1,5,13,10,0.37,0.00,0.37,0.37,0.37,0.31,0.10,0.41,0.31,0.41,https://fbref.com/fr/joueurs/c84dcc88/Niccolo-Pisilli
Semuel Pizzignacco,ITA,GB,Monza,23-043,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/4f537cf7/Semuel-Pizzignacco
Tommaso Pobega,ITA,MT,Bologna,25-091,1999,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,4,1,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,https://fbref.com/fr/joueurs/55a1cac2/Tommaso-Pobega
Joel Pohjanpalo,FIN,AT,Venezia,30-031,1994,5,5,398,4.4,2,0,2,2,0,1,0,0,1.9,1.1,0.5,1.6,1,6,16,0.45,0.00,0.45,0.45,0.45,0.43,0.12,0.55,0.26,0.37,https://fbref.com/fr/joueurs/ea003d07/Joel-Pohjanpalo
Matteo Politano,ITA,"MT,AT",Napoli,31-072,1993,7,7,562,6.2,1,0,1,1,0,0,0,0,1.2,1.2,0.8,2.0,20,34,59,0.16,0.00,0.16,0.16,0.16,0.19,0.13,0.32,0.19,0.32,https://fbref.com/fr/joueurs/5e861944/Matteo-Politano
Marin Pongračić,CRO,DF,Fiorentina,27-033,1997,2,1,92,1.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/fr/joueurs/2a6cd437/Marin-Pongracic
Stefan Posch,AUT,DF,Bologna,27-153,1997,6,5,463,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,9,29,22,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,https://fbref.com/fr/joueurs/7f609bfc/Stefan-Posch
Matteo Prati,ITA,MT,Cagliari,20-291,2003,3,3,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,https://fbref.com/fr/joueurs/d8363914/Matteo-Prati
Ivan Provedel,ITA,GB,Lazio,30-211,1994,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/fr/joueurs/277da414/Ivan-Provedel
Christian Pulisic,USA,"AT,MT",Milan,26-026,1998,7,7,545,6.1,5,2,7,4,1,1,0,0,3.2,2.4,2.0,4.3,27,24,35,0.83,0.33,1.16,0.66,0.99,0.52,0.32,0.84,0.39,0.71,https://fbref.com/fr/joueurs/1bf33a9a/Christian-Pulisic
Hamza Rafia,TUN,MT,Lecce,25-195,1999,6,2,228,2.5,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.7,5,12,12,0.00,0.00,0.00,0.00,0.00,0.05,0.22,0.27,0.05,0.27,https://fbref.com/fr/joueurs/6b587d3d/Hamza-Rafia
Antonio Raimondo,ITA,"AT,DF",Venezia,20-210,2004,6,0,78,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,1,6,0.00,0.00,0.00,0.00,0.00,0.37,0.11,0.48,0.37,0.48,https://fbref.com/fr/joueurs/ce1a6c7e/Antonio-Raimondo
