Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
William Saliba,FRA,DF,Arsenal,23-204,2001,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/972aeb2a/William-Saliba
Robert Sánchez,ESP,GB,Chelsea,26-331,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/6a713852/Robert-Sanchez
Jadon Sancho,ENG,AT,Chelsea,24-203,2000,4,3,260,2.9,0,3,3,0,0,0,1,0,0.1,0.1,1.1,1.2,14,14,31,0.00,1.04,1.04,0.00,1.04,0.03,0.38,0.41,0.03,0.41,https://fbref.com/fr/joueurs/dbf053da/Jadon-Sancho
Ibrahim Sangaré,CIV,MT,Nott'ham Forest,26-317,1997,3,3,212,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,https://fbref.com/fr/joueurs/bced0375/Ibrahim-Sangare
Pablo Sarabia,ESP,"AT,MT",Wolves,32-156,1992,2,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,2,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,https://fbref.com/fr/joueurs/9744ff80/Pablo-Sarabia
Jeremy Sarmiento,ECU,MT,Brighton,22-120,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ac0d576d/Jeremy-Sarmiento
Ismaila Sarr,SEN,"AT,MT",Crystal Palace,26-232,1998,7,1,223,2.5,0,0,0,0,0,0,1,0,0.6,0.6,0.9,1.5,3,3,21,0.00,0.00,0.00,0.00,0.00,0.23,0.37,0.59,0.23,0.59,https://fbref.com/fr/joueurs/bfdb33aa/Ismaila-Sarr
Sávio,BRA,AT,Manchester City,20-187,2004,5,4,291,3.2,0,2,2,0,0,0,1,0,0.8,0.8,1.5,2.3,32,13,47,0.00,0.62,0.62,0.00,0.62,0.24,0.47,0.71,0.24,0.71,https://fbref.com/fr/joueurs/fe6e7156/Savio
Kevin Schade,GER,"AT,MT",Brentford,22-322,2001,7,4,374,4.2,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,11,4,27,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.26,0.23,0.26,https://fbref.com/fr/joueurs/52afb588/Kevin-Schade
Fabian Schär,SUI,DF,Newcastle Utd,32-299,1991,5,5,387,4.3,1,0,1,1,0,0,2,1,0.6,0.6,0.0,0.6,0,17,5,0.23,0.00,0.23,0.23,0.23,0.14,0.00,0.14,0.14,0.14,https://fbref.com/fr/joueurs/c8aa95da/Fabian-Schar
Jeffrey Schlupp,GHA,"MT,DF",Crystal Palace,31-296,1992,5,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,4,0.00,0.00,0.00,0.00,0.00,0.12,0.22,0.34,0.12,0.34,https://fbref.com/fr/joueurs/3312f911/Jeffrey-Schlupp
Alex Scott,ENG,MT,Bournemouth,21-054,2003,7,1,201,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,3,26,10,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.12,0.06,0.12,https://fbref.com/fr/joueurs/104d0bb8/Alex-Scott
Matz Sels,BEL,GB,Nott'ham Forest,32-231,1992,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/834b5c4c/Matz-Sels
Nélson Semedo,POR,DF,Wolves,30-333,1993,5,5,420,4.7,0,1,1,0,0,0,3,0,0.1,0.1,0.4,0.5,7,13,9,0.00,0.21,0.21,0.00,0.21,0.01,0.09,0.10,0.01,0.10,https://fbref.com/fr/joueurs/d04b94db/Nelson-Semedo
Antoine Semenyo,GHA,AT,Bournemouth,24-281,2000,7,7,607,6.7,3,1,4,3,0,0,2,0,2.3,2.3,1.9,4.2,23,14,54,0.44,0.15,0.59,0.44,0.59,0.34,0.28,0.62,0.34,0.62,https://fbref.com/fr/joueurs/efd2ec23/Antoine-Semenyo
Marcos Senesi,ARG,DF,Bournemouth,27-157,1997,5,5,436,4.8,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.4,4,23,2,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,https://fbref.com/fr/joueurs/35141f4c/Marcos-Senesi
Bernardo Silva,POR,"MT,AT",Manchester City,30-065,1994,7,6,547,6.1,0,3,3,0,0,0,2,0,0.9,0.9,2.3,3.2,26,29,55,0.00,0.49,0.49,0.00,0.49,0.15,0.37,0.52,0.15,0.52,https://fbref.com/fr/joueurs/3eb22ec9/Bernardo-Silva
Jota Silva,POR,"MT,AT",Nott'ham Forest,25-074,1999,6,0,116,1.3,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,5,5,6,0.00,0.78,0.78,0.00,0.78,0.16,0.53,0.69,0.16,0.69,https://fbref.com/fr/joueurs/4d77e622/Jota-Silva
Luis Sinisterra,COL,"AT,MT",Bournemouth,25-119,1999,7,1,180,2.0,1,1,2,1,0,0,0,0,1.1,1.1,1.0,2.1,11,3,27,0.50,0.50,1.00,0.50,1.00,0.55,0.50,1.06,0.55,1.06,https://fbref.com/fr/joueurs/8e16dd48/Luis-Sinisterra
Oliver Skipp,ENG,MT,Leicester City,24-028,2000,5,4,356,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,11,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,https://fbref.com/fr/joueurs/6250083a/Oliver-Skipp
William Smallbone,IRL,MT,Southampton,24-236,2000,3,3,218,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,2,8,12,0.00,0.00,0.00,0.00,0.00,0.13,0.12,0.25,0.13,0.25,https://fbref.com/fr/joueurs/5e105217/William-Smallbone
Adam Smith,ENG,DF,Bournemouth,33-168,1991,7,4,328,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,6,6,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/20b104bc/Adam-Smith
Emile Smith Rowe,ENG,MT,Fulham,24-078,2000,7,6,470,5.2,2,1,3,2,0,0,0,0,1.5,1.5,0.4,1.9,15,30,28,0.38,0.19,0.57,0.38,0.57,0.28,0.08,0.36,0.28,0.36,https://fbref.com/fr/joueurs/17695062/Emile-Smith-Rowe
Dominic Solanke,ENG,AT,Tottenham,27-030,1997,5,5,447,5.0,2,1,3,2,0,0,0,0,3.4,3.4,0.7,4.2,11,12,20,0.40,0.20,0.60,0.40,0.60,0.69,0.14,0.84,0.69,0.84,https://fbref.com/fr/joueurs/e77dc3b2/Dominic-Solanke
Carlos Soler,ESP,MT,West Ham,27-286,1997,4,0,124,1.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,8,3,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.18,0.14,0.18,https://fbref.com/fr/joueurs/fed17f5a/Carlos-Soler
Ramón Sosa,PAR,"MT,AT",Nott'ham Forest,25-044,1999,3,0,59,0.7,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,3,0,3,1.53,0.00,1.53,1.53,1.53,0.83,0.28,1.11,0.83,1.11,https://fbref.com/fr/joueurs/2d3417a1/Ramon-Sosa
Tomáš Souček,CZE,MT,West Ham,29-230,1995,7,5,459,5.1,2,0,2,2,0,0,2,0,2.0,2.0,0.4,2.4,2,18,18,0.39,0.00,0.39,0.39,0.39,0.38,0.09,0.47,0.38,0.47,https://fbref.com/fr/joueurs/6613c819/Tomas-Soucek
Boubakary Soumaré,FRA,MT,Leicester City,25-230,1999,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ae59b359/Boubakary-Soumare
Djed Spence,ENG,DF,Tottenham,24-066,2000,3,0,64,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/9bc9a519/Djed-Spence
Jay Stansfield,ENG,MT,Fulham,21-325,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/b2626673/Jay-Stansfield
Jason Steele,ENG,GB,Brighton,34-057,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/28300a16/Jason-Steele
Jack Stephens,ENG,DF,Southampton,30-261,1994,4,4,348,3.9,0,0,0,0,0,0,1,1,0.2,0.2,0.0,0.3,6,23,0,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,https://fbref.com/fr/joueurs/6adbc307/Jack-Stephens
Raheem Sterling,ENG,"MT,AT",Arsenal,29-311,1994,3,1,87,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,5,2,8,0.00,0.00,0.00,0.00,0.00,0.35,0.05,0.39,0.35,0.39,https://fbref.com/fr/joueurs/b400bde0/Raheem-Sterling
Ross Stewart,SCO,"AT,MT",Southampton,28-095,1996,4,1,132,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,https://fbref.com/fr/joueurs/18986367/Ross-Stewart
John Stones,ENG,"DF,MT",Manchester City,30-139,1994,4,1,150,1.7,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,2,2,0,0.60,0.00,0.60,0.60,0.60,0.11,0.00,0.11,0.11,0.11,https://fbref.com/fr/joueurs/5eecec3d/John-Stones
Jørgen Strand Larsen,NOR,AT,Wolves,24-251,2000,7,7,564,6.3,2,1,3,2,0,0,0,0,1.1,1.1,0.8,1.9,3,5,16,0.32,0.16,0.48,0.32,0.48,0.18,0.13,0.30,0.18,0.30,https://fbref.com/fr/joueurs/f553b2b3/Jorgen-Strand-Larsen
Yukinari Sugawara,JPN,DF,Southampton,24-108,2000,7,7,564,6.3,1,0,1,1,0,0,1,0,0.3,0.3,1.4,1.6,10,27,20,0.16,0.00,0.16,0.16,0.16,0.04,0.22,0.26,0.04,0.26,https://fbref.com/fr/joueurs/580bcd18/Yukinari-Sugawara
Crysencio Summerville,NED,"AT,MT",West Ham,22-350,2001,6,1,144,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,0,17,0.00,0.00,0.00,0.00,0.00,0.07,0.17,0.24,0.07,0.24,https://fbref.com/fr/joueurs/df04eb4b/Crysencio-Summerville
Sammie Szmodics,IRL,"AT,MT",Ipswich Town,29-020,1995,7,4,306,3.4,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,4,8,15,0.29,0.00,0.29,0.29,0.29,0.32,0.01,0.33,0.32,0.33,https://fbref.com/fr/joueurs/39944392/Sammie-Szmodics
Dominik Szoboszlai,HUN,MT,Liverpool,23-355,2000,7,6,537,6.0,0,1,1,0,0,0,2,0,1.2,1.2,1.1,2.3,17,23,25,0.00,0.17,0.17,0.00,0.17,0.21,0.18,0.39,0.21,0.39,https://fbref.com/fr/joueurs/934e1968/Dominik-Szoboszlai
James Tarkowski,ENG,DF,Everton,31-330,1992,7,7,630,7.0,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,1,12,0,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.14,0.09,0.14,https://fbref.com/fr/joueurs/15ea812b/James-Tarkowski
Marcus Tavernier,ENG,"MT,AT",Bournemouth,25-206,1999,7,7,601,6.7,1,1,2,1,0,0,1,0,2.3,2.3,1.2,3.5,16,40,40,0.15,0.15,0.30,0.15,0.30,0.34,0.18,0.52,0.34,0.52,https://fbref.com/fr/joueurs/5c0da4a4/Marcus-Tavernier
Charlie Taylor,ENG,DF,Southampton,31-026,1993,4,2,196,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,6,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/cc2d7ad5/Charlie-Taylor
Jack Taylor,IRL,MT,Ipswich Town,26-113,1998,5,0,114,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,7,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/48eed8d5/Jack-Taylor
Kenny Tete,NED,DF,Fulham,29-005,1995,7,7,616,6.8,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.8,18,19,16,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.11,0.11,0.11,https://fbref.com/fr/joueurs/77d7c96f/Kenny-Tete
Youri Tielemans,BEL,MT,Aston Villa,27-160,1997,7,7,623,6.9,0,2,2,0,0,0,1,0,0.3,0.3,1.5,1.8,6,47,7,0.00,0.29,0.29,0.00,0.29,0.04,0.22,0.26,0.04,0.26,https://fbref.com/fr/joueurs/56f7a928/Youri-Tielemans
Jurriën Timber,NED,DF,Arsenal,23-119,2001,6,5,448,5.0,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,7,17,17,0.00,0.20,0.20,0.00,0.20,0.06,0.09,0.14,0.06,0.14,https://fbref.com/fr/joueurs/41034650/Jurrien-Timber
Jean-Clair Todibo,FRA,DF,West Ham,24-289,1999,4,2,188,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/88f130ed/Jean-Clair-Todibo
Harry Toffolo,ENG,DF,Nott'ham Forest,29-056,1995,1,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,https://fbref.com/fr/joueurs/a105d46a/Harry-Toffolo
Takehiro Tomiyasu,JPN,DF,Arsenal,25-344,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37,https://fbref.com/fr/joueurs/b3af9be1/Takehiro-Tomiyasu
Sandro Tonali,ITA,MT,Newcastle Utd,24-159,2000,5,2,231,2.6,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,1,11,6,0.00,0.00,0.00,0.00,0.00,0.27,0.05,0.32,0.27,0.32,https://fbref.com/fr/joueurs/0db169ae/Sandro-Tonali
Pau Torres,ESP,DF,Aston Villa,27-272,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,18,23,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/532e1e4f/Pau-Torres
Adama Traoré,ESP,"AT,MT",Fulham,28-263,1996,7,7,556,6.2,1,2,3,1,0,0,2,0,2.5,2.5,1.7,4.1,34,23,43,0.16,0.32,0.49,0.16,0.49,0.40,0.27,0.67,0.40,0.67,https://fbref.com/fr/joueurs/9a28eba4/Adama-Traore
Mark Travers,IRL,GB,Bournemouth,25-149,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/fe558029/Mark-Travers
Ryan Trevitt,ENG,MT,Brentford,21-216,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/732327ae/Ryan-Trevitt
Kieran Trippier,ENG,DF,Newcastle Utd,34-025,1990,5,3,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,19,12,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,https://fbref.com/fr/joueurs/21512407/Kieran-Trippier
Leandro Trossard,BEL,AT,Arsenal,29-315,1994,7,4,338,3.8,2,0,2,2,0,0,2,1,1.5,1.5,0.7,2.2,10,16,20,0.53,0.00,0.53,0.53,0.53,0.39,0.19,0.58,0.39,0.58,https://fbref.com/fr/joueurs/38ceb24a/Leandro-Trossard
Kostas Tsimikas,GRE,DF,Liverpool,28-155,1996,4,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,19,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/f315ca93/Kostas-Tsimikas
Axel Tuanzebe,COD,DF,Ipswich Town,26-335,1997,6,6,512,5.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,16,2,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,https://fbref.com/fr/joueurs/2baec6ce/Axel-Tuanzebe
Destiny Udogie,ITA,DF,Tottenham,21-321,2002,7,7,567,6.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,19,37,35,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,https://fbref.com/fr/joueurs/7cd520e8/Destiny-Udogie
Manuel Ugarte Ribeiro,URU,MT,Manchester Utd,23-186,2001,3,1,105,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c9817014/Manuel-Ugarte-Ribeiro
Lesley Ugochukwu,FRA,MT,Southampton,20-202,2004,3,2,140,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3,1,1,0.00,0.00,0.00,0.00,0.00,0.14,0.12,0.26,0.14,0.26,https://fbref.com/fr/joueurs/1df4a109/Lesley-Ugochukwu
Enes Ünal,TUR,AT,Bournemouth,27-157,1997,4,0,55,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,1,4,5,0.00,0.00,0.00,0.00,0.00,0.91,0.22,1.13,0.91,1.13,https://fbref.com/fr/joueurs/f8eca1b6/Enes-Unal
Virgil van Dijk,NED,DF,Liverpool,33-098,1991,7,7,630,7.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,31,0,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,https://fbref.com/fr/joueurs/e06683ca/Virgil-van-Dijk
Jamie Vardy,ENG,AT,Leicester City,37-277,1987,7,7,573,6.4,2,0,2,2,0,0,2,0,1.9,1.9,0.2,2.1,6,7,24,0.31,0.00,0.31,0.31,0.31,0.30,0.03,0.33,0.30,0.33,https://fbref.com/fr/joueurs/45963054/Jamie-Vardy
Renato Veiga,POR,"MT,DF",Chelsea,21-077,2003,4,1,130,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/fr/joueurs/fc8fcbd1/Renato-Veiga
Joël Veltman,NED,DF,Brighton,32-273,1992,6,6,521,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,14,22,13,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,https://fbref.com/fr/joueurs/dad4b285/Joel-Veltman
Micky van de Ven,NED,DF,Tottenham,23-178,2001,6,6,530,5.9,0,2,2,0,0,0,2,0,0.1,0.1,1.2,1.3,4,33,1,0.00,0.34,0.34,0.00,0.34,0.02,0.20,0.22,0.02,0.22,https://fbref.com/fr/joueurs/8fe2a392/Micky-van-de-Ven
Bart Verbruggen,NED,GB,Brighton,22-057,2002,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/cf134113/Bart-Verbruggen
Jannik Vestergaard,DEN,DF,Leicester City,32-072,1992,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/1900032e/Jannik-Vestergaard
Guglielmo Vicario,ITA,GB,Tottenham,28-007,1996,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/77d6fd4d/Guglielmo-Vicario
Kyle Walker,ENG,DF,Manchester City,34-139,1990,5,3,289,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,6,25,1,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.14,0.04,0.14,https://fbref.com/fr/joueurs/86dd77d1/Kyle-Walker
Kyle Walker-Peters,ENG,DF,Southampton,27-184,1997,5,5,440,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,23,28,14,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05,https://fbref.com/fr/joueurs/984a5a64/Kyle-Walker-Peters
Christian Walton,ENG,GB,Ipswich Town,28-340,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c666574f/Christian-Walton
Aaron Wan-Bissaka,ENG,"DF,MT",West Ham,26-323,1997,6,5,479,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,16,21,18,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,https://fbref.com/fr/joueurs/9e525177/Aaron-Wan-Bissaka
James Ward-Prowse,ENG,MT,West Ham,29-348,1994,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/3515d404/James-Ward-Prowse
James Ward-Prowse,ENG,MT,Nott'ham Forest,29-348,1994,4,4,286,3.2,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,1,11,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,https://fbref.com/fr/joueurs/3515d404/James-Ward-Prowse
Ollie Watkins,ENG,AT,Aston Villa,28-289,1995,7,7,530,5.9,4,2,6,4,0,0,0,0,3.6,3.6,0.7,4.3,8,3,32,0.68,0.34,1.02,0.68,1.02,0.60,0.12,0.73,0.60,0.73,https://fbref.com/fr/joueurs/aed3a70f/Ollie-Watkins
Adam Webster,ENG,DF,Brighton,29-284,1995,3,2,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c40b6180/Adam-Webster
Danny Welbeck,ENG,AT,Brighton,33-323,1990,7,7,596,6.6,4,1,5,4,0,0,1,0,3.5,3.5,0.4,3.8,6,16,28,0.60,0.15,0.76,0.60,0.76,0.53,0.05,0.58,0.53,0.58,https://fbref.com/fr/joueurs/ce5143da/Danny-Welbeck
Timo Werner,GER,AT,Tottenham,28-222,1996,5,2,195,2.2,0,1,1,0,0,0,0,0,0.7,0.7,0.2,0.9,20,11,42,0.00,0.46,0.46,0.00,0.46,0.34,0.07,0.41,0.34,0.41,https://fbref.com/fr/joueurs/49fe9070/Timo-Werner
Adam Wharton,ENG,MT,Crystal Palace,20-134,2004,7,7,535,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,5,52,6,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,https://fbref.com/fr/joueurs/4b542852/Adam-Wharton
Ben White,ENG,DF,Arsenal,27-006,1997,5,4,405,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,19,8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/35e413f1/Ben-White
Mats Wieffer,NED,MT,Brighton,24-333,1999,4,2,192,2.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,1,0.00,0.47,0.47,0.00,0.47,0.00,0.05,0.05,0.00,0.05,https://fbref.com/fr/joueurs/4876c9ab/Mats-Wieffer
Neco Williams,WAL,DF,Nott'ham Forest,23-184,2001,7,3,342,3.8,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.8,9,6,14,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.21,0.16,0.21,https://fbref.com/fr/joueurs/dd323728/Neco-Williams
Joe Willock,ENG,"MT,AT",Newcastle Utd,25-055,1999,5,1,148,1.6,0,1,1,0,0,0,0,0,0.2,0.2,0.6,0.8,9,9,15,0.00,0.61,0.61,0.00,0.61,0.10,0.39,0.49,0.10,0.49,https://fbref.com/fr/joueurs/a3b03921/Joe-Willock
Harry Wilson,WAL,AT,Fulham,27-206,1997,3,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c6dc9ecd/Harry-Wilson
Harry Winks,ENG,MT,Leicester City,28-255,1996,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,5,27,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,https://fbref.com/fr/joueurs/2f7acede/Harry-Winks
Yoane Wissa,COD,AT,Brentford,28-041,1996,4,4,289,3.2,3,1,4,3,0,0,1,0,2.4,2.4,0.3,2.8,6,7,11,0.93,0.31,1.25,0.93,1.25,0.76,0.10,0.86,0.76,0.86,https://fbref.com/fr/joueurs/2500cef9/Yoane-Wissa
Chris Wood,NZL,AT,Nott'ham Forest,32-312,1991,7,7,558,6.2,4,0,4,3,1,1,1,0,2.5,1.7,0.7,2.5,4,7,14,0.65,0.00,0.65,0.48,0.48,0.40,0.12,0.52,0.28,0.40,https://fbref.com/fr/joueurs/4e9a0555/Chris-Wood
Luke Woolfenden,ENG,DF,Ipswich Town,25-359,1998,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/fr/joueurs/e28e9bec/Luke-Woolfenden
