Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Jordan Veretout,FRA,MT,Lyon,31-227,1993,4,3,234,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,8,20,16,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,https://fbref.com/fr/joueurs/4a56052c/Jordan-Veretout
Ben Viadere,FRA,MT,Auxerre,19-042,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.85,0.00,0.85,https://fbref.com/fr/joueurs/88fe0c2d/Ben-Viadere
Vitinha,POR,MT,Paris S-G,24-244,2000,5,4,359,4.0,1,0,1,0,1,1,0,0,1.1,0.3,0.8,1.1,6,42,11,0.25,0.00,0.25,0.00,0.00,0.28,0.19,0.47,0.09,0.28,https://fbref.com/fr/joueurs/3b029691/Vitinha
Ibrahima Wadji,SEN,AT,Saint-Étienne,29-162,1995,2,0,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,5,0.00,0.00,0.00,0.00,0.00,0.33,0.03,0.36,0.33,0.36,https://fbref.com/fr/joueurs/c844f6f9/Ibrahima-Wadji
Elye Wahi,FRA,AT,Marseille,21-286,2003,6,5,343,3.8,1,0,1,0,1,1,0,0,2.4,1.7,0.2,1.9,4,4,20,0.26,0.00,0.26,0.00,0.00,0.64,0.06,0.70,0.43,0.49,https://fbref.com/fr/joueurs/0d7b6576/Elye-Wahi
Caleb Wiley,USA,"DF,MT",Strasbourg,19-297,2004,3,2,213,2.4,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,2,3,7,0.00,0.42,0.42,0.00,0.42,0.01,0.29,0.30,0.01,0.30,https://fbref.com/fr/joueurs/64796fe0/Caleb-Wiley
Christopher Wooh,CMR,DF,Rennes,23-026,2001,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/b003239d/Christopher-Wooh
Etienne Youte Kinkoue,FRA,DF,Le Havre,22-274,2002,4,4,317,3.5,0,0,0,0,0,0,1,1,0.2,0.2,0.1,0.3,2,6,1,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,https://fbref.com/fr/joueurs/12a4e38c/Etienne-Youte-Kinkoue
Yoram Zague,FRA,DF,Paris S-G,18-152,2006,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/5ce497e2/Yoram-Zague
Wilfried Zaha,CIV,AT,Lyon,31-339,1992,1,1,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/b2bc3b1f/Wilfried-Zaha
Warren Zaïre-Emery,FRA,"MT,DF",Paris S-G,18-220,2006,6,6,507,5.6,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,10,23,22,0.18,0.00,0.18,0.18,0.18,0.09,0.04,0.14,0.09,0.14,https://fbref.com/fr/joueurs/6b9960cf/Warren-Zaire-Emery
Miha Zajc,SVN,MT,Toulouse,30-105,1994,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/83e4643e/Miha-Zajc
Denis Zakaria,SUI,MT,Monaco,27-329,1996,7,6,565,6.3,2,1,3,2,0,0,2,0,1.2,1.2,0.2,1.4,6,25,5,0.32,0.16,0.48,0.32,0.48,0.19,0.03,0.22,0.19,0.22,https://fbref.com/fr/joueurs/384d58d9/Denis-Zakaria
Anass Zaroury,MAR,"MT,AT",Lens,23-342,2000,5,3,201,2.2,0,1,1,0,0,0,2,1,0.2,0.2,0.3,0.5,6,10,7,0.00,0.45,0.45,0.00,0.45,0.11,0.14,0.24,0.11,0.24,https://fbref.com/fr/joueurs/07d65234/Anass-Zaroury
Nathan Zeze,FRA,DF,Nantes,19-118,2005,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/fb4c5b6e/Nathan-Zeze
Edon Zhegrova,KVX,"AT,MT",Lille,25-197,1999,5,5,434,4.8,3,1,4,3,0,0,0,0,1.0,1.0,1.9,2.9,22,28,42,0.62,0.21,0.83,0.62,0.83,0.21,0.39,0.60,0.21,0.60,https://fbref.com/fr/joueurs/34a88e3e/Edon-Zhegrova
Luc Zogbé,CIV,DF,Brest,19-204,2005,4,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/fr/joueurs/3725b44f/Luc-Zogbe
Aristide Zossou,CIV,MT,Auxerre,19-122,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/3dcd9017/Aristide-Zossou
Yanis Zouaoui,ALG,DF,Le Havre,30-096,1994,1,1,74,0.8,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,2,5,5,0.00,1.22,1.22,0.00,1.22,0.00,0.30,0.30,0.00,0.30,https://fbref.com/fr/joueurs/ec724366/Yanis-Zouaoui
