Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Yussuf Poulsen,DEN,AT,RB Leipzig,30-121,1994,6,1,104,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,3,13,0.00,0.00,0.00,0.00,0.00,0.14,0.11,0.25,0.14,0.25,https://fbref.com/fr/joueurs/d2416c2e/Yussuf-Poulsen
Alexander Prass,AUT,DF,Hoffenheim,23-141,2001,6,6,444,4.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,5,21,18,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,https://fbref.com/fr/joueurs/6637e6a7/Alexander-Prass
Grischa Prömel,GER,MT,Hoffenheim,29-279,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/924f9191/Grischa-Promel
Tymoteusz Puchacz,POL,DF,Holstein Kiel,25-265,1999,4,2,148,1.6,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,8,3,15,0.00,0.61,0.61,0.00,0.61,0.02,0.14,0.16,0.02,0.16,https://fbref.com/fr/joueurs/c68b1b13/Tymoteusz-Puchacz
Leopold Querfeld,AUT,DF,Union Berlin,20-299,2003,6,0,111,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/fr/joueurs/9fd158d6/Leopold-Querfeld
Grant Ranos,ARM,AT,Gladbach,21-086,2003,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/0ee6ea6a/Grant-Ranos
David Raum,GER,DF,RB Leipzig,26-175,1998,6,6,485,5.4,0,1,1,0,0,0,0,0,0.1,0.1,1.6,1.7,11,19,43,0.00,0.19,0.19,0.00,0.19,0.03,0.29,0.32,0.03,0.32,https://fbref.com/fr/joueurs/7d450ed3/David-Raum
Rocco Reitz,GER,MT,Gladbach,22-138,2002,6,2,239,2.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,14,9,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.19,0.15,0.19,https://fbref.com/fr/joueurs/cc971106/Rocco-Reitz
Nicolai Remberg,GER,MT,Holstein Kiel,24-117,2000,6,1,164,1.8,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,7,2,0.00,0.55,0.55,0.00,0.55,0.04,0.06,0.09,0.04,0.09,https://fbref.com/fr/joueurs/625fd441/Nicolai-Remberg
Elvis Rexhbeçaj,KVX,MT,Augsburg,26-348,1997,6,6,500,5.6,1,0,1,1,0,0,4,0,0.9,0.9,0.2,1.0,13,36,32,0.18,0.00,0.18,0.18,0.18,0.15,0.03,0.18,0.15,0.18,https://fbref.com/fr/joueurs/1ae836b1/Elvis-Rexhbecaj
Gio Reyna,USA,MT,Dortmund,21-336,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/7fa4e703/Gio-Reyna
Fabian Rieder,SUI,"MT,AT",Stuttgart,22-241,2002,6,2,253,2.8,1,2,3,1,0,0,0,0,0.3,0.3,1.1,1.5,10,15,25,0.36,0.71,1.07,0.36,1.07,0.11,0.41,0.51,0.11,0.51,https://fbref.com/fr/joueurs/c2bd8585/Fabian-Rieder
Lars Ritzka,GER,"DF,AT",St. Pauli,26-160,1998,4,3,210,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,1,4,11,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16,https://fbref.com/fr/joueurs/35d23b15/Lars-Ritzka
Merlin Röhl,GER,MT,Freiburg,22-101,2002,3,3,162,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,4,9,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.28,0.27,0.28,https://fbref.com/fr/joueurs/1f2c7b55/Merlin-Rohl
Lasse Rosenboom,GER,DF,Holstein Kiel,22-269,2002,4,1,155,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,2,3,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,https://fbref.com/fr/joueurs/1df23153/Lasse-Rosenboom
Max Rosenfelder,GER,DF,Freiburg,21-247,2003,4,3,295,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,4,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,https://fbref.com/fr/joueurs/b6ceba6b/Max-Rosenfelder
Tom Rothe,GER,"DF,MT",Union Berlin,19-351,2004,5,5,378,4.2,1,0,1,1,0,0,2,0,0.2,0.2,0.3,0.5,4,7,13,0.24,0.00,0.24,0.24,0.24,0.05,0.07,0.12,0.05,0.12,https://fbref.com/fr/joueurs/90c1f9a4/Tom-Rothe
Anthony Rouault,FRA,DF,Stuttgart,23-138,2001,4,3,254,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,https://fbref.com/fr/joueurs/9b545925/Anthony-Rouault
Julian Ryerson,NOR,DF,Dortmund,26-332,1997,6,6,473,5.3,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,12,10,25,0.19,0.19,0.38,0.19,0.38,0.04,0.13,0.16,0.04,0.16,https://fbref.com/fr/joueurs/009a4f60/Julian-Ryerson
Frederik Rønnow,DEN,GB,Union Berlin,32-071,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/a70b8345/Frederik-Ronnow
Elias Saad,TUN,"AT,MT",St. Pauli,24-292,1999,6,3,343,3.8,2,2,4,2,0,0,1,0,0.9,0.9,0.5,1.4,14,12,29,0.52,0.52,1.05,0.52,1.05,0.24,0.13,0.37,0.24,0.37,https://fbref.com/fr/joueurs/78a2284f/Elias-Saad
Marcel Sabitzer,AUT,"MT,AT",Dortmund,30-211,1994,5,3,307,3.4,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,6,15,14,0.00,0.00,0.00,0.00,0.00,0.20,0.03,0.23,0.20,0.23,https://fbref.com/fr/joueurs/e280527c/Marcel-Sabitzer
Manolis Saliakas,GRE,"MT,DF",St. Pauli,28-032,1996,5,3,294,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,16,13,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.12,0.05,0.12,https://fbref.com/fr/joueurs/18fe6d90/Manolis-Saliakas
Roland Sallai,HUN,"AT,MT",Freiburg,27-145,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.00,0.00,0.00,0.00,0.00,0.25,0.16,0.41,0.25,0.41,https://fbref.com/fr/joueurs/bf075f6b/Roland-Sallai
Philipp Sander,GER,MT,Gladbach,26-236,1998,6,4,309,3.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,20,2,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12,https://fbref.com/fr/joueurs/5c90bad8/Philipp-Sander
Leroy Sané,GER,AT,Bayern Munich,28-277,1996,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,6,7,0.00,0.00,0.00,0.00,0.00,0.35,0.41,0.76,0.35,0.76,https://fbref.com/fr/joueurs/2b114be3/Leroy-Sane
Kaishu Sano,JPN,MT,Mainz 05,23-289,2000,6,6,523,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,https://fbref.com/fr/joueurs/7a7a6361/Kaishu-Sano
Kauã Santos,BRA,GB,Eint Frankfurt,21-186,2003,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c7c50cb5/Kaua-Santos
Joe Scally,USA,DF,Gladbach,21-288,2002,6,6,525,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,13,9,17,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,https://fbref.com/fr/joueurs/236f02cd/Joe-Scally
András Schäfer,HUN,MT,Union Berlin,25-184,1999,6,4,379,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,14,14,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/fr/joueurs/049751d7/Andras-Schafer
Patrik Schick,CZE,AT,Leverkusen,28-264,1996,4,1,107,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,2,6,0.00,0.00,0.00,0.00,0.00,0.27,0.10,0.37,0.27,0.37,https://fbref.com/fr/joueurs/5d4f7d61/Patrik-Schick
Stefan Schimmer,GER,"AT,MT",Heidenheim,30-169,1994,2,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,0,1,4,0.00,0.00,0.00,0.00,0.00,0.10,0.26,0.36,0.10,0.36,https://fbref.com/fr/joueurs/395bbb60/Stefan-Schimmer
Keven Schlotterbeck,GER,DF,Augsburg,27-169,1997,6,6,484,5.4,2,0,2,2,0,0,1,0,0.5,0.5,0.0,0.5,0,24,1,0.37,0.00,0.37,0.37,0.37,0.10,0.00,0.10,0.10,0.10,https://fbref.com/fr/joueurs/f6bdc830/Keven-Schlotterbeck
Nico Schlotterbeck,GER,DF,Dortmund,24-318,1999,5,5,432,4.8,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.3,12,41,7,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,https://fbref.com/fr/joueurs/34e12499/Nico-Schlotterbeck
Romano Schmid,AUT,MT,Werder Bremen,24-261,2000,6,6,522,5.8,0,1,1,0,0,0,0,0,0.3,0.3,1.1,1.4,23,43,32,0.00,0.17,0.17,0.00,0.17,0.06,0.19,0.25,0.06,0.25,https://fbref.com/fr/joueurs/220ace7e/Romano-Schmid
Jan Schöppner,GER,MT,Heidenheim,25-124,1999,6,5,470,5.2,2,0,2,2,0,0,0,0,1.0,1.0,0.4,1.4,7,15,12,0.38,0.00,0.38,0.38,0.38,0.18,0.08,0.26,0.18,0.26,https://fbref.com/fr/joueurs/932bfcac/Jan-Schoppner
Marvin Schulz,GER,MT,Holstein Kiel,29-273,1995,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,https://fbref.com/fr/joueurs/651167c8/Marvin-Schulz
Léo Scienza,BRA,"AT,MT",Heidenheim,26-031,1998,5,3,263,2.9,1,0,1,1,0,0,0,0,0.9,0.9,0.8,1.7,24,9,17,0.34,0.00,0.34,0.34,0.34,0.32,0.27,0.59,0.32,0.59,https://fbref.com/fr/joueurs/79064bc9/Leo-Scienza
Nicolas Seiwald,AUT,MT,RB Leipzig,23-163,2001,5,3,332,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,30,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/28c6e925/Nicolas-Seiwald
Benjamin Šeško,SVN,"AT,MT",RB Leipzig,21-136,2003,6,6,436,4.8,2,2,4,2,0,0,0,0,1.1,1.1,0.3,1.4,5,12,22,0.41,0.41,0.83,0.41,0.83,0.23,0.06,0.29,0.23,0.29,https://fbref.com/fr/joueurs/3260690c/Benjamin-Sesko
Armindo Sieb,GER,"MT,AT",Mainz 05,21-240,2003,6,2,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.1,0.9,10,5,12,0.90,0.00,0.90,0.90,0.90,0.37,0.05,0.42,0.37,0.42,https://fbref.com/fr/joueurs/228c1d94/Armindo-Sieb
Tim Siersleben,GER,DF,Heidenheim,24-219,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/f761c901/Tim-Siersleben
Kiliann Sildillia,FRA,AT,Freiburg,22-151,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/313254a3/Kiliann-Sildillia
André Silva,POR,AT,RB Leipzig,28-343,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,https://fbref.com/fr/joueurs/3effaa34/Andre-Silva
Mohamed Simakan,FRA,DF,RB Leipzig,24-164,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.46,0.00,0.46,https://fbref.com/fr/joueurs/fcb27134/Mohamed-Simakan
Xavi Simons,NED,MT,RB Leipzig,21-176,2003,6,6,525,5.8,1,1,2,1,0,0,2,0,0.9,0.9,1.7,2.6,21,41,50,0.17,0.17,0.34,0.17,0.34,0.15,0.29,0.44,0.15,0.44,https://fbref.com/fr/joueurs/da4d670f/Xavi-Simons
Danel Sinani,LUX,"MT,AT",St. Pauli,27-192,1997,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/96ddfa79/Danel-Sinani
Ibrahima Sissoko,MLI,"MT,DF",Bochum,26-353,1997,6,6,521,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,25,7,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,https://fbref.com/fr/joueurs/0f8418aa/Ibrahima-Sissoko
Tim Skarke,GER,"AT,MT",Union Berlin,28-037,1996,6,1,168,1.9,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.5,5,3,11,0.00,0.54,0.54,0.00,0.54,0.14,0.15,0.29,0.14,0.29,https://fbref.com/fr/joueurs/65857fdf/Tim-Skarke
Ellyes Skhiri,TUN,MT,Eint Frankfurt,29-157,1995,6,5,410,4.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,1,11,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,https://fbref.com/fr/joueurs/c2211709/Ellyes-Skhiri
Steven Skrzybski,GER,"MT,AT",Holstein Kiel,31-331,1992,3,1,96,1.1,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,1,5,1,0.00,0.94,0.94,0.00,0.94,0.08,0.29,0.38,0.08,0.38,https://fbref.com/fr/joueurs/58ce23e5/Steven-Skrzybski
Eric Smith,SWE,DF,St. Pauli,27-280,1997,6,6,489,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.9,1,23,1,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.16,0.04,0.16,https://fbref.com/fr/joueurs/8817312f/Eric-Smith
Anton Stach,GER,DF,Hoffenheim,25-334,1998,6,5,495,5.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,28,0,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,https://fbref.com/fr/joueurs/0f59a7bf/Anton-Stach
Jens Stage,DEN,MT,Werder Bremen,27-341,1996,6,6,510,5.7,3,0,3,3,0,0,1,0,1.6,1.6,0.1,1.8,5,19,16,0.53,0.00,0.53,0.53,0.53,0.29,0.02,0.31,0.29,0.31,https://fbref.com/fr/joueurs/1fffae99/Jens-Stage
Niklas Stark,GER,DF,Werder Bremen,29-183,1995,5,5,372,4.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,12,0,0.00,0.24,0.24,0.00,0.24,0.02,0.02,0.04,0.02,0.04,https://fbref.com/fr/joueurs/aad48be9/Niklas-Stark
Pascal Stenzel,GER,DF,Stuttgart,28-208,1996,3,2,114,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/99f7e9aa/Pascal-Stenzel
Angelo Stiller,GER,"MT,DF",Stuttgart,23-193,2001,6,6,534,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.8,6,51,21,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14,https://fbref.com/fr/joueurs/3b1ed320/Angelo-Stiller
Kevin Stöger,AUT,"MT,AT",Gladbach,31-048,1993,6,6,506,5.6,0,2,2,0,0,0,1,0,0.5,0.5,2.2,2.7,15,43,34,0.00,0.36,0.36,0.00,0.36,0.09,0.38,0.48,0.09,0.48,https://fbref.com/fr/joueurs/e5649a78/Kevin-Stoger
Niklas Süle,GER,DF,Dortmund,29-041,1995,5,4,334,3.7,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,2,18,4,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.14,0.13,0.14,https://fbref.com/fr/joueurs/e33c06cf/Niklas-Sule
Mattias Svanberg,SWE,MT,Wolfsburg,25-283,1999,5,5,377,4.2,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,0,8,9,0.24,0.00,0.24,0.24,0.24,0.29,0.06,0.34,0.29,0.34,https://fbref.com/fr/joueurs/92d83c27/Mattias-Svanberg
Haris Tabakovic,BIH,"AT,MT",Hoffenheim,30-116,1994,3,0,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.17,0.05,0.22,0.17,0.22,https://fbref.com/fr/joueurs/723b19c7/Haris-Tabakovic
Jonathan Tah,GER,DF,Leverkusen,28-246,1996,6,6,540,6.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,1,31,4,0.17,0.00,0.17,0.17,0.17,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/bd142efb/Jonathan-Tah
Edmond Tapsoba,BFA,DF,Leverkusen,25-255,1999,6,6,535,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,9,44,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,https://fbref.com/fr/joueurs/a73c8f95/Edmond-Tapsoba
Mathys Tel,FRA,"MT,AT",Bayern Munich,19-170,2005,3,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,https://fbref.com/fr/joueurs/829aa60c/Mathys-Tel
Nathan Tella,NGA,"DF,AT",Leverkusen,25-101,1999,3,1,83,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,3,12,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,https://fbref.com/fr/joueurs/f1e94cd6/Nathan-Tella
Martin Terrier,FRA,MT,Leverkusen,27-224,1997,6,3,298,3.3,1,0,1,1,0,0,1,0,1.8,1.8,0.1,2.0,5,7,18,0.30,0.00,0.30,0.30,0.30,0.55,0.05,0.60,0.55,0.60,https://fbref.com/fr/joueurs/5148dcc5/Martin-Terrier
Arthur Theate,BEL,DF,Eint Frankfurt,24-142,2000,6,6,518,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,17,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/df8d6029/Arthur-Theate
Phillip Tietz,GER,AT,Augsburg,27-097,1997,6,4,338,3.8,1,1,2,1,0,0,1,0,1.1,1.1,0.3,1.4,0,8,32,0.27,0.27,0.53,0.27,0.53,0.30,0.09,0.39,0.30,0.39,https://fbref.com/fr/joueurs/3397e7b5/Phillip-Tietz
Umut Tohumcu,GER,MT,Hoffenheim,20-064,2004,4,1,167,1.9,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,0,6,1,0.00,0.54,0.54,0.00,0.54,0.00,0.07,0.07,0.00,0.07,https://fbref.com/fr/joueurs/e547d3cf/Umut-Tohumcu
Tiago Tomás,POR,"AT,MT",Wolfsburg,22-120,2002,6,6,444,4.9,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.7,10,12,23,0.20,0.00,0.20,0.20,0.20,0.11,0.03,0.14,0.11,0.14,https://fbref.com/fr/joueurs/b492126a/Tiago-Tomas
Lucas Tousart,FRA,MT,Union Berlin,27-168,1997,2,2,130,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,2,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,https://fbref.com/fr/joueurs/71ec39ef/Lucas-Tousart
Omar Traoré,GER,"DF,AT",Heidenheim,26-253,1998,6,6,494,5.5,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,17,13,16,0.00,0.18,0.18,0.00,0.18,0.01,0.05,0.06,0.01,0.06,https://fbref.com/fr/joueurs/f44e8a73/Omar-Traore
Kevin Trapp,GER,GB,Eint Frankfurt,34-098,1990,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ce17b5eb/Kevin-Trapp
Philipp Treu,GER,"MT,DF",St. Pauli,23-316,2000,6,6,532,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,11,23,30,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,https://fbref.com/fr/joueurs/047822ad/Philipp-Treu
Christopher Trimmel,AUT,"DF,MT",Union Berlin,37-233,1987,4,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/056d2d95/Christopher-Trimmel
Tuta,BRA,"DF,MT",Eint Frankfurt,25-102,1999,6,6,539,6.0,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,2,10,2,0.17,0.17,0.33,0.17,0.33,0.04,0.01,0.05,0.04,0.05,https://fbref.com/fr/joueurs/35d64857/Tuta
Sven Ulreich,GER,GB,Bayern Munich,36-072,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/7d3e7da6/Sven-Ulreich
Deniz Undav,GER,"AT,MT",Stuttgart,28-087,1996,6,5,411,4.6,4,0,4,4,0,0,0,0,3.6,3.6,0.4,4.0,14,21,31,0.88,0.00,0.88,0.88,0.88,0.80,0.08,0.88,0.80,0.88,https://fbref.com/fr/joueurs/dd549382/Deniz-Undav
Dayot Upamecano,FRA,DF,Bayern Munich,25-353,1998,6,6,538,6.0,1,0,1,1,0,0,3,0,0.7,0.7,0.3,1.0,6,37,3,0.17,0.00,0.17,0.17,0.17,0.12,0.06,0.17,0.12,0.17,https://fbref.com/fr/joueurs/d248cd8f/Dayot-Upamecano
Can Uzun,TUR,"AT,MT",Eint Frankfurt,18-338,2005,4,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/1d0b134a/Can-Uzun
Josha Vagnoman,GER,DF,Stuttgart,23-308,2000,5,3,313,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,4,8,15,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,https://fbref.com/fr/joueurs/fb377d11/Josha-Vagnoman
Ruben Vargas,SUI,MT,Augsburg,26-070,1998,4,3,234,2.6,0,0,0,0,0,0,1,0,0.5,0.5,0.7,1.2,9,11,23,0.00,0.00,0.00,0.00,0.00,0.19,0.26,0.45,0.19,0.45,https://fbref.com/fr/joueurs/6ecbddf6/Ruben-Vargas
Nikola Vasilj,BIH,GB,St. Pauli,28-317,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/f038585f/Nikola-Vasilj
Denis Vavro,SVK,DF,Wolfsburg,28-187,1996,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/fr/joueurs/08990838/Denis-Vavro
Miloš Veljković,SRB,DF,Werder Bremen,29-018,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,10,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,https://fbref.com/fr/joueurs/a5ae8f8e/Milos-Veljkovic
Nikolas Veratschnig,AUT,MT,Mainz 05,21-264,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/13496b77/Nikolas-Veratschnig
Arthur Vermeeren,BEL,MT,RB Leipzig,19-250,2005,5,1,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,4,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,https://fbref.com/fr/joueurs/722494dc/Arthur-Vermeeren
Yorbe Vertessen,BEL,"MT,AT",Union Berlin,23-280,2001,6,2,248,2.8,1,0,1,1,0,0,1,0,0.4,0.4,0.7,1.1,4,2,16,0.36,0.00,0.36,0.36,0.36,0.16,0.24,0.40,0.16,0.40,https://fbref.com/fr/joueurs/e8ef59da/Yorbe-Vertessen
Kevin Vogt,GER,DF,Union Berlin,33-021,1991,6,6,501,5.6,1,0,1,0,1,1,1,0,0.8,0.0,0.0,0.0,0,13,0,0.18,0.00,0.18,0.00,0.00,0.14,0.00,0.14,0.00,0.00,https://fbref.com/fr/joueurs/1d8e9add/Kevin-Vogt
Aster Vranckx,BEL,MT,Wolfsburg,22-010,2002,4,1,128,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/f86cd5df/Aster-Vranckx
Robert Wagner,GER,MT,St. Pauli,21-092,2003,4,4,242,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/e3d3fbeb/Robert-Wagner
