Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Marc Roca,ESP,MF,Betis,La Liga,27-347,1996,8.1,3,0,0,15,4,0,7,8,8,0,0,0,42,3,9,25.0
Rodri,ESP,MF,Manchester City,Premier League,28-138,1996,0.7,0,0,0,1,2,0,0,1,1,0,0,0,7,1,0,100.0
Rodri,ESP,FW,Betis,La Liga,24-175,2000,1.3,0,0,0,2,2,1,6,1,1,0,0,0,10,0,2,0.0
Álvaro Rodríguez,URU,FW,Getafe,La Liga,20-116,2004,1.9,1,0,0,4,4,2,0,1,0,0,0,0,2,21,16,56.8
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,La Liga,26-132,1998,3.7,3,0,0,6,10,0,10,3,2,1,0,0,14,3,6,33.3
Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,21-235,2003,6.2,2,0,0,9,6,0,20,4,5,0,0,0,25,0,3,0.0
Dani Rodríguez,ESP,"FW,MF",Mallorca,La Liga,36-154,1988,7.4,1,0,0,9,14,1,41,3,12,0,0,0,17,6,14,30.0
Guido Rodríguez,ARG,MF,West Ham,Premier League,30-209,1994,8.1,3,0,0,11,5,1,3,10,13,0,0,0,36,7,4,63.6
James Rodríguez,COL,"MF,FW",Rayo Vallecano,La Liga,33-118,1991,1.4,1,0,0,2,0,2,13,1,2,0,0,0,8,2,2,50.0
Javi Rodríguez,ESP,DF,Celta Vigo,La Liga,21-134,2003,6.7,2,0,0,7,7,0,2,4,6,0,0,0,22,14,4,77.8
Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,28-247,1996,10.3,2,0,0,5,10,0,11,4,7,0,0,0,61,4,7,36.4
Ricardo Rodríguez,SUI,DF,Betis,La Liga,32-074,1992,3.7,0,0,0,3,1,0,3,3,7,0,0,0,18,4,4,50.0
Rodrygo,BRA,FW,Real Madrid,La Liga,23-303,2001,7.2,0,0,0,3,10,0,18,0,4,0,0,0,17,4,5,44.4
Mads Roerslev,DEN,DF,Brentford,Premier League,25-136,1999,5.0,1,0,0,2,3,0,13,2,3,0,0,0,13,5,1,83.3
Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,22-104,2002,9.0,2,0,0,12,11,0,2,3,3,0,0,0,37,2,15,11.8
Merlin Röhl,GER,MF,Freiburg,Bundesliga,22-125,2002,1.8,0,0,0,3,0,0,3,1,3,0,0,0,8,4,9,30.8
Alessio Romagnoli,ITA,DF,Lazio,Serie A,29-300,1995,7.3,1,1,0,8,2,0,0,8,7,0,0,0,20,22,9,71.0
Leo Román,ESP,GK,Mallorca,La Liga,24-124,2000,4.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Carlos Romero,ESP,DF,Espanyol,La Liga,23-009,2001,9.6,3,0,0,11,4,1,38,6,18,0,1,0,41,3,8,27.3
Cristian Romero,ARG,DF,Tottenham,Premier League,26-194,1998,9.7,1,0,0,6,6,1,2,13,22,0,0,0,56,23,21,52.3
Isaac Romero,ESP,FW,Sevilla,La Liga,24-173,2000,7.9,4,0,0,15,13,6,5,0,1,0,1,0,23,13,23,36.1
Luka Romero,ARG,"FW,MF",Alavés,La Liga,19-355,2004,2.1,0,0,0,2,3,1,5,1,4,1,0,0,9,2,4,33.3
Oriol Romeu,ESP,MF,Girona,La Liga,33-044,1991,3.7,2,0,0,11,4,0,3,2,8,0,0,0,18,2,3,40.0
Valentin Rongier,FRA,"DF,MF",Marseille,Ligue 1,29-336,1994,2.0,1,0,0,5,2,0,0,2,4,0,1,0,11,2,1,66.7
Marten de Roon,NED,"DF,MF",Atalanta,Serie A,33-223,1991,11.0,3,0,0,20,5,1,8,15,18,0,0,0,42,17,10,63.0
Vitor Roque,BRA,FW,Betis,La Liga,19-253,2005,5.7,0,0,0,10,9,2,1,2,1,0,0,0,18,4,7,36.4
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,27-305,1997,7.9,1,0,0,9,5,0,0,16,6,0,0,0,20,10,5,66.7
Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22-293,2002,2.2,0,0,0,3,2,0,2,4,3,0,0,0,7,1,6,14.3
Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21-271,2003,4.7,0,0,0,5,7,0,0,3,6,0,1,0,17,4,8,33.3
Valentin Rosier,FRA,DF,Leganés,La Liga,28-080,1996,9.5,4,0,0,17,11,3,16,14,26,0,0,0,34,10,5,66.7
Tom Rothe,GER,"MF,DF",Union Berlin,Bundesliga,20-009,2004,5.9,2,0,0,10,3,0,19,5,10,0,0,0,27,9,18,33.3
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23-162,2001,5.1,0,0,0,7,3,0,0,7,4,0,0,0,22,8,5,61.5
Jonas Rouhi,SWE,DF,Juventus,Serie A,20-305,2004,1.0,0,0,0,1,0,0,2,1,0,0,0,0,8,0,2,0.0
Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,31-306,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Nicolò Rovella,ITA,MF,Lazio,Serie A,22-339,2001,7.9,4,0,0,14,3,0,9,10,21,0,0,0,49,2,4,33.3
Jon Rowe,ENG,"FW,MF",Marseille,Ligue 1,21-191,2003,3.6,2,0,0,7,10,1,10,1,6,0,0,0,9,1,4,20.0
Amir Rrahmani,KVX,DF,Napoli,Serie A,30-257,1994,11.0,1,0,0,5,3,0,0,3,5,0,0,0,40,40,16,71.4
Tommaso Rubino,ITA,MF,Fiorentina,Serie A,17-363,2006,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31-249,1993,10.1,0,0,0,4,7,0,2,4,4,0,0,0,34,14,10,58.3
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22-119,2002,7.8,0,0,0,4,4,1,24,7,8,0,0,0,58,8,6,57.1
Aitor Ruibal,ESP,"FW,DF",Betis,La Liga,28-230,1996,5.6,2,0,0,3,7,1,10,6,7,0,0,0,25,2,5,28.6
Abel Ruiz,ESP,FW,Girona,La Liga,24-284,2000,7.3,2,0,0,6,7,4,2,2,0,0,0,0,13,5,12,29.4
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28-218,1996,4.7,0,0,0,0,2,1,5,6,8,0,0,0,28,1,4,20.0
Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32-171,1992,10.0,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,100.0
Georginio Rutter,FRA,"FW,MF",Brighton,Premier League,22-201,2002,6.0,1,0,0,15,12,2,5,4,3,0,1,0,24,16,7,69.6
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26-356,1997,7.0,1,0,0,13,3,0,18,8,6,0,0,0,20,2,9,18.2
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,32-095,1992,9.0,1,0,0,0,1,0,0,0,0,0,0,0,10,4,0,100.0
José Sá,POR,GK,Wolves,Premier League,31-295,1993,5.0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,
Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24-316,1999,3.8,1,0,0,9,15,0,7,1,7,0,0,0,16,0,8,0.0
Youssouf Sabaly,SEN,DF,Betis,La Liga,31-247,1993,4.2,0,0,0,6,1,1,10,2,7,0,0,0,14,1,2,33.3
Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,26-319,1997,2.5,0,0,0,3,7,2,5,2,2,0,0,0,5,3,5,37.5
Stefano Sabelli,ITA,DF,Genoa,Serie A,31-299,1993,5.8,1,0,0,10,6,0,26,5,8,0,0,0,22,5,4,55.6
Marcel Sabitzer,AUT,"MF,FW",Dortmund,Bundesliga,30-235,1994,5.6,2,0,0,3,1,0,9,2,3,0,0,0,16,2,3,40.0
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29-190,1995,9.4,1,0,0,11,6,1,8,11,7,0,2,0,43,5,14,26.3
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27-279,1997,2.3,1,0,0,6,1,3,2,1,1,0,0,0,5,7,10,41.2
Alexis Saelemaekers,BEL,"FW,DF",Roma,Serie A,25-133,1999,1.2,1,0,0,1,1,0,2,0,2,0,0,0,4,0,0,
Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25-133,1999,1.0,0,0,0,0,2,0,10,1,1,0,0,0,4,0,0,
Jorge Sáenz,ESP,DF,Leganés,La Liga,27-356,1996,5.8,1,0,0,11,4,0,0,9,11,0,1,0,21,14,11,56.0
Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25-256,1999,3.0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,
Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25-207,1999,8.7,3,0,0,13,9,0,0,14,9,0,0,0,37,13,17,43.3
Richie Sagrado,BEL,DF,Venezia,Serie A,20-282,2004,1.3,1,0,0,2,1,0,0,1,2,0,0,0,6,1,0,100.0
Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,23-149,2001,7.1,1,0,0,4,7,1,6,4,3,0,0,0,22,0,4,0.0
Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,29-202,1995,3.9,2,0,0,8,1,3,4,0,2,0,0,0,5,3,7,30.0
Bukayo Saka,ENG,"MF,FW",Arsenal,Premier League,23-063,2001,8.2,1,0,0,8,21,1,51,1,10,0,0,0,38,5,11,31.3
Marco Sala,ITA,DF,Como,Serie A,25-156,1999,1.3,1,0,0,2,1,0,4,1,4,0,0,0,2,1,0,100.0
Ibrahim Salah,MAR,FW,Brest,Ligue 1,23-069,2001,2.7,0,0,0,5,3,1,9,1,1,0,0,0,17,0,2,0.0
Mohamed Salah,EGY,FW,Liverpool,Premier League,32-145,1992,9.7,0,0,0,8,16,3,16,2,4,0,0,0,28,1,1,50.0
Amine Salama,FRA,FW,Reims,Ligue 1,24-112,2000,2.1,0,0,0,2,1,2,1,0,2,0,0,0,7,1,1,50.0
Kike Salas,ESP,DF,Sevilla,La Liga,22-198,2002,3.2,1,0,0,2,1,0,0,4,5,0,0,0,9,18,8,69.2
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,28-056,1996,6.1,1,0,0,3,2,0,19,5,5,0,0,0,26,4,2,66.7
William Saliba,FRA,DF,Arsenal,Premier League,23-228,2001,8.3,2,1,0,9,6,0,0,7,15,0,0,0,19,13,12,52.0
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25-204,1999,4.1,2,0,0,4,1,0,0,2,7,0,0,0,15,14,3,82.4
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27-169,1997,0.5,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,0.0
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31-352,1992,5.9,3,0,0,5,0,0,1,4,2,0,0,0,15,14,10,58.3
Lazar Samardzic,SRB,"MF,FW",Atalanta,Serie A,22-257,2002,3.7,0,0,0,7,3,0,23,0,3,0,0,0,19,1,5,16.7
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28-301,1996,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,29-001,1995,0.4,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,100.0
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,29-001,1995,3.7,0,0,0,3,7,3,6,1,4,0,0,0,11,15,21,41.7
Brice Samba,FRA,GK,Lens,Ligue 1,30-196,1994,10.0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,25-016,1999,4.3,1,0,0,3,11,0,0,0,6,0,0,0,26,6,3,66.7
Junior Sambia,FRA,MF,Empoli,Serie A,28-061,1996,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
Chuky san jose,ESP,"MF,FW",Valladolid,La Liga,20-192,2004,1.0,1,0,0,0,3,2,5,0,0,0,0,0,2,0,1,0.0
Antonio Sanabria,PAR,FW,Torino,Serie A,28-248,1996,5.8,1,0,0,5,8,0,0,0,2,1,0,0,12,7,18,28.0
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24-196,2000,7.3,1,0,0,6,10,2,6,2,2,0,0,0,34,2,2,50.0
Antonio Sánchez,ESP,"DF,MF",Mallorca,La Liga,27-311,1997,5.5,0,0,0,8,3,0,10,7,8,0,0,0,25,3,2,60.0
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,32-045,1992,4.5,2,0,0,4,11,0,28,6,7,0,0,0,16,1,4,20.0
Javi Sánchez,ESP,DF,Valladolid,La Liga,27-238,1997,5.5,2,0,0,5,0,0,0,5,4,0,0,0,7,13,16,44.8
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,21-084,2003,5.1,3,1,1,4,3,0,7,6,5,0,0,0,16,2,4,33.3
Manu Sánchez,ESP,DF,Alavés,La Liga,24-075,2000,9.5,4,0,0,14,4,1,27,9,13,0,0,0,38,2,11,15.4
Robert Sánchez,ESP,GK,Chelsea,Premier League,26-355,1997,10.0,2,0,0,2,1,0,0,0,0,0,2,0,24,2,0,100.0
Jadon Sancho,ENG,FW,Chelsea,Premier League,24-227,2000,3.4,1,0,0,1,1,0,2,0,1,1,0,0,16,0,1,0.0
Philipp Sander,GER,MF,Gladbach,Bundesliga,26-260,1998,3.7,1,0,0,4,3,0,1,5,6,0,0,0,25,15,8,65.2
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28-301,1996,1.2,0,0,0,0,1,0,1,1,0,0,0,0,9,0,1,0.0
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22-209,2002,5.8,2,0,0,11,5,1,1,14,7,0,0,0,21,12,8,60.0
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26-341,1997,2.4,2,0,0,5,4,0,0,2,9,0,0,0,18,5,3,62.5
Nhoa Sangui,FRA,DF,Reims,Ligue 1,18-254,2006,5.5,1,0,0,5,3,0,9,2,4,0,0,0,28,3,5,37.5
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23-313,2000,8.8,0,0,0,2,13,0,2,14,14,0,0,0,35,20,17,54.1
Nicola Sansone,ITA,"FW,MF",Lecce,Serie A,33-058,1991,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29-243,1995,4.3,1,0,0,3,5,0,2,10,2,1,0,0,28,12,12,50.0
Jesús Santiago,ESP,MF,Getafe,La Liga,20-166,2004,1.9,1,0,0,6,3,0,2,0,3,0,0,0,7,0,2,0.0
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20-188,2004,8.7,2,0,0,6,20,0,0,5,20,1,0,0,53,11,6,64.7
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21-210,2003,3.5,0,0,0,0,2,0,0,0,0,0,0,0,6,4,0,100.0
Tiago Santos,POR,DF,Lille,Ligue 1,22-107,2002,4.5,1,0,0,6,10,2,19,2,7,1,0,0,15,6,4,60.0
Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32-180,1992,1.5,1,0,0,1,3,2,9,2,2,0,0,0,4,1,4,20.0
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22-144,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23-241,2001,1.8,0,0,0,4,0,1,0,0,2,0,0,0,4,6,3,66.7
Ismaila Sarr,SEN,"MF,FW",Crystal Palace,Premier League,26-256,1998,4.4,1,0,0,2,8,1,16,2,1,1,0,0,18,4,12,25.0
Malang Sarr,FRA,DF,Lens,Ligue 1,25-289,1999,1.5,0,0,0,0,2,0,1,4,0,0,0,0,5,0,0,
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,19-070,2005,4.5,1,0,0,10,3,0,0,6,5,0,0,0,23,4,4,50.0
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23-261,2001,0.5,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2,60.0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32-321,1991,8.4,1,1,0,9,16,0,62,5,11,0,0,0,32,7,7,50.0
Sávio,BRA,"FW,MF",Manchester City,Premier League,20-211,2004,5.0,2,0,0,4,10,0,41,1,7,1,0,0,24,0,1,0.0
Nicolò Savona,ITA,DF,Juventus,Serie A,21-233,2003,6.5,2,0,0,2,6,1,18,5,7,0,0,0,24,1,3,25.0
Saba Sazonov,GEO,DF,Torino,Serie A,22-280,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe Scally,USA,DF,Gladbach,Bundesliga,21-312,2002,8.8,2,0,0,8,11,0,18,4,11,0,0,0,26,7,9,43.8
Kevin Schade,GER,"FW,MF",Brentford,Premier League,22-346,2001,5.3,0,0,0,2,7,5,10,0,10,0,0,0,15,17,11,60.7
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25-208,1999,4.7,1,0,0,10,8,0,3,7,7,0,0,0,23,9,7,56.3
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32-323,1991,7.3,4,1,0,7,4,0,1,8,5,0,0,0,28,14,14,50.0
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28-288,1996,1.6,0,0,0,3,2,2,0,0,2,0,0,0,2,8,3,72.7
Stefan Schimmer,GER,"FW,DF",Heidenheim,Bundesliga,30-193,1994,0.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0.0
Joël Schingtienne,BEL,DF,Venezia,Serie A,22-087,2002,1.0,1,0,0,1,0,0,0,1,4,0,1,0,6,0,1,0.0
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27-193,1997,7.4,1,0,0,2,7,0,0,8,7,0,1,0,29,18,9,66.7
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24-342,1999,7.8,3,1,1,10,7,0,4,9,12,0,1,0,48,18,5,78.3
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31-320,1992,0.6,0,0,0,0,0,0,3,0,0,0,0,0,3,1,2,33.3
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24-285,2000,8.8,0,0,0,8,11,2,29,4,5,0,0,0,43,7,8,46.7
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26-251,1998,1.7,0,0,0,4,1,0,11,0,3,0,0,0,16,1,0,100.0
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25-148,1999,8.2,2,0,0,12,4,0,4,15,7,0,0,0,41,17,11,60.7
Marvin Schulz,GER,"MF,FW",Holstein Kiel,Bundesliga,29-297,1995,1.4,1,0,0,2,0,0,7,0,2,0,0,0,4,0,0,
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,26-055,1998,5.7,0,0,0,6,22,2,33,3,5,0,0,0,23,1,6,14.3
Alex Scott,ENG,MF,Bournemouth,Premier League,21-078,2003,2.9,0,0,0,2,13,0,0,6,7,0,0,0,24,1,5,16.7
Simone Scuffet,ITA,GK,Cagliari,Serie A,28-160,1996,11.0,0,0,0,0,1,0,0,0,0,0,0,0,14,3,1,75.0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21-207,2003,0.2,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32-330,1991,4.5,1,1,0,7,4,0,0,7,9,0,0,0,12,7,3,70.0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24-156,2000,7.7,4,0,0,9,24,1,4,11,16,0,0,0,55,7,9,43.8
Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,23-187,2001,3.7,1,0,0,5,0,0,1,9,8,0,0,0,27,4,3,57.1
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32-255,1992,10.0,2,0,0,0,2,0,0,0,1,0,0,0,4,4,0,100.0
Nélson Semedo,POR,DF,Wolves,Premier League,30-357,1993,7.7,4,0,0,11,4,0,8,3,9,0,1,0,28,10,8,55.6
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24-305,2000,9.7,4,0,0,16,14,6,13,2,11,0,0,0,50,13,22,37.1
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23-284,2001,1.7,3,0,0,4,3,0,1,6,3,0,1,0,7,3,1,75.0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27-181,1997,7.8,3,0,0,12,7,0,4,9,16,0,0,0,50,19,16,54.3
Suat Serdar,GER,MF,Hellas Verona,Serie A,27-210,1997,3.0,1,0,0,7,6,0,0,3,6,0,0,0,14,3,3,50.0
Sergi,ESP,DF,Leganés,La Liga,32-201,1992,11.5,1,0,0,12,6,2,0,19,10,0,0,1,28,21,25,45.7
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21-247,2003,0.2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21-160,2003,7.1,0,0,0,3,2,3,2,2,2,0,0,0,16,21,11,65.6
Stephan El Shaarawy,ITA,DF,Roma,Serie A,32-011,1992,3.2,0,0,0,0,1,2,7,4,3,0,0,0,15,1,3,25.0
Eldor Shomurodov,UZB,"FW,DF",Roma,Serie A,29-131,1995,0.6,1,0,0,2,0,0,1,0,0,0,0,0,0,2,1,66.7
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32-101,1992,7.1,1,0,0,9,11,0,18,11,11,0,0,0,39,8,6,57.1
Armindo Sieb,GER,"MF,FW",Mainz 05,Bundesliga,21-264,2003,4.1,1,0,0,9,5,4,2,1,2,0,0,0,12,4,5,44.4
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,29-030,1995,9.1,1,0,0,7,7,0,37,6,9,0,0,0,56,16,14,53.3
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24-243,2000,0.6,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2,33.3
Kiliann Sildillia,FRA,"DF,FW",Freiburg,Bundesliga,22-175,2002,0.3,1,0,0,1,0,0,2,0,0,0,0,0,3,1,1,50.0
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,29-001,1995,0.5,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0.0
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,30-089,1994,9.1,2,0,0,7,5,2,21,5,6,0,0,0,26,2,6,25.0
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27-099,1997,6.0,0,0,0,4,3,0,44,4,8,0,0,0,27,3,7,30.0
Fábio Silva,POR,"FW,MF",Las Palmas,La Liga,22-111,2002,6.3,4,0,0,14,13,2,9,3,1,0,0,0,23,16,11,59.3
Jota Silva,POR,"MF,FW",Nott'ham Forest,Premier League,25-098,1999,2.1,1,0,0,2,7,2,4,6,1,0,0,0,13,5,11,31.3
Eric da Silva Moreira,GER,DF,Nott'ham Forest,Premier League,18-188,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rui Silva,POR,GK,Betis,La Liga,30-274,1994,12.0,1,0,0,1,2,0,0,0,0,0,1,0,21,2,0,100.0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23-143,2001,2.6,0,0,0,3,7,0,2,1,2,0,0,0,14,10,7,58.8
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24-188,2000,0.6,0,0,0,0,1,0,1,2,0,0,0,0,3,3,1,75.0
Giovanni Simeone,ARG,FW,Napoli,Serie A,29-125,1995,2.2,0,0,0,4,9,1,0,1,0,0,0,0,7,3,13,18.8
Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,La Liga,21-325,2002,2.6,1,0,0,3,5,0,9,2,3,0,0,0,12,1,3,25.0
Moses Simon,NGA,FW,Nantes,Ligue 1,29-118,1995,8.4,0,0,0,3,9,5,53,6,7,0,0,0,49,4,11,26.7
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21-200,2003,6.8,2,0,0,8,16,2,27,2,7,0,0,0,31,2,9,18.2
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27-216,1997,1.1,0,0,0,2,0,0,1,1,3,0,0,0,5,0,4,0.0
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24-335,1999,7.4,2,0,0,12,11,5,10,7,5,1,0,0,25,5,22,18.5
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23-318,2000,7.1,1,0,0,8,5,1,4,16,8,0,0,0,47,14,6,70.0
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25-143,1999,2.3,0,0,0,3,2,1,5,0,1,0,0,0,14,1,6,14.3
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29-126,1995,1.0,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100.0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,29-061,1995,5.0,0,0,0,2,4,0,1,8,7,0,0,1,23,9,8,52.9
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28-346,1995,6.5,0,0,0,22,16,7,1,1,7,0,0,0,18,21,37,36.2
Ibrahima Sissoko,MLI,"MF,DF",Bochum,Bundesliga,27-011,1997,8.2,1,0,0,16,10,1,6,12,16,1,1,0,37,18,13,58.1
Niama Sissoko,MLI,FW,Reims,Ligue 1,18-327,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33.3
Antonio Sivera,ESP,GK,Alavés,La Liga,28-088,1996,12.0,3,0,0,2,1,0,0,0,0,0,2,1,9,0,0,
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,28-061,1996,2.7,0,0,0,2,8,4,6,0,2,0,0,0,6,0,6,0.0
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29-181,1995,6.5,2,0,0,8,2,1,0,6,3,0,0,0,18,4,6,40.0
Oliver Skipp,ENG,MF,Leicester City,Premier League,24-052,2000,4.5,2,0,0,6,8,0,0,4,2,0,0,0,17,5,1,83.3
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24-345,1999,5.9,2,0,0,8,5,0,0,5,13,0,0,0,29,23,12,65.7
Łukasz Skorupski,POL,GK,Bologna,Serie A,33-186,1991,6.0,1,0,0,1,1,0,0,0,0,0,1,0,17,0,0,
Robert Skov,DEN,"MF,FW",Union Berlin,Bundesliga,28-171,1996,0.3,0,0,0,0,0,1,2,0,0,0,0,0,2,1,1,50.0
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29-270,1995,2.2,1,0,0,2,3,1,0,1,3,0,0,0,18,3,3,50.0
Steven Skrzybski,GER,"FW,MF",Holstein Kiel,Bundesliga,31-355,1992,3.1,0,0,0,7,8,0,14,4,0,0,0,0,13,0,4,0.0
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22-184,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
William Smallbone,IRL,MF,Southampton,Premier League,24-260,2000,2.7,0,0,0,4,1,0,19,0,3,0,0,0,7,1,1,50.0
Adam Smith,ENG,DF,Bournemouth,Premier League,33-192,1991,5.8,2,0,0,3,5,0,10,7,6,0,0,0,17,7,5,58.3
Eric Smith,SWE,DF,St. Pauli,Bundesliga,27-304,1997,8.4,1,0,0,2,6,2,37,13,8,0,0,0,29,6,4,60.0
Justin Smith,CAN,MF,Espanyol,La Liga,21-277,2003,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
