Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Agustín Martegani,ARG,MF,Salernitana,Serie A,23,2000,8.1,371,14,65,201,113,9,371,21,12,57.1,5,23.8,215,1328,678,14,15,3,10,9,239,22
Eric Martel,GER,MF,Köln,Bundesliga,21,2002,27.3,1515,116,491,817,220,35,1515,17,7,41.2,6,35.3,690,3155,1186,21,14,2,24,24,841,35
Roger Martí,ESP,FW,Cádiz,La Liga,32,1991,15.1,503,7,33,263,216,53,503,10,3,30.0,6,60.0,309,1260,390,7,15,2,47,20,354,64
Anthony Martial,FRA,FW,Manchester Utd,Premier League,27,1995,5.0,178,3,11,81,89,16,178,6,2,33.3,2,33.3,105,444,168,6,6,1,14,10,148,36
Aarón Martín,ESP,DF,Genoa,Serie A,26,1997,15.3,703,26,166,288,255,10,703,12,6,50.0,6,50.0,367,1839,972,28,21,3,12,4,432,72
Iván Martín,ESP,MF,Girona,La Liga,24,1999,30.3,1895,48,327,1060,533,58,1895,59,39,66.1,20,33.9,1267,8252,3837,84,62,13,64,41,1525,109
Jon Martin,ESP,DF,Real Sociedad,La Liga,17,2006,0.3,10,2,9,1,0,0,10,0,0,,0,,1,2,1,0,0,0,0,0,4,0
Jonas Martin,FRA,MF,Brest,Ligue 1,33,1990,13.4,1099,49,221,719,170,17,1099,11,5,45.5,6,54.5,809,4190,1930,28,23,2,13,12,747,32
Mario Martín,ESP,MF,Real Madrid,La Liga,19,2004,0.2,25,2,9,13,4,0,25,0,0,,0,,12,64,18,0,0,0,2,0,15,1
Gabriel Martinelli,BRA,FW,Arsenal,Premier League,22,2001,22.4,1241,12,96,315,844,196,1241,114,40,35.1,61,53.5,856,5863,2981,127,49,82,54,41,956,345
Tommaso Martinelli,ITA,GK,Fiorentina,Serie A,17,2006,1.0,50,43,50,0,0,0,50,0,0,,0,,17,103,50,0,0,0,0,0,29,0
Arnau Martinez,ESP,DF,Girona,La Liga,20,2003,13.8,958,79,347,483,131,9,958,7,3,42.9,4,57.1,541,2924,1608,29,14,1,16,9,655,16
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,30,1992,33.5,1509,1139,1484,25,0,0,1509,0,0,,0,,933,4389,2772,0,0,0,1,0,800,0
Iñigo Martínez,ESP,DF,Barcelona,La Liga,32,1991,14.4,1241,91,456,729,63,13,1241,1,0,0.0,1,100.0,833,4930,3438,33,22,1,3,0,935,5
Josep Martinez,ESP,GK,Genoa,Serie A,25,1998,36.0,1502,1121,1482,20,1,0,1502,3,3,100.0,0,0.0,974,6451,4095,0,0,0,0,0,800,0
Lautaro Martínez,ARG,FW,Inter,Serie A,25,1997,29.5,1176,12,88,532,564,178,1173,68,19,27.9,39,57.4,735,3228,1486,54,29,28,68,45,878,172
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,25,1998,7.2,510,75,234,259,18,2,510,4,2,50.0,1,25.0,338,1775,1062,8,3,0,1,3,351,1
Marc Martínez,ESP,GK,Granada,La Liga,33,1990,3.0,112,90,107,5,0,0,112,0,0,,0,,55,263,176,0,0,0,0,0,38,0
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,27,1996,25.5,1966,115,782,1064,132,41,1966,28,13,46.4,13,46.4,1184,6590,3542,23,20,3,21,7,1294,16
Adam Marušić,MNE,DF,Lazio,Serie A,30,1992,34.4,2103,102,695,1028,391,22,2103,32,14,43.8,14,43.8,979,4378,2368,35,31,3,24,5,1334,108
Marvin,ESP,"FW,DF",Las Palmas,La Liga,23,2000,20.6,1011,26,174,416,433,50,1011,47,19,40.4,21,44.7,574,3530,1535,60,40,13,52,23,662,177
Omar Mascarell,EQG,MF,Mallorca,La Liga,30,1993,17.5,936,58,254,616,74,7,936,10,8,80.0,1,10.0,444,2328,926,12,9,0,6,8,538,11
Adam Masina,MAR,DF,Udinese,Serie A,29,1994,0.7,48,7,27,14,7,0,48,0,0,,0,,20,55,8,0,0,0,2,1,20,3
Adam Masina,MAR,DF,Torino,Serie A,29,1994,11.4,741,94,395,309,42,8,741,1,1,100.0,0,0.0,432,1798,830,3,4,0,4,6,504,6
Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,24,1998,24.7,1012,101,421,495,104,28,1012,6,3,50.0,2,33.3,402,2105,967,15,11,0,15,6,459,10
Han-Noah Massengo,FRA,"MF,DF",Burnley,Premier League,22,2001,0.2,16,0,5,6,5,0,16,0,0,,0,,6,34,16,2,1,0,1,0,7,0
Roberto Massimo,GER,"FW,DF",Stuttgart,Bundesliga,22,2000,0.9,50,1,11,29,10,1,50,1,0,0.0,0,0.0,29,154,103,3,2,1,1,0,32,6
Clinton Mata,ANG,DF,Lyon,Ligue 1,30,1992,24.7,1785,125,650,803,349,13,1785,38,23,60.5,11,28.9,1226,6631,2926,32,27,2,29,19,1115,60
Jaime Mata,ESP,"FW,MF",Getafe,La Liga,34,1988,19.9,731,32,109,255,370,72,731,15,8,53.3,7,46.7,370,1456,479,16,16,7,47,20,527,138
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,20,2002,23.0,1582,64,283,830,486,44,1582,38,19,50.0,17,44.7,1041,5912,2263,43,58,3,37,15,1197,90
Eliot Matazo,BEL,MF,Monaco,Ligue 1,21,2002,1.1,76,3,20,41,17,1,76,3,2,66.7,1,33.3,50,273,129,2,4,1,2,1,41,2
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,26,1997,25.4,725,19,66,303,373,102,723,65,25,38.5,36,55.4,427,2104,740,29,15,14,89,78,539,135
Nemanja Matić,SRB,MF,Rennes,Ligue 1,34,1988,11.4,923,53,244,549,147,7,923,21,16,76.2,3,14.3,700,4023,2164,14,37,0,11,15,617,8
Nemanja Matić,SRB,MF,Lyon,Ligue 1,34,1988,13.9,1100,50,306,608,198,22,1100,20,12,60.0,8,40.0,847,4783,2354,26,36,8,11,10,791,17
Joël Matip,CMR,DF,Liverpool,Premier League,31,1991,8.7,665,90,303,327,37,12,665,2,0,0.0,2,100.0,421,2195,1406,8,13,0,3,4,451,1
Alex Matos,ENG,MF,Chelsea,Premier League,18,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,1,1,0,0,0,0,0,1,1,0
Chrislain Matsima,FRA,DF,Clermont Foot,Ligue 1,21,2002,13.1,807,123,391,397,20,5,807,5,2,40.0,1,20.0,549,3316,1799,13,4,1,6,4,496,1
Chrislain Matsima,FRA,DF,Monaco,Ligue 1,21,2002,3.3,259,12,73,169,19,2,259,2,0,0.0,1,50.0,201,1136,715,5,7,0,3,1,188,5
Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,Bundesliga,18,2005,2.0,104,0,5,58,44,9,104,11,6,54.5,5,45.5,57,360,204,6,6,3,7,1,62,22
Remi Matthews,ENG,GK,Crystal Palace,Premier League,29,1994,0.0,6,5,6,0,0,0,6,0,0,,0,,2,18,0,0,0,0,0,0,1,0
Alan Matturro,URU,DF,Genoa,Serie A,18,2004,1.2,42,10,18,17,7,2,42,1,1,100.0,0,0.0,13,41,7,0,0,0,3,0,15,1
Azor Matusiwa,NED,MF,Reims,Ligue 1,25,1998,15.4,929,56,216,558,164,10,929,13,9,69.2,3,23.1,617,3259,1296,12,20,2,15,10,541,12
Azor Matusiwa,NED,MF,Rennes,Ligue 1,25,1998,8.8,530,26,108,317,108,8,530,4,2,50.0,1,25.0,392,1999,800,3,19,0,6,6,371,12
Neal Maupay,FRA,FW,Brentford,Premier League,26,1996,14.7,532,6,59,221,262,71,532,33,9,27.3,20,60.6,295,1421,571,21,23,12,28,24,379,91
Neal Maupay,FRA,FW,Everton,Premier League,26,1996,1.2,40,1,1,21,19,8,40,0,0,,0,,20,89,34,1,1,1,6,3,28,6
Aïman Maurer,MAR,"MF,FW",Clermont Foot,Ligue 1,18,2004,0.6,38,2,5,9,24,4,38,3,2,66.7,1,33.3,27,173,43,1,1,1,3,1,25,8
Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,25,1997,16.7,821,117,421,372,34,19,821,6,2,33.3,2,33.3,393,2338,1349,10,1,1,7,0,419,2
Christian Mawissa,FRA,DF,Toulouse,Ligue 1,18,2005,12.4,784,70,325,371,97,13,784,42,24,57.1,15,35.7,528,2966,1628,26,25,4,14,5,471,11
Philipp Max,GER,DF,Eint Frankfurt,Bundesliga,29,1993,15.0,1006,25,249,543,225,20,1006,11,6,54.5,5,45.5,523,2613,1344,25,15,2,11,3,634,56
Eric Maxim Choupo-Moting,CMR,"MF,FW",Bayern Munich,Bundesliga,34,1989,8.0,402,10,55,152,201,55,402,39,23,59.0,13,33.3,219,1148,497,23,6,13,20,18,287,71
Luís Maximiano,POR,GK,Almería,La Liga,24,1999,33.0,1355,1096,1336,19,0,0,1355,3,3,100.0,0,0.0,710,3504,2214,0,0,0,0,0,592,0
Noam Mayoka-Tika,BEL,MF,Marseille,Ligue 1,19,2003,0.0,1,0,0,1,0,0,1,0,0,,0,,1,3,0,0,0,0,0,0,1,0
Borja Mayoral,ESP,FW,Getafe,La Liga,26,1997,23.9,775,16,51,377,352,71,771,43,18,41.9,22,51.2,481,2206,912,27,29,11,69,28,588,100
Senny Mayulu,FRA,"FW,MF",Paris S-G,Ligue 1,17,2006,3.6,221,1,20,91,111,17,221,10,5,50.0,5,50.0,179,841,367,4,3,3,14,3,174,38
Youssef Maziz,FRA,"FW,MF",Metz,Ligue 1,25,1998,1.4,53,2,9,30,15,2,53,3,2,66.7,1,33.3,40,238,102,2,3,0,3,1,37,2
Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,25,1997,13.3,1126,37,250,571,313,33,1126,24,12,50.0,11,45.8,639,2894,1600,34,23,7,13,6,781,79
Luca Mazzitelli,ITA,MF,Frosinone,Serie A,27,1995,24.6,1581,76,341,958,294,34,1581,18,11,61.1,6,33.3,773,3395,1244,18,16,1,22,22,1082,53
Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,28,1995,14.1,780,47,253,327,210,12,780,40,17,42.5,19,47.5,384,2438,1358,36,29,5,31,13,440,62
Pasquale Mazzocchi,ITA,DF,Napoli,Serie A,28,1995,4.8,328,12,92,155,82,6,328,18,6,33.3,9,50.0,190,1262,559,14,13,2,5,3,213,22
Kevin Mbabu,SUI,DF,Augsburg,Bundesliga,28,1995,22.7,1315,70,314,573,451,31,1315,82,29,35.4,48,58.5,626,4024,1885,70,48,8,41,25,654,106
Noah Mbamba,BEL,MF,Leverkusen,Bundesliga,18,2005,0.2,27,0,0,11,16,0,27,3,1,33.3,2,66.7,19,77,24,1,2,1,1,2,24,1
Ethan Mbappé,FRA,"MF,DF",Paris S-G,Ligue 1,16,2006,0.5,49,1,8,24,17,2,49,0,0,,0,,44,200,64,1,3,1,0,0,44,4
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,24,1998,24.0,1264,1,31,441,801,207,1256,133,61,45.9,62,46.6,1148,6749,3213,114,69,66,56,35,1130,286
Malick Mbaye,SEN,"MF,FW",Metz,Ligue 1,19,2004,1.7,78,2,5,40,37,4,78,1,1,100.0,0,0.0,57,432,159,8,5,2,5,2,55,20
Mamadou Mbaye,SEN,DF,Cádiz,La Liga,25,1998,3.2,137,37,81,47,9,4,137,0,0,,0,,35,170,83,0,0,0,2,0,43,0
Chancel Mbemba,COD,DF,Marseille,Ligue 1,28,1994,24.5,1631,170,618,925,98,25,1631,11,7,63.6,3,27.3,1221,6994,4035,16,29,2,17,5,1148,10
Nolan Mbemba,CGO,MF,Le Havre,Ligue 1,28,1995,0.2,40,0,4,26,10,0,40,0,0,,0,,31,193,93,0,1,0,1,0,31,1
Bryan Mbeumo,CMR,FW,Brentford,Premier League,23,1999,21.8,1045,26,108,350,599,111,1042,78,26,33.3,42,53.8,667,4326,2115,74,52,38,67,39,727,195
Christ Mbondi,FRA,FW,Reims,Ligue 1,18,2004,0.0,3,0,1,1,1,0,3,0,0,,0,,2,9,2,0,0,0,0,0,2,1
Jordi Mboula,ESP,"FW,MF",Hellas Verona,Serie A,24,1999,3.4,98,2,10,39,49,11,98,5,2,40.0,2,40.0,66,581,225,10,2,5,8,7,72,22
Nathanael Mbuku,COD,FW,Augsburg,Bundesliga,21,2002,0.1,10,0,0,4,6,1,10,1,0,0.0,1,100.0,9,67,51,1,0,1,0,0,9,4
James Mcatee,ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,784,23,119,315,366,68,783,92,33,35.9,52,56.5,451,3228,1444,55,33,18,49,40,475,110
James Mcatee,ENG,MF,Manchester City,Premier League,20,2002,0.0,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,27,1996,14.2,583,31,68,288,230,74,581,17,6,35.3,10,58.8,245,923,305,6,11,4,25,18,420,60
James McConnell,ENG,MF,Liverpool,Premier League,18,2004,0.0,10,0,1,7,2,0,10,1,0,0.0,0,0.0,5,47,11,0,1,0,1,0,6,0
John McGinn,SCO,"MF,FW",Aston Villa,Premier League,28,1994,33.3,1546,44,257,810,499,58,1546,96,54,56.3,27,28.1,994,5181,2385,59,45,10,55,61,1096,84
Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,26,1996,4.6,244,43,142,92,11,5,244,0,0,,0,,102,365,177,1,0,0,3,0,107,0
Weston McKennie,USA,"MF,DF",Juventus,Serie A,24,1998,28.8,1457,92,310,601,559,69,1457,53,18,34.0,29,54.7,732,3889,2061,64,39,8,38,19,884,176
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,23,1999,32.1,1621,51,247,683,724,72,1621,66,30,45.5,31,47.0,905,5845,2583,80,62,14,67,60,1032,147
Scott McTominay,SCO,"MF,FW",Manchester Utd,Premier League,26,1996,21.1,927,78,235,478,225,53,927,21,8,38.1,10,47.6,485,2221,1032,29,22,4,29,23,572,47
Facundo Medina,ARG,DF,Lens,Ligue 1,24,1999,30.2,2367,170,776,1382,239,17,2367,32,18,56.3,14,43.8,1846,11169,6030,51,53,4,30,15,1661,20
Ben Mee,ENG,DF,Brentford,Premier League,33,1989,14.1,829,109,388,364,79,25,829,6,3,50.0,3,50.0,388,1958,1150,11,4,1,9,7,447,9
Marvin Mehlem,GER,MF,Darmstadt 98,Bundesliga,25,1997,16.5,785,21,137,411,242,40,785,24,10,41.7,12,50.0,405,1984,861,27,16,13,37,19,494,73
Bamo Meïté,CIV,DF,Marseille,Ligue 1,21,2001,7.1,605,60,241,327,42,2,605,9,5,55.6,2,22.2,435,2531,1280,11,14,1,5,4,408,5
Bamo Meïté,CIV,DF,Lorient,Ligue 1,21,2001,1.6,80,23,60,19,1,0,80,0,0,,0,,54,226,107,0,0,0,2,1,48,0
Hannibal Mejbri,TUN,"MF,FW",Manchester Utd,Premier League,20,2003,1.5,59,2,12,30,19,3,59,5,2,40.0,1,20.0,35,156,74,2,0,0,7,4,34,10
Hannibal Mejbri,TUN,MF,Sevilla,La Liga,20,2003,1.2,68,0,12,28,28,4,68,5,3,60.0,1,20.0,38,247,96,1,4,0,6,6,50,6
Óscar Melendo,ESP,"MF,FW",Granada,La Liga,25,1997,12.5,506,6,65,332,118,11,506,23,11,47.8,8,34.8,347,1941,794,21,19,0,22,9,383,33
Gonzalo Melero,ESP,"MF,FW",Almería,La Liga,29,1994,12.3,580,20,94,357,133,28,580,18,7,38.9,10,55.6,335,1739,919,23,11,3,26,13,407,33
Birger Meling,NOR,DF,Rennes,Ligue 1,28,1994,0.2,10,0,4,2,4,1,10,0,0,,0,,4,10,4,0,0,0,0,0,5,0
Arthur Melo,BRA,MF,Fiorentina,Serie A,26,1996,22.1,1654,46,334,1026,320,8,1653,20,11,55.0,4,20.0,1099,6199,2393,21,43,2,14,15,1243,27
Memphis,NED,FW,Atlético Madrid,La Liga,29,1994,9.9,407,1,28,180,206,64,407,37,18,48.6,16,43.2,243,1126,498,16,11,7,42,22,324,82
Houboulang Mendes,GNB,DF,Almería,La Liga,25,1998,4.4,236,21,94,117,27,1,236,7,2,28.6,3,42.9,83,389,175,5,4,0,8,4,89,6
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,21,2002,3.0,245,5,48,126,72,10,245,10,6,60.0,4,40.0,187,995,530,12,11,2,2,3,174,25
Tomás Mendes,ESP,MF,Alavés,La Liga,18,2004,0.1,7,0,1,4,2,0,7,0,0,,0,,6,20,1,0,1,0,0,1,5,0
Brais Méndez,ESP,"MF,FW",Real Sociedad,La Liga,26,1997,26.8,1559,36,162,851,562,63,1559,59,24,40.7,31,52.5,884,4030,1902,45,40,15,57,30,1113,121
Bruno Méndez,URU,DF,Granada,La Liga,23,1999,14.8,797,67,341,376,88,13,797,7,6,85.7,1,14.3,351,1434,767,8,4,0,9,4,394,14
Diego Méndez,ESP,MF,Rayo Vallecano,La Liga,19,2003,0.1,3,0,1,2,0,0,3,0,0,,0,,1,12,10,1,0,0,0,0,0,0
Leonardo Mendicino,ITA,MF,Atalanta,Serie A,17,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Antoine Mendy,FRA,DF,Nice,Ligue 1,19,2004,4.6,291,28,142,125,27,3,291,9,6,66.7,3,33.3,209,1092,505,3,3,0,1,0,192,6
Benjamin Mendy,FRA,DF,Lorient,Ligue 1,29,1994,7.9,543,19,87,226,238,15,543,18,9,50.0,9,50.0,347,1999,937,26,28,1,12,5,338,85
Ferland Mendy,FRA,DF,Real Madrid,La Liga,28,1995,19.1,1409,44,387,687,345,17,1409,28,13,46.4,13,46.4,858,3474,1505,19,21,3,20,14,1026,96
Formose Mendy,SEN,DF,Lorient,Ligue 1,22,2001,14.0,900,101,371,479,67,11,900,11,6,54.5,5,45.5,568,3364,1569,14,9,1,14,8,493,13
Nampalys Mendy,SEN,MF,Lens,Ligue 1,31,1992,11.7,769,16,132,510,138,2,769,9,3,33.3,6,66.7,601,3222,1377,21,30,1,11,4,541,13
Teden Mengi,ENG,DF,Luton Town,Premier League,21,2002,27.4,1288,218,673,554,70,24,1288,11,7,63.6,3,27.3,596,3222,1660,15,8,2,22,5,616,1
Chris Mepham,WAL,DF,Bournemouth,Premier League,25,1997,6.9,434,48,182,227,25,6,434,0,0,,0,,235,1304,736,4,4,0,2,2,242,1
Jorge Meré,ESP,DF,Cádiz,La Liga,26,1997,7.5,298,42,148,143,9,3,298,1,1,100.0,0,0.0,115,423,237,2,2,0,0,1,137,0
Alex Meret,ITA,GK,Napoli,Serie A,26,1997,30.8,959,793,956,3,0,0,959,1,1,100.0,0,0.0,564,2467,1302,0,0,0,0,0,554,0
Mikel Merino,ESP,MF,Real Sociedad,La Liga,27,1996,27.6,1759,91,323,948,514,76,1759,41,24,58.5,13,31.7,892,3946,1722,26,39,5,61,42,1213,99
Quentin Merlin,FRA,DF,Marseille,Ligue 1,21,2002,7.8,525,16,119,268,139,8,525,9,4,44.4,4,44.4,347,2091,796,15,6,4,7,6,318,56
Quentin Merlin,FRA,DF,Nantes,Ligue 1,21,2002,14.3,984,39,245,452,297,19,984,19,10,52.6,9,47.4,661,3678,1787,34,38,5,17,6,596,62
Junior Messias,BRA,"MF,DF",Genoa,Serie A,32,1991,11.7,490,23,100,208,194,28,490,43,16,37.2,18,41.9,282,2069,1138,35,29,6,24,13,309,75
Thomas Meunier,BEL,DF,Dortmund,Bundesliga,31,1991,6.5,560,30,214,246,106,11,560,8,2,25.0,5,62.5,304,1781,923,21,13,2,6,4,356,25
Bastien Meupiyou,FRA,DF,Nantes,Ligue 1,17,2006,0.1,7,1,4,3,1,0,7,0,0,,0,,4,42,5,0,0,0,1,0,3,0
Alexander Meyer,GER,GK,Dortmund,Bundesliga,32,1991,7.7,382,290,380,2,0,0,382,1,1,100.0,0,0.0,270,1316,685,0,0,0,0,0,242,0
Omenuke Mfulu,COD,"MF,FW",Las Palmas,La Liga,29,1994,0.9,77,10,30,39,8,0,77,1,1,100.0,0,0.0,41,144,70,1,1,0,2,0,50,0
Lucas Michal,FRA,FW,Monaco,Ligue 1,18,2005,0.1,1,0,0,1,0,0,1,0,0,,0,,1,34,31,1,0,0,0,0,0,0
Sven Michel,GER,"FW,MF",Augsburg,Bundesliga,33,1990,6.5,248,3,21,94,133,39,246,22,10,45.5,11,50.0,135,600,204,6,3,4,22,11,162,44
Miguel,ESP,"FW,MF",Alavés,La Liga,23,1999,0.7,22,0,1,12,9,3,22,0,0,,0,,9,42,25,1,0,1,2,4,14,3
Georges Mikautadze,GEO,FW,Metz,Ligue 1,22,2000,19.4,669,4,44,343,304,78,666,98,42,42.9,52,53.1,467,3591,1583,52,35,24,44,25,441,95
Nikola Milenković,SRB,DF,Fiorentina,Serie A,25,1997,27.9,1810,160,941,803,67,28,1810,3,2,66.7,1,33.3,1004,4636,2412,8,12,1,6,2,1193,10
Lewis Miley,ENG,MF,Newcastle Utd,Premier League,17,2006,13.4,674,36,164,305,212,35,674,17,8,47.1,8,47.1,350,1664,654,14,7,6,16,10,435,54
Arkadiusz Milik,POL,FW,Juventus,Serie A,29,1994,10.2,391,3,36,182,175,52,391,10,5,50.0,5,50.0,242,894,331,12,8,3,30,12,319,49
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,26,1997,36.0,1620,1290,1610,11,0,0,1620,1,0,0.0,1,100.0,1003,5562,3199,0,0,0,0,0,859,0
Éder Militão,BRA,DF,Real Madrid,La Liga,25,1998,5.5,376,61,204,155,20,3,376,1,0,0.0,0,0.0,244,1145,609,7,4,0,3,1,274,2
Luis Milla,ESP,MF,Getafe,La Liga,28,1994,23.5,1484,30,196,981,330,10,1484,34,11,32.4,17,50.0,683,3575,1700,31,26,0,26,17,839,35
Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,21,2002,24.9,1734,18,180,1008,569,70,1733,88,46,52.3,37,42.0,972,4825,1867,46,41,14,69,34,1373,167
James Milner,ENG,"DF,MF",Brighton,Premier League,37,1986,8.6,675,25,135,300,245,17,675,8,3,37.5,4,50.0,395,1230,562,11,6,4,11,6,457,73
Jovan Milošević,SRB,"FW,MF",Stuttgart,Bundesliga,18,2005,0.3,17,0,1,9,7,1,17,2,2,100.0,0,0.0,13,67,29,1,2,0,3,0,13,3
Marko Milovanović,SRB,"FW,MF",Almería,La Liga,19,2003,3.4,102,5,13,56,34,13,102,4,1,25.0,2,50.0,51,177,59,2,1,1,6,4,66,13
Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,26,1996,21.9,2352,279,1065,1233,64,19,2352,2,2,100.0,0,0.0,1354,6415,3524,14,10,0,5,5,1730,3
Yerry Mina,COL,"DF,MF",Fiorentina,Serie A,28,1994,0.5,21,1,8,11,2,1,21,0,0,,0,,8,46,4,0,0,0,0,0,9,1
Yerry Mina,COL,DF,Cagliari,Serie A,28,1994,13.5,713,138,448,249,18,5,712,3,2,66.7,1,33.3,337,1925,1068,4,0,0,10,0,364,3
Takumi Minamino,JPN,MF,Monaco,Ligue 1,28,1995,23.5,1150,25,116,530,527,110,1150,42,15,35.7,23,54.8,864,5044,1959,48,44,19,60,22,828,198
Lucas Mincarelli,FRA,"DF,MF",Montpellier,Ligue 1,19,2004,10.9,572,38,190,253,135,10,572,22,8,36.4,13,59.1,312,2156,998,24,27,1,11,15,276,40
Tyrone Mings,ENG,DF,Aston Villa,Premier League,30,1993,0.3,8,3,5,2,1,1,8,0,0,,0,,4,8,3,0,0,0,1,0,4,0
Óscar Mingueza,ESP,"DF,MF",Celta Vigo,La Liga,24,1999,33.3,2287,72,598,1012,701,43,2287,78,36,46.2,34,43.6,1313,6460,3490,74,76,9,31,26,1498,134
Ignasi Miquel,ESP,DF,Granada,La Liga,30,1992,33.2,1889,262,1133,703,67,37,1889,16,8,50.0,7,43.8,1027,4460,2198,8,6,1,21,4,1146,8
Rafa Mir,ESP,"FW,MF",Sevilla,La Liga,26,1997,4.3,136,2,11,61,67,20,136,6,2,33.3,3,50.0,73,349,147,3,2,3,9,3,93,16
Ignacio Miramon,ARG,MF,Lille,Ligue 1,20,2003,0.4,37,1,5,28,6,0,37,0,0,,0,,30,151,76,1,1,0,1,0,29,0
Aleksei Miranchuk,RUS,"MF,FW",Atalanta,Serie A,27,1995,13.1,785,4,62,323,407,52,785,49,17,34.7,27,55.1,490,2993,1421,41,35,10,37,15,601,122
Juan Miranda,ESP,DF,Betis,La Liga,23,2000,20.6,1384,75,439,581,371,28,1384,19,7,36.8,8,42.1,654,2498,1316,35,24,3,22,5,789,95
Kevin Miranda,ITA,DF,Sassuolo,Serie A,20,2003,0.2,11,1,7,5,0,0,11,1,1,100.0,0,0.0,8,49,31,0,0,0,0,0,8,0
Antonio Mirante,ITA,GK,Milan,Serie A,40,1983,2.0,59,48,57,2,0,0,59,0,0,,0,,33,128,84,0,0,0,0,0,31,0
Fabio Miretti,ITA,MF,Juventus,Serie A,19,2003,12.3,604,12,86,291,237,35,604,42,21,50.0,18,42.9,362,2026,1002,22,17,7,34,25,399,62
Filippo Missori,ITA,DF,Sassuolo,Serie A,19,2004,3.0,146,10,50,68,30,3,146,2,1,50.0,1,50.0,65,330,198,5,2,2,1,2,73,7
Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,Premier League,23,1999,35.6,2038,118,739,762,555,54,2038,37,18,48.6,17,45.9,818,3253,1564,32,23,9,46,28,979,159
Kaoru Mitoma,JPN,FW,Brighton,Premier League,26,1997,16.5,852,17,79,270,514,136,852,94,39,41.5,44,46.8,616,4879,3147,121,54,62,38,15,677,239
Aleksandar Mitrović,SRB,FW,Fulham,Premier League,28,1994,0.4,12,0,1,6,6,4,12,3,3,100.0,0,0.0,5,29,15,0,0,0,0,0,8,0
Stefan Mitrović,SRB,"FW,MF",Hellas Verona,Serie A,20,2002,4.3,164,1,11,89,69,10,164,14,6,42.9,6,42.9,101,810,383,13,8,2,13,4,107,24
Stefan Mitrović,SRB,DF,Getafe,La Liga,33,1990,7.8,306,39,156,147,5,2,306,4,2,50.0,1,25.0,140,780,457,4,0,0,3,0,142,2
Maximilian Mittelstädt,GER,DF,Stuttgart,Bundesliga,26,1997,23.4,2041,78,494,1098,470,35,2041,60,36,60.0,19,31.7,1056,5264,2712,70,58,6,30,21,1337,129
Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,34,1989,30.9,1982,50,301,1079,628,64,1982,38,19,50.0,17,44.7,1191,6710,3583,92,77,13,39,19,1472,127
Marko Mladenović,SRB,MF,Eint Frankfurt,Bundesliga,18,2005,0.1,3,0,1,1,1,0,3,0,0,,0,,1,1,0,0,0,0,0,0,3,1
Jakub Moder,POL,"MF,DF",Brighton,Premier League,24,1999,6.9,388,23,106,180,106,14,388,12,6,50.0,5,41.7,218,985,423,10,8,2,11,6,259,26
Luka Modrić,CRO,MF,Real Madrid,La Liga,37,1985,18.8,1812,22,256,977,593,49,1812,45,21,46.7,17,37.8,1202,6071,2795,53,57,13,12,19,1427,85
Max Moerstedt,GER,"DF,FW",Hoffenheim,Bundesliga,,,0.1,4,1,1,0,3,0,4,0,0,,0,,2,9,8,0,0,0,0,0,2,1
Terem Moffi,NGA,FW,Nice,Ligue 1,24,1999,21.7,572,18,44,282,256,92,569,33,19,57.6,13,39.4,402,2418,995,24,23,12,57,34,409,123
Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,25,1997,22.2,673,34,85,322,280,103,670,35,15,42.9,18,51.4,430,2709,740,23,18,10,82,37,456,115
