Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Alban Lafont,FRA,GK,Nantes,Ligue 1,24,1999,27.7,2,0,0,1,4,0,0,0,0,0,1,0,37,11,1,91.7
Yoel Lago,ESP,DF,Celta Vigo,La Liga,19,2004,1.0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,
Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,26,1996,11.9,2,0,0,20,27,0,22,12,12,0,0,0,80,12,14,46.2
Konrad Laimer,AUT,"DF,MF",Bayern Munich,Bundesliga,26,1997,19.7,3,0,0,28,15,2,31,18,36,0,0,0,114,12,19,38.7
Stefan Lainer,AUT,"DF,MF",Gladbach,Bundesliga,30,1992,8.3,2,0,0,8,7,1,19,5,16,0,0,0,33,7,12,36.8
Kenny Lala,MAD,DF,Brest,Ligue 1,31,1991,33.0,7,0,0,24,25,0,143,28,51,0,0,0,221,7,14,33.3
Adam Lallana,ENG,"MF,FW",Brighton,Premier League,35,1988,9.4,2,0,0,8,11,2,7,3,3,0,0,0,22,3,5,37.5
Mathis Lambourde,FRA,FW,Rennes,Ligue 1,17,2006,0.1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,33.3
Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,31,1992,5.1,3,0,0,18,6,3,12,1,14,0,0,0,24,3,5,37.5
Mohamed Lamine Bayo,GUI,FW,Le Havre,Ligue 1,25,1998,15.4,4,0,0,14,13,7,8,2,5,0,0,0,30,36,42,46.2
Didier Lamkel Zé,CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,1,0,0,14,11,3,13,0,2,0,0,0,26,13,21,38.2
Tariq Lamptey,GHA,"DF,FW",Brighton,Premier League,22,2000,10.2,3,0,0,11,18,3,31,6,14,0,1,0,32,4,9,30.8
Bruno Langa,MOZ,DF,Almería,La Liga,25,1997,9.1,1,1,0,4,12,0,16,4,12,0,0,0,37,2,6,25.0
Gianluca Lapadula,PER,FW,Cagliari,Serie A,33,1990,13.4,3,0,0,22,18,15,7,2,1,1,0,0,27,21,31,40.4
Aymeric Laporte,ESP,DF,Manchester City,Premier League,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Julien Laporte,FRA,DF,Lorient,Ligue 1,29,1993,20.2,4,0,0,20,9,1,1,11,14,0,1,0,73,38,34,52.8
Cyle Larin,CAN,FW,Mallorca,La Liga,28,1995,20.3,8,0,0,27,34,31,7,3,8,0,1,0,42,83,102,44.9
Yasser Larouci,ALG,DF,Sheffield Utd,Premier League,22,2001,5.9,1,0,0,5,5,1,6,7,9,0,0,0,34,1,4,20.0
Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,19,2004,21.0,1,0,0,16,2,1,8,29,18,0,0,0,116,9,19,32.1
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,29,1993,12.0,4,0,0,17,2,1,1,5,9,0,0,0,53,47,24,66.2
Juanmi Latasa,ESP,FW,Getafe,La Liga,22,2001,17.3,7,1,1,66,39,7,2,4,7,1,1,0,31,143,125,53.4
Toni Lato,ESP,DF,Mallorca,La Liga,25,1997,17.2,3,0,0,19,18,2,49,17,23,1,0,0,83,10,19,34.5
Armand Lauriente,FRA,FW,Sassuolo,Serie A,24,1998,32.3,5,0,0,34,55,4,135,15,20,1,0,0,138,6,28,17.6
Roméo Lavia,BEL,MF,Chelsea,Premier League,19,2004,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Lázaro,BRA,"FW,MF",Almería,La Liga,21,2002,3.2,0,0,0,3,7,2,12,1,1,0,0,0,13,4,11,26.7
Valentino Lazaro,AUT,"DF,MF",Torino,Serie A,27,1996,22.2,3,0,0,12,10,1,127,8,11,0,0,0,103,14,20,41.2
Darko Lazović,SRB,"FW,MF",Hellas Verona,Serie A,32,1990,21.4,0,1,0,5,5,13,97,6,16,0,0,0,67,8,15,34.8
Manuel Lazzari,ITA,DF,Lazio,Serie A,29,1993,18.6,4,1,0,16,20,1,56,12,18,0,0,0,72,5,16,23.8
Théo Le Bris,FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,2,0,0,7,10,0,33,12,22,0,0,0,61,7,11,38.9
Julien Le Cardinal,FRA,DF,Brest,Ligue 1,25,1997,5.3,3,0,0,7,5,0,5,13,11,0,0,0,20,11,9,55.0
Julien Le Cardinal,FRA,DF,Lens,Ligue 1,25,1997,0.6,0,0,0,2,1,0,4,0,2,0,0,0,6,1,0,100.0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,25,1998,18.0,3,0,0,29,31,3,44,2,10,1,1,0,64,48,46,51.1
Enzo Le Fée,FRA,MF,Rennes,Ligue 1,23,2000,17.0,3,0,0,24,18,0,24,19,35,0,0,0,127,11,12,47.8
Vincent Le Goff,FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,1,0,0,3,5,2,18,3,0,0,0,0,35,2,2,50.0
Robin Le Normand,ESP,DF,Real Sociedad,La Liga,26,1996,27.4,13,0,0,33,23,1,1,28,22,0,1,1,111,110,60,64.7
Nicola Leali,ITA,GK,Genoa,Serie A,30,1993,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Rafael Leão,POR,FW,Milan,Serie A,24,1999,27.9,5,0,0,27,52,17,108,9,10,2,1,0,78,24,17,58.5
Adrien Lebeau,FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,0,0,0,1,2,0,3,0,0,0,0,0,5,0,3,0.0
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,37,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,32,1991,30.0,1,0,0,0,2,0,0,0,0,0,0,1,14,6,0,100.0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,30,1993,33.9,0,0,0,1,5,0,0,0,1,0,0,0,54,6,3,66.7
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,30,1993,28.0,12,1,1,47,57,1,31,43,67,0,0,0,270,20,12,62.5
Diogo Leite,POR,DF,Union Berlin,Bundesliga,24,1999,30.0,6,0,0,40,31,1,4,47,36,0,2,0,145,71,44,61.7
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,25,1998,4.2,0,0,0,2,2,0,0,4,3,0,0,0,28,13,6,68.4
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,32,1991,37.0,5,0,0,26,13,3,7,23,25,0,0,1,173,80,49,62.0
Stefan Lekovic,SRB,DF,Villarreal,La Liga,19,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,30,1993,22.2,4,0,0,15,7,0,37,15,22,0,0,0,139,15,9,62.5
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,27,1995,1.8,0,0,0,3,2,0,6,0,1,0,0,0,5,0,2,0.0
Mario Lemina,GAB,MF,Wolves,Premier League,29,1993,33.0,12,1,1,43,24,8,15,41,58,0,0,0,199,35,41,46.1
Álvaro Lemos,ESP,DF,Las Palmas,La Liga,30,1993,2.8,1,0,0,2,3,1,5,2,1,0,0,0,10,5,2,71.4
Ruben Lendinez,ESP,DF,Valencia,La Liga,20,2003,0.1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,
Clément Lenglet,FRA,DF,Aston Villa,Premier League,28,1995,12.8,3,0,0,3,12,0,3,7,9,0,0,0,37,15,11,57.7
Bernd Leno,GER,GK,Fulham,Premier League,31,1992,38.0,3,0,0,0,3,0,0,0,0,0,0,1,58,10,1,90.9
Christopher Lenz,GER,"DF,MF",RB Leipzig,Bundesliga,28,1994,0.5,0,0,0,2,0,0,5,2,1,0,0,0,3,2,1,66.7
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,28,1994,0.1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
Johann Lepenant,FRA,MF,Lyon,Ligue 1,20,2002,2.8,1,0,0,6,3,0,2,4,3,0,0,0,22,1,2,33.3
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,28,1994,26.7,8,0,0,43,25,4,14,36,25,0,0,0,174,69,33,67.6
Léo Leroy,FRA,MF,Montpellier,Ligue 1,23,2000,5.5,4,0,0,19,5,0,1,7,10,0,0,0,37,8,9,47.1
Robert Lewandowski,POL,FW,Barcelona,La Liga,34,1988,30.6,5,0,0,23,55,24,18,9,5,1,0,0,56,51,49,51.0
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,22,2001,16.9,3,0,0,22,23,8,46,5,10,0,1,0,74,4,13,23.5
Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,18,2004,9.0,1,0,0,7,20,0,1,4,7,0,0,0,42,0,6,0.0
Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,22,2001,16.0,0,0,0,9,18,3,50,7,7,0,0,0,62,15,22,40.5
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,27,1996,14.1,3,0,0,12,6,1,4,14,13,0,1,0,77,33,14,70.2
Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,23,1999,15.4,5,0,0,12,8,0,2,19,12,0,0,0,73,41,28,59.4
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,29,1994,14.8,2,0,0,15,2,3,1,12,10,0,0,0,75,17,24,41.5
Jesper Lindstrøm,DEN,"FW,MF",Napoli,Serie A,23,2000,4.8,2,0,0,6,4,2,12,2,3,0,0,0,15,1,4,20.0
Jesper Lindstrøm,DEN,FW,Eint Frankfurt,Bundesliga,23,2000,0.9,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0.0
Karol Linetty,POL,MF,Torino,Serie A,28,1995,20.6,12,0,0,50,18,2,19,23,21,0,0,0,102,18,16,52.9
Samuel Lino,BRA,"DF,MF",Atlético Madrid,La Liga,23,1999,23.1,1,0,0,26,56,9,41,14,34,1,0,0,144,9,17,34.6
Luca Lipani,ITA,MF,Sassuolo,Serie A,18,2005,4.3,0,0,0,6,1,0,5,6,7,0,0,0,22,5,7,41.7
Pol Lirola,ESP,DF,Frosinone,Serie A,25,1997,17.1,1,0,0,7,12,2,25,19,18,0,0,0,80,14,19,42.4
Marcin Listkowski,POL,FW,Lecce,Serie A,25,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,20,2002,14.6,1,0,0,3,28,1,26,25,13,0,0,0,85,12,8,60.0
Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,25,1997,22.8,6,0,0,32,13,1,31,18,27,0,0,0,112,8,11,42.1
Javier Llabrés,ESP,"MF,FW",Mallorca,La Liga,20,2002,2.7,1,0,0,5,1,0,20,3,1,0,0,0,15,2,3,40.0
Diego Llorente,ESP,DF,Roma,Serie A,29,1993,24.1,5,0,0,25,23,0,6,22,19,0,1,0,92,43,50,46.2
Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,28,1995,28.5,5,0,0,31,27,19,70,14,23,0,0,0,115,16,32,33.3
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,28,1995,30.9,2,0,0,35,7,1,3,32,28,0,2,0,147,75,36,67.6
Abou Lô,SEN,"MF,DF",Metz,Ligue 1,23,2000,2.2,0,1,0,3,2,0,0,4,1,0,0,0,10,2,2,50.0
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,27,1996,5.6,2,0,0,12,26,1,13,5,13,0,1,0,46,1,5,16.7
Stanislav Lobotka,SVK,MF,Napoli,Serie A,28,1994,36.5,4,0,0,33,41,0,3,30,39,0,0,0,236,11,23,32.4
Manuel Locatelli,ITA,MF,Juventus,Serie A,25,1998,33.4,6,0,0,41,24,2,10,25,43,0,0,0,171,26,15,63.4
Bradley Locko,FRA,DF,Brest,Ligue 1,21,2002,32.9,5,0,0,26,42,1,94,40,55,0,0,0,213,30,25,54.5
Tom Lockyer,WAL,DF,Luton Town,Premier League,28,1994,13.0,4,0,0,15,10,0,1,23,16,0,1,1,89,31,16,66.0
Renan Lodi,BRA,DF,Marseille,Ligue 1,25,1998,13.7,6,0,0,27,17,1,70,16,16,0,0,0,68,7,11,38.9
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,27,1996,23.0,5,0,0,39,45,1,13,9,18,1,0,0,91,43,31,58.1
Andy Logbo,FRA,FW,Le Havre,Ligue 1,19,2004,2.8,0,0,0,12,0,1,1,0,0,0,0,0,11,4,9,30.8
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,22,2000,19.9,2,0,0,32,38,1,23,12,35,0,0,0,123,27,27,50.0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25,1997,30.5,7,0,0,24,34,2,25,17,30,0,0,0,120,18,22,45.0
Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,25,1997,21.0,4,0,0,28,34,12,69,9,15,1,0,0,89,18,21,46.2
Noah Loosli,SUI,DF,Bochum,Bundesliga,26,1997,3.8,1,0,0,4,0,0,2,7,7,0,0,0,27,5,7,41.7
Anthony Lopes,POR,GK,Lyon,Ligue 1,32,1990,31.0,0,0,0,1,6,0,0,0,0,0,1,0,33,5,0,100.0
David López,ESP,DF,Girona,La Liga,33,1989,21.8,4,0,0,17,15,1,0,20,20,0,1,0,121,32,38,45.7
Diego López,ESP,"MF,FW",Valencia,La Liga,21,2002,29.5,2,0,0,26,31,8,65,20,25,1,0,0,121,40,56,41.7
Fermin López,ESP,"MF,FW",Barcelona,La Liga,20,2003,16.1,2,0,0,43,17,10,17,4,21,0,0,0,70,8,23,25.8
Javi López,ESP,DF,Alavés,La Liga,21,2002,26.5,3,0,0,25,29,1,105,10,12,0,1,0,123,28,22,56.0
Maxime Lopez,FRA,MF,Fiorentina,Serie A,25,1997,8.9,1,0,0,8,5,0,16,7,9,0,0,0,46,3,5,37.5
Maxime Lopez,FRA,MF,Sassuolo,Serie A,25,1997,1.6,0,1,0,2,2,0,0,2,1,0,0,0,10,0,1,0.0
Pau López,ESP,GK,Marseille,Ligue 1,28,1994,32.7,1,0,0,0,12,0,0,0,0,0,0,0,38,3,0,100.0
Unai López,ESP,MF,Rayo Vallecano,La Liga,27,1995,23.4,8,0,0,60,22,3,73,16,24,0,0,0,160,16,19,45.7
Dion Lopy,SEN,MF,Almería,La Liga,21,2002,21.3,5,0,0,30,40,0,7,15,37,0,0,0,149,31,12,72.1
Anthony Losilla,FRA,MF,Bochum,Bundesliga,37,1986,28.6,10,0,0,38,22,5,6,25,37,0,0,0,136,82,54,60.3
Jordan Lotomba,SUI,DF,Nice,Ligue 1,24,1998,20.0,4,0,0,12,25,0,20,16,28,0,1,0,72,21,15,58.3
Tom Louchet,FRA,"MF,DF",Nice,Ligue 1,20,2003,4.5,1,0,0,7,4,0,33,3,5,1,0,0,13,4,8,33.3
Imran Louza,MAR,MF,Lorient,Ligue 1,24,1999,9.6,1,0,0,16,15,0,53,9,7,0,0,0,57,9,8,52.9
Matteo Lovato,ITA,DF,Torino,Serie A,23,2000,6.0,2,0,0,14,0,0,0,13,7,0,1,0,18,11,9,55.0
Matteo Lovato,ITA,DF,Salernitana,Serie A,23,2000,10.5,2,0,0,7,5,0,1,18,14,0,2,0,47,15,18,45.5
Dejan Lovren,CRO,DF,Lyon,Ligue 1,34,1989,8.0,2,1,0,12,1,0,3,12,7,0,0,0,33,24,10,70.6
Sandi Lovrić,SVN,MF,Udinese,Serie A,25,1998,22.1,1,1,0,25,23,1,82,21,12,0,0,0,118,8,18,30.8
Max Lowe,ENG,"DF,MF",Sheffield Utd,Premier League,26,1997,5.6,1,0,0,7,3,1,8,5,10,0,0,0,7,5,11,31.3
Anthony Lozano,HON,"MF,FW",Getafe,La Liga,30,1993,1.0,1,0,0,6,1,1,1,0,0,0,0,0,2,7,7,50.0
Anthony Lozano,HON,FW,Almería,La Liga,30,1993,8.6,1,0,0,22,20,5,4,2,5,1,0,0,20,21,44,32.3
Lucas,BRA,DF,Cádiz,La Liga,22,2001,17.1,6,0,0,12,6,2,72,17,27,0,0,0,92,11,23,32.4
Lorenzo Lucca,ITA,FW,Udinese,Serie A,22,2000,28.8,6,0,0,52,54,21,8,3,11,0,0,0,71,95,93,50.5
Jhon Lucumí,COL,DF,Bologna,Serie A,25,1998,24.6,1,0,0,10,18,1,1,16,29,0,0,0,136,29,28,50.9
José Luis Gayà,ESP,DF,Valencia,La Liga,28,1995,19.9,2,0,0,24,12,1,82,11,36,0,0,0,112,11,9,55.0
José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,36,1987,11.6,0,0,0,3,4,13,10,7,3,0,0,0,38,2,12,14.3
José Luis Palomino,ARG,DF,Atalanta,Serie A,33,1990,0.3,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,100.0
Douglas Luiz,BRA,MF,Aston Villa,Premier League,25,1998,33.3,12,0,0,51,41,0,115,23,38,0,0,0,184,25,18,58.1
Romelu Lukaku,BEL,FW,Roma,Serie A,30,1993,29.3,5,1,0,24,17,25,13,0,5,0,0,0,52,51,55,48.1
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,20,2002,24.3,3,0,0,8,23,1,5,12,12,0,0,0,158,32,27,54.2
Dodi Lukebakio,BEL,"FW,MF",Sevilla,La Liga,25,1997,12.5,0,0,0,24,22,4,36,2,2,0,1,0,33,12,13,48.0
Saša Lukić,SRB,MF,Fulham,Premier League,26,1996,12.5,3,0,0,27,9,0,4,16,19,0,0,0,65,11,8,57.9
Karlo Lulić,CRO,MF,Frosinone,Serie A,27,1996,0.2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,24,1999,21.0,2,0,0,0,3,0,0,0,0,0,0,0,17,8,0,100.0
Sebastiano Luperto,ITA,DF,Empoli,Serie A,26,1996,37.8,4,0,0,26,18,1,12,32,26,0,0,0,142,77,58,57.0
Mateus Lusuardi,BRA,DF,Frosinone,Serie A,19,2004,2.4,1,0,0,2,0,0,1,4,1,0,1,0,7,3,1,75.0
Andreas Luthe,GER,GK,Bochum,Bundesliga,36,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,21,2002,21.6,5,0,0,31,67,14,82,1,6,1,0,0,71,4,27,12.9
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,29,1993,10.0,2,0,0,12,0,2,59,5,6,0,0,0,31,16,13,55.2
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,24,1999,20.0,6,0,0,35,17,0,4,41,38,0,0,0,118,12,29,29.3
Joshua M'Bahia,CIV,MF,Clermont Foot,Ligue 1,18,2005,0.2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0
Othmane Maamma,FRA,FW,Montpellier,Ligue 1,17,2005,1.0,0,0,0,0,1,0,4,0,3,0,0,0,9,0,1,0.0
Ian Maatsen,NED,"FW,MF",Chelsea,Premier League,21,2002,2.3,1,0,0,5,1,0,8,3,2,0,0,0,11,3,5,37.5
Ian Maatsen,NED,DF,Dortmund,Bundesliga,21,2002,14.0,5,0,0,19,9,0,26,13,22,0,0,0,79,2,9,18.2
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,24,1998,28.9,7,1,0,53,47,0,32,35,55,0,0,0,195,31,28,52.5
Deiver Machado,COL,DF,Lens,Ligue 1,29,1993,12.5,4,0,0,30,27,2,29,7,18,0,0,0,61,12,10,54.5
Darwin Machís,VEN,MF,Cádiz,La Liga,30,1993,8.7,0,1,0,12,14,2,64,4,14,0,0,0,53,3,10,23.1
James Maddison,ENG,MF,Tottenham,Premier League,26,1996,23.7,5,0,0,21,74,2,133,13,19,0,0,0,60,3,6,33.3
Noni Madueke,ENG,FW,Chelsea,Premier League,21,2002,11.7,2,0,0,8,19,3,22,4,10,2,0,0,54,7,10,41.2
Pablo Maffeo,ESP,DF,Mallorca,La Liga,26,1997,16.2,3,1,0,22,20,4,67,10,22,0,0,0,81,33,25,56.9
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,25,1997,33.8,4,0,0,35,34,1,4,31,28,0,0,1,136,77,62,55.4
Soungoutou Magassa,FRA,"DF,MF",Monaco,Ligue 1,19,2003,15.0,7,0,0,31,13,1,3,21,26,0,1,0,112,24,17,58.5
Giulio Maggiore,ITA,MF,Salernitana,Serie A,25,1998,20.0,9,1,1,39,37,1,3,24,29,0,1,0,134,24,46,34.3
Matej Maglica,CRO,DF,Darmstadt 98,Bundesliga,24,1998,18.9,7,2,0,31,7,1,7,22,21,0,1,0,85,51,24,68.0
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,27,1995,27.2,6,0,0,27,30,0,12,45,18,1,0,0,147,45,37,54.9
Hugo Magnetti,FRA,MF,Brest,Ligue 1,25,1998,26.0,6,0,0,21,17,2,20,18,27,0,0,0,156,13,23,36.1
Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,26,1997,18.7,2,0,0,37,23,1,14,19,31,0,0,0,97,31,30,50.8
Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,23,1999,16.0,5,0,0,41,23,3,17,4,14,0,0,0,63,35,54,39.3
Harry Maguire,ENG,DF,Manchester Utd,Premier League,30,1993,18.4,4,0,0,21,10,6,3,25,17,1,0,0,78,69,19,78.4
Jon Magunacelaya,ESP,"FW,MF",Real Sociedad,La Liga,23,2000,1.3,0,0,0,2,3,0,3,0,3,0,0,0,7,1,4,20.0
Adel Mahamoud,COM,FW,Nantes,Ligue 1,20,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Arne Maier,GER,MF,Augsburg,Bundesliga,24,1999,11.1,0,0,0,4,4,0,85,6,9,0,1,0,58,6,4,60.0
Habib Maïga,CIV,"MF,FW",Metz,Ligue 1,27,1996,1.6,0,0,0,4,2,0,1,4,2,0,0,0,17,2,1,66.7
Mike Maignan,FRA,GK,Milan,Serie A,28,1995,29.0,1,1,0,1,5,0,0,1,0,0,0,0,38,7,1,87.5
Linton Maina,GER,"FW,MF",Köln,Bundesliga,24,1999,21.1,4,0,0,10,17,5,74,6,15,0,0,0,92,0,14,0.0
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,28,1994,34.0,1,0,0,24,16,2,0,49,49,0,1,0,183,119,84,58.6
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,18,2005,21.4,3,0,0,15,23,0,6,22,27,0,0,0,96,19,26,42.2
Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,Ligue 1,25,1997,15.9,1,1,0,5,11,1,21,17,18,0,0,0,93,18,21,46.2
Radosław Majecki,POL,GK,Monaco,Ligue 1,23,1999,12.0,1,0,0,0,2,0,0,0,0,0,0,0,16,4,1,80.0
Lovro Majer,CRO,MF,Rennes,Ligue 1,25,1998,0.2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
Lovro Majer,CRO,"MF,FW",Wolfsburg,Bundesliga,25,1998,23.4,5,0,0,37,37,1,89,12,18,1,0,0,143,11,18,37.9
Jean-Victor Makengo,FRA,"MF,FW",Lorient,Ligue 1,25,1998,5.3,0,0,0,7,7,0,5,8,4,0,0,0,29,2,2,50.0
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,21,2001,11.4,1,0,0,14,11,1,23,11,11,0,2,0,46,17,15,53.1
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,25,1998,30.0,5,2,1,28,28,1,11,16,24,0,0,0,159,11,20,35.5
Nemanja Maksimović,SRB,MF,Getafe,La Liga,28,1995,36.3,4,0,0,20,13,1,5,46,43,0,1,0,140,70,61,53.4
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,22,2001,6.7,1,0,0,10,1,0,6,13,13,0,1,0,31,9,10,47.4
Daniel Maldini,ITA,"MF,FW",Monza,Serie A,21,2001,3.7,0,0,0,3,5,2,9,2,2,0,0,0,11,1,5,16.7
Daniel Maldini,ITA,"FW,MF",Empoli,Serie A,21,2001,2.9,1,0,0,8,5,0,5,2,2,0,0,0,6,7,5,58.3
Youssef Maleh,MAR,MF,Empoli,Serie A,24,1998,28.9,11,0,0,56,37,0,47,25,48,0,2,0,172,17,34,33.3
Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,24,1999,19.8,5,0,0,11,24,3,39,2,7,1,0,0,71,7,19,26.9
Ruslan Malinovskyi,UKR,MF,Genoa,Serie A,30,1993,17.2,7,0,0,31,17,0,19,5,20,0,0,0,88,22,19,53.7
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,23,1999,25.4,1,0,0,44,15,0,4,25,26,0,2,1,132,67,49,57.8
Aaron Malouda,FRA,FW,Lille,Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,22,2000,36.5,3,1,0,3,4,0,0,2,3,0,1,0,34,9,1,90.0
David Mamutovic,GER,"FW,DF",Mainz 05,Bundesliga,22,2000,0.1,0,0,0,0,2,0,1,0,1,0,0,0,2,0,1,0.0
Wilson Manafá,POR,"DF,MF",Granada,La Liga,29,1994,2.7,1,0,0,3,0,0,8,1,4,0,0,0,20,2,2,50.0
Hianga Mananga Mbock,FRA,"MF,FW",Brest,Ligue 1,23,1999,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
Gianluca Mancini,ITA,DF,Roma,Serie A,27,1996,31.9,9,0,0,49,31,0,24,36,20,0,0,0,106,42,33,56.0
Marco Mancosu,ITA,"MF,FW",Cagliari,Serie A,34,1988,1.7,0,0,0,3,1,2,4,0,0,0,0,0,8,0,4,0.0
Steve Mandanda,FRA,GK,Rennes,Ligue 1,38,1985,34.0,1,0,0,1,7,0,0,0,0,0,1,1,37,9,1,90.0
Christos Mandas,GRE,GK,Lazio,Serie A,21,2001,8.0,0,0,0,0,1,0,0,1,0,0,0,0,10,2,0,100.0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,29,1994,8.1,2,0,0,14,8,0,6,15,22,0,0,0,53,12,10,54.5
Aïssa Mandi,ALG,DF,Villarreal,La Liga,31,1991,12.4,3,0,0,7,5,0,0,8,8,0,1,0,49,12,11,52.2
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,26,1997,17.6,5,0,0,26,24,0,34,9,11,0,0,0,60,31,39,44.3
Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,25,1998,17.4,6,0,0,23,21,0,2,26,13,0,0,0,74,9,3,75.0
Orel Mangala,BEL,MF,Lyon,Ligue 1,25,1998,4.4,0,0,0,11,4,0,2,5,3,0,1,0,9,5,8,38.5
Vito Mannone,ITA,GK,Lille,Ligue 1,35,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Kostas Manolas,GRE,DF,Salernitana,Serie A,32,1991,5.4,0,0,0,5,3,0,1,2,5,0,0,0,19,20,8,71.4
Javier Manquillo,ESP,"DF,MF",Celta Vigo,La Liga,29,1994,8.3,3,0,0,14,4,0,5,3,11,0,0,0,30,13,10,56.5
Braydon Manu,GHA,MF,Darmstadt 98,Bundesliga,26,1997,1.9,1,0,0,4,1,0,4,0,0,0,0,0,7,0,3,0.0
Benson Manuel,ANG,"MF,FW",Burnley,Premier League,26,1997,1.3,0,0,0,1,4,0,9,0,2,0,0,0,6,0,4,0.0
Faitout Maouassa,FRA,"DF,MF",Granada,La Liga,25,1998,2.5,0,0,0,3,3,0,20,1,5,0,0,0,11,3,1,75.0
