Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Matteo Perez Vinlöf,SWE,FW,Bayern Munich,Bundesliga,17,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Simone Perilli,ITA,GK,Hellas Verona,Serie A,28,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mattia Perin,ITA,GK,Juventus,Serie A,30,1992,2.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Samuele Perisan,ITA,GK,Empoli,Serie A,25,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ivan Perišić,CRO,FW,Tottenham,Premier League,34,1989,1.1,3,2,1,1,1,3,5,60.0,2,1,0,1,2,5,1,0
Romain Perraud,FRA,"DF,FW",Nice,Ligue 1,25,1997,4.1,7,6,5,1,1,4,11,36.4,7,4,0,4,6,13,15,1
Lucas Perrin,FRA,DF,Strasbourg,Ligue 1,24,1998,30.3,47,30,33,14,0,28,46,60.9,18,45,32,13,28,75,113,0
Máximo Perrone,ARG,MF,Las Palmas,La Liga,20,2003,18.0,42,21,17,22,3,19,39,48.7,20,27,4,23,24,66,21,0
Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,35,1987,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Matteo Pessina,ITA,MF,Monza,Serie A,26,1997,35.8,44,25,20,20,4,23,49,46.9,26,29,11,18,27,71,46,1
Andrea Petagna,ITA,FW,Cagliari,Serie A,28,1995,11.1,4,2,1,0,3,1,2,50.0,1,6,3,3,1,5,4,0
Denis Petrić,SRB,GK,Nantes,Ligue 1,35,1988,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Njegoš Petrović,SRB,"MF,FW",Granada,La Liga,24,1999,1.7,5,2,4,1,0,2,3,66.7,1,2,0,2,1,6,3,0
Đorđe Petrović,SRB,GK,Chelsea,Premier League,23,1999,22.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,3
Jens Petter Hauge,NOR,"MF,FW",Eint Frankfurt,Bundesliga,23,1999,1.6,2,1,1,0,1,2,7,28.6,5,5,1,4,0,2,1,0
Germán Pezzella,ARG,DF,Betis,La Liga,32,1991,30.7,34,24,24,10,0,23,38,60.5,15,31,18,13,31,65,150,0
Giuseppe Pezzella,ITA,DF,Empoli,Serie A,25,1997,12.1,25,14,19,5,1,20,28,71.4,8,17,6,11,2,27,35,0
Luca Pfeiffer,GER,"FW,MF",Darmstadt 98,Bundesliga,26,1996,18.0,11,6,2,6,3,5,11,45.5,6,5,1,4,2,13,21,0
Patric Pfeiffer,GER,DF,Augsburg,Bundesliga,23,1999,5.7,11,7,6,4,1,5,6,83.3,1,10,6,4,11,22,21,0
Maximilian Philipp,GER,"FW,MF",Freiburg,Bundesliga,29,1994,3.6,8,5,4,4,0,1,6,16.7,5,7,0,7,1,9,3,0
Kalvin Phillips,ENG,MF,West Ham,Premier League,27,1995,3.4,11,6,2,8,1,5,9,55.6,4,4,1,3,4,15,2,1
Kalvin Phillips,ENG,MF,Manchester City,Premier League,27,1995,1.0,3,3,1,1,1,0,0,,0,0,0,0,2,5,2,0
Jaden Philogene Bidace,ENG,FW,Aston Villa,Premier League,21,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kamil Piątkowski,POL,DF,Granada,La Liga,23,2000,5.6,18,10,16,1,1,10,14,71.4,4,6,5,1,8,26,28,1
Roberto Piccoli,ITA,FW,Empoli,Serie A,22,2001,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
Roberto Piccoli,ITA,FW,Lecce,Serie A,22,2001,15.3,10,6,3,5,2,1,4,25.0,3,17,1,16,4,14,16,0
Florian Pick,GER,"MF,FW",Heidenheim,Bundesliga,27,1995,3.6,4,4,3,0,1,2,3,66.7,1,2,0,2,2,6,2,0
Jordan Pickford,ENG,GK,Everton,Premier League,29,1994,38.0,1,0,1,0,0,1,1,100.0,0,3,0,3,0,1,19,1
Amos Pieper,GER,DF,Werder Bremen,Bundesliga,25,1998,6.6,14,11,8,6,0,7,13,53.8,6,12,7,5,9,23,36,1
Marvin Pieringer,GER,"MF,FW",Heidenheim,Bundesliga,23,1999,16.8,19,12,5,11,3,8,20,40.0,12,28,4,24,12,31,21,0
Santiago Pierotti,ARG,"MF,FW",Lecce,Serie A,22,2001,2.2,8,8,2,5,1,2,8,25.0,6,5,0,5,1,9,0,0
Niccolò Pierozzi,ITA,DF,Salernitana,Serie A,21,2001,9.7,17,11,13,4,0,11,22,50.0,11,24,7,17,11,28,36,0
Ronaël Pierre-Gabriel,FRA,DF,Nantes,Ligue 1,25,1998,6.6,15,9,12,2,1,5,7,71.4,2,13,4,9,8,23,25,0
Andrea Pinamonti,ITA,FW,Sassuolo,Serie A,24,1999,34.2,13,8,1,6,6,5,22,22.7,17,19,2,17,1,14,40,0
Ethan Pinnock,JAM,DF,Brentford,Premier League,30,1993,28.0,35,23,22,13,0,9,20,45.0,11,40,24,16,43,78,170,3
Yeremi Pino,ESP,"MF,FW",Villarreal,La Liga,20,2002,5.3,25,18,12,10,3,9,18,50.0,9,11,1,10,5,30,5,0
Carlo Pinsoglio,ITA,GK,Juventus,Serie A,33,1990,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lorenzo Pirola,ITA,DF,Salernitana,Serie A,21,2002,22.1,39,23,25,14,0,15,28,53.6,13,46,30,16,25,64,93,1
Niccolò Pisilli,ITA,MF,Roma,Serie A,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Alassane Pléa,FRA,"FW,MF",Gladbach,Bundesliga,30,1993,21.3,17,7,5,8,4,7,15,46.7,8,11,0,11,2,19,6,0
Tommaso Pobega,ITA,MF,Milan,Serie A,24,1999,3.5,16,9,11,5,0,6,13,46.2,7,10,2,8,6,22,7,0
Paul Pogba,FRA,MF,Juventus,Serie A,30,1993,0.6,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0
Ole Pohlmann,GER,MF,Dortmund,Bundesliga,22,2001,0.6,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0
Matteo Politano,ITA,FW,Napoli,Serie A,29,1993,26.2,19,8,8,7,4,11,34,32.4,23,9,1,8,15,34,11,1
Sebastian Polter,GER,FW,Darmstadt 98,Bundesliga,32,1991,5.0,1,0,1,0,0,0,1,0.0,1,5,1,4,0,1,4,0
Julien Ponceau,FRA,MF,Lorient,Ligue 1,22,2000,24.9,32,15,12,14,6,9,30,30.0,21,22,1,21,19,51,20,0
Marin Pongračić,CRO,DF,Lecce,Serie A,25,1997,35.8,43,30,22,20,1,19,25,76.0,6,37,26,11,51,94,130,1
Nick Pope,ENG,GK,Newcastle Utd,Premier League,31,1992,14.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2
Pedro Porro,ESP,DF,Tottenham,Premier League,23,1999,34.3,91,63,43,34,14,62,120,51.7,58,63,18,45,34,125,102,3
Portu,ESP,FW,Getafe,La Liga,31,1992,1.1,5,3,4,0,1,5,6,83.3,1,0,0,0,0,5,0,0
Portu,ESP,"MF,FW",Girona,La Liga,31,1992,13.2,18,13,3,10,5,3,18,16.7,15,9,1,8,4,22,6,0
Stefan Posch,AUT,DF,Bologna,Serie A,26,1997,26.8,77,46,35,38,4,49,88,55.7,39,27,8,19,18,95,72,0
Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,29,1994,13.5,13,8,1,9,3,4,14,28.6,10,13,3,10,4,17,15,0
José Pozo,ESP,MF,Rayo Vallecano,La Liga,27,1996,0.2,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
Alejandro Pozo Pozo,ESP,"DF,MF",Almería,La Liga,24,1999,10.8,19,12,11,6,2,12,20,60.0,8,14,4,10,7,26,21,0
Beñat Prados,ESP,"MF,DF",Athletic Club,La Liga,22,2001,16.1,45,28,11,23,11,23,42,54.8,19,32,5,27,23,68,27,0
Matteo Prati,ITA,MF,Cagliari,Serie A,19,2003,21.9,45,25,15,27,3,26,42,61.9,16,29,6,23,15,60,26,1
Abdón Prats,ESP,"FW,MF",Mallorca,La Liga,30,1992,14.1,6,4,2,2,2,3,5,60.0,2,6,3,3,2,8,12,0
Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,29,1993,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,3,3,1,0
Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,28,1995,23.8,32,18,11,15,6,14,32,43.8,18,22,6,16,22,54,36,0
Ivan Provedel,ITA,GK,Lazio,Serie A,29,1994,30.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,12,1
Marc Pubill,ESP,DF,Almería,La Liga,20,2003,20.9,47,23,35,8,4,22,39,56.4,17,20,8,12,15,62,83,1
Gustavo Puerta,COL,"DF,MF",Leverkusen,Bundesliga,20,2003,0.5,5,3,2,2,1,1,2,50.0,1,2,0,2,0,5,0,0
Antonio Puertas,ESP,"MF,FW",Granada,La Liga,31,1992,8.1,12,8,6,5,1,6,15,40.0,9,5,0,5,6,18,4,0
Arnau Puigmal,ESP,"FW,DF",Almería,La Liga,22,2001,2.8,2,1,1,1,0,1,3,33.3,2,3,0,3,3,5,2,0
Christian Pulisic,USA,"FW,MF",Milan,Serie A,24,1998,28.9,35,26,14,11,10,17,30,56.7,13,20,1,19,10,45,10,1
George Pușcaș,ROU,FW,Genoa,Serie A,27,1996,2.1,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,1,0
Jarell Quansah,ENG,DF,Liverpool,Premier League,20,2003,13.2,25,22,17,7,1,14,20,70.0,6,16,8,8,17,42,39,1
Domingos Quina,POR,MF,Udinese,Serie A,23,1999,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Adrien Rabiot,FRA,MF,Juventus,Serie A,28,1995,29.5,58,39,22,30,6,30,45,66.7,15,26,6,20,25,83,34,0
Uroš Račić,SRB,MF,Sassuolo,Serie A,25,1998,9.1,10,4,6,4,0,0,9,0.0,9,16,7,9,7,17,22,0
Nemanja Radonjić,SRB,"MF,FW",Torino,Serie A,27,1996,4.2,1,1,0,0,1,1,3,33.3,2,3,0,3,0,1,0,0
Nemanja Radonjić,SRB,"MF,DF",Mallorca,La Liga,27,1996,3.9,4,2,1,3,0,1,4,25.0,3,2,0,2,3,7,3,0
Aleksandar Radovanović,SRB,DF,Almería,La Liga,29,1993,6.3,8,7,7,1,0,6,6,100.0,0,8,8,0,11,19,48,0
Ionuț Radu,ROU,GK,Bournemouth,Premier League,26,1997,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Boris Radunović,SRB,GK,Cagliari,Serie A,27,1996,7.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,2
Hamza Rafia,TUN,MF,Lecce,Serie A,24,1999,13.4,44,31,13,27,4,13,30,43.3,17,27,1,26,11,55,13,0
Abdellah Raihani,MAR,FW,Atlético Madrid,La Liga,19,2004,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Antonio Raillo,ESP,DF,Mallorca,La Liga,31,1991,24.4,30,23,18,12,0,17,23,73.9,6,44,30,14,37,67,104,2
Luca Raimund,GER,"FW,MF",Stuttgart,Bundesliga,18,2005,0.3,3,1,2,1,0,0,0,,0,2,0,2,0,3,0,0
Predrag Rajković,SRB,GK,Mallorca,La Liga,27,1995,36.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,14,0
Jesurun Rak Sakyi,ENG,"MF,FW",Crystal Palace,Premier League,20,2002,1.5,4,1,3,1,0,2,3,66.7,1,2,0,2,3,7,1,0
Ivan Rakitić,CRO,MF,Sevilla,La Liga,35,1988,15.8,30,16,9,12,9,11,19,57.9,8,16,5,11,14,44,12,0
Ylber Ramadani,ALB,MF,Lecce,Serie A,27,1996,33.0,68,41,32,29,7,37,96,38.5,59,54,13,41,44,112,44,0
Largie Ramazani,BEL,"FW,MF",Almería,La Liga,22,2001,17.3,12,7,5,6,1,6,26,23.1,20,16,2,14,34,46,10,0
Benito Ramírez,ESP,"FW,MF",Las Palmas,La Liga,28,1995,4.3,5,3,2,3,0,3,6,50.0,3,7,1,6,3,8,0,0
Sandro Ramírez,ESP,FW,Las Palmas,La Liga,28,1995,20.1,12,8,4,6,2,6,15,40.0,9,13,1,12,4,16,14,1
Chris Ramos,ESP,"FW,MF",Cádiz,La Liga,26,1997,29.0,28,15,9,15,4,8,27,29.6,19,23,7,16,9,37,44,0
Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,22,2001,15.8,25,15,4,12,9,6,20,30.0,14,12,2,10,5,30,16,0
Sergio Ramos,ESP,DF,Sevilla,La Liga,37,1986,28.0,45,30,32,11,2,27,40,67.5,13,35,30,5,41,86,156,0
Aaron Ramsdale,ENG,GK,Arsenal,Premier League,25,1998,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2
Aaron Ramsey,ENG,"MF,FW",Burnley,Premier League,20,2003,5.9,17,14,7,5,5,8,16,50.0,8,11,2,9,1,18,10,0
Jacob Ramsey,ENG,"FW,MF",Aston Villa,Premier League,22,2001,9.5,16,8,7,6,3,5,15,33.3,10,15,2,13,3,19,8,0
Luca Ranieri,ITA,DF,Fiorentina,Serie A,24,1999,22.9,14,10,11,1,2,8,13,61.5,5,25,11,14,29,43,64,0
Filippo Ranocchia,ITA,"MF,DF",Empoli,Serie A,22,2001,5.3,16,11,7,9,0,7,16,43.8,9,9,1,8,3,19,14,0
Grant Ranos,ARM,"MF,FW",Gladbach,Bundesliga,20,2003,0.5,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
Raphinha,BRA,"FW,MF",Barcelona,La Liga,26,1996,15.2,14,8,6,6,2,4,18,22.2,14,17,1,16,13,27,11,0
Nicolai Rapp,GER,DF,Werder Bremen,Bundesliga,26,1996,0.8,3,2,2,1,0,2,2,100.0,0,2,0,2,2,5,8,0
Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,30,1993,13.1,30,18,4,17,9,11,24,45.8,13,17,3,14,12,42,15,0
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,25,1997,25.2,19,12,9,4,6,9,26,34.6,17,15,1,14,4,23,21,0
Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,23,2000,17.6,21,10,6,10,5,6,15,40.0,9,15,1,14,3,24,7,0
Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,La Liga,25,1998,7.0,12,4,6,5,1,8,15,53.3,7,4,1,3,0,12,12,0
Raúl,ESP,FW,Osasuna,La Liga,22,2000,15.1,10,4,4,2,4,2,10,20.0,8,9,1,8,5,15,11,0
David Raum,GER,DF,RB Leipzig,Bundesliga,25,1998,30.4,58,35,24,29,5,34,58,58.6,24,51,9,42,27,85,82,2
Federico Ravaglia,ITA,GK,Bologna,Serie A,23,1999,5.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
David Raya,ESP,GK,Arsenal,Premier League,27,1995,32.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,5
Tim Ream,USA,DF,Fulham,Premier League,35,1987,16.7,20,9,13,5,2,9,18,50.0,9,23,15,8,25,45,61,2
Abderrahman Rebbach,ALG,"FW,MF",Alavés,La Liga,24,1998,8.0,9,5,4,2,3,5,15,33.3,10,10,1,9,3,12,7,0
Nathan Redmond,ENG,"FW,MF",Burnley,Premier League,29,1994,1.6,2,1,0,0,2,1,4,25.0,3,1,0,1,0,2,3,0
Harrison Reed,ENG,MF,Fulham,Premier League,28,1995,14.7,29,18,9,17,3,13,31,41.9,18,19,9,10,11,40,24,0
Sergio Reguilón,ESP,DF,Manchester Utd,Premier League,26,1996,4.6,13,8,6,2,5,8,17,47.1,9,10,0,10,5,18,7,0
Sergio Reguilón,ESP,DF,Brentford,Premier League,26,1996,12.4,45,20,26,18,1,24,40,60.0,16,23,6,17,16,61,41,1
Bobby Reid,JAM,FW,Fulham,Premier League,30,1993,15.8,22,14,5,15,2,4,16,25.0,12,24,2,22,5,27,14,0
Tijjani Reijnders,NED,MF,Milan,Serie A,25,1998,31.3,46,25,10,31,5,21,43,48.8,22,26,8,18,18,64,26,0
Pepe Reina,ESP,GK,Villarreal,La Liga,40,1982,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Reinier,BRA,"MF,FW",Frosinone,Serie A,21,2002,11.8,21,10,6,12,3,5,17,29.4,12,24,4,20,10,31,5,0
Rocco Reitz,GER,MF,Gladbach,Bundesliga,21,2002,23.7,61,36,28,29,4,28,55,50.9,27,61,20,41,44,105,31,1
Álex Remiro,ESP,GK,Real Sociedad,La Liga,28,1995,36.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,24,2
Guillaume Restes,FRA,GK,Toulouse,Ligue 1,18,2005,34.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,19,1
Mateo Retegui,ITA,FW,Genoa,Serie A,24,1999,24.6,17,9,7,8,2,6,20,30.0,14,18,2,16,0,17,30,0
Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,34,1989,17.8,37,25,20,14,3,12,27,44.4,15,17,2,15,5,42,18,0
Elvis Rexhbeçaj,KVX,MF,Augsburg,Bundesliga,25,1997,22.1,30,19,14,13,3,18,36,50.0,18,32,7,25,20,50,20,0
Gio Reyna,USA,"FW,MF",Nott'ham Forest,Premier League,20,2002,2.6,7,3,4,0,3,3,6,50.0,3,3,0,3,2,9,0,0
Gio Reyna,USA,"MF,FW",Dortmund,Bundesliga,20,2002,3.1,9,6,3,4,2,2,5,40.0,3,5,1,4,2,11,5,0
Chadi Riad,MAR,DF,Betis,La Liga,20,2003,24.0,35,24,17,18,0,17,27,63.0,10,23,14,9,23,58,108,0
Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,23,1999,24.7,32,22,24,8,0,16,31,51.6,15,25,15,10,35,67,116,5
Rodrigo Ribeiro,POR,"MF,FW",Nott'ham Forest,Premier League,18,2005,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
Samuele Ricci,ITA,MF,Torino,Serie A,21,2001,26.6,33,18,17,12,4,15,23,65.2,8,21,3,18,27,60,25,0
Declan Rice,ENG,MF,Arsenal,Premier League,24,1999,35.8,83,51,37,38,8,32,57,56.1,25,37,11,26,44,127,52,0
Chris Richards,USA,"DF,MF",Crystal Palace,Premier League,23,2000,23.3,46,28,21,22,3,20,30,66.7,10,32,12,20,27,73,109,0
Amir Richardson,MAR,MF,Reims,Ligue 1,21,2002,15.0,33,23,12,18,3,10,22,45.5,12,26,5,21,15,48,30,0
Richarlison,BRA,FW,Tottenham,Premier League,26,1997,16.6,16,11,4,8,4,2,10,20.0,8,32,6,26,8,24,23,0
Marco Richter,GER,"MF,FW",Mainz 05,Bundesliga,25,1997,8.0,10,4,5,3,2,4,11,36.4,7,9,0,9,2,12,1,0
Diego Rico,ESP,DF,Getafe,La Liga,30,1993,28.2,64,48,32,23,9,41,76,53.9,35,25,8,17,41,105,76,0
Clemens Riedel,GER,DF,Darmstadt 98,Bundesliga,20,2003,8.4,22,13,16,5,1,15,24,62.5,9,11,3,8,11,33,26,0
Fabian Rieder,SUI,MF,Rennes,Ligue 1,21,2002,4.1,13,7,2,9,2,6,11,54.5,5,3,1,2,5,18,2,0
Jaïro Riedewald,NED,"MF,FW",Crystal Palace,Premier League,26,1996,2.6,9,3,2,4,3,3,6,50.0,3,0,0,0,2,11,2,0
Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,33.0,2,1,2,0,0,2,4,50.0,2,0,0,0,1,3,25,1
Luis Rioja,ESP,"FW,MF",Alavés,La Liga,29,1993,27.8,27,19,10,12,5,14,43,32.6,29,28,1,27,16,43,28,0
Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1
Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,La Liga,23,2000,17.0,30,19,18,4,8,18,46,39.1,28,19,0,19,9,39,20,0
Alberto Risco,ESP,MF,Getafe,La Liga,17,2005,1.5,2,2,1,1,0,0,4,0.0,4,0,0,0,0,2,1,0
Mihailo Ristić,SRB,"DF,MF",Celta Vigo,La Liga,27,1995,9.0,15,9,9,6,0,9,12,75.0,3,9,2,7,10,25,23,0
Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,33,1989,1.4,5,3,2,2,1,2,4,50.0,2,3,2,1,1,6,5,0
Gorka Rivera Alonso,ESP,DF,Getafe,La Liga,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sergi Roberto,ESP,"MF,DF",Barcelona,La Liga,31,1992,9.6,15,10,4,10,1,3,11,27.3,8,7,2,5,8,23,7,1
Lucas Robertone,ARG,MF,Almería,La Liga,26,1997,26.5,61,33,28,23,10,25,50,50.0,25,43,9,34,51,112,43,0
Connor Roberts,WAL,DF,Burnley,Premier League,27,1995,9.1,12,5,6,4,2,8,17,47.1,9,8,6,2,4,16,25,2
Andrew Robertson,SCO,DF,Liverpool,Premier League,29,1994,18.8,35,24,21,11,3,26,43,60.5,17,20,6,14,13,48,40,0
Antonee Robinson,USA,DF,Fulham,Premier League,25,1997,36.3,93,58,60,26,7,52,110,47.3,58,56,8,48,80,173,117,3
Jack Robinson,ENG,DF,Sheffield Utd,Premier League,29,1993,32.1,43,28,29,14,0,25,39,64.1,14,49,33,16,33,76,132,2
Marc Roca,ESP,MF,Betis,La Liga,26,1996,22.0,52,36,17,29,6,30,53,56.6,23,29,6,23,17,69,23,1
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,32,1990,0.7,6,4,0,5,1,4,6,66.7,2,0,0,0,1,7,1,0
Sergio Rodelas,ESP,"FW,DF",Granada,La Liga,18,2004,1.4,3,2,1,0,2,0,3,0.0,3,0,0,0,0,3,0,0
Rodri,ESP,MF,Manchester City,Premier League,27,1996,32.6,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4
Rodri,ESP,"FW,MF",Betis,La Liga,23,2000,11.7,17,10,6,7,4,8,21,38.1,13,11,0,11,8,25,2,0
Álvaro Rodríguez,URU,FW,Real Madrid,La Liga,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,La Liga,25,1998,10.7,24,13,2,15,7,9,15,60.0,6,12,1,11,5,29,5,0
Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,2.9,6,3,1,3,2,1,3,33.3,2,4,2,2,1,7,2,0
Dani Rodríguez,ESP,MF,Mallorca,La Liga,35,1988,29.1,47,24,21,20,6,21,45,46.7,24,34,5,29,15,62,21,0
Guido Rodríguez,ARG,MF,Betis,La Liga,29,1994,20.5,53,30,21,24,8,34,55,61.8,21,27,6,21,29,82,44,0
Jay Rodriguez,ENG,FW,Burnley,Premier League,34,1989,9.1,14,9,7,4,3,7,13,53.8,6,11,1,10,1,15,8,0
Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,27,1996,35.7,52,32,22,25,5,24,67,35.8,43,39,3,36,28,80,23,1
Miguel Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,3.3,6,3,3,1,2,3,9,33.3,6,8,0,8,4,10,0,0
Ricardo Rodríguez,SUI,DF,Torino,Serie A,30,1992,30.8,45,26,21,22,2,28,45,62.2,17,22,9,13,24,69,64,2
Rodrygo,BRA,FW,Real Madrid,La Liga,22,2001,26.4,16,15,2,9,5,5,19,26.3,14,14,0,14,8,24,6,0
Mads Roerslev,DEN,DF,Brentford,Premier League,24,1999,22.1,48,31,34,9,5,27,54,50.0,27,15,3,12,19,67,71,0
Rogério,BRA,DF,Wolfsburg,Bundesliga,25,1998,10.1,14,6,7,5,2,10,14,71.4,4,16,5,11,5,19,23,1
Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,21,2002,7.1,8,1,3,2,3,2,11,18.2,9,11,0,11,3,11,11,0
Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,21,2002,16.4,21,13,10,9,2,8,21,38.1,13,27,3,24,9,30,22,0
Alessio Romagnoli,ITA,DF,Lazio,Serie A,28,1995,26.8,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0
Simone Romagnoli,ITA,DF,Frosinone,Serie A,33,1990,30.2,35,15,23,11,1,15,20,75.0,5,51,36,15,29,64,147,0
Carlos Romero,ESP,DF,Villarreal,La Liga,21,2001,2.9,11,5,8,1,2,7,12,58.3,5,3,0,3,1,12,11,0
Cristian Romero,ARG,DF,Tottenham,Premier League,25,1998,31.0,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1
Isaac Romero,ESP,FW,Sevilla,La Liga,23,2000,11.5,6,3,2,2,2,5,9,55.6,4,12,0,12,0,6,11,0
Luka Romero,ARG,"FW,MF",Milan,Serie A,18,2004,1.0,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0
Luka Romero,ARG,FW,Almería,La Liga,18,2004,4.9,5,1,2,3,0,2,4,50.0,2,12,1,11,1,6,2,1
Oriol Romeu,ESP,MF,Barcelona,La Liga,31,1991,10.4,34,20,17,14,3,13,24,54.2,11,12,2,10,10,44,18,0
Valentin Rongier,FRA,MF,Marseille,Ligue 1,28,1994,9.5,23,12,9,12,2,14,26,53.8,12,16,4,12,15,38,18,0
Frank Ronstadt,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,3,0
Marten de Roon,NED,"MF,DF",Atalanta,Serie A,32,1991,28.9,80,43,36,32,12,35,82,42.7,47,36,10,26,40,120,54,0
Unai Ropero,ESP,MF,Alavés,La Liga,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Vitor Roque,BRA,FW,Barcelona,La Liga,18,2005,3.6,3,2,2,0,1,0,2,0.0,2,3,0,3,0,3,5,0
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,26,1997,22.3,36,25,15,16,5,23,34,67.6,11,27,13,14,29,65,39,0
Valentin Rosier,FRA,"DF,MF",Nice,Ligue 1,26,1996,0.6,1,0,1,0,0,0,0,,0,1,0,1,2,3,5,0
Francesco Rossi,ITA,GK,Atalanta,Serie A,32,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Joe Rothwell,ENG,MF,Bournemouth,Premier League,28,1995,4.3,7,2,4,2,1,2,8,25.0,6,4,2,2,3,10,2,0
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,22,2001,11.2,21,12,14,5,2,13,21,61.9,8,14,8,6,8,29,28,0
Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,30,1993,8.4,16,9,6,7,3,8,12,66.7,4,13,4,9,5,21,26,0
Nicolò Rovella,ITA,MF,Lazio,Serie A,21,2001,14.6,46,28,25,17,4,16,36,44.4,20,27,6,21,23,69,29,0
Amir Rrahmani,KVX,DF,Napoli,Serie A,29,1994,28.9,33,27,17,14,2,16,32,50.0,16,24,10,14,20,53,90,0
Ruan,BRA,DF,Sassuolo,Serie A,24,1999,16.8,25,15,11,10,4,10,18,55.6,8,18,15,3,24,49,68,2
Pelly Ruddock Mpanzu,COD,MF,Luton Town,Premier League,30,1993,12.2,13,5,6,6,1,5,9,55.6,4,15,7,8,9,22,16,3
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,30,1993,30.1,26,15,18,4,4,16,20,80.0,4,27,20,7,11,37,89,0
