Player,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Alidu Seidu,DF,Ghana,22,2000,1.7,101,3,38,42,23,1,101,6,4,66.7,1,16.7,46,381,167,3,3,0,4,0,50,4
Antoine Semenyo,"FW,MF",Ghana,22,2000,0.2,6,0,0,2,4,2,6,0,0,,0,,2,9,0,0,1,0,1,1,3,1
Kim Seung-gyu,GK,Korea Republic,31,1990,4.0,139,109,139,0,0,0,139,0,0,,0,,78,403,197,0,0,0,0,0,60,0
Paik Seung-ho,MF,Korea Republic,25,1997,0.3,31,1,4,19,8,1,31,0,0,,0,,16,62,36,1,0,1,0,0,19,0
Yasser Al-Shahrani,DF,Saudi Arabia,30,1992,1.0,44,3,13,24,7,0,44,0,0,,0,,20,113,39,0,0,0,2,0,15,0
Xherdan Shaqiri,"FW,MF",Switzerland,30,1991,2.5,113,0,8,43,62,5,113,3,0,0.0,2,66.7,83,450,234,4,4,0,1,5,95,21
Riyadh Sharahili,MF,Saudi Arabia,29,1993,0.6,29,6,11,17,2,0,29,2,1,50.0,1,50.0,11,47,9,0,0,0,1,1,10,0
Luke Shaw,DF,England,26,1995,4.7,420,6,67,248,107,8,420,2,2,100.0,0,0.0,303,1092,536,14,13,2,5,2,306,30
Saad Al Sheeb,GK,Qatar,32,1990,1.0,22,21,22,0,0,0,22,0,0,,0,,12,67,37,0,0,0,0,0,8,0
Saleh Al-Shehri,FW,Saudi Arabia,28,1993,2.5,74,2,5,36,34,12,74,2,0,0.0,2,100.0,33,201,91,3,1,0,8,1,39,8
André Silva,FW,Portugal,26,1995,0.3,14,0,0,7,7,1,14,0,0,,0,,10,132,38,2,0,1,1,1,12,4
António Silva,DF,Portugal,18,2003,1.0,67,5,32,35,0,0,67,0,0,,0,,43,214,127,0,0,0,0,0,49,0
Bernardo Silva,MF,Portugal,27,1994,4.0,310,7,40,169,104,8,310,4,1,25.0,1,25.0,212,1596,826,18,14,2,4,4,238,17
Thiago Silva,DF,Brazil,37,1984,4.3,369,22,139,220,10,3,369,1,0,0.0,0,0.0,251,1205,667,3,0,0,2,0,290,0
Unai Simón,GK,Spain,25,1997,4.3,167,133,163,4,0,0,167,0,0,,0,,111,321,151,0,0,0,0,0,113,0
Xavi Simons,"FW,MF",Netherlands,19,2003,0.1,11,0,3,6,2,0,11,0,0,,0,,6,98,81,3,0,0,0,0,9,0
Ellyes Skhiri,MF,Tunisia,27,1995,3.0,161,8,44,108,10,1,161,3,1,33.3,1,33.3,81,354,155,1,1,0,4,1,94,4
Michał Skóraś,MF,Poland,22,2000,0.5,12,1,1,8,3,0,12,1,0,0.0,0,0.0,4,28,7,0,0,0,0,0,9,5
Andreas Skov Olsen,"FW,MF",Denmark,22,1999,1.5,78,2,7,25,46,13,78,2,0,0.0,2,100.0,57,255,127,7,2,5,4,4,61,23
Robert Skov,DF,Denmark,26,1996,0.2,23,0,3,5,15,1,23,1,0,0.0,1,100.0,19,83,22,0,1,0,0,0,17,6
Naïm Sliti,"MF,FW",Tunisia,29,1992,1.3,65,0,4,27,35,3,65,8,5,62.5,3,37.5,39,268,132,3,2,1,4,1,40,7
Carlos Soler,MF,Spain,25,1997,1.0,88,0,4,56,28,3,88,2,1,50.0,1,50.0,57,191,94,4,2,0,0,1,76,2
Yuki Soma,"FW,MF",Japan,25,1997,0.9,27,0,2,7,18,1,27,2,1,50.0,1,50.0,14,111,62,3,1,1,2,0,15,6
Yann Sommer,GK,Switzerland,33,1988,3.0,126,99,126,0,0,0,126,0,0,,0,,69,313,212,0,0,0,0,0,76,0
Borna Sosa,DF,Croatia,24,1998,4.7,336,18,106,140,91,3,336,4,2,50.0,2,50.0,196,1078,632,18,9,1,6,3,218,29
Harry Souttar,DF,Australia,23,1998,4.0,212,37,142,68,4,2,212,0,0,,0,,111,450,242,0,0,0,1,0,128,0
Djibril Sow,MF,Switzerland,25,1997,2.9,115,1,11,72,33,3,115,2,0,0.0,1,50.0,75,484,276,10,3,0,4,2,88,12
Josip Stanišić,DF,Croatia,22,2000,1.0,56,1,16,29,11,1,56,0,0,,0,,30,166,91,1,2,0,0,0,29,5
Renato Steffen,FW,Switzerland,30,1991,0.4,20,2,9,7,4,0,20,0,0,,0,,5,22,21,1,2,0,1,2,9,1
Raheem Sterling,FW,England,27,1994,1.7,69,2,5,37,29,6,69,3,2,66.7,1,33.3,53,238,75,2,3,3,6,3,56,12
John Stones,DF,England,28,1994,4.8,475,27,208,257,12,5,475,2,2,100.0,0,0.0,398,2253,1308,4,4,0,1,0,403,0
Luis Suárez,FW,Uruguay,35,1987,1.6,52,2,5,21,26,8,52,3,2,66.7,0,0.0,33,106,51,2,0,1,2,0,40,5
Niklas Süle,DF,Germany,26,1995,3.0,267,15,88,157,24,2,267,0,0,,0,,165,946,564,5,1,1,0,1,204,2
Kamaldeen Sulemana,FW,Ghana,20,2002,0.6,30,2,3,5,23,4,30,5,1,20.0,2,40.0,21,178,100,3,1,1,1,1,24,6
Josip Šutalo,DF,Croatia,22,2000,1.0,73,14,42,31,0,0,73,0,0,,0,,63,281,122,0,0,0,0,0,61,0
Karol Świderski,FW,Poland,25,1997,0.5,15,0,4,7,5,0,15,0,0,,0,,6,17,6,0,0,0,3,0,6,0
Wojciech Szczęsny,GK,Poland,32,1990,4.0,160,137,159,1,0,0,160,0,0,,0,,76,468,270,0,0,0,0,0,56,0
Damian Szymański,MF,Poland,26,1995,0.3,9,0,3,6,0,0,9,0,0,,0,,8,25,9,0,0,0,0,0,8,0
Sebastian Szymański,MF,Poland,23,1999,1.5,61,3,18,28,16,3,61,3,1,33.3,1,33.3,27,151,53,0,1,0,5,2,36,5
Dušan Tadić,"MF,FW",Serbia,33,1988,2.9,151,1,8,58,87,8,151,6,3,50.0,3,50.0,110,602,273,12,8,1,8,3,114,20
Nicolás Tagliafico,DF,Argentina,29,1992,4.1,220,12,53,110,60,8,220,2,0,0.0,2,100.0,113,466,185,6,0,2,1,1,124,20
Montassar Talbi,DF,Tunisia,24,1998,3.0,177,24,98,77,3,1,177,1,0,0.0,0,0.0,86,441,154,1,0,0,1,1,96,0
Hassan Al Tambakti,DF,Saudi Arabia,23,1999,2.0,76,17,43,31,2,2,76,0,0,,0,,37,191,109,1,0,0,0,0,34,0
Ao Tanaka,MF,Japan,23,1998,1.9,85,3,32,40,14,3,85,1,0,0.0,0,0.0,48,158,76,1,0,0,1,1,55,7
Shogo Taniguchi,DF,Japan,30,1991,2.3,105,16,49,51,6,3,105,0,0,,0,,48,154,60,0,0,0,0,0,63,0
Mehdi Taremi,FW,IR Iran,29,1992,3.0,122,4,18,62,48,15,121,9,1,11.1,4,44.4,78,603,248,7,9,2,7,5,83,18
Kenneth Taylor,MF,Netherlands,20,2002,0.1,9,0,1,6,2,0,9,0,0,,0,,6,14,2,0,0,0,0,0,8,1
Aurélien Tchouaméni,MF,France,22,2000,6.9,532,15,95,372,70,3,532,5,3,60.0,2,40.0,353,1771,773,8,8,0,11,0,397,6
Yeltsin Tejeda,MF,Costa Rica,30,1992,3.0,129,9,50,69,11,1,129,2,0,0.0,1,50.0,61,182,111,0,0,0,1,2,74,1
Alex Telles,DF,Brazil,29,1992,0.7,46,0,12,21,14,1,46,0,0,,0,,27,79,25,0,1,0,1,0,32,0
Sorba Thomas,MF,Wales,22,1999,0.0,6,0,1,2,3,0,6,1,0,0.0,1,100.0,5,22,11,1,1,0,0,1,4,2
Marcus Thuram,"FW,MF",France,24,1997,1.7,74,3,11,35,29,4,74,12,6,50.0,4,33.3,41,276,152,8,5,0,5,4,49,9
Youri Tielemans,MF,Belgium,25,1997,1.1,77,4,20,48,10,0,77,0,0,,0,,35,96,57,0,0,0,2,0,49,3
Jurriën Timber,DF,Netherlands,20,2001,4.3,360,15,129,226,9,0,360,6,4,66.7,1,16.7,233,1160,623,13,3,0,7,2,261,2
Karl Toko Ekambi,"FW,MF",Cameroon,29,1992,1.8,68,1,7,41,23,5,68,4,1,25.0,3,75.0,44,314,197,7,5,1,3,4,45,8
Nouhou Tolo,DF,Cameroon,24,1997,3.0,148,18,61,58,31,2,148,5,1,20.0,4,80.0,66,345,143,3,0,0,4,0,65,7
Takehiro Tomiyasu,"DF,MF",Japan,23,1998,2.1,117,11,60,42,15,2,117,0,0,,0,,61,217,98,0,1,0,2,0,68,2
Mehdi Torabi,MF,IR Iran,27,1994,0.7,48,4,8,29,12,2,48,2,1,50.0,1,50.0,31,176,67,2,1,0,2,0,30,2
Félix Torres Caicedo,DF,Ecuador,25,1997,3.0,233,21,139,90,5,3,233,1,0,0.0,1,100.0,138,754,480,0,0,0,2,0,156,0
Ferrán Torres,FW,Spain,22,2000,2.4,117,0,5,39,73,13,116,11,1,9.1,9,81.8,83,289,101,3,1,2,9,7,102,32
Gerson Torres,MF,Costa Rica,24,1997,0.7,25,0,7,12,6,0,25,2,0,0.0,0,0.0,20,92,22,1,1,0,3,4,22,2
Pau Torres,DF,Spain,25,1997,1.0,194,6,30,162,2,0,194,0,0,,0,,152,847,636,2,2,0,0,0,175,0
Kieran Trippier,DF,England,31,1990,2.3,207,5,54,110,47,1,207,1,1,100.0,0,0.0,129,324,106,1,1,0,1,1,133,8
Leandro Trossard,"FW,MF",Belgium,27,1994,1.1,68,1,7,34,28,3,68,4,0,0.0,3,75.0,43,331,106,3,4,2,2,1,53,9
Matt Turner,GK,United States,27,1994,4.0,136,112,136,0,0,0,136,0,0,,0,,76,419,311,0,0,0,0,0,69,0
Ayase Ueda,FW,Japan,23,1998,0.5,23,1,2,6,15,1,23,0,0,,0,,10,39,18,1,0,0,4,2,15,6
Hwang Ui-jo,"FW,MF",Korea Republic,29,1992,1.2,18,1,2,6,11,2,18,1,1,100.0,0,0.0,11,25,8,0,0,0,2,0,11,3
Dayot Upamecano,DF,France,23,1998,5.3,395,27,159,234,5,2,395,0,0,,0,,281,1485,876,2,0,0,1,1,290,2
Enner Valencia,"FW,MF",Ecuador,32,1989,2.8,99,2,3,41,56,13,98,7,2,28.6,3,42.9,54,236,64,0,1,0,15,6,71,15
Federico Valverde,MF,Uruguay,23,1998,3.0,227,2,39,145,48,4,227,4,1,25.0,2,50.0,149,925,523,7,10,0,6,2,152,4
Virgil van Dijk,DF,Netherlands,30,1991,5.3,399,61,211,181,8,4,399,0,0,,0,,247,1234,692,0,1,0,2,0,277,0
Raphaël Varane,DF,France,29,1993,5.8,321,33,140,175,7,3,321,1,1,100.0,0,0.0,223,1517,968,8,2,0,0,0,237,0
Guillermo Varela,DF,Uruguay,29,1993,2.0,108,2,28,57,23,0,108,3,0,0.0,2,66.7,65,237,125,3,5,0,2,1,66,11
Ruben Vargas,FW,Switzerland,23,1998,3.2,144,6,18,47,81,8,144,7,1,14.3,5,71.4,85,727,413,15,9,3,6,1,100,34
Matías Vecino,MF,Uruguay,30,1991,2.2,131,5,42,73,16,2,131,0,0,,0,,72,222,86,0,1,0,3,1,81,3
Alexis Vega,FW,Mexico,24,1997,2.1,83,1,7,41,36,8,83,4,1,25.0,2,50.0,55,385,130,2,3,1,6,8,51,13
Miloš Veljković,DF,Serbia,26,1995,2.5,126,22,77,50,1,0,126,0,0,,0,,88,469,319,2,0,0,0,0,91,0
Johan Venegas,"FW,MF",Costa Rica,33,1988,0.8,21,1,4,9,8,1,21,1,0,0.0,1,100.0,12,67,37,2,1,0,2,0,14,3
Jordan Veretout,MF,France,29,1993,0.7,43,2,11,25,7,1,43,0,0,,0,,20,52,11,0,0,0,2,1,32,1
Jan Vertonghen,DF,Belgium,35,1987,3.0,294,36,171,117,6,5,294,0,0,,0,,203,597,218,1,0,0,0,0,234,0
Matías Viña,DF,Uruguay,24,1997,0.2,26,0,8,12,6,0,26,1,1,100.0,0,0.0,12,66,33,2,0,0,0,1,14,5
Vitinha,MF,Portugal,22,2000,1.3,118,1,7,80,31,0,118,2,1,50.0,1,50.0,93,434,215,2,2,0,2,1,102,7
Steven Vitória,DF,Canada,35,1987,3.0,204,14,85,118,1,0,204,1,0,0.0,0,0.0,102,476,289,0,0,0,1,1,142,0
Dušan Vlahović,FW,Serbia,22,2000,0.9,20,0,4,8,8,3,20,1,0,0.0,1,100.0,11,19,2,0,0,0,3,1,14,3
Nikola Vlašić,"FW,MF",Croatia,24,1997,2.3,81,1,10,35,38,8,81,9,3,33.3,2,22.2,58,296,119,4,3,1,5,6,63,18
Mohammed Waad,"MF,DF",Qatar,22,1999,0.3,16,0,5,8,3,0,16,1,1,100.0,0,0.0,10,53,22,0,0,0,1,0,12,1
Kyle Walker,DF,England,32,1990,2.6,197,3,54,119,27,0,197,3,2,66.7,0,0.0,130,452,203,3,0,0,1,0,129,4
Danny Ward,GK,Wales,28,1993,1.0,42,32,40,2,0,0,42,0,0,,0,,22,85,52,0,0,0,0,0,20,0
Kendall Waston,DF,Costa Rica,34,1988,2.5,107,30,75,28,4,3,107,0,0,,0,,52,169,67,0,0,0,1,1,59,0
Timothy Weah,FW,United States,22,2000,3.5,133,0,9,55,72,11,133,2,2,100.0,0,0.0,83,512,127,5,4,3,9,5,102,27
Wout Weghorst,FW,Netherlands,29,1992,0.7,22,0,2,11,9,4,22,0,0,,0,,11,24,3,0,0,0,1,0,14,1
Wéverton,GK,Brazil,34,1987,0.1,5,5,5,0,0,0,5,0,0,,0,,2,5,3,0,0,0,0,0,2,0
Silvan Widmer,DF,Switzerland,29,1993,2.9,211,13,70,95,47,6,211,2,1,50.0,0,0.0,85,421,239,5,8,1,5,6,126,15
Iñaki Williams,FW,Ghana,27,1994,3.0,63,3,10,24,30,6,63,1,1,100.0,0,0.0,37,192,79,2,4,2,5,5,42,7
Neco Williams,DF,Wales,21,2001,2.3,136,4,32,67,39,4,136,7,1,14.3,3,42.9,62,436,226,6,6,1,6,2,61,11
Nico Williams,FW,Spain,19,2002,1.6,90,0,4,38,50,5,90,16,5,31.3,10,62.5,53,342,123,6,2,3,9,2,69,25
Callum Wilson,FW,England,30,1992,0.5,17,0,2,9,7,2,17,1,0,0.0,1,100.0,13,57,37,2,1,1,4,2,13,6
Harry Wilson,"MF,FW",Wales,25,1997,1.8,82,5,21,35,26,1,82,1,0,0.0,0,0.0,38,154,45,2,1,0,3,0,49,6
Roan Wilson,MF,Costa Rica,20,2002,0.0,8,1,3,5,0,0,8,0,0,,0,,6,41,19,0,0,0,0,0,5,1
Axel Witsel,MF,Belgium,33,1989,3.0,200,11,56,131,17,1,200,0,0,,0,,109,473,208,2,1,1,2,3,140,3
Jeong Woo-yeong,MF,Korea Republic,22,1999,0.5,20,1,1,5,14,2,20,1,0,0.0,1,100.0,10,30,11,0,0,0,1,0,14,7
Jung Woo-young,MF,Korea Republic,32,1989,3.4,241,14,62,151,29,1,241,0,0,,0,,177,548,294,1,1,0,2,2,169,1
Christopher Wooh,DF,Cameroon,20,2001,1.0,45,8,25,18,2,1,45,0,0,,0,,24,165,92,0,0,0,1,2,28,0
David Wotherspoon,MF,Canada,32,1990,0.2,9,0,1,3,5,0,9,1,1,100.0,0,0.0,5,26,15,0,0,0,0,0,7,2
Bailey Wright,DF,Australia,29,1992,0.2,5,2,3,1,1,0,5,0,0,,0,,1,10,5,0,0,0,0,0,2,0
Haji Wright,FW,United States,24,1998,1.5,45,2,6,18,21,8,45,1,0,0.0,1,100.0,19,107,45,4,0,1,2,0,32,7
Granit Xhaka,MF,Switzerland,29,1992,4.0,274,11,63,175,40,3,274,2,1,50.0,0,0.0,167,854,485,9,5,1,2,3,201,4
Miki Yamane,"DF,MF",Japan,28,1993,0.7,38,0,3,21,14,1,38,1,1,100.0,0,0.0,14,58,46,1,1,0,0,0,13,3
Jawad El Yamiq,DF,Morocco,30,1992,3.4,202,29,119,80,3,3,202,0,0,,0,,128,668,312,0,1,0,2,0,121,0
Taha Yassine Khenissi,FW,Tunisia,30,1992,0.3,8,1,1,3,4,2,8,0,0,,0,,2,5,1,0,0,0,1,2,3,0
DeAndre Yedlin,DF,United States,28,1993,0.4,32,2,8,10,14,2,32,0,0,,0,,14,56,48,2,1,0,1,0,16,2
Maya Yoshida,DF,Japan,33,1988,4.3,276,46,128,147,2,1,276,2,1,50.0,1,50.0,163,689,320,2,1,0,1,1,184,0
Kim Young-gwon,DF,Korea Republic,32,1990,3.9,233,27,120,107,6,3,233,0,0,,0,,177,850,566,1,0,0,0,0,172,0
Cho Yumin,FW,Korea Republic,25,1996,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Denis Zakaria,MF,Switzerland,25,1996,0.7,32,1,7,21,6,0,32,2,0,0.0,1,50.0,22,93,35,0,0,0,1,1,19,1
Nicola Zalewski,MF,Poland,20,2002,0.7,29,1,8,11,12,0,29,2,0,0.0,2,100.0,16,107,46,1,5,0,3,1,18,5
Andre-Frank Zambo Anguissa,MF,Cameroon,26,1995,2.9,158,3,46,83,32,3,158,5,4,80.0,1,20.0,109,590,225,5,3,1,5,5,120,9
Álvaro Zamora,MF,Costa Rica,20,2002,0.3,9,0,1,7,2,0,9,0,0,,0,,7,27,11,0,0,0,1,1,7,1
Anass Zaroury,FW,Morocco,21,2000,0.3,15,0,1,6,8,0,15,1,1,100.0,0,0.0,9,54,30,2,1,0,0,0,10,2
Piotr Zieliński,"MF,FW",Poland,28,1994,3.6,179,7,23,115,44,4,179,4,1,25.0,2,50.0,99,623,339,9,3,0,2,1,113,4
Walker Zimmerman,DF,United States,29,1993,3.1,275,27,138,132,5,1,275,0,0,,0,,173,736,432,0,1,0,0,0,191,0
Andrija Živković,DF,Serbia,25,1996,2.3,120,7,34,50,40,3,120,1,0,0.0,1,100.0,68,471,291,10,7,1,4,1,72,13
Hakim Ziyech,FW,Morocco,29,1993,7.1,391,3,71,186,135,8,391,29,12,41.4,16,55.2,256,1475,677,20,17,3,15,11,267,31
Filip Đuričić,"MF,FW",Serbia,30,1992,0.2,9,0,0,4,5,1,9,0,0,,0,,3,7,0,0,0,0,1,0,6,2
