Player,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Bamba Dieng,FW,Senegal,22,2000,1.1,9,16,56.3,83,1,8,10,80.0,1,2,50.0,0,1,0.0,0,0.1,0.0,-0.1,2,1,0,0,0
Eric Dier,DF,England,28,1994,0.4,40,41,97.6,744,318,13,13,100.0,24,24,100.0,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,0
Axel Disasi,DF,France,24,1998,1.0,61,78,78.2,918,302,30,36,83.3,24,30,80.0,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,7
Alexander Djiku,"DF,FW",Ghana,27,1994,1.1,22,28,78.6,381,180,7,7,100.0,12,14,85.7,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,1
Ritsu Doan,FW,Japan,23,1998,2.4,36,56,64.3,625,195,22,28,78.6,7,11,63.6,6,10,60.0,0,0.2,0.4,-0.2,3,2,2,1,7
Jeremy Doku,"MF,FW",Belgium,20,2002,0.2,8,14,57.1,116,6,5,7,71.4,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1
Kasper Dolberg,FW,Denmark,24,1997,1.3,15,18,83.3,186,38,8,11,72.7,6,6,100.0,0,0,,0,0.1,0.0,-0.1,1,0,2,1,3
Mohamed Dräger,DF,Tunisia,25,1996,1.5,36,50,72.0,678,265,12,16,75.0,19,23,82.6,5,9,55.6,0,0.0,0.1,0.0,1,1,1,1,4
Óscar Duarte,DF,Costa Rica,33,1989,3.0,68,98,69.4,1500,529,18,22,81.8,38,45,84.4,11,27,40.7,0,0.3,0.0,-0.3,2,1,0,0,0
Mitchell Duke,FW,Australia,31,1991,3.0,36,63,57.1,448,117,23,33,69.7,7,16,43.8,2,4,50.0,0,0.0,0.0,0.0,1,2,0,0,3
Denzel Dumfries,DF,Netherlands,26,1996,5.3,149,217,68.7,2270,742,83,101,82.2,59,82,72.0,5,22,22.7,2,0.3,0.4,+1.7,2,7,6,0,14
Paulo Dybala,FW,Argentina,28,1993,0.2,8,12,66.7,100,35,4,7,57.1,3,4,75.0,0,0,,0,0.2,0.1,-0.2,1,0,1,0,2
Enzo Ebosse,DF,Cameroon,23,1999,1.0,34,38,89.5,780,283,7,7,100.0,18,20,90.0,8,9,88.9,0,0.0,0.0,0.0,0,2,0,0,2
Ederson,GK,Brazil,28,1993,1.0,28,31,90.3,728,547,4,4,100.0,17,19,89.5,7,8,87.5,0,0.0,0.0,0.0,0,0,0,0,0
Jorge Eduardo Sánchez,DF,Mexico,24,1997,1.9,69,87,79.3,1119,484,36,39,92.3,27,37,73.0,6,8,75.0,0,0.0,0.0,0.0,0,4,1,0,14
Nico Elvedi,DF,Switzerland,25,1996,2.0,131,142,92.3,2283,673,56,60,93.3,68,70,97.1,6,8,75.0,0,0.0,0.0,0.0,0,2,0,0,7
Breel Embolo,FW,Switzerland,25,1997,3.6,46,62,74.2,666,70,23,30,76.7,18,22,81.8,2,3,66.7,0,0.1,0.1,-0.1,2,1,1,0,5
Youssef En-Nesyri,FW,Morocco,25,1997,6.0,50,81,61.7,646,119,26,37,70.3,14,23,60.9,3,6,50.0,0,0.0,0.0,0.0,1,3,0,0,1
Wataru Endo,MF,Japan,29,1993,3.4,155,192,80.7,2423,599,80,86,93.0,64,77,83.1,7,16,43.8,0,0.5,0.4,-0.5,4,12,2,1,17
Devis Epassy,GK,Cameroon,29,1993,2.0,57,83,68.7,2043,1646,5,5,100.0,24,24,100.0,28,54,51.9,0,0.0,0.0,0.0,0,2,0,0,0
Christian Eriksen,MF,Denmark,30,1992,3.0,188,230,81.7,3621,1062,87,96,90.6,63,68,92.6,33,55,60.0,0,0.4,0.4,-0.4,9,20,1,1,21
Michael Estrada,FW,Ecuador,26,1996,2.5,28,50,56.0,480,138,13,22,59.1,11,16,68.8,3,4,75.0,0,0.0,0.4,0.0,1,6,2,0,9
Pervis Estupiñán,DF,Ecuador,24,1998,3.0,148,190,77.9,2524,886,74,78,94.9,52,67,77.6,18,33,54.5,0,0.3,0.4,-0.3,5,8,4,3,12
Stephen Eustáquio,MF,Canada,25,1996,1.4,83,93,89.2,1443,497,40,41,97.6,29,29,100.0,12,17,70.6,0,0.2,0.3,-0.2,2,8,3,0,14
Saeid Ezatolahi,MF,IR Iran,25,1996,2.4,66,88,75.0,1382,474,26,30,86.7,25,34,73.5,14,22,63.6,0,0.2,0.4,-0.2,2,7,4,1,5
Abde Ezzalzouli,"FW,MF",Morocco,20,2001,1.0,10,13,76.9,118,38,8,9,88.9,2,2,100.0,0,2,0.0,0,0.3,0.4,-0.3,2,0,0,0,2
Fabinho,MF,Brazil,28,1993,1.0,51,57,89.5,896,326,25,26,96.2,19,22,86.4,7,7,100.0,0,0.0,0.0,0.0,0,4,0,0,7
Collins Fai,DF,Cameroon,29,1992,3.0,99,146,67.8,1688,811,53,62,85.5,34,48,70.8,9,29,31.0,0,0.0,0.2,0.0,2,14,1,1,11
Salman Al-Faraj,MF,Saudi Arabia,32,1989,0.5,12,16,75.0,174,65,8,8,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,1,0
Christian Fassnacht,FW,Switzerland,28,1993,0.1,7,10,70.0,89,17,4,6,66.7,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Abdul Fatawu Issahaku,FW,Ghana,18,2004,0.0,1,1,100.0,48,36,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Ansu Fati,FW,Spain,19,2002,0.5,25,29,86.2,298,29,20,22,90.9,4,4,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,2
João Félix,FW,Portugal,22,1999,3.7,91,122,74.6,1327,240,55,70,78.6,30,37,81.1,5,9,55.6,2,0.4,0.2,+1.6,3,7,3,0,10
Bruno Fernandes,"FW,MF",Portugal,27,1994,4.0,188,233,80.7,3626,1077,99,105,94.3,49,56,87.5,34,54,63.0,3,1.7,1.2,+1.3,9,17,9,2,31
Edimilson Fernandes,"FW,DF",Switzerland,26,1996,1.6,65,82,79.3,848,243,42,44,95.5,19,21,90.5,1,9,11.1,0,0.3,0.0,-0.3,3,2,0,0,3
Enzo Fernández,MF,Argentina,21,2001,6.3,412,471,87.5,6639,1694,209,230,90.9,157,175,89.7,33,45,73.3,1,0.9,0.8,+0.1,6,43,9,1,34
Jesús Ferreira,FW,United States,21,2000,0.5,16,19,84.2,203,12,11,11,100.0,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Phil Foden,"FW,MF",England,22,2000,2.9,90,117,76.9,1444,292,57,67,85.1,23,27,85.2,7,16,43.8,2,0.5,0.4,+1.5,6,3,1,0,7
Youssouf Fofana,MF,France,23,1999,2.5,96,112,85.7,1582,341,46,53,86.8,43,44,97.7,6,11,54.5,0,0.2,0.1,-0.2,1,14,1,0,11
Juan Foyth,DF,Argentina,24,1998,0.1,3,4,75.0,31,13,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Alan Franco,MF,Ecuador,23,1998,0.5,10,11,90.9,114,59,8,8,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Przemysław Frankowski,MF,Poland,27,1995,2.7,49,74,66.2,729,228,26,33,78.8,18,22,81.8,2,8,25.0,0,0.2,0.1,-0.2,1,5,2,1,5
Fred,MF,Brazil,29,1993,1.6,71,83,85.5,1108,338,40,45,88.9,23,29,79.3,6,6,100.0,0,0.2,0.2,-0.2,4,6,4,0,11
Fabian Frei,MF,Switzerland,33,1989,0.3,9,14,64.3,150,19,4,4,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1
Remo Freuler,MF,Switzerland,30,1992,3.6,127,154,82.5,1918,449,68,77,88.3,51,57,89.5,5,11,45.5,0,0.0,0.1,0.0,0,11,1,0,13
Keysher Fuller,"DF,MF",Costa Rica,27,1994,2.8,44,63,69.8,663,194,21,27,77.8,21,26,80.8,1,7,14.3,0,0.2,0.1,-0.2,1,2,0,0,2
Niclas Füllkrug,FW,Germany,29,1993,0.8,15,24,62.5,181,43,7,9,77.8,4,6,66.7,1,2,50.0,1,0.6,0.2,+0.4,1,1,0,0,1
Rogelio Funes Mori,FW,Mexico,31,1991,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Cody Gakpo,"FW,MF",Netherlands,23,1999,5.0,93,148,62.8,1261,499,56,67,83.6,20,35,57.1,7,29,24.1,0,0.6,0.7,-0.6,10,7,4,2,11
Hernán Galíndez,GK,Ecuador,35,1987,3.0,44,74,59.5,1275,996,11,11,100.0,16,16,100.0,16,46,34.8,0,0.0,0.0,0.0,0,0,0,0,0
Jesús Gallardo,DF,Mexico,27,1994,3.0,93,134,69.4,1518,416,52,64,81.3,34,45,75.6,6,17,35.3,0,0.0,0.1,0.0,1,9,2,1,7
Idrissa Gana Gueye,MF,Senegal,32,1989,3.0,107,133,80.5,1524,274,58,63,92.1,38,42,90.5,5,16,31.3,0,0.1,0.2,-0.1,1,7,0,0,10
Gavi,MF,Spain,17,2004,3.2,133,154,86.4,1966,174,77,81,95.1,46,49,93.9,6,11,54.5,0,0.1,0.2,-0.1,1,6,2,1,10
Sultan Al-Ghanam,"DF,MF",Saudi Arabia,28,1994,1.4,34,52,65.4,489,245,23,27,85.2,9,14,64.3,2,8,25.0,0,0.1,0.1,-0.1,1,0,2,2,5
Nader Ghandri,DF,Tunisia,27,1995,1.0,27,33,81.8,561,204,5,6,83.3,19,21,90.5,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,1
Saman Ghoddos,MF,IR Iran,28,1993,0.5,15,20,75.0,193,39,10,10,100.0,5,6,83.3,0,3,0.0,0,0.0,0.0,0.0,1,0,0,0,2
Ali Gholizadeh,"MF,FW",IR Iran,26,1996,2.2,46,72,63.9,637,262,30,39,76.9,13,20,65.0,2,9,22.2,1,0.2,0.7,+0.8,2,4,4,1,5
Matthias Ginter,DF,Germany,28,1994,0.0,3,3,100.0,52,42,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Olivier Giroud,FW,France,35,1986,4.7,48,74,64.9,633,148,37,50,74.0,9,18,50.0,1,2,50.0,0,0.1,0.3,-0.1,2,4,1,0,9
Kamil Glik,DF,Poland,34,1988,4.0,118,130,90.8,2363,657,29,29,100.0,76,81,93.8,12,19,63.2,0,0.0,0.0,0.0,0,2,0,0,0
Serge Gnabry,"FW,MF",Germany,26,1995,2.9,86,118,72.9,1060,281,56,72,77.8,21,25,84.0,3,3,100.0,1,1.5,0.7,-0.5,6,1,4,3,7
Diego Godín,DF,Uruguay,36,1986,1.7,87,103,84.5,1827,515,26,32,81.3,47,54,87.0,13,16,81.3,0,0.0,0.0,0.0,0,7,0,0,4
Maxi Gómez,FW,Uruguay,25,1996,0.3,5,7,71.4,85,9,1,2,50.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1
Papu Gómez,"MF,FW",Argentina,34,1988,1.2,53,60,88.3,671,74,40,43,93.0,11,12,91.7,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,5
Shūichi Gonda,GK,Japan,33,1989,4.3,68,113,60.2,1770,1301,20,20,100.0,32,33,97.0,16,59,27.1,0,0.0,0.0,0.0,0,1,0,0,0
Craig Goodwin,MF,Australia,30,1991,2.6,58,95,61.1,955,348,29,37,78.4,17,29,58.6,8,18,44.4,1,0.6,0.3,+0.4,5,6,2,0,10
Leon Goretzka,MF,Germany,27,1995,1.8,42,57,73.7,552,132,24,28,85.7,11,15,73.3,2,4,50.0,0,0.0,0.1,0.0,1,3,0,0,2
