Player,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Gabriel Martinelli,FW,Brazil,20,2001,1.3,8,6.37,4,0,1,3,0,0,0,0.00,0,0,0,0,0,0
Carlos Martínez,DF,Costa Rica,23,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Emiliano Martínez,GK,Argentina,29,1992,7.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lautaro Martínez,FW,Argentina,24,1997,2.7,7,3.26,3,0,0,4,0,0,1,0.47,0,0,0,1,0,0
Lisandro Martínez,DF,Argentina,24,1998,3.4,2,0.59,0,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Pape Matar Sarr,MF,Senegal,19,2002,0.7,2,3.05,1,1,0,0,0,0,1,1.53,1,0,0,0,0,0
Rónald Matarrita,"DF,MF",Costa Rica,27,1994,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eric Maxim Choupo-Moting,"FW,MF",Cameroon,33,1989,2.8,5,1.78,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Noussair Mazraoui,DF,Morocco,24,1997,4.1,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kylian Mbappé,FW,France,23,1998,6.6,46,7.29,28,1,7,8,2,0,11,1.74,7,0,0,4,0,0
Bryan Mbeumo,"FW,MF",Cameroon,22,1999,2.6,8,3.23,4,3,0,1,0,0,0,0.00,0,0,0,0,0,0
Riley McGree,"FW,MF",Australia,23,1998,2.9,5,1.70,4,1,0,0,0,0,2,0.68,2,0,0,0,0,0
Weston McKennie,MF,United States,23,1998,3.0,12,3.99,11,0,0,1,0,0,1,0.33,1,0,0,0,0,0
Hannibal Mejbri,MF,Tunisia,19,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Memphis,FW,Netherlands,28,1994,3.3,5,1.51,3,0,0,2,0,0,3,0.91,1,0,0,2,0,0
Nuno Mendes,DF,Portugal,19,2002,0.5,5,10.98,2,1,1,0,1,0,0,0.00,0,0,0,0,0,0
Jhegson Méndez,MF,Ecuador,25,1997,2.0,3,1.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Edouard Mendy,GK,Senegal,30,1992,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nampalys Mendy,MF,Senegal,29,1992,3.0,6,1.98,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gideon Mensah,DF,Ghana,23,1998,1.0,3,3.10,3,0,0,0,0,0,1,1.03,1,0,0,0,0,0
Chris Mepham,DF,Wales,24,1997,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yassine Meriah,DF,Tunisia,28,1993,3.0,3,1.00,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Dries Mertens,"MF,FW",Belgium,35,1987,0.8,5,5.92,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Lionel Messi,FW,Argentina,34,1987,7.7,43,6.14,28,5,3,1,5,1,5,0.71,4,0,1,0,0,0
Thomas Meunier,DF,Belgium,30,1991,2.3,7,2.99,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Nikola Milenković,DF,Serbia,24,1997,3.0,2,0.67,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0
Arkadiusz Milik,"FW,MF",Poland,28,1994,1.1,2,1.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergej Milinković-Savić,MF,Serbia,27,1995,2.6,4,1.54,3,0,0,0,1,0,3,1.15,2,0,0,0,1,0
Vanja Milinković-Savić,GK,Serbia,25,1997,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Éder Militão,DF,Brazil,24,1998,3.9,6,1.56,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Liam Millar,DF,Canada,22,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kamal Miller,DF,Canada,25,1997,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kim Min-jae,DF,Korea Republic,25,1996,3.0,1,0.33,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Takumi Minamino,FW,Japan,27,1995,0.7,1,3.00,0,0,0,1,0,0,1,3.00,0,0,0,1,0,0
Kaoru Mitoma,MF,Japan,25,1997,1.8,9,6.00,5,0,1,1,1,1,1,0.67,1,0,0,0,0,0
Aleksandar Mitrović,FW,Serbia,27,1994,2.9,3,1.03,1,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Stefan Mitrović,DF,Serbia,32,1990,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Filip Mladenović,DF,Serbia,30,1991,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luka Modrić,MF,Croatia,36,1985,7.3,21,3.03,14,5,0,1,1,0,0,0.00,0,0,0,0,0,0
Ismaeel Mohammad,DF,Qatar,32,1990,1.9,4,2.07,1,0,0,0,2,1,1,0.52,1,0,0,0,0,0
Milad Mohammadi,DF,IR Iran,28,1993,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sadegh Moharrami,DF,IR Iran,26,1996,1.0,1,1.00,1,0,0,0,0,0,1,1.00,1,0,0,0,0,0
Nahuel Molina,DF,Argentina,24,1998,6.3,10,1.59,9,0,0,0,0,1,2,0.32,2,0,0,0,0,0
César Montes,DF,Mexico,25,1997,3.0,3,1.00,3,0,0,0,0,0,2,0.67,2,0,0,0,0,0
Gonzalo Montiel,"DF,MF",Argentina,25,1997,1.3,3,3.70,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Kim Moonhwan,DF,Korea Republic,26,1995,4.0,7,1.75,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kieffer Moore,FW,Wales,29,1992,2.5,6,2.40,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Shaq Moore,DF,United States,25,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aaron Mooy,MF,Australia,31,1990,4.0,5,1.25,2,2,0,0,1,0,0,0.00,0,0,0,0,0,0
Álvaro Morata,FW,Spain,29,1992,2.1,4,2.32,4,0,0,0,0,0,2,1.16,2,0,0,0,0,0
Héctor Moreno,DF,Mexico,34,1988,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hidemasa Morita,MF,Japan,27,1995,3.2,10,3.16,7,1,0,2,0,0,0,0.00,0,0,0,0,0,0
Joe Morrell,MF,Wales,25,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Morris,"FW,DF",United States,27,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssoufa Moukoko,FW,Germany,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mason Mount,MF,England,23,1999,2.1,2,0.96,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Youssef Msakni,"MF,FW",Tunisia,31,1990,1.9,7,3.73,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Müller,"FW,MF",Germany,32,1989,2.2,10,4.50,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Munir,GK,Morocco,33,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohammed Muntari,"FW,MF",Qatar,28,1993,0.7,1,1.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yunus Musah,MF,United States,19,2002,3.8,10,2.62,9,0,1,0,0,0,1,0.26,1,0,0,0,0,0
Jamal Musiala,"MF,FW",Germany,19,2003,2.9,22,7.67,15,0,4,2,1,0,1,0.35,1,0,0,0,0,0
Joakim Mæhle,DF,Denmark,25,1997,2.8,4,1.45,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Georges-Kévin N'Koudou,"FW,MF",Cameroon,27,1995,0.3,1,3.33,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Yuto Nagatomo,"MF,DF",Japan,35,1986,2.3,2,0.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sami Al-Najei,MF,Saudi Arabia,25,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Keylor Navas,GK,Costa Rica,35,1986,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iliman Ndiaye,"FW,MF",Senegal,22,2000,1.5,4,2.65,3,0,1,0,0,0,2,1.32,2,0,0,0,0,0
Victor Nelsson,DF,Denmark,23,1998,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Manuel Neuer,GK,Germany,36,1986,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rúben Neves,MF,Portugal,25,1997,3.0,6,2.01,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Neymar,MF,Brazil,30,1992,3.1,15,5.42,5,2,2,2,4,0,4,1.45,2,0,1,1,0,0
Moumi Ngamaleu,"FW,MF",Cameroon,27,1994,1.1,2,1.89,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jerome Ngom Mbekeli,MF,Cameroon,23,1998,0.1,1,18.00,1,0,0,0,0,0,1,18.00,1,0,0,0,0,0
Nicolas Nkoulou,DF,Cameroon,32,1990,2.0,2,1.00,1,0,0,1,0,0,1,0.50,0,0,0,1,0,0
Andries Noppert,GK,Netherlands,28,1994,5.3,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ahmad Nourollahi,MF,IR Iran,29,1993,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Olivier Ntcham,MF,Cameroon,26,1996,0.3,3,11.74,3,0,0,0,0,0,1,3.91,1,0,0,0,0,0
Matheus Nunes,MF,Portugal,23,1998,0.8,1,1.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Darwin Núñez,FW,Uruguay,22,1999,2.7,8,3.00,7,0,0,0,1,0,1,0.37,1,0,0,0,0,0
Christian Nørgaard,MF,Denmark,28,1994,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Guillermo Ochoa,GK,Mexico,36,1985,3.0,3,1.00,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Denis Odoi,DF,Ghana,34,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Noah Okafor,"FW,MF",Switzerland,22,2000,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mathías Olivera,DF,Uruguay,24,1997,2.8,9,3.20,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Dani Olmo,FW,Spain,24,1998,4.1,12,2.94,9,1,0,0,2,0,3,0.74,3,0,0,0,0,0
Amadou Onana,MF,Belgium,20,2001,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
André Onana,GK,Cameroon,26,1996,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gaël Ondoua,MF,Cameroon,26,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Loïs Openda,FW,Belgium,22,2000,0.1,2,13.85,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Mislav Oršić,FW,Croatia,29,1992,1.8,7,4.50,6,0,1,0,0,0,2,1.29,2,0,0,0,0,0
Jonathan Osorio,"MF,FW",Canada,30,1992,1.3,5,3.78,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás Otamendi,DF,Argentina,34,1988,7.7,4,0.57,3,0,0,0,0,1,1,0.14,1,0,0,0,0,0
Otávio,MF,Portugal,27,1995,2.2,7,3.21,6,0,0,0,1,0,1,0.46,1,0,0,0,0,0
Samuel Oum Gouet,MF,Cameroon,24,1997,1.1,1,0.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Azzedine Ounahi,MF,Morocco,22,2000,6.3,16,2.54,11,0,2,2,1,0,1,0.16,1,0,0,0,0,0
Bryan Oviedo,DF,Costa Rica,32,1990,2.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohammed Al-Owais,GK,Saudi Arabia,30,1991,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Juan Pablo Vargas,DF,Costa Rica,27,1995,1.0,2,2.00,1,0,0,1,0,0,1,1.00,0,0,0,1,0,0
Exequiel Palacios,"MF,DF",Argentina,23,1998,0.6,3,5.40,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
João Palhinha,MF,Portugal,26,1995,0.4,3,7.11,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Paquetá,MF,Brazil,24,1997,3.5,9,2.58,9,0,0,0,0,0,1,0.29,1,0,0,0,0,0
Leandro Paredes,MF,Argentina,27,1994,2.5,7,3.58,5,1,0,0,1,0,2,1.02,1,0,0,0,1,0
Thomas Partey,MF,Ghana,29,1993,3.0,6,2.00,6,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Mario Pašalić,"FW,MF",Croatia,27,1995,3.0,4,1.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benjamin Pavard,DF,France,26,1996,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Strahinja Pavlović,DF,Serbia,21,2001,2.6,2,0.77,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Pedri,MF,Spain,19,2002,4.0,14,3.87,14,0,0,0,0,0,1,0.28,1,0,0,0,0,0
Pedro,FW,Brazil,24,1997,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Facundo Pellistri,"MF,FW",Uruguay,20,2001,2.0,3,1.49,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pepe,DF,Portugal,39,1983,4.0,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danilo Pereira,DF,Portugal,30,1991,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ivan Perišić,"FW,DF",Croatia,33,1989,7.4,17,2.39,11,0,2,4,0,0,3,0.42,3,0,0,0,0,0
Bruno Petković,FW,Croatia,27,1994,2.6,7,3.09,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Germán Pezzella,DF,Argentina,30,1991,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kalvin Phillips,MF,England,26,1995,0.5,1,2.14,1,0,0,0,0,0,1,2.14,1,0,0,0,0,0
Krzysztof Piątek,FW,Poland,26,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Pickford,GK,England,28,1994,5.0,2,0.40,1,1,0,0,0,0,1,0.20,1,0,0,0,0,0
Orbelín Pineda,MF,Mexico,26,1996,0.8,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gonzalo Plata,"MF,FW",Ecuador,21,2000,3.0,3,1.00,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Jackson Porozo,DF,Ecuador,21,2000,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Morteza Pouraliganji,DF,IR Iran,30,1992,3.0,5,1.67,4,0,0,0,1,0,1,0.33,0,0,0,0,1,0
Ángelo Preciado,DF,Ecuador,24,1998,2.9,5,1.70,4,0,0,1,0,0,1,0.34,1,0,0,0,0,0
Christian Pulisic,"FW,MF",United States,23,1998,3.5,14,4.00,9,3,2,0,0,0,2,0.57,2,0,0,0,0,0
Adrien Rabiot,MF,France,27,1995,5.4,11,2.05,10,0,0,1,0,0,1,0.19,1,0,0,0,0,0
Nemanja Radonjić,"DF,FW",Serbia,26,1996,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Baba Rahman,DF,Ghana,27,1994,2.0,7,3.44,5,0,0,0,0,2,1,0.49,1,0,0,0,0,0
Gonçalo Ramos,"FW,MF",Portugal,20,2001,1.7,2,1.18,2,0,0,0,0,0,1,0.59,1,0,0,0,0,0
Aaron Ramsey,MF,Wales,31,1990,3.0,3,1.02,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Raphinha,FW,Brazil,25,1996,3.5,19,5.43,13,2,1,1,0,2,0,0.00,0,0,0,0,0,0
Marcus Rashford,FW,England,24,1997,1.6,3,1.93,1,0,2,0,0,0,1,0.64,0,0,1,0,0,0
David Raum,DF,Germany,24,1998,2.7,14,5.21,9,4,0,0,1,0,2,0.74,1,0,0,0,1,0
Bassam Al-Rawi,DF,Qatar,24,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tim Ream,DF,United States,34,1987,4.0,2,0.50,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Djorkaeff Reasco,FW,Ecuador,23,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gio Reyna,FW,United States,19,2002,0.6,2,3.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ramin Rezaeian,DF,IR Iran,32,1990,2.0,8,4.00,4,3,0,0,1,0,0,0.00,0,0,0,0,0,0
Everton Ribeiro,MF,Brazil,33,1989,0.4,2,5.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Declan Rice,MF,England,23,1999,4.6,5,1.08,3,0,0,0,0,2,0,0.00,0,0,0,0,0,0
Richarlison,FW,Brazil,25,1997,3.6,7,1.95,5,0,0,1,1,0,1,0.28,0,0,0,0,1,0
Fabian Rieder,FW,Switzerland,20,2002,0.8,1,1.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ró-Ró,DF,Qatar,31,1990,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Connor Roberts,DF,Wales,26,1995,2.2,6,2.69,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Antonee Robinson,DF,United States,24,1997,4.0,9,2.26,7,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Sergio Rochet,GK,Uruguay,29,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joe Rodon,DF,Wales,24,1997,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodri,DF,Spain,25,1996,4.3,9,2.25,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Charly Rodríguez,MF,Mexico,25,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Guido Rodríguez,MF,Argentina,28,1994,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Rodríguez,FW,Ecuador,22,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ricardo Rodríguez,DF,Switzerland,29,1992,4.0,4,1.00,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodrygo,"MF,FW",Brazil,21,2001,2.0,16,9.54,10,1,2,0,2,1,1,0.60,1,0,0,0,0,0
Mohamed Ali Ben Romdhane,MF,Tunisia,22,1999,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cristian Romero,DF,Argentina,24,1998,6.1,3,0.52,2,1,0,0,0,0,1,0.17,0,1,0,0,0,0
Cristiano Ronaldo,FW,Portugal,37,1985,3.2,10,3.10,8,0,0,1,1,0,2,0.62,1,0,0,0,1,0
Marten de Roon,MF,Netherlands,31,1991,2.0,1,0.49,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kye Rowles,DF,Australia,23,1998,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Antonio Rüdiger,DF,Germany,29,1993,3.0,4,1.33,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Bryan Ruiz,MF,Costa Rica,36,1985,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mathew Ryan,GK,Australia,30,1992,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssouf Sabaly,DF,Senegal,29,1993,4.0,15,3.75,12,1,0,0,2,0,1,0.25,1,0,0,0,0,0
Abdelhamid Sabiri,MF,Morocco,25,1996,2.0,4,2.40,2,1,0,1,0,0,1,0.60,0,1,0,0,0,0
Romain Saïss,DF,Morocco,32,1990,5.2,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bukayo Saka,FW,England,20,2001,3.2,9,2.80,5,0,0,0,4,0,1,0.31,0,0,0,0,1,0
Hiroki Sakai,"MF,DF",Japan,32,1990,1.3,2,2.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youstin Salas,"DF,MF",Costa Rica,25,1996,0.5,1,1.91,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
William Saliba,DF,France,21,2001,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohammed Salisu,DF,Ghana,23,1999,3.0,4,1.33,4,0,0,0,0,0,2,0.67,2,0,0,0,0,0
Tarek Salman,DF,Qatar,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alex Sandro,DF,Brazil,31,1991,2.1,6,3.09,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Leroy Sané,"FW,DF",Germany,26,1996,1.2,7,5.68,6,0,1,0,0,0,2,1.62,2,0,0,0,0,0
Na Sang-ho,FW,Korea Republic,25,1996,1.3,4,3.03,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pablo Sarabia,FW,Spain,30,1992,0.0,2,,2,0,0,0,0,0,0,,0,0,0,0,0,0
Josh Sargent,FW,United States,22,2000,1.7,2,1.15,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Jeremy Sarmiento,"MF,FW",Ecuador,19,2002,0.9,3,3.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ismaila Sarr,"FW,MF",Senegal,24,1998,3.8,15,3.94,8,0,4,1,1,1,1,0.26,0,0,0,0,1,0
Ferjani Sassi,"MF,DF",Tunisia,30,1992,0.5,3,5.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fabian Schär,DF,Switzerland,30,1991,1.5,6,4.00,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nico Schlotterbeck,DF,Germany,22,1999,1.0,3,2.87,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kasper Schmeichel,GK,Denmark,35,1986,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Haris Seferović,FW,Switzerland,30,1992,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alidu Seidu,DF,Ghana,22,2000,1.7,2,1.16,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Antoine Semenyo,"FW,MF",Ghana,22,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kim Seung-gyu,GK,Korea Republic,31,1990,4.0,1,0.25,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Paik Seung-ho,MF,Korea Republic,25,1997,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yasser Al-Shahrani,DF,Saudi Arabia,30,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Xherdan Shaqiri,"FW,MF",Switzerland,30,1991,2.5,6,2.36,5,1,0,0,0,0,2,0.79,2,0,0,0,0,0
Riyadh Sharahili,MF,Saudi Arabia,29,1993,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luke Shaw,DF,England,26,1995,4.7,13,2.76,10,2,1,0,0,0,3,0.64,2,1,0,0,0,0
Saad Al Sheeb,GK,Qatar,32,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Saleh Al-Shehri,FW,Saudi Arabia,28,1993,2.5,3,1.21,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
André Silva,FW,Portugal,26,1995,0.3,3,10.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
António Silva,DF,Portugal,18,2003,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bernardo Silva,MF,Portugal,27,1994,4.0,13,3.28,11,1,0,0,1,0,3,0.76,3,0,0,0,0,0
Thiago Silva,DF,Brazil,37,1984,4.3,10,2.50,8,1,0,1,0,0,1,0.25,1,0,0,0,0,0
Unai Simón,GK,Spain,25,1997,4.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Xavi Simons,"FW,MF",Netherlands,19,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ellyes Skhiri,MF,Tunisia,27,1995,3.0,5,1.67,4,0,0,1,0,0,1,0.33,1,0,0,0,0,0
Michał Skóraś,MF,Poland,22,2000,0.5,1,2.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Andreas Skov Olsen,"FW,MF",Denmark,22,1999,1.5,3,2.05,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Robert Skov,DF,Denmark,26,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Naïm Sliti,"MF,FW",Tunisia,29,1992,1.3,5,3.95,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Soler,MF,Spain,25,1997,1.0,4,5.81,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Yuki Soma,"FW,MF",Japan,25,1997,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yann Sommer,GK,Switzerland,33,1988,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Borna Sosa,DF,Croatia,24,1998,4.7,3,0.64,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Harry Souttar,DF,Australia,23,1998,4.0,2,0.50,2,0,0,0,0,0,1,0.25,1,0,0,0,0,0
Djibril Sow,MF,Switzerland,25,1997,2.9,5,1.70,5,0,0,0,0,0,2,0.68,2,0,0,0,0,0
Josip Stanišić,DF,Croatia,22,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Renato Steffen,FW,Switzerland,30,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Raheem Sterling,FW,England,27,1994,1.7,4,2.42,3,0,1,0,0,0,3,1.81,2,0,1,0,0,0
John Stones,DF,England,28,1994,4.8,3,0.62,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Luis Suárez,FW,Uruguay,35,1987,1.6,3,1.85,1,0,0,1,1,0,2,1.23,1,0,0,1,0,0
Niklas Süle,DF,Germany,26,1995,3.0,4,1.34,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kamaldeen Sulemana,FW,Ghana,20,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Josip Šutalo,DF,Croatia,22,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Karol Świderski,FW,Poland,25,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wojciech Szczęsny,GK,Poland,32,1990,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Damian Szymański,MF,Poland,26,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastian Szymański,MF,Poland,23,1999,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
