Player,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Iliman Ndiaye,"FW,MF",Senegal,22,2000,1.5,0,0,0,0,0,0,2,0.0,2,2,0,2,1,1,0,0
Victor Nelsson,DF,Denmark,23,1998,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,2,2,1,0
Manuel Neuer,GK,Germany,36,1986,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2
Rúben Neves,MF,Portugal,25,1997,3.0,2,1,0,0,2,0,6,0.0,6,3,1,2,3,5,5,0
Neymar,MF,Brazil,30,1992,3.1,1,0,0,1,0,0,0,,0,2,0,2,1,2,0,0
Moumi Ngamaleu,"FW,MF",Cameroon,27,1994,1.1,3,1,2,1,0,1,1,100.0,0,0,0,0,0,3,0,0
Jerome Ngom Mbekeli,MF,Cameroon,23,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Nicolas Nkoulou,DF,Cameroon,32,1990,2.0,2,0,2,0,0,0,2,0.0,2,2,0,2,5,7,8,1
Andries Noppert,GK,Netherlands,28,1994,5.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Ahmad Nourollahi,MF,IR Iran,29,1993,2.5,4,3,1,1,2,1,2,50.0,1,3,0,3,6,10,8,0
Olivier Ntcham,MF,Cameroon,26,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Matheus Nunes,MF,Portugal,23,1998,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Darwin Núñez,FW,Uruguay,22,1999,2.7,3,2,1,2,0,1,2,50.0,1,2,0,2,0,3,2,0
Christian Nørgaard,MF,Denmark,28,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Guillermo Ochoa,GK,Mexico,36,1985,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Denis Odoi,DF,Ghana,34,1988,0.1,1,0,1,0,0,1,1,100.0,0,2,2,0,0,1,2,0
Noah Okafor,"FW,MF",Switzerland,22,2000,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Mathías Olivera,DF,Uruguay,24,1997,2.8,9,5,7,2,0,4,7,57.1,3,9,0,9,2,11,10,0
Dani Olmo,FW,Spain,24,1998,4.1,5,3,0,3,2,1,2,50.0,1,5,0,5,1,6,4,0
Amadou Onana,MF,Belgium,20,2001,1.2,4,1,2,2,0,1,2,50.0,1,1,0,1,0,4,0,0
André Onana,GK,Cameroon,26,1996,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gaël Ondoua,MF,Cameroon,26,1995,0.5,2,1,0,2,0,1,1,100.0,0,1,0,1,2,4,0,0
Loïs Openda,FW,Belgium,22,2000,0.1,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
Mislav Oršić,FW,Croatia,29,1992,1.8,3,3,1,1,1,2,6,33.3,4,2,0,2,0,3,1,0
Jonathan Osorio,"MF,FW",Canada,30,1992,1.3,2,1,0,1,1,2,4,50.0,2,0,0,0,1,3,1,0
Nicolás Otamendi,DF,Argentina,34,1988,7.7,10,6,7,3,0,5,7,71.4,2,6,2,4,9,19,24,0
Otávio,MF,Portugal,27,1995,2.2,7,7,1,5,1,3,5,60.0,2,0,0,0,1,8,1,0
Samuel Oum Gouet,MF,Cameroon,24,1997,1.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0
Azzedine Ounahi,MF,Morocco,22,2000,6.3,9,8,4,5,0,7,9,77.8,2,5,1,4,7,16,2,0
Bryan Oviedo,DF,Costa Rica,32,1990,2.9,6,5,3,2,1,4,6,66.7,2,3,1,2,3,9,7,0
Mohammed Al-Owais,GK,Saudi Arabia,30,1991,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
Juan Pablo Vargas,DF,Costa Rica,27,1995,1.0,4,3,4,0,0,3,3,100.0,0,0,0,0,2,6,10,0
Exequiel Palacios,"MF,DF",Argentina,23,1998,0.6,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,1,0
João Palhinha,MF,Portugal,26,1995,0.4,2,1,1,1,0,0,1,0.0,1,1,0,1,1,3,1,0
Lucas Paquetá,MF,Brazil,24,1997,3.5,7,5,5,1,1,2,5,40.0,3,5,1,4,2,9,4,0
Leandro Paredes,MF,Argentina,27,1994,2.5,10,4,4,6,0,3,4,75.0,1,0,0,0,3,13,4,0
Thomas Partey,MF,Ghana,29,1993,3.0,9,5,8,1,0,4,4,100.0,0,8,2,6,0,9,8,0
Mario Pašalić,"FW,MF",Croatia,27,1995,3.0,7,5,2,4,1,3,7,42.9,4,6,2,4,3,10,3,0
Benjamin Pavard,DF,France,26,1996,1.0,0,0,0,0,0,0,0,,0,3,0,3,1,1,0,0
Strahinja Pavlović,DF,Serbia,21,2001,2.6,7,2,4,3,0,3,6,50.0,3,6,1,5,1,8,7,0
Pedri,MF,Spain,19,2002,4.0,4,2,2,2,0,1,6,16.7,5,5,0,5,4,8,3,0
Pedro,FW,Brazil,24,1997,0.7,2,2,2,0,0,1,1,100.0,0,0,0,0,1,3,0,0
Facundo Pellistri,"MF,FW",Uruguay,20,2001,2.0,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,2,0
Pepe,DF,Portugal,39,1983,4.0,5,0,4,1,0,3,4,75.0,1,6,4,2,6,11,11,0
Danilo Pereira,DF,Portugal,30,1991,1.0,2,2,1,1,0,2,2,100.0,0,1,1,0,3,5,3,1
Ivan Perišić,"FW,DF",Croatia,33,1989,7.4,7,4,3,4,0,5,7,71.4,2,9,1,8,7,14,12,0
Bruno Petković,FW,Croatia,27,1994,2.6,6,4,1,3,2,0,1,0.0,1,3,2,1,0,6,0,0
Germán Pezzella,DF,Argentina,30,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kalvin Phillips,MF,England,26,1995,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Krzysztof Piątek,FW,Poland,26,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jordan Pickford,GK,England,28,1994,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Orbelín Pineda,MF,Mexico,26,1996,0.8,4,3,2,1,1,2,3,66.7,1,2,0,2,0,4,0,0
Gonzalo Plata,"MF,FW",Ecuador,21,2000,3.0,3,2,2,1,0,2,8,25.0,6,3,0,3,2,5,0,0
Jackson Porozo,DF,Ecuador,21,2000,1.1,2,2,1,1,0,0,0,,0,1,0,1,3,5,4,0
Morteza Pouraliganji,DF,IR Iran,30,1992,3.0,2,2,0,1,1,1,2,50.0,1,5,3,2,6,8,10,0
Ángelo Preciado,DF,Ecuador,24,1998,2.9,7,5,3,3,1,2,4,50.0,2,2,0,2,6,13,4,0
Christian Pulisic,"FW,MF",United States,23,1998,3.5,2,0,0,0,2,0,1,0.0,1,2,0,2,0,2,1,0
Adrien Rabiot,MF,France,27,1995,5.4,12,9,4,6,2,4,7,57.1,3,12,2,10,10,22,6,0
Nemanja Radonjić,"DF,FW",Serbia,26,1996,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Baba Rahman,DF,Ghana,27,1994,2.0,5,3,1,2,2,3,3,100.0,0,1,0,1,1,6,3,1
Gonçalo Ramos,"FW,MF",Portugal,20,2001,1.7,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,2,0
Aaron Ramsey,MF,Wales,31,1990,3.0,2,0,0,2,0,0,2,0.0,2,4,1,3,0,2,2,1
Raphinha,FW,Brazil,25,1996,3.5,8,6,3,2,3,6,8,75.0,2,3,0,3,3,11,0,0
Marcus Rashford,FW,England,24,1997,1.6,1,0,0,0,1,1,2,50.0,1,2,0,2,1,2,1,0
David Raum,DF,Germany,24,1998,2.7,6,3,4,1,1,3,6,50.0,3,10,1,9,7,13,2,0
Bassam Al-Rawi,DF,Qatar,24,1997,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0
Tim Ream,DF,United States,34,1987,4.0,4,3,1,3,0,3,3,100.0,0,2,1,1,4,8,12,0
Djorkaeff Reasco,FW,Ecuador,23,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gio Reyna,FW,United States,19,2002,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ramin Rezaeian,DF,IR Iran,32,1990,2.0,7,5,5,2,0,3,7,42.9,4,1,0,1,3,10,2,0
Everton Ribeiro,MF,Brazil,33,1989,0.4,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Declan Rice,MF,England,23,1999,4.6,6,5,0,5,1,0,1,0.0,1,4,3,1,11,17,5,0
Richarlison,FW,Brazil,25,1997,3.6,2,2,0,1,1,0,0,,0,4,0,4,1,3,4,0
Fabian Rieder,FW,Switzerland,20,2002,0.8,3,2,1,1,1,1,2,50.0,1,2,0,2,0,3,1,0
Ró-Ró,DF,Qatar,31,1990,2.9,6,4,3,2,1,1,2,50.0,1,2,0,2,8,14,3,0
Connor Roberts,DF,Wales,26,1995,2.2,3,3,2,1,0,2,3,66.7,1,2,2,0,1,4,7,0
Antonee Robinson,DF,United States,24,1997,4.0,5,4,5,0,0,3,7,42.9,4,3,0,3,7,12,8,0
Sergio Rochet,GK,Uruguay,29,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Joe Rodon,DF,Wales,24,1997,3.0,2,2,1,1,0,1,2,50.0,1,2,2,0,4,6,13,0
Rodri,DF,Spain,25,1996,4.3,5,2,3,1,1,2,2,100.0,0,3,2,1,3,8,9,0
Charly Rodríguez,MF,Mexico,25,1997,0.4,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0
Guido Rodríguez,MF,Argentina,28,1994,0.6,2,0,1,1,0,2,2,100.0,0,1,1,0,0,2,1,0
Kevin Rodríguez,FW,Ecuador,22,2000,0.0,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
Ricardo Rodríguez,DF,Switzerland,29,1992,4.0,7,2,4,3,0,2,3,66.7,1,1,0,1,0,7,8,0
Rodrygo,"MF,FW",Brazil,21,2001,2.0,4,1,0,1,3,0,4,0.0,4,6,1,5,2,6,1,0
Mohamed Ali Ben Romdhane,MF,Tunisia,22,1999,0.8,5,4,1,4,0,3,3,100.0,0,1,0,1,0,5,0,0
Cristian Romero,DF,Argentina,24,1998,6.1,5,3,4,1,0,4,8,50.0,4,6,4,2,4,9,26,0
Cristiano Ronaldo,FW,Portugal,37,1985,3.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Marten de Roon,MF,Netherlands,31,1991,2.0,7,5,3,3,1,1,5,20.0,4,4,0,4,2,9,6,0
Kye Rowles,DF,Australia,23,1998,4.0,8,2,5,3,0,4,7,57.1,3,9,7,2,7,15,16,1
Antonio Rüdiger,DF,Germany,29,1993,3.0,2,1,1,1,0,0,0,,0,3,2,1,0,2,5,1
Bryan Ruiz,MF,Costa Rica,36,1985,0.3,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,0,0
Mathew Ryan,GK,Australia,30,1992,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1
Youssouf Sabaly,DF,Senegal,29,1993,4.0,6,6,4,1,1,3,5,60.0,2,1,0,1,4,10,9,0
Abdelhamid Sabiri,MF,Morocco,25,1996,2.0,3,1,1,2,0,2,6,33.3,4,3,1,2,5,8,3,0
Romain Saïss,DF,Morocco,32,1990,5.2,5,2,2,2,1,2,5,40.0,3,3,1,2,3,8,30,1
Bukayo Saka,FW,England,20,2001,3.2,7,4,2,2,3,1,2,50.0,1,5,1,4,2,9,2,0
Hiroki Sakai,"MF,DF",Japan,32,1990,1.3,5,4,3,1,1,2,4,50.0,2,2,2,0,1,6,8,0
Youstin Salas,"DF,MF",Costa Rica,25,1996,0.5,5,1,4,1,0,3,7,42.9,4,3,1,2,0,5,1,0
William Saliba,DF,France,21,2001,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Mohammed Salisu,DF,Ghana,23,1999,3.0,2,1,2,0,0,1,1,100.0,0,5,4,1,3,5,17,0
Tarek Salman,DF,Qatar,24,1997,0.1,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
Alex Sandro,DF,Brazil,31,1991,2.1,8,3,6,2,0,2,2,100.0,0,1,0,1,3,11,9,0
Leroy Sané,"FW,DF",Germany,26,1996,1.2,1,1,1,0,0,0,4,0.0,4,2,0,2,0,1,1,0
Na Sang-ho,FW,Korea Republic,25,1996,1.3,4,1,0,3,1,1,1,100.0,0,0,0,0,0,4,2,0
Pablo Sarabia,FW,Spain,30,1992,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Josh Sargent,FW,United States,22,2000,1.7,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
Jeremy Sarmiento,"MF,FW",Ecuador,19,2002,0.9,2,1,0,1,1,0,1,0.0,1,0,0,0,1,3,0,0
Ismaila Sarr,"FW,MF",Senegal,24,1998,3.8,4,2,1,2,1,2,3,66.7,1,2,0,2,2,6,1,0
Ferjani Sassi,"MF,DF",Tunisia,30,1992,0.5,2,0,0,2,0,1,1,100.0,0,1,0,1,1,3,0,0
Fabian Schär,DF,Switzerland,30,1991,1.5,2,1,1,1,0,1,1,100.0,0,1,1,0,2,4,7,0
Nico Schlotterbeck,DF,Germany,22,1999,1.0,4,3,2,2,0,3,3,100.0,0,2,1,1,1,5,1,0
Kasper Schmeichel,GK,Denmark,35,1986,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Haris Seferović,FW,Switzerland,30,1992,0.8,0,0,0,0,0,0,0,,0,2,2,0,0,0,0,0
Alidu Seidu,DF,Ghana,22,2000,1.7,6,4,5,1,0,2,2,100.0,0,5,0,5,0,6,3,0
Antoine Semenyo,"FW,MF",Ghana,22,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kim Seung-gyu,GK,Korea Republic,31,1990,4.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0
Paik Seung-ho,MF,Korea Republic,25,1997,0.3,3,2,1,2,0,2,2,100.0,0,0,0,0,0,3,0,0
Yasser Al-Shahrani,DF,Saudi Arabia,30,1992,1.0,3,1,0,3,0,1,1,100.0,0,0,0,0,6,9,6,0
Xherdan Shaqiri,"FW,MF",Switzerland,30,1991,2.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Riyadh Sharahili,MF,Saudi Arabia,29,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,4,0
Luke Shaw,DF,England,26,1995,4.7,3,1,1,0,2,1,2,50.0,1,2,0,2,4,7,5,0
Saad Al Sheeb,GK,Qatar,32,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Saleh Al-Shehri,FW,Saudi Arabia,28,1993,2.5,3,1,0,1,2,0,1,0.0,1,3,1,2,0,3,2,0
André Silva,FW,Portugal,26,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
António Silva,DF,Portugal,18,2003,1.0,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,1,0
Bernardo Silva,MF,Portugal,27,1994,4.0,2,2,0,2,0,1,1,100.0,0,3,0,3,2,4,0,0
Thiago Silva,DF,Brazil,37,1984,4.3,3,1,0,2,1,0,0,,0,3,1,2,5,8,6,0
Unai Simón,GK,Spain,25,1997,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3
Xavi Simons,"FW,MF",Netherlands,19,2003,0.1,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Ellyes Skhiri,MF,Tunisia,27,1995,3.0,10,3,4,6,0,5,7,71.4,2,2,0,2,7,17,3,0
Michał Skóraś,MF,Poland,22,2000,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Andreas Skov Olsen,"FW,MF",Denmark,22,1999,1.5,0,0,0,0,0,0,1,0.0,1,3,1,2,1,1,0,0
Robert Skov,DF,Denmark,26,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Naïm Sliti,"MF,FW",Tunisia,29,1992,1.3,3,1,0,2,1,0,1,0.0,1,0,0,0,0,3,1,0
Carlos Soler,MF,Spain,25,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yuki Soma,"FW,MF",Japan,25,1997,0.9,2,0,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0
Yann Sommer,GK,Switzerland,33,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Borna Sosa,DF,Croatia,24,1998,4.7,14,6,9,3,2,10,12,83.3,2,4,0,4,2,16,18,0
Harry Souttar,DF,Australia,23,1998,4.0,4,0,3,1,0,2,3,66.7,1,7,4,3,6,10,22,0
Djibril Sow,MF,Switzerland,25,1997,2.9,2,1,0,2,0,0,1,0.0,1,0,0,0,2,4,0,0
Josip Stanišić,DF,Croatia,22,2000,1.0,3,3,0,3,0,2,2,100.0,0,0,0,0,1,4,0,0
Renato Steffen,FW,Switzerland,30,1991,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Raheem Sterling,FW,England,27,1994,1.7,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,0,0
John Stones,DF,England,28,1994,4.8,2,2,2,0,0,2,2,100.0,0,3,3,0,1,3,8,0
Luis Suárez,FW,Uruguay,35,1987,1.6,1,0,0,0,1,0,3,0.0,3,0,0,0,0,1,2,0
Niklas Süle,DF,Germany,26,1995,3.0,5,4,4,1,0,3,3,100.0,0,1,1,0,0,5,7,0
Kamaldeen Sulemana,FW,Ghana,20,2002,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Josip Šutalo,DF,Croatia,22,2000,1.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,5,0
Karol Świderski,FW,Poland,25,1997,0.5,4,1,1,1,2,2,3,66.7,1,0,0,0,2,6,0,0
Wojciech Szczęsny,GK,Poland,32,1990,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Damian Szymański,MF,Poland,26,1995,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Sebastian Szymański,MF,Poland,23,1999,1.5,6,3,3,2,1,0,1,0.0,1,4,1,3,2,8,1,0
Dušan Tadić,"MF,FW",Serbia,33,1988,2.9,4,2,0,4,0,2,3,66.7,1,4,1,3,1,5,0,0
Nicolás Tagliafico,DF,Argentina,29,1992,4.1,7,7,2,3,2,4,4,100.0,0,9,1,8,9,16,9,0
Montassar Talbi,DF,Tunisia,24,1998,3.0,2,2,1,1,0,0,0,,0,7,1,6,2,4,18,0
Hassan Al Tambakti,DF,Saudi Arabia,23,1999,2.0,4,2,3,1,0,3,5,60.0,2,3,2,1,3,7,6,0
Ao Tanaka,MF,Japan,23,1998,1.9,3,1,3,0,0,1,1,100.0,0,5,1,4,3,6,2,0
Shogo Taniguchi,DF,Japan,30,1991,2.3,1,0,0,1,0,0,0,,0,2,2,0,1,2,10,0
Mehdi Taremi,FW,IR Iran,29,1992,3.0,4,3,2,2,0,2,5,40.0,3,5,1,4,2,6,3,0
Kenneth Taylor,MF,Netherlands,20,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Aurélien Tchouaméni,MF,France,22,2000,6.9,11,4,4,6,1,3,7,42.9,4,3,1,2,14,25,6,0
Yeltsin Tejeda,MF,Costa Rica,30,1992,3.0,4,2,3,1,0,1,6,16.7,5,7,5,2,1,5,7,0
Alex Telles,DF,Brazil,29,1992,0.7,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,1,0
Sorba Thomas,MF,Wales,22,1999,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Marcus Thuram,"FW,MF",France,24,1997,1.7,3,2,1,1,1,0,0,,0,2,0,2,0,3,2,0
Youri Tielemans,MF,Belgium,25,1997,1.1,3,1,1,2,0,1,1,100.0,0,4,1,3,2,5,0,0
Jurriën Timber,DF,Netherlands,20,2001,4.3,12,6,5,7,0,6,6,100.0,0,1,0,1,10,22,13,0
Karl Toko Ekambi,"FW,MF",Cameroon,29,1992,1.8,1,1,0,1,0,0,1,0.0,1,1,0,1,2,3,0,0
Nouhou Tolo,DF,Cameroon,24,1997,3.0,8,5,8,0,0,3,5,60.0,2,5,2,3,6,14,10,0
Takehiro Tomiyasu,"DF,MF",Japan,23,1998,2.1,0,0,0,0,0,0,0,,0,2,2,0,0,0,7,1
Mehdi Torabi,MF,IR Iran,27,1994,0.7,1,0,1,0,0,1,3,33.3,2,1,0,1,2,3,0,0
Félix Torres Caicedo,DF,Ecuador,25,1997,3.0,2,2,2,0,0,2,3,66.7,1,3,2,1,4,6,10,0
Ferrán Torres,FW,Spain,22,2000,2.4,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
Gerson Torres,MF,Costa Rica,24,1997,0.7,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
Pau Torres,DF,Spain,25,1997,1.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
Kieran Trippier,DF,England,31,1990,2.3,6,4,4,2,0,5,6,83.3,1,3,1,2,1,7,4,0
Leandro Trossard,"FW,MF",Belgium,27,1994,1.1,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
Matt Turner,GK,United States,27,1994,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Ayase Ueda,FW,Japan,23,1998,0.5,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,2,0
Hwang Ui-jo,"FW,MF",Korea Republic,29,1992,1.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0
Dayot Upamecano,DF,France,23,1998,5.3,11,7,10,1,0,6,6,100.0,0,5,4,1,6,17,13,0
Enner Valencia,"FW,MF",Ecuador,32,1989,2.8,2,0,0,2,0,0,1,0.0,1,3,0,3,1,3,2,0
Federico Valverde,MF,Uruguay,23,1998,3.0,7,4,3,4,0,5,6,83.3,1,6,0,6,5,12,1,0
Virgil van Dijk,DF,Netherlands,30,1991,5.3,2,1,0,2,0,1,2,50.0,1,8,7,1,4,6,21,0
Raphaël Varane,DF,France,29,1993,5.8,1,0,0,1,0,0,2,0.0,2,4,3,1,6,7,15,0
Guillermo Varela,DF,Uruguay,29,1993,2.0,3,2,2,1,0,3,4,75.0,1,1,0,1,3,6,1,0
Ruben Vargas,FW,Switzerland,23,1998,3.2,0,0,0,0,0,0,0,,0,2,0,2,1,1,4,0
Matías Vecino,MF,Uruguay,30,1991,2.2,4,3,1,2,1,1,3,33.3,2,6,2,4,4,8,1,0
Alexis Vega,FW,Mexico,24,1997,2.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
Miloš Veljković,DF,Serbia,26,1995,2.5,4,1,4,0,0,2,2,100.0,0,2,2,0,0,4,7,0
Johan Venegas,"FW,MF",Costa Rica,33,1988,0.8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Jordan Veretout,MF,France,29,1993,0.7,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,2,0
Jan Vertonghen,DF,Belgium,35,1987,3.0,0,0,0,0,0,0,1,0.0,1,2,2,0,5,5,12,0
Matías Viña,DF,Uruguay,24,1997,0.2,4,3,4,0,0,2,2,100.0,0,0,0,0,0,4,0,0
Vitinha,MF,Portugal,22,2000,1.3,3,2,1,1,1,2,4,50.0,2,0,0,0,1,4,1,0
Steven Vitória,DF,Canada,35,1987,3.0,3,3,1,2,0,3,3,100.0,0,4,2,2,0,3,7,0
Dušan Vlahović,FW,Serbia,22,2000,0.9,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Nikola Vlašić,"FW,MF",Croatia,24,1997,2.3,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,0,0
Mohammed Waad,"MF,DF",Qatar,22,1999,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Kyle Walker,DF,England,32,1990,2.6,3,1,2,1,0,3,5,60.0,2,2,0,2,3,6,3,0
Danny Ward,GK,Wales,28,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Kendall Waston,DF,Costa Rica,34,1988,2.5,7,4,6,1,0,3,4,75.0,1,2,1,1,5,12,14,0
Timothy Weah,FW,United States,22,2000,3.5,0,0,0,0,0,0,1,0.0,1,5,0,5,0,0,0,0
Wout Weghorst,FW,Netherlands,29,1992,0.7,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Wéverton,GK,Brazil,34,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Silvan Widmer,DF,Switzerland,29,1993,2.9,10,6,9,1,0,6,6,100.0,0,3,0,3,2,12,15,0
Iñaki Williams,FW,Ghana,27,1994,3.0,4,2,0,1,3,1,2,50.0,1,3,0,3,0,4,2,0
Neco Williams,DF,Wales,21,2001,2.3,5,3,3,0,2,3,4,75.0,1,5,1,4,4,9,5,0
Nico Williams,FW,Spain,19,2002,1.6,4,2,1,2,1,1,1,100.0,0,2,0,2,0,4,0,0
Callum Wilson,FW,England,30,1992,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Harry Wilson,"MF,FW",Wales,25,1997,1.8,4,2,1,3,0,1,1,100.0,0,1,0,1,1,5,3,0
Roan Wilson,MF,Costa Rica,20,2002,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Axel Witsel,MF,Belgium,33,1989,3.0,4,2,1,3,0,1,1,100.0,0,5,1,4,4,8,6,0
Jeong Woo-yeong,MF,Korea Republic,22,1999,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Jung Woo-young,MF,Korea Republic,32,1989,3.4,5,4,3,2,0,2,3,66.7,1,3,1,2,3,8,7,0
Christopher Wooh,DF,Cameroon,20,2001,1.0,1,0,0,1,0,1,2,50.0,1,3,2,1,1,2,6,0
David Wotherspoon,MF,Canada,32,1990,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Bailey Wright,DF,Australia,29,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Haji Wright,FW,United States,24,1998,1.5,2,0,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0
Granit Xhaka,MF,Switzerland,29,1992,4.0,6,4,1,5,0,4,6,66.7,2,3,2,1,2,8,7,0
Miki Yamane,"DF,MF",Japan,28,1993,0.7,1,0,0,1,0,0,0,,0,2,0,2,2,3,0,0
Jawad El Yamiq,DF,Morocco,30,1992,3.4,4,2,4,0,0,3,3,100.0,0,6,6,0,5,9,17,0
Taha Yassine Khenissi,FW,Tunisia,30,1992,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
DeAndre Yedlin,DF,United States,28,1993,0.4,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,2,0
Maya Yoshida,DF,Japan,33,1988,4.3,4,4,0,4,0,1,1,100.0,0,6,3,3,3,7,24,0
Kim Young-gwon,DF,Korea Republic,32,1990,3.9,3,2,3,0,0,1,2,50.0,1,3,2,1,3,6,11,0
Cho Yumin,FW,Korea Republic,25,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Denis Zakaria,MF,Switzerland,25,1996,0.7,0,0,0,0,0,0,0,,0,1,0,1,3,3,1,0
Nicola Zalewski,MF,Poland,20,2002,0.7,4,0,4,0,0,2,4,50.0,2,1,0,1,0,4,0,0
Andre-Frank Zambo Anguissa,MF,Cameroon,26,1995,2.9,4,0,3,0,1,1,3,33.3,2,2,0,2,5,9,2,0
