Player,Nation,Pos,Squad,Comp,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Javier Manquillo,ESP,"DF,MF",Celta Vigo,La Liga,29,1994,12,10,744,8.3,0,1,1,0,0,0,3,0,0.1,0.1,0.2,0.3,5,25,16,0.00,0.12,0.12,0.00,0.12,0.01,0.02,0.04,0.01,0.04
Braydon Manu,GHA,MF,Darmstadt 98,Bundesliga,26,1997,4,3,171,1.9,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,5,1,9,0.00,0.00,0.00,0.00,0.00,0.19,0.04,0.23,0.19,0.23
Benson Manuel,ANG,"MF,FW",Burnley,Premier League,26,1997,8,1,116,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,2,14,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
Faitout Maouassa,FRA,"DF,MF",Granada,La Liga,25,1998,6,2,229,2.5,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,8,6,15,0.00,0.39,0.39,0.00,0.39,0.06,0.18,0.24,0.06,0.24
Faitout Maouassa,FRA,"MF,DF",Lens,Ligue 1,25,1998,3,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,0,2,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21
Marcão,BRA,DF,Sevilla,La Liga,27,1996,7,3,355,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,3,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Solly March,ENG,"FW,DF",Brighton,Premier League,29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,14,24,44,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47
Riccardo Marchizza,ITA,DF,Frosinone,Serie A,25,1998,13,13,"1,148",12.8,0,4,4,0,0,0,1,0,0.4,0.4,0.8,1.2,6,36,39,0.00,0.31,0.31,0.00,0.31,0.03,0.06,0.10,0.03,0.10
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,31,1992,31,25,"2,272",25.2,1,0,1,1,0,0,4,0,1.6,1.6,0.3,1.9,32,148,7,0.04,0.00,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,34,1989,28,26,"2,258",25.1,1,5,6,1,0,0,5,0,0.6,0.6,3.1,3.7,51,143,125,0.04,0.20,0.24,0.04,0.24,0.03,0.12,0.15,0.03,0.15
Alberto Marí,ESP,FW,Valencia,La Liga,22,2001,16,2,276,3.1,1,1,2,0,1,1,0,0,1.8,1.2,0.9,2.0,2,6,13,0.33,0.33,0.65,0.00,0.33,0.60,0.28,0.88,0.39,0.67
José Mari,ESP,"MF,FW",Cádiz,La Liga,35,1987,3,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18
Pablo Marí,ESP,DF,Monza,Serie A,29,1993,34,30,"2,615",29.1,0,0,0,0,0,0,7,0,0.4,0.4,0.3,0.7,2,62,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
José María Giménez,URU,DF,Atlético Madrid,La Liga,28,1995,22,14,"1,326",14.7,0,0,0,0,0,0,5,0,0.4,0.4,0.1,0.5,2,26,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Mariano,DOM,"FW,MF",Sevilla,La Liga,29,1993,9,2,244,2.7,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.3,3,6,17,0.00,0.00,0.00,0.00,0.00,0.45,0.02,0.48,0.45,0.48
Mirko Marić,CRO,FW,Monza,Serie A,28,1995,10,1,287,3.2,1,0,1,1,0,0,0,1,0.9,0.9,0.5,1.3,2,4,30,0.31,0.00,0.31,0.31,0.31,0.27,0.15,0.42,0.27,0.42
Rafa Marín,ESP,DF,Alavés,La Liga,21,2002,33,27,"2,443",27.1,0,0,0,0,0,0,6,0,0.7,0.7,0.3,1.0,13,77,6,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Răzvan Marin,ROU,MF,Empoli,Serie A,27,1996,30,20,"1,818",20.2,0,3,3,0,0,0,3,0,1.1,1.1,3.0,4.1,21,72,24,0.00,0.15,0.15,0.00,0.15,0.05,0.15,0.20,0.05,0.20
Diego Mariño,ESP,GK,Almería,La Liga,33,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,29,1994,23,21,"1,767",19.6,1,0,1,1,0,0,0,1,0.4,0.4,0.5,0.9,4,59,5,0.05,0.00,0.05,0.05,0.05,0.02,0.02,0.05,0.02,0.05
Mika Màrmol,ESP,DF,Las Palmas,La Liga,21,2002,36,36,"3,178",35.3,0,1,1,0,0,0,6,1,0.2,0.2,1.0,1.1,36,142,13,0.00,0.03,0.03,0.00,0.03,0.00,0.03,0.03,0.00,0.03
Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,Bundesliga,24,1999,29,27,"2,301",25.6,12,6,18,10,2,2,7,0,11.6,10.1,4.4,14.5,88,60,165,0.47,0.23,0.70,0.39,0.63,0.46,0.17,0.63,0.39,0.57
Marquinhos,BRA,"FW,MF",Nantes,Ligue 1,20,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,2,4,11,0.00,0.00,0.00,0.00,0.00,0.15,0.43,0.58,0.15,0.58
Marquinhos,BRA,DF,Paris S-G,Ligue 1,29,1994,21,18,"1,537",17.1,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,18,114,3,0.00,0.06,0.06,0.00,0.06,0.03,0.03,0.05,0.03,0.05
Unai Marrero,ESP,GK,Real Sociedad,La Liga,21,2001,2,1,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Agustín Martegani,ARG,MF,Salernitana,Serie A,23,2000,18,6,731,8.1,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,14,28,22,0.12,0.00,0.12,0.12,0.12,0.07,0.06,0.13,0.07,0.13
Eric Martel,GER,MF,Köln,Bundesliga,21,2002,30,29,"2,457",27.3,1,1,2,1,0,0,6,0,2.2,2.2,1.1,3.3,21,75,35,0.04,0.04,0.07,0.04,0.07,0.08,0.04,0.12,0.08,0.12
Roger Martí,ESP,FW,Cádiz,La Liga,32,1991,23,18,"1,359",15.1,2,3,5,2,0,0,3,0,2.8,2.8,2.9,5.6,7,19,64,0.13,0.20,0.33,0.13,0.33,0.18,0.19,0.37,0.18,0.37
Anthony Martial,FRA,FW,Manchester Utd,Premier League,27,1995,13,5,448,5.0,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6,12,36,0.20,0.00,0.20,0.20,0.20,0.25,0.05,0.29,0.25,0.29
Aarón Martín,ESP,DF,Genoa,Serie A,26,1997,22,17,"1,376",15.3,0,1,1,0,0,0,4,1,0.2,0.2,1.7,1.9,28,35,72,0.00,0.07,0.07,0.00,0.07,0.01,0.11,0.12,0.01,0.12
Iván Martín,ESP,MF,Girona,La Liga,24,1999,36,33,"2,729",30.3,5,4,9,5,0,0,5,0,2.9,2.9,3.4,6.3,84,143,109,0.16,0.13,0.30,0.16,0.30,0.09,0.11,0.21,0.09,0.21
Jon Martin,ESP,DF,Real Sociedad,La Liga,17,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jonas Martin,FRA,MF,Brest,Ligue 1,33,1990,31,9,"1,208",13.4,0,1,1,0,0,0,5,0,1.2,1.2,0.9,2.1,28,105,32,0.00,0.07,0.07,0.00,0.07,0.09,0.07,0.15,0.09,0.15
Mario Martín,ESP,MF,Real Madrid,La Liga,19,2004,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gabriel Martinelli,BRA,FW,Arsenal,Premier League,22,2001,35,24,"2,019",22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127,65,345,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58
Tommaso Martinelli,ITA,GK,Fiorentina,Serie A,17,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Arnau Martinez,ESP,DF,Girona,La Liga,20,2003,21,14,"1,241",13.8,0,2,2,0,0,0,5,0,0.2,0.2,1.4,1.6,29,68,16,0.00,0.15,0.15,0.00,0.15,0.01,0.10,0.12,0.01,0.12
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,30,1992,34,34,"3,015",33.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Iñigo Martínez,ESP,DF,Barcelona,La Liga,32,1991,20,13,"1,296",14.4,0,0,0,0,0,0,5,0,0.4,0.4,0.0,0.4,33,97,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Josep Martinez,ESP,GK,Genoa,Serie A,25,1998,36,36,"3,239",36.0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lautaro Martínez,ARG,FW,Inter,Serie A,25,1997,33,31,"2,656",29.5,24,3,27,22,2,3,5,0,17.6,15.3,3.6,18.8,54,80,172,0.81,0.10,0.91,0.75,0.85,0.60,0.12,0.72,0.52,0.64
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,25,1998,11,8,646,7.2,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,8,28,1,0.00,0.14,0.14,0.00,0.14,0.00,0.01,0.01,0.00,0.01
Marc Martínez,ESP,GK,Granada,La Liga,33,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,27,1996,29,26,"2,291",25.5,5,1,6,5,0,0,9,0,2.7,2.7,1.8,4.6,23,177,16,0.20,0.04,0.24,0.20,0.24,0.11,0.07,0.18,0.11,0.18
Adam Marušić,MNE,DF,Lazio,Serie A,30,1992,37,37,"3,100",34.4,1,0,1,1,0,0,3,1,0.4,0.4,0.8,1.2,35,118,108,0.03,0.00,0.03,0.03,0.03,0.01,0.02,0.04,0.01,0.04
Marvin,ESP,"FW,DF",Las Palmas,La Liga,23,2000,31,17,"1,855",20.6,0,2,2,0,0,0,5,0,0.9,0.9,2.5,3.5,60,36,177,0.00,0.10,0.10,0.00,0.10,0.05,0.12,0.17,0.05,0.17
Omar Mascarell,EQG,MF,Mallorca,La Liga,30,1993,29,18,"1,571",17.5,0,0,0,0,0,0,8,1,0.4,0.4,0.0,0.4,12,67,11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Adam Masina,MAR,DF,Udinese,Serie A,29,1994,4,1,64,0.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Adam Masina,MAR,DF,Torino,Serie A,29,1994,16,10,"1,024",11.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3,42,6,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,24,1998,29,24,"2,219",24.7,0,0,0,0,0,0,7,0,1.1,1.1,0.3,1.4,15,47,10,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06
Han-Noah Massengo,FRA,"MF,DF",Burnley,Premier League,22,2001,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Roberto Massimo,GER,"FW,DF",Stuttgart,Bundesliga,22,2000,5,0,84,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Clinton Mata,ANG,DF,Lyon,Ligue 1,30,1992,28,25,"2,220",24.7,0,3,3,0,0,0,6,0,0.6,0.6,2.2,2.8,32,97,60,0.00,0.12,0.12,0.00,0.12,0.02,0.09,0.11,0.02,0.11
Jaime Mata,ESP,"FW,MF",Getafe,La Liga,34,1988,35,22,"1,787",19.9,5,1,6,5,0,0,10,1,5.6,5.6,1.5,7.2,16,19,138,0.25,0.05,0.30,0.25,0.30,0.28,0.08,0.36,0.28,0.36
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,20,2002,34,27,"2,069",23.0,3,3,6,3,0,0,9,0,3.4,3.4,2.2,5.7,43,150,90,0.13,0.13,0.26,0.13,0.26,0.15,0.10,0.25,0.15,0.25
Eliot Matazo,BEL,MF,Monaco,Ligue 1,21,2002,6,0,102,1.1,0,1,1,0,0,0,2,0,0.1,0.1,1.0,1.1,2,10,2,0.00,0.88,0.88,0.00,0.88,0.07,0.91,0.98,0.07,0.98
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,26,1997,35,25,"2,282",25.4,16,5,21,14,2,2,3,0,10.9,9.4,3.1,12.5,29,25,135,0.63,0.20,0.83,0.55,0.75,0.43,0.12,0.56,0.37,0.49
Nemanja Matić,SRB,MF,Rennes,Ligue 1,34,1988,13,11,"1,027",11.4,0,0,0,0,0,0,7,0,0.3,0.3,0.8,1.1,14,83,8,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
Nemanja Matić,SRB,MF,Lyon,Ligue 1,34,1988,15,15,"1,254",13.9,0,0,0,0,0,0,2,0,0.3,0.3,0.6,0.9,26,118,17,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Joël Matip,CMR,DF,Liverpool,Premier League,31,1991,10,9,781,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,34,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06
Alex Matos,ENG,MF,Chelsea,Premier League,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Chrislain Matsima,FRA,DF,Clermont Foot,Ligue 1,21,2002,14,13,"1,180",13.1,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,13,45,1,0.08,0.00,0.08,0.08,0.08,0.01,0.00,0.01,0.01,0.01
Chrislain Matsima,FRA,DF,Monaco,Ligue 1,21,2002,6,3,298,3.3,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,5,31,5,0.00,0.30,0.30,0.00,0.30,0.04,0.02,0.06,0.04,0.06
Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,Bundesliga,18,2005,8,1,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,3,22,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Remi Matthews,ENG,GK,Crystal Palace,Premier League,29,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alan Matturro,URU,DF,Genoa,Serie A,18,2004,6,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Azor Matusiwa,NED,MF,Reims,Ligue 1,25,1998,16,16,"1,385",15.4,1,0,1,1,0,0,3,0,0.7,0.7,0.7,1.3,12,78,12,0.06,0.00,0.06,0.06,0.06,0.04,0.04,0.09,0.04,0.09
Azor Matusiwa,NED,MF,Rennes,Ligue 1,25,1998,12,9,794,8.8,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,3,64,12,0.00,0.11,0.11,0.00,0.11,0.04,0.04,0.08,0.04,0.08
Neal Maupay,FRA,FW,Brentford,Premier League,26,1996,29,13,"1,321",14.7,6,3,9,6,0,0,8,0,5.7,5.7,2.3,8.1,21,37,91,0.41,0.20,0.61,0.41,0.61,0.39,0.16,0.55,0.39,0.55
Neal Maupay,FRA,FW,Everton,Premier League,26,1996,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0.00,0.00,0.00,0.00,0.00,1.16,0.05,1.22,1.16,1.22
Aïman Maurer,MAR,"MF,FW",Clermont Foot,Ligue 1,18,2004,5,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,8,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,25,1997,19,16,"1,500",16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.00,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08
Christian Mawissa,FRA,DF,Toulouse,Ligue 1,18,2005,17,12,"1,118",12.4,2,0,2,2,0,0,3,0,1.0,1.0,0.3,1.3,26,39,11,0.16,0.00,0.16,0.16,0.16,0.08,0.02,0.10,0.08,0.10
Philipp Max,GER,DF,Eint Frankfurt,Bundesliga,29,1993,23,17,"1,350",15.0,1,2,3,1,0,0,2,0,0.2,0.2,2.8,3.0,25,63,56,0.07,0.13,0.20,0.07,0.20,0.02,0.18,0.20,0.02,0.20
Eric Maxim Choupo-Moting,CMR,"MF,FW",Bayern Munich,Bundesliga,34,1989,27,7,717,8.0,2,2,4,2,0,0,1,0,4.5,4.5,1.8,6.4,23,21,71,0.25,0.25,0.50,0.25,0.50,0.57,0.23,0.80,0.57,0.80
Luís Maximiano,POR,GK,Almería,La Liga,24,1999,33,33,"2,970",33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Noam Mayoka-Tika,BEL,MF,Marseille,Ligue 1,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Borja Mayoral,ESP,FW,Getafe,La Liga,26,1997,27,25,"2,153",23.9,15,1,16,11,4,4,2,0,11.9,8.7,1.4,10.1,27,67,100,0.63,0.04,0.67,0.46,0.50,0.50,0.06,0.55,0.36,0.42
Senny Mayulu,FRA,"FW,MF",Paris S-G,Ligue 1,17,2006,8,3,324,3.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,4,11,38,0.00,0.28,0.28,0.00,0.28,0.04,0.13,0.17,0.04,0.17
Youssef Maziz,FRA,"FW,MF",Metz,Ligue 1,25,1998,2,2,124,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,6,2,0.73,0.00,0.73,0.73,0.73,0.08,0.04,0.12,0.08,0.12
Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,25,1997,19,15,"1,197",13.3,0,3,3,0,0,0,3,0,0.9,0.9,1.8,2.6,34,103,79,0.00,0.23,0.23,0.00,0.23,0.07,0.13,0.20,0.07,0.20
Luca Mazzitelli,ITA,MF,Frosinone,Serie A,27,1995,29,26,"2,210",24.6,5,0,5,5,0,0,6,1,2.3,2.3,1.1,3.4,18,167,53,0.20,0.00,0.20,0.20,0.20,0.09,0.05,0.14,0.09,0.14
Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,28,1995,18,16,"1,272",14.1,0,1,1,0,0,0,4,0,0.3,0.3,1.3,1.6,36,36,62,0.00,0.07,0.07,0.00,0.07,0.02,0.09,0.11,0.02,0.11
Pasquale Mazzocchi,ITA,DF,Napoli,Serie A,28,1995,10,4,428,4.8,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,14,24,22,0.00,0.21,0.21,0.00,0.21,0.03,0.04,0.08,0.03,0.08
Kevin Mbabu,SUI,DF,Augsburg,Bundesliga,28,1995,25,22,"2,047",22.7,0,2,2,0,0,0,5,0,0.1,0.1,1.9,2.1,70,84,106,0.00,0.09,0.09,0.00,0.09,0.01,0.09,0.09,0.01,0.09
Noah Mbamba,BEL,MF,Leverkusen,Bundesliga,18,2005,3,0,16,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,2,1,0.00,5.63,5.63,0.00,5.63,0.14,3.16,3.30,0.14,3.30
Ethan Mbappé,FRA,"MF,DF",Paris S-G,Ligue 1,16,2006,3,0,48,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,24,1998,29,24,"2,158",24.0,27,7,34,21,6,8,4,0,21.0,14.5,5.7,20.2,114,122,286,1.13,0.29,1.42,0.88,1.17,0.87,0.24,1.11,0.60,0.84
Malick Mbaye,SEN,"MF,FW",Metz,Ligue 1,19,2004,5,1,153,1.7,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,8,1,20,0.00,0.00,0.00,0.00,0.00,0.26,0.11,0.37,0.26,0.37
Mamadou Mbaye,SEN,DF,Cádiz,La Liga,25,1998,4,2,288,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0,4,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Chancel Mbemba,COD,DF,Marseille,Ligue 1,28,1994,25,25,"2,207",24.5,2,2,4,2,0,0,1,0,1.8,1.8,1.0,2.8,16,131,10,0.08,0.08,0.16,0.08,0.16,0.07,0.04,0.12,0.07,0.12
Nolan Mbemba,CGO,MF,Le Havre,Ligue 1,28,1995,6,0,22,0.2,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,4.09,0.00,4.09,4.09,4.09,0.17,0.00,0.17,0.17,0.17
Bryan Mbeumo,CMR,FW,Brentford,Premier League,23,1999,25,22,"1,960",21.8,9,6,15,6,3,3,2,0,9.8,7.4,4.6,12.1,74,88,195,0.41,0.28,0.69,0.28,0.55,0.45,0.21,0.66,0.34,0.55
Christ Mbondi,FRA,FW,Reims,Ligue 1,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jordi Mboula,ESP,"FW,MF",Hellas Verona,Serie A,24,1999,11,5,307,3.4,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,10,4,22,0.00,0.29,0.29,0.00,0.29,0.06,0.11,0.17,0.06,0.17
Nathanael Mbuku,COD,FW,Augsburg,Bundesliga,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.56,0.69,1.25,0.56,1.25
James Mcatee,ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,30,20,"1,822",20.2,3,3,6,2,1,1,2,0,3.1,2.3,2.9,5.2,55,51,110,0.15,0.15,0.30,0.10,0.25,0.15,0.15,0.30,0.11,0.26
James Mcatee,ENG,MF,Manchester City,Premier League,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,27,1996,21,15,"1,280",14.2,6,3,9,4,2,2,7,2,6.9,5.3,2.0,7.3,6,30,60,0.42,0.21,0.63,0.28,0.49,0.48,0.14,0.62,0.37,0.51
James McConnell,ENG,MF,Liverpool,Premier League,18,2004,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
John McGinn,SCO,"MF,FW",Aston Villa,Premier League,28,1994,35,35,"2,999",33.3,6,4,10,6,0,0,9,1,5.0,5.0,4.6,9.6,59,189,84,0.18,0.12,0.30,0.18,0.30,0.15,0.14,0.29,0.15,0.29
Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,26,1996,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,0,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08
Weston McKennie,USA,"MF,DF",Juventus,Serie A,24,1998,34,29,"2,594",28.8,0,7,7,0,0,0,6,0,3.0,3.0,3.9,6.9,64,92,176,0.00,0.24,0.24,0.00,0.24,0.10,0.13,0.24,0.10,0.24
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,23,1999,35,33,"2,892",32.1,3,6,9,3,0,0,2,0,3.4,3.4,8.8,12.2,80,114,147,0.09,0.19,0.28,0.09,0.28,0.11,0.27,0.38,0.11,0.38
Scott McTominay,SCO,"MF,FW",Manchester Utd,Premier League,26,1996,32,18,"1,901",21.1,7,1,8,7,0,0,2,0,5.7,5.7,0.8,6.6,29,64,47,0.33,0.05,0.38,0.33,0.38,0.27,0.04,0.31,0.27,0.31
Facundo Medina,ARG,DF,Lens,Ligue 1,24,1999,31,30,"2,714",30.2,1,3,4,1,0,0,11,0,1.1,1.1,1.8,2.9,51,219,20,0.03,0.10,0.13,0.03,0.13,0.04,0.06,0.10,0.04,0.10
Ben Mee,ENG,DF,Brentford,Premier League,33,1989,16,15,"1,272",14.1,2,0,2,2,0,0,1,1,1.5,1.5,0.3,1.8,11,49,9,0.14,0.00,0.14,0.14,0.14,0.10,0.02,0.13,0.10,0.13
Marvin Mehlem,GER,MF,Darmstadt 98,Bundesliga,25,1997,20,19,"1,482",16.5,3,2,5,3,0,0,3,0,3.8,3.8,1.1,4.9,27,46,73,0.18,0.12,0.30,0.18,0.30,0.23,0.07,0.30,0.23,0.30
Bamo Meïté,CIV,DF,Marseille,Ligue 1,21,2001,16,6,638,7.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,11,29,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Bamo Meïté,CIV,DF,Lorient,Ligue 1,21,2001,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hannibal Mejbri,TUN,"MF,FW",Manchester Utd,Premier League,20,2003,5,1,133,1.5,1,0,1,1,0,0,1,0,0.0,0.0,0.4,0.4,2,6,10,0.68,0.00,0.68,0.68,0.68,0.02,0.25,0.27,0.02,0.27
Hannibal Mejbri,TUN,MF,Sevilla,La Liga,20,2003,6,1,104,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,1,5,6,0.00,0.00,0.00,0.00,0.00,0.01,0.39,0.40,0.01,0.40
