Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
David Alaba,AUT,DF,Real Madrid,31,1992,3,3,250,2.8,0,1,1,0,0,0,1,0,0.4,0.4,0.4,0.8,2,6,9,0.00,0.36,0.36,0.00,0.36,0.14,0.13,0.27,0.14,0.27
Luis Alberto,ESP,MF,Lazio,30,1992,8,8,642,7.1,0,1,1,0,0,0,1,0,0.9,0.9,2.2,3.1,18,71,32,0.00,0.14,0.14,0.00,0.14,0.12,0.31,0.44,0.12,0.44
Toby Alderweireld,BEL,DF,Antwerp,34,1989,5,5,450,5.0,0,0,0,0,0,1,2,0,1.5,0.8,0.1,0.9,2,18,2,0.00,0.00,0.00,0.00,0.00,0.30,0.02,0.33,0.15,0.18
Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,19,2004,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8,2,11,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Miguel Almirón,PAR,FW,Newcastle Utd,29,1994,6,4,413,4.6,1,1,2,1,0,0,1,0,1.4,1.4,0.6,2.0,18,23,30,0.22,0.22,0.44,0.22,0.44,0.30,0.13,0.43,0.30,0.43
Marcos Alonso,ESP,"DF,FW",Barcelona,32,1990,3,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,9,14,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Barış Alper Yılmaz,TUR,"FW,MF",Galatasaray,23,2000,6,0,127,1.4,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,4,1,14,0.00,0.71,0.71,0.00,0.71,0.05,0.37,0.42,0.05,0.42
Julián Álvarez,ARG,"MF,FW",Manchester City,23,2000,7,2,282,3.1,5,2,7,5,0,0,0,0,1.7,1.7,1.3,3.1,16,19,26,1.60,0.64,2.23,1.60,2.23,0.62,0.48,1.10,0.62,1.10
Mohamed Aly Camara,GUI,DF,Young Boys,25,1997,5,5,450,5.0,0,1,1,0,0,0,2,0,0.0,0.0,0.0,0.0,3,13,0,0.00,0.20,0.20,0.00,0.20,0.00,0.01,0.01,0.00,0.01
Aurele Amenda,SUI,DF,Young Boys,20,2003,4,3,314,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,26,1996,5,4,325,3.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,12,5,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.02,0.05
Elliot Anderson,ENG,MF,Newcastle Utd,20,2002,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15
Felipe Anderson,BRA,FW,Lazio,30,1993,8,7,542,6.0,0,1,1,0,0,0,0,0,0.6,0.6,1.3,1.9,15,26,54,0.00,0.17,0.17,0.00,0.17,0.11,0.21,0.32,0.11,0.32
Angeliño,ESP,DF,Galatasaray,26,1997,6,5,424,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,26,18,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Peter Ankersen,DEN,DF,FC Copenhagen,32,1990,7,5,465,5.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,8,11,16,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10
Antony,BRA,FW,Manchester Utd,23,2000,4,3,232,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,14,16,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Jon Aramburu,VEN,DF,Real Sociedad,21,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ronald Araújo,URU,DF,Barcelona,24,1999,8,8,658,7.3,0,0,0,0,0,0,2,1,0.9,0.9,0.3,1.2,2,27,1,0.00,0.00,0.00,0.00,0.00,0.12,0.04,0.17,0.12,0.17
Tomás Araújo,POR,DF,Benfica,21,2002,3,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Marko Arnautović,AUT,FW,Inter,34,1989,4,2,192,2.1,2,0,2,2,0,0,0,0,2.9,2.9,0.0,2.9,3,1,18,0.94,0.00,0.94,0.94,0.94,1.35,0.00,1.35,1.35,1.35
Kepa Arrizabalaga,ESP,GK,Real Madrid,28,1994,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marco Asensio,ESP,"FW,MF",Paris S-G,27,1996,6,1,124,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0,9,8,0.00,0.00,0.00,0.00,0.00,0.30,0.11,0.41,0.30,0.41
Kristjan Asllani,ALB,MF,Inter,21,2002,6,2,205,2.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,0,14,4,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12
Otavio Ataide,BRA,DF,Porto,21,2002,2,2,210,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.43,0.43,0.00,0.43,0.00,0.01,0.01,0.00,0.01
Emil Audero,ITA,GK,Inter,26,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carlos Augusto,BRA,"DF,FW",Inter,24,1999,7,5,475,5.3,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,13,15,20,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
Yann Aurel Bisseck,GER,DF,Inter,22,2000,3,2,172,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,5,12,5,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.11,0.02,0.11
Fredrik Aursnes,NOR,"DF,MF",Benfica,27,1995,6,6,540,6.0,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,10,24,37,0.00,0.17,0.17,0.00,0.17,0.01,0.14,0.15,0.01,0.15
Kaan Ayhan,TUR,"MF,DF",Galatasaray,28,1994,5,5,380,4.2,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,3,18,7,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13
Neil El Aynaoui,FRA,MF,Lens,22,2001,3,0,138,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Irakli Azarov,GEO,DF,Shakhtar,21,2002,4,3,296,3.3,0,1,1,0,0,0,0,0,0.1,0.1,0.9,0.9,4,15,11,0.00,0.30,0.30,0.00,0.30,0.02,0.26,0.28,0.02,0.28
César Azpilicueta,ESP,DF,Atlético Madrid,33,1989,6,3,290,3.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,10,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Isaac Babadi,NED,"FW,MF",PSV Eindhoven,18,2005,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Loïc Bade,FRA,DF,Sevilla,23,2000,2,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexander Bah,DEN,DF,Benfica,25,1997,3,3,191,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,9,6,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Samson Baidoo,AUT,DF,RB Salzburg,19,2004,5,3,303,3.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,11,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Cédric Bakambu,COD,FW,Galatasaray,32,1991,2,0,38,0.4,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.6,1,0,4,2.37,0.00,2.37,2.37,2.37,1.25,0.09,1.34,1.25,1.34
Johan Bakayoko,BEL,FW,PSV Eindhoven,20,2003,8,8,649,7.2,1,1,2,1,0,0,0,0,1.2,1.2,1.8,3.0,35,11,82,0.14,0.14,0.28,0.14,0.28,0.17,0.25,0.42,0.17,0.42
Alejandro Balde,ESP,DF,Barcelona,19,2003,6,3,331,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,29,17,37,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07
Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,5,5,384,4.3,1,0,1,1,0,0,0,0,0.7,0.7,0.6,1.2,12,14,24,0.23,0.00,0.23,0.23,0.23,0.16,0.13,0.29,0.16,0.29
David von Ballmoos,SUI,GK,Young Boys,28,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Simon Banza,COD,FW,Braga,26,1996,6,4,341,3.8,0,1,1,0,0,0,2,0,1.1,1.1,0.2,1.3,5,10,28,0.00,0.26,0.26,0.00,0.26,0.29,0.05,0.34,0.29,0.34
Bradley Barcola,FRA,"FW,DF",Paris S-G,20,2002,10,5,475,5.3,1,1,2,1,0,0,0,0,2.3,2.3,0.7,3.0,36,22,76,0.19,0.19,0.38,0.19,0.38,0.44,0.12,0.56,0.44,0.56
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,6,34,2,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Roony Bardghji,SWE,"MF,FW",FC Copenhagen,17,2005,4,1,146,1.6,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,6,2,8,0.62,0.00,0.62,0.62,0.62,0.28,0.21,0.49,0.28,0.49
Nicolò Barella,ITA,MF,Inter,26,1997,8,4,468,5.2,0,1,1,0,0,0,1,0,0.9,0.9,1.8,2.7,10,46,24,0.00,0.19,0.19,0.00,0.19,0.16,0.35,0.51,0.16,0.51
Harvey Barnes,ENG,FW,Newcastle Utd,25,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Romário Baró,POR,MF,Porto,23,2000,1,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,21,2001,7,5,397,4.4,1,1,2,1,0,0,1,0,0.5,0.5,1.2,1.7,22,21,64,0.23,0.23,0.45,0.23,0.45,0.10,0.28,0.38,0.10,0.38
Pablo Barrios,ESP,MF,Atlético Madrid,20,2003,7,2,262,2.9,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,3,15,12,0.34,0.34,0.69,0.34,0.69,0.12,0.11,0.23,0.12,0.23
Davide Bartesaghi,ITA,FW,Milan,17,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alessandro Bastoni,ITA,DF,Inter,24,1999,7,6,500,5.6,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,6,23,9,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13
Jelle Bataille,BEL,DF,Antwerp,24,1999,6,4,410,4.6,0,1,1,0,0,0,1,0,0.0,0.0,1.0,1.0,5,21,19,0.00,0.22,0.22,0.00,0.22,0.00,0.21,0.21,0.00,0.21
Christoph Baumgartner,AUT,MF,RB Leipzig,23,1999,6,0,118,1.3,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,5,5,4,0.00,0.00,0.00,0.00,0.00,0.63,0.05,0.68,0.63,0.68
Sheraldo Becker,SUR,FW,Union Berlin,28,1995,5,4,365,4.1,2,0,2,2,0,0,0,0,1.3,1.3,0.8,2.1,19,11,30,0.49,0.00,0.49,0.49,0.49,0.32,0.20,0.53,0.32,0.53
Sheraldo Becker,SUR,FW,Real Sociedad,28,1995,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Thomas Beelen,NED,DF,Feyenoord,22,2001,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kevin Behrens,GER,FW,Union Berlin,32,1991,5,4,299,3.3,0,0,0,0,0,0,0,0,0.9,0.9,0.0,1.0,4,4,16,0.00,0.00,0.00,0.00,0.00,0.28,0.01,0.29,0.28,0.29
Armel Bella Kotchap,GER,DF,PSV Eindhoven,21,2001,2,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Jude Bellingham,ENG,"MF,FW",Real Madrid,20,2003,11,11,989,11.0,4,5,9,4,0,0,2,0,3.0,3.0,2.6,5.7,36,69,76,0.36,0.46,0.82,0.36,0.82,0.28,0.25,0.53,0.28,0.53
Walter Benítez,ARG,GK,PSV Eindhoven,30,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Loris Benito,SUI,DF,Young Boys,31,1992,5,5,406,4.5,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,2,15,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Ramy Bensebaini,ALG,DF,Dortmund,28,1995,5,4,375,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,14,18,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Lucas Beraldo,BRA,DF,Paris S-G,19,2003,5,4,409,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paulo Bernardo,POR,MF,Celtic,21,2002,6,2,312,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,9,12,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03
Juan Bernat,ESP,DF,Benfica,30,1993,2,1,111,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Mads Bidstrup,DEN,MF,RB Salzburg,22,2001,6,6,494,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,11,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Justin Bijlow,NED,GK,Feyenoord,25,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Janis Blaswich,GER,GK,RB Leipzig,32,1991,5,5,450,5.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.20,0.20,0.00,0.20,0.00,0.06,0.06,0.00,0.06
Lewin Blum,SUI,DF,Young Boys,22,2001,4,2,216,2.4,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.2,4,6,6,0.42,0.00,0.42,0.42,0.42,0.04,0.03,0.07,0.04,0.07
Oscar Bobb,NOR,"FW,MF",Manchester City,20,2003,4,2,218,2.4,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,7,6,10,0.41,0.00,0.41,0.41,0.41,0.09,0.08,0.17,0.09,0.17
Sacha Boey,FRA,DF,Galatasaray,22,2000,6,6,540,6.0,1,0,1,1,0,0,2,0,0.2,0.2,0.5,0.7,18,41,38,0.17,0.00,0.17,0.17,0.17,0.04,0.08,0.12,0.04,0.12
Nicolai Boilesen,DEN,"DF,FW",FC Copenhagen,31,1992,3,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Valerii Bondar,UKR,DF,Shakhtar,24,1999,4,4,360,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,4,2,221,2.5,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,6,6,0.00,0.00,0.00,0.00,0.00,0.20,0.01,0.22,0.20,0.22
Leonardo Bonucci,ITA,DF,Union Berlin,36,1987,3,3,259,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gonçalo Borges,POR,FW,Porto,22,2001,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cristian Borja,COL,DF,Braga,30,1993,6,6,517,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,18,26,34,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
Olivier Boscagli,FRA,DF,PSV Eindhoven,25,1997,7,7,611,6.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,36,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Sven Botman,NED,DF,Newcastle Utd,23,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Julian Brandt,GER,"MF,FW",Dortmund,27,1996,12,9,785,8.7,2,2,4,2,0,0,0,0,1.4,1.4,2.1,3.5,18,26,54,0.23,0.23,0.46,0.23,0.46,0.16,0.24,0.40,0.16,0.40
Bruma,POR,FW,Braga,28,1994,5,4,371,4.1,2,1,3,2,0,0,0,0,0.7,0.7,0.4,1.1,22,26,47,0.49,0.24,0.73,0.49,0.73,0.17,0.09,0.27,0.17,0.27
Osman Bukari,GHA,FW,Red Star,24,1998,6,5,486,5.4,2,2,4,2,0,0,1,0,1.0,1.0,2.5,3.4,24,22,41,0.37,0.37,0.74,0.37,0.74,0.18,0.46,0.63,0.18,0.63
Dan Burn,ENG,DF,Newcastle Utd,31,1992,4,3,277,3.1,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,11,8,0.32,0.00,0.32,0.32,0.32,0.07,0.00,0.07,0.07,0.07
Jean Butez,FRA,GK,Antwerp,28,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Arthur Cabral,BRA,"FW,DF",Benfica,25,1998,4,1,120,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,0,2,6,0.75,0.00,0.75,0.75,0.75,0.51,0.09,0.60,0.51,0.60
Jens Cajuste,SWE,MF,Napoli,23,1999,6,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Davide Calabria,ITA,DF,Milan,26,1996,6,5,428,4.8,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.3,2,16,14,0.00,0.21,0.21,0.00,0.21,0.04,0.22,0.26,0.04,0.26
Hakan Çalhanoğlu,TUR,MF,Inter,29,1994,6,6,509,5.7,1,0,1,0,1,1,2,0,1.1,0.4,1.5,1.8,9,31,11,0.18,0.00,0.18,0.00,0.00,0.22,0.28,0.49,0.07,0.35
Eduardo Camavinga,FRA,MF,Real Madrid,20,2002,11,9,789,8.8,0,1,1,0,0,0,3,0,0.3,0.3,0.7,1.0,13,42,16,0.00,0.11,0.11,0.00,0.11,0.03,0.08,0.11,0.03,0.11
Emre Can,GER,"MF,DF",Dortmund,29,1994,11,11,909,10.1,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.3,4,44,7,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
João Cancelo,POR,DF,Barcelona,29,1994,10,9,808,9.0,2,1,3,2,0,0,1,0,0.6,0.6,0.9,1.5,32,54,50,0.22,0.11,0.33,0.22,0.33,0.07,0.10,0.17,0.07,0.17
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,25,1997,4,2,212,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,6,7,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15
Fábio Cardoso,POR,DF,Porto,29,1994,3,3,269,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
David Carmo,ANG,DF,Porto,24,1999,4,4,360,4.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cameron Carter-Vickers,USA,DF,Celtic,25,1997,4,3,299,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Dani Carvajal,ESP,DF,Real Madrid,31,1992,10,9,846,9.4,1,1,2,1,0,0,3,0,0.6,0.6,1.1,1.7,13,25,43,0.11,0.11,0.21,0.11,0.21,0.06,0.12,0.18,0.06,0.18
Fabio Carvalho,POR,MF,RB Leipzig,20,2002,3,1,123,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,5,4,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Vitor Carvalho,BRA,MF,Braga,26,1997,5,4,264,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,8,3,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13
Marc Casado,ESP,MF,Barcelona,19,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolò Casale,ITA,DF,Lazio,25,1998,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Casemiro,BRA,MF,Manchester Utd,31,1992,2,2,166,1.8,2,0,2,2,0,0,2,1,1.0,1.0,0.1,1.1,1,11,2,1.08,0.00,1.08,1.08,1.08,0.55,0.04,0.58,0.55,0.58
Valentín Castellanos,ARG,FW,Lazio,24,1998,7,1,218,2.4,0,0,0,0,0,0,2,0,1.4,1.4,0.1,1.5,2,5,16,0.00,0.00,0.00,0.00,0.00,0.57,0.05,0.62,0.57,0.62
André Castro,POR,MF,Braga,35,1988,1,0,5,0.1,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,18.00,0.00,18.00,18.00,18.00,0.48,0.00,0.48,0.48,0.48
Danilo Cataldi,ITA,MF,Lazio,28,1994,5,1,160,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,4,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
