Player,Nation,Pos,Squad,Comp,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Marko Ivezić,SRB,DF,Holstein Kiel,Bundesliga,22-335,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alex Iwobi,NGA,FW,Fulham,Premier League,28-182,1996,9,9,766,8.5,2,1,3,2,0,0,0,0,0.9,0.9,1.8,2.7,31,54,64,0.23,0.12,0.35,0.23,0.35,0.11,0.22,0.32,0.11,0.32
Armando Izzo,ITA,DF,Monza,Serie A,32-244,1992,9,9,775,8.6,0,1,1,0,0,0,4,0,0.1,0.1,0.2,0.2,6,23,4,0.00,0.12,0.12,0.00,0.12,0.01,0.02,0.03,0.01,0.03
Nicolas Jackson,SEN,FW,Chelsea,Premier League,23-134,2001,9,9,689,7.7,6,3,9,6,0,0,3,0,6.0,6.0,1.1,7.2,18,13,28,0.78,0.39,1.18,0.78,1.18,0.79,0.15,0.94,0.79,0.94
Lee Jae-sung,KOR,MF,Mainz 05,Bundesliga,32-083,1992,7,7,584,6.5,1,0,1,1,0,0,0,0,1.1,1.1,0.8,1.9,5,23,30,0.15,0.00,0.15,0.15,0.15,0.16,0.13,0.29,0.16,0.29
Kristijan Jakić,CRO,MF,Augsburg,Bundesliga,27-171,1997,7,6,482,5.4,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,9,31,6,0.00,0.19,0.19,0.00,0.19,0.05,0.05,0.10,0.05,0.10
Karl Jakob Hein,EST,GK,Valladolid,La Liga,22-202,2002,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ismail Jakobs,SEN,DF,Monaco,Ligue 1,25-076,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,9,6,17,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
Jordan James,WAL,MF,Rennes,Ligue 1,20-122,2004,3,0,30,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,1,1,0.00,0.00,0.00,0.00,0.00,0.26,0.70,0.96,0.26,0.96
Reece James,ENG,DF,Chelsea,Premier League,24-329,1999,2,2,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vitaly Janelt,GER,MF,Brentford,Premier League,26-175,1998,9,9,723,8.0,0,2,2,0,0,0,1,0,0.2,0.2,1.0,1.1,5,25,10,0.00,0.25,0.25,0.00,0.25,0.02,0.12,0.14,0.02,0.14
Adnan Januzaj,BEL,"FW,MF",Las Palmas,La Liga,29-270,1995,5,3,256,2.8,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,10,17,24,0.00,0.35,0.35,0.00,0.35,0.11,0.14,0.25,0.11,0.25
Vitezslav Jaros,CZE,GK,Liverpool,Premier League,23-101,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ali Jasim,IRQ,"FW,DF",Como,Serie A,20-286,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mikel Jauregizar,ESP,MF,Athletic Club,La Liga,20-355,2003,9,6,566,6.3,1,0,1,1,0,0,2,1,0.2,0.2,0.2,0.5,4,28,10,0.16,0.00,0.16,0.16,0.16,0.04,0.04,0.08,0.04,0.08
Dominik Javorček,SVK,DF,Holstein Kiel,Bundesliga,21-365,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gaby Jean,FRA,DF,Lecce,Serie A,24-256,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Daniel Jebbison,ENG,FW,Bournemouth,Premier League,21-080,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Fredrik Jensen,FIN,"MF,DF",Augsburg,Bundesliga,27-053,1997,5,1,117,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,4,10,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13
Mathias Jensen,DEN,MF,Brentford,Premier League,28-305,1996,4,3,251,2.8,0,1,1,0,0,0,1,0,0.1,0.1,0.8,0.9,4,21,11,0.00,0.36,0.36,0.00,0.36,0.04,0.27,0.31,0.04,0.31
Moritz Jenz,GER,DF,Mainz 05,Bundesliga,25-185,1999,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,14,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Gabriel Jesus,BRA,"FW,MF",Arsenal,Premier League,27-212,1997,7,1,97,1.1,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.0,6,2,8,0.00,0.00,0.00,0.00,0.00,0.54,0.36,0.90,0.54,0.90
Juan Jesus,BRA,DF,Napoli,Serie A,33-144,1991,1,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Raúl Jiménez,MEX,FW,Fulham,Premier League,33-180,1991,9,6,518,5.8,4,1,5,3,1,1,0,0,3.3,2.6,2.0,4.6,4,12,21,0.69,0.17,0.87,0.52,0.69,0.58,0.35,0.93,0.44,0.80
João Pedro,BRA,"MF,FW",Brighton,Premier League,23-036,2001,4,3,281,3.1,2,0,2,2,0,0,1,0,0.8,0.8,0.2,1.1,14,14,16,0.64,0.00,0.64,0.64,0.64,0.27,0.07,0.34,0.27,0.34
John Joe,IRL,"FW,MF",Getafe,La Liga,21-008,2003,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28
Joelinton,BRA,MF,Newcastle Utd,Premier League,28-079,1996,9,9,746,8.3,1,0,1,1,0,0,4,0,1.7,1.7,0.7,2.4,12,39,35,0.12,0.00,0.12,0.12,0.12,0.21,0.08,0.29,0.21,0.29
Jofre,ESP,"MF,FW",Espanyol,La Liga,23-137,2001,11,9,678,7.5,2,2,4,2,0,0,2,0,0.9,0.9,1.3,2.3,17,16,51,0.27,0.27,0.53,0.27,0.53,0.13,0.18,0.30,0.13,0.30
Carl Johansson,SWE,DF,Holstein Kiel,Bundesliga,30-162,1994,4,4,347,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
Ben Johnson,ENG,DF,Ipswich Town,Premier League,24-282,2000,4,2,223,2.5,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,4,9,4,0.00,0.40,0.40,0.00,0.40,0.00,0.12,0.12,0.00,0.12
Brennan Johnson,WAL,FW,Tottenham,Premier League,23-162,2001,9,8,693,7.7,3,0,3,3,0,0,2,0,4.0,4.0,0.7,4.7,29,26,85,0.39,0.00,0.39,0.39,0.39,0.52,0.08,0.61,0.52,0.61
Karl-Johan Johnsson,SWE,GK,Strasbourg,Ligue 1,34-278,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sam Johnstone,ENG,GK,Wolves,Premier League,31-221,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Paul Joly,FRA,DF,Auxerre,Ligue 1,24-147,2000,7,4,396,4.4,0,1,1,0,0,0,1,0,0.1,0.1,0.9,0.9,12,26,29,0.00,0.23,0.23,0.00,0.23,0.02,0.20,0.21,0.02,0.21
Curtis Jones,ENG,MF,Liverpool,Premier League,23-276,2001,6,3,321,3.6,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,2,16,9,0.28,0.00,0.28,0.28,0.28,0.31,0.03,0.34,0.31,0.34
Frenkie de Jong,NED,MF,Barcelona,La Liga,27-173,1997,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joan Jordán,ESP,MF,Alavés,La Liga,30-118,1994,6,2,306,3.4,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.7,2,32,7,0.00,0.29,0.29,0.00,0.29,0.16,0.05,0.21,0.16,0.21
Jorginho,ITA,MF,Arsenal,Premier League,32-317,1991,2,2,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
Jesse Joronen,FIN,GK,Venezia,Serie A,31-225,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jota,POR,"FW,MF",Rennes,Ligue 1,25-216,1999,4,1,133,1.5,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,9,9,13,0.68,0.00,0.68,0.68,0.68,0.72,0.14,0.85,0.72,0.85
Diogo Jota,POR,FW,Liverpool,Premier League,27-333,1996,7,7,492,5.5,2,2,4,2,0,0,1,0,2.7,2.7,0.8,3.5,13,6,34,0.37,0.37,0.73,0.37,0.73,0.50,0.14,0.64,0.50,0.64
Antoine Joujou,FRA,"MF,FW",Le Havre,Ligue 1,21-234,2003,7,3,308,3.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,17,4,28,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.19,0.09,0.19
Luka Jović,SRB,FW,Milan,Serie A,26-314,1997,3,1,79,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,4,7,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14
Juanmi,ESP,FW,Betis,La Liga,31-165,1993,5,2,143,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,3,2,6,0.00,0.00,0.00,0.00,0.00,0.36,0.18,0.54,0.36,0.54
Juanpe,ESP,DF,Girona,La Liga,33-185,1991,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jubal,BRA,DF,Auxerre,Ligue 1,31-064,1993,8,8,667,7.4,1,0,1,0,1,2,3,0,1.9,0.4,0.4,0.8,0,9,1,0.13,0.00,0.13,0.00,0.00,0.26,0.06,0.32,0.05,0.10
Abdulai Juma Bah,SLE,DF,Valladolid,La Liga,18-204,2006,4,3,274,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,8,0,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
Anthony Jung,GER,DF,Werder Bremen,Bundesliga,32-364,1991,8,6,521,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,34,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hamed Junior Traorè,CIV,MF,Auxerre,Ligue 1,24-259,2000,7,7,569,6.3,4,0,4,4,0,0,1,0,3.0,3.0,0.3,3.3,18,28,40,0.63,0.00,0.63,0.63,0.63,0.47,0.05,0.51,0.47,0.51
Vinicius Júnior,BRA,FW,Real Madrid,La Liga,24-112,2000,11,10,905,10.1,5,4,9,3,2,2,4,0,3.4,2.1,3.6,5.7,63,34,107,0.50,0.40,0.90,0.30,0.70,0.34,0.35,0.70,0.21,0.56
David Jurásek,CZE,FW,Hoffenheim,Bundesliga,24-086,2000,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Stanko Jurić,CRO,MF,Valladolid,La Liga,28-077,1996,10,5,554,6.2,0,0,0,0,0,0,4,0,0.0,0.0,0.3,0.3,2,20,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
James Justin,ENG,DF,Leicester City,Premier League,26-252,1998,9,9,810,9.0,2,1,3,2,0,0,1,0,0.4,0.4,0.3,0.7,10,26,19,0.22,0.11,0.33,0.22,0.33,0.04,0.03,0.08,0.04,0.08
Mohamed Kaba,FRA,MF,Lecce,Serie A,23-005,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yusuf Kabadayı,GER,"MF,FW",Augsburg,Bundesliga,20-273,2004,4,0,46,0.5,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,2,2,6,1.96,0.00,1.96,1.96,1.96,1.27,0.10,1.37,1.27,1.37
Almugera Kabar,GER,DF,Dortmund,Bundesliga,18-148,2006,1,0,22,0.2,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50
Christian Kabasele,BEL,DF,Udinese,Serie A,33-251,1991,9,6,607,6.7,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,5,32,4,0.15,0.00,0.15,0.15,0.15,0.11,0.01,0.12,0.11,0.12
Yaya Kader Fofana,MLI,"MF,FW",Reims,Ligue 1,20-142,2004,8,7,495,5.5,1,1,2,1,0,0,4,0,0.4,0.4,1.6,2.0,17,14,23,0.18,0.18,0.36,0.18,0.36,0.08,0.28,0.36,0.08,0.36
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,32-190,1992,6,5,468,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.5,2,15,29,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
Tino Kadewere,ZIM,"MF,FW",Nantes,Ligue 1,28-301,1996,7,5,396,4.4,0,2,2,0,0,0,1,0,0.7,0.7,0.9,1.6,3,14,22,0.00,0.45,0.45,0.00,0.45,0.16,0.21,0.36,0.16,0.36
Ferdi Kadioglu,TUR,"DF,MF",Brighton,Premier League,25-025,1999,5,4,299,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,1,15,22,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11
Arnaud Kalimuendo,FRA,FW,Rennes,Ligue 1,22-286,2002,8,7,580,6.4,3,0,3,1,2,2,0,0,2.7,1.2,0.2,1.4,8,12,47,0.47,0.00,0.47,0.16,0.16,0.43,0.03,0.46,0.18,0.21
Pierre Kalulu,FRA,DF,Juventus,Serie A,24-149,2000,7,6,537,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,9,37,6,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Daichi Kamada,JPN,MF,Crystal Palace,Premier League,28-088,1996,9,5,455,5.1,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,12,31,24,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12
Waren Kamanzi,NOR,"DF,MF",Toulouse,Ligue 1,23-356,2000,8,5,515,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,18,31,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Boubacar Kamara,FRA,MF,Aston Villa,Premier League,24-344,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Glen Kamara,FIN,MF,Rennes,Ligue 1,29-004,1995,8,5,476,5.3,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,5,28,20,0.00,0.19,0.19,0.00,0.19,0.03,0.02,0.05,0.03,0.05
Hassane Kamara,CIV,DF,Udinese,Serie A,30-241,1994,8,6,501,5.6,0,2,2,0,0,0,4,1,0.1,0.1,1.1,1.1,16,11,29,0.00,0.36,0.36,0.00,0.36,0.01,0.19,0.21,0.01,0.21
Willy Kambwala,FRA,DF,Villarreal,La Liga,20-068,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jakub Kamiński,POL,"DF,MF",Wolfsburg,Bundesliga,22-149,2002,8,7,642,7.1,0,1,1,0,0,0,2,0,0.6,0.6,1.9,2.4,15,20,26,0.00,0.14,0.14,0.00,0.14,0.08,0.26,0.34,0.08,0.34
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,34-023,1990,5,4,390,4.3,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.7,1,22,7,0.23,0.00,0.23,0.23,0.23,0.12,0.05,0.16,0.12,0.16
Nordine Kandil,FRA,MF,Strasbourg,Ligue 1,23-001,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Harry Kane,ENG,FW,Bayern Munich,Bundesliga,31-096,1993,8,8,659,7.3,9,5,14,7,2,2,1,0,5.6,4.1,1.5,5.6,9,26,39,1.23,0.68,1.91,0.96,1.64,0.76,0.21,0.97,0.55,0.76
Lee Kang-in,KOR,"FW,MF",Paris S-G,Ligue 1,23-256,2001,9,5,533,5.9,4,0,4,4,0,0,0,0,1.4,1.4,1.4,2.7,10,43,40,0.68,0.00,0.68,0.68,0.68,0.23,0.23,0.46,0.23,0.46
Yann Karamoh,FRA,"FW,MF",Torino,Serie A,26-116,1998,6,0,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.6,2,5,7,0.00,0.00,0.00,0.00,0.00,0.08,0.77,0.85,0.08,0.85
Atakan Karazor,,MF,Stuttgart,Bundesliga,28-019,1996,8,7,552,6.1,0,1,1,0,0,0,3,1,0.2,0.2,1.0,1.2,1,22,5,0.00,0.16,0.16,0.00,0.16,0.03,0.16,0.19,0.03,0.19
Jesper Karlsson,SWE,FW,Bologna,Serie A,26-099,1998,4,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,4,17,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04
Jesper Karlström,SWE,MF,Udinese,Serie A,29-133,1995,10,9,816,9.1,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,9,37,9,0.00,0.11,0.11,0.00,0.11,0.01,0.07,0.08,0.01,0.08
Lior Kasa,ISR,MF,Genoa,Serie A,19-035,2005,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.09,0.29,0.38,0.09,0.38
Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,Serie A,26-276,1998,8,5,351,3.9,1,1,2,1,0,0,1,0,0.3,0.3,0.7,0.9,4,10,9,0.26,0.26,0.51,0.26,0.51,0.06,0.17,0.23,0.06,0.23
Mikkel Kaufmann,DEN,"FW,MF",Heidenheim,Bundesliga,23-303,2001,4,2,168,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,7,9,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17
Michael Kayode,ITA,"DF,FW",Fiorentina,Serie A,20-114,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.49,0.49
Moise Kean,ITA,FW,Fiorentina,Serie A,24-247,2000,9,9,737,8.2,4,1,5,4,0,1,1,0,6.8,6.0,0.7,6.7,13,7,43,0.49,0.12,0.61,0.49,0.61,0.83,0.09,0.92,0.73,0.82
Michael Keane,ENG,DF,Everton,Premier League,31-295,1993,8,8,720,8.0,2,0,2,2,0,0,3,0,0.3,0.3,0.1,0.4,1,11,3,0.25,0.00,0.25,0.25,0.25,0.04,0.01,0.05,0.04,0.05
Yassine Kechta,MAR,"MF,FW",Le Havre,Ligue 1,22-250,2002,9,7,594,6.6,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,14,26,28,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
Thilo Kehrer,GER,DF,Monaco,Ligue 1,28-041,1996,7,7,630,7.0,2,0,2,2,0,0,0,0,0.3,0.3,0.0,0.4,1,35,1,0.29,0.00,0.29,0.29,0.29,0.05,0.01,0.06,0.05,0.06
Abdoulaye Keita,ESP,MF,Getafe,La Liga,22-061,2002,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mandela Keita,BEL,MF,Parma,Serie A,22-175,2002,5,1,121,1.3,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2,4,1,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11
Andu Kelati,GER,MF,Holstein Kiel,Bundesliga,22-080,2002,2,1,99,1.1,0,1,1,0,0,0,2,1,0.2,0.2,0.7,1.0,2,7,1,0.00,0.91,0.91,0.00,0.91,0.21,0.66,0.87,0.21,0.87
Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,25-344,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lloyd Kelly,ENG,DF,Newcastle Utd,Premier League,26-026,1998,6,3,207,2.3,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.6,0,6,2,0.00,0.43,0.43,0.00,0.43,0.08,0.20,0.28,0.08,0.28
Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,20-091,2004,4,3,226,2.5,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.5,0,13,7,0.40,0.00,0.40,0.40,0.40,0.18,0.03,0.21,0.18,0.21
Marc-Oliver Kempf,GER,DF,Como,Serie A,29-278,1995,8,8,720,8.0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,7,30,1,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13
Kenedy,BRA,"MF,FW",Valladolid,La Liga,28-267,1996,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29
Luca Kerber,GER,"MF,DF",Heidenheim,Bundesliga,22-236,2002,4,0,91,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,2,2,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18
Milos Kerkez,HUN,DF,Bournemouth,Premier League,20-360,2003,9,9,747,8.3,0,0,0,0,0,0,2,0,0.2,0.1,0.3,0.4,25,42,33,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.01,0.05
Reda Khadra,GER,"MF,FW",Reims,Ligue 1,23-120,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Bilal El Khannouss,MAR,"MF,FW",Leicester City,Premier League,20-175,2004,5,2,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,6,15,11,0.00,0.00,0.00,0.00,0.00,0.04,0.27,0.32,0.04,0.32
Wahbi Khazri,TUN,"FW,MF",Montpellier,Ligue 1,33-267,1991,8,3,253,2.8,0,1,1,0,0,0,1,0,0.3,0.3,0.1,0.4,9,11,10,0.00,0.36,0.36,0.00,0.36,0.10,0.03,0.13,0.10,0.13
Rani Khedira,GER,MF,Union Berlin,Bundesliga,30-279,1994,8,8,720,8.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,22,5,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Abdukodir Khusanov,UZB,DF,Lens,Ligue 1,20-246,2004,9,7,647,7.2,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,2,26,6,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
Kialonda,ANG,DF,Lecce,Serie A,27-035,1997,10,10,900,10.0,0,1,1,0,0,0,1,0,0.8,0.8,0.3,1.1,3,9,1,0.00,0.10,0.10,0.00,0.10,0.08,0.03,0.11,0.08,0.11
Kiké,ESP,FW,Alavés,La Liga,34-342,1989,10,4,436,4.8,3,0,3,3,0,0,3,1,1.3,1.3,0.3,1.7,0,10,21,0.62,0.00,0.62,0.62,0.62,0.28,0.07,0.35,0.28,0.35
Max Kilman,ENG,DF,West Ham,Premier League,27-162,1997,9,9,810,9.0,0,1,1,0,0,0,3,0,0.7,0.7,0.3,0.9,8,40,1,0.00,0.11,0.11,0.00,0.11,0.07,0.03,0.10,0.07,0.10
Joshua Kimmich,GER,"MF,DF",Bayern Munich,Bundesliga,29-267,1995,8,8,720,8.0,0,2,2,0,0,0,0,0,0.4,0.4,1.8,2.2,15,84,22,0.00,0.25,0.25,0.00,0.25,0.05,0.23,0.27,0.05,0.27
Joshua King,NOR,"FW,MF",Toulouse,Ligue 1,32-291,1992,7,4,341,3.8,2,1,3,2,0,0,1,0,1.5,1.5,0.9,2.3,10,4,28,0.53,0.26,0.79,0.53,0.79,0.38,0.23,0.62,0.38,0.62
Cédric Kipré,CIV,DF,Reims,Ligue 1,27-328,1996,7,5,432,4.8,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,1,10,0,0.00,0.21,0.21,0.00,0.21,0.03,0.07,0.09,0.03,0.09
Jakub Kiwior,POL,DF,Arsenal,Premier League,24-260,2000,4,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tim Kleindienst,GER,FW,Gladbach,Bundesliga,29-062,1995,8,8,710,7.9,6,1,7,5,1,1,1,0,4.5,3.7,1.8,5.5,14,16,42,0.76,0.13,0.89,0.63,0.76,0.57,0.23,0.80,0.47,0.70
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,28-151,1996,7,5,477,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,9,26,6,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Justin Kluivert,NED,"MF,FW",Bournemouth,Premier League,25-180,1999,9,6,474,5.3,1,2,3,0,1,1,4,0,1.6,0.8,0.9,1.7,11,17,36,0.19,0.38,0.57,0.00,0.38,0.30,0.18,0.47,0.15,0.32
