Player,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Matej Kovar,GK,Czechia,23,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrej Kramarić,FW,Croatia,32,1991,2.7,13,4.81,10,0,1,2,0,0,0,0.00,0,0,0,0,0,0
Ladislav Krejčí,DF,Czechia,24,1999,3.0,8,2.67,5,0,0,3,0,0,0,0.00,0,0,0,0,0,0
Toni Kroos,MF,Germany,34,1990,5.2,30,6.15,20,10,0,0,0,0,1,0.21,1,0,0,0,0,0
Jan Kuchta,FW,Czechia,27,1997,1.1,1,0.95,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Juraj Kucka,MF,Slovakia,36,1987,3.9,8,2.06,6,0,0,2,0,0,3,0.77,2,0,0,1,0,0
Jasmin Kurtić,FW,Slovenia,35,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Khvicha Kvaratskhelia,FW,Georgia,22,2001,3.8,13,3.42,11,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Nika Kvekveskiri,MF,Georgia,31,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giorgi Kvilitaia,FW,Georgia,30,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Saba Kvirkvelia,DF,Georgia,31,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Qazim Laçi,"MF,FW",Albania,28,1996,1.8,5,2.74,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Konrad Laimer,"MF,FW",Austria,26,1997,3.0,5,1.67,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Ádám Lang,DF,Hungary,31,1993,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aymeric Laporte,DF,Spain,29,1994,5.8,12,2.18,12,0,0,0,0,0,2,0.36,2,0,0,0,0,0
Robin Le Normand,DF,Spain,27,1996,4.9,6,1.22,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rafael Leão,FW,Portugal,24,1999,3.2,10,3.14,7,0,2,0,1,0,1,0.31,1,0,0,0,0,0
Robert Lewandowski,FW,Poland,35,1988,1.3,4,2.98,3,0,0,0,0,1,1,0.74,1,0,0,0,0,0
Philipp Lienhart,DF,Austria,27,1996,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ondřej Lingr,"MF,FW",Czechia,25,1998,0.9,4,4.34,2,0,0,2,0,0,1,1.08,0,0,0,1,0,0
Dominik Livaković,GK,Croatia,29,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stanislav Lobotka,MF,Slovakia,29,1994,4.3,7,1.75,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Saba Lobzhanidze,FW,Georgia,29,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luka Lochoshvili,"DF,MF",Georgia,25,1998,1.9,2,1.06,1,0,0,0,1,0,1,0.53,0,0,0,0,1,0
Fermin López,MF,Spain,20,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Romelu Lukaku,FW,Belgium,30,1993,4.0,8,2.01,7,0,0,0,1,0,1,0.25,1,0,0,0,0,0
Dodi Lukebakio,"FW,DF",Belgium,26,1997,0.7,3,4.15,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Saša Lukić,MF,Serbia,27,1996,2.3,2,0.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andriy Lunin,GK,Ukraine,24,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mike Maignan,GK,France,28,1995,6.3,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kobbie Mainoo,MF,England,18,2005,4.1,9,2.20,6,0,0,0,2,1,0,0.00,0,0,0,0,0,0
Lovro Majer,"FW,MF",Croatia,26,1998,1.6,5,3.10,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Donyell Malen,FW,Netherlands,25,1999,2.1,10,4.74,4,0,4,2,0,0,1,0.47,0,0,1,0,0,0
Ruslan Malinovskyi,MF,Ukraine,30,1993,0.4,5,12.86,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Giorgi Mamardashvili,GK,Georgia,23,2000,4.0,1,0.25,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Dennis Man,MF,Romania,25,1998,3.0,8,2.71,5,2,1,0,0,0,3,1.02,2,0,1,0,0,0
Rey Manaj,FW,Albania,26,1997,1.7,1,0.58,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Gianluca Mancini,DF,Italy,27,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Orel Mangala,MF,Belgium,25,1998,1.5,3,2.05,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Marius Marin,MF,Romania,25,1998,3.4,4,1.19,4,0,0,0,0,0,1,0.30,1,0,0,0,0,0
Răzvan Marin,MF,Romania,27,1996,3.9,8,2.03,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Ádám Martin,"FW,DF",Hungary,29,1994,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mykola Matviyenko,DF,Ukraine,27,1996,3.0,9,3.00,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Kylian Mbappé,FW,France,25,1998,5.2,27,5.24,16,1,8,1,1,0,1,0.19,1,0,0,0,0,0
John McGinn,"MF,FW",Scotland,29,1994,2.6,2,0.78,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Callum McGregor,MF,Scotland,30,1993,2.7,3,1.10,3,0,0,0,0,0,1,0.37,1,0,0,0,0,0
Scott McKenna,DF,Scotland,27,1996,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kenny McLean,MF,Scotland,32,1992,0.5,3,6.14,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Scott McTominay,MF,Scotland,27,1996,3.0,7,2.33,0,3,0,2,2,0,0,0.00,0,0,0,0,0,0
Anzor Mekvabishvili,MF,Georgia,22,2001,2.1,3,1.44,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Memphis,"FW,MF",Netherlands,29,1994,5.1,20,3.94,11,7,1,0,0,1,1,0.20,1,0,0,0,0,0
Nuno Mendes,DF,Portugal,21,2002,4.7,8,2.01,6,0,0,0,1,1,1,0.25,1,0,0,0,0,0
Mikel Merino,"MF,FW",Spain,27,1996,2.0,8,4.74,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Valentin Mihaila,MF,Romania,23,2000,1.3,2,1.57,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Srđan Mijailović,DF,Serbia,30,1993,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Georges Mikautadze,FW,Georgia,23,2000,3.8,9,2.35,7,0,1,0,1,0,2,0.52,1,0,0,0,1,0
Nikola Milenković,DF,Serbia,26,1997,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergej Milinković-Savić,MF,Serbia,28,1995,1.3,3,2.23,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Mario Mitaj,DF,Albania,20,2003,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aleksandar Mitrović,FW,Serbia,29,1994,2.7,2,0.75,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Maximilian Mittelstädt,DF,Germany,26,1997,3.4,8,2.63,7,0,0,0,1,0,3,0.99,3,0,0,0,0,0
Filip Mladenović,DF,Serbia,32,1991,1.2,4,3.24,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Jan Mlakar,MF,Slovenia,25,1998,3.3,4,1.22,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Jakub Moder,MF,Poland,24,1999,2.0,3,1.50,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Luka Modrić,MF,Croatia,38,1985,2.6,9,3.46,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Vasile Mogos,DF,Romania,31,1992,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Álvaro Morata,FW,Spain,31,1992,5.0,10,2.00,9,0,0,1,0,0,1,0.20,1,0,0,0,0,0
Lewis Morgan,DF,Scotland,27,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ernest Muçi,FW,Albania,22,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mykhailo Mudryk,"FW,MF",Ukraine,23,2001,1.9,10,5.17,5,1,2,1,1,0,0,0.00,0,0,0,0,0,0
Mert Müldür,"DF,MF",Türkiye,24,1999,3.8,3,0.78,3,0,0,0,0,0,1,0.26,1,0,0,0,0,0
Thomas Müller,"MF,FW",Germany,34,1989,0.6,4,12.86,4,0,0,0,0,0,1,3.21,1,0,0,0,0,0
Jamal Musiala,FW,Germany,20,2003,4.7,18,4.16,14,0,2,1,1,0,3,0.69,2,0,1,0,0,0
Phillipp Mwene,DF,Austria,30,1994,2.2,4,1.86,2,0,1,0,1,0,2,0.93,1,0,1,0,0,0
Vitaliy Mykolenko,DF,Ukraine,24,1999,0.6,3,4.74,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joakim Mæhle,"DF,MF",Denmark,26,1997,3.1,5,1.58,3,0,0,0,1,1,0,0.00,0,0,0,0,0,0
Nacho,DF,Spain,34,1990,2.9,4,1.55,4,0,0,0,0,0,1,0.39,1,0,0,0,0,0
Ádám Nagy,MF,Hungary,28,1995,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Zsolt Nagy,DF,Hungary,30,1993,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Jesús Navas,DF,Spain,38,1985,1.7,3,1.72,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dan Ndoye,"MF,DF",Switzerland,23,2000,4.5,9,1.99,5,0,2,2,0,0,1,0.22,1,0,0,0,0,0
Pedro Neto,"DF,FW",Portugal,23,2000,1.3,6,4.50,4,0,2,0,0,0,1,0.75,0,0,1,0,0,0
Manuel Neuer,GK,Germany,37,1986,5.3,1,0.20,1,0,0,0,0,0,1,0.20,1,0,0,0,0,0
João Neves,MF,Portugal,19,2004,0.9,3,3.51,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rúben Neves,MF,Portugal,26,1997,1.4,4,3.96,2,2,0,0,0,0,1,0.99,1,0,0,0,0,0
Florin Niță,GK,Romania,36,1987,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matheus Nunes,MF,Portugal,25,1998,0.2,3,16.88,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christian Nørgaard,MF,Denmark,29,1994,0.4,2,4.74,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Adam Obert,DF,Slovakia,21,2002,0.3,2,7.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jan Oblak,GK,Slovenia,31,1993,4.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Darius Olaru,MF,Romania,25,1998,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dani Olmo,"MF,FW",Spain,25,1998,4.8,24,5.37,18,0,4,1,1,0,5,1.12,3,0,2,0,0,0
Amadou Onana,MF,Belgium,22,2001,4.0,5,1.25,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Loïs Openda,FW,Belgium,23,2000,0.8,1,1.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Willi Orban,DF,Hungary,31,1992,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mikel Oyarzabal,FW,Spain,26,1997,2.2,7,3.68,7,0,0,0,0,0,2,1.05,2,0,0,0,0,0
Salih Özcan,MF,Türkiye,26,1998,1.7,2,1.16,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
João Palhinha,MF,Portugal,28,1995,3.3,7,2.34,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Cole Palmer,"MF,FW",England,21,2002,1.7,3,3.03,2,1,0,0,0,0,1,1.01,1,0,0,0,0,0
Mario Pašalić,"FW,MF",Croatia,28,1995,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Strahinja Pavlović,DF,Serbia,22,2001,3.0,4,1.33,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pedri,MF,Spain,21,2002,2.1,16,7.74,15,0,1,0,0,0,1,0.48,1,0,0,0,0,0
Peter Pekarík,DF,Slovakia,37,1986,4.2,9,2.15,8,0,0,1,0,0,1,0.24,1,0,0,0,0,0
Lorenzo Pellegrini,"FW,MF",Italy,27,1996,2.4,8,3.30,5,1,1,0,1,0,1,0.41,1,0,0,0,0,0
Patrick Pentz,GK,Austria,27,1997,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pepe,DF,Portugal,40,1983,4.5,2,0.48,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danilo Pereira,DF,Portugal,32,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ayoze Pérez,FW,Spain,30,1993,0.1,1,6.92,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Ivan Perišić,"DF,FW",Croatia,34,1989,1.5,5,3.24,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Bruno Petković,FW,Croatia,29,1994,1.0,4,4.14,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Krzysztof Piątek,FW,Poland,28,1995,0.7,1,1.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Pickford,GK,England,29,1994,7.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jakub Piotrowski,MF,Poland,26,1997,0.6,2,3.10,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Marin Pongračić,DF,Croatia,26,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ryan Porteous,DF,Scotland,24,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stefan Posch,DF,Austria,26,1997,4.0,13,3.25,10,2,0,1,0,0,1,0.25,0,0,0,1,0,0
Yussuf Poulsen,"FW,MF",Denmark,29,1994,0.6,1,1.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexander Prass,DF,Austria,22,2001,1.8,6,3.25,6,0,0,0,0,0,3,1.63,3,0,0,0,0,0
Lukáš Provod,MF,Czechia,27,1996,2.6,5,1.94,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0
George Pușcaș,FW,Romania,27,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leopold Querfeld,DF,Austria,20,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Adrien Rabiot,MF,France,28,1995,4.1,15,3.64,13,0,1,0,1,0,1,0.24,1,0,0,0,0,0
Bogdan Racovitan,DF,Romania,23,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Predrag Rajković,GK,Serbia,28,1995,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Anthony Ralston,DF,Scotland,25,1998,2.9,2,0.69,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ylber Ramadani,MF,Albania,27,1996,2.9,4,1.36,3,0,0,0,1,0,1,0.34,1,0,0,0,0,0
Gonçalo Ramos,FW,Portugal,22,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giacomo Raspadori,FW,Italy,23,2000,0.9,6,6.51,2,3,0,1,0,0,0,0.00,0,0,0,0,0,0
Andrei Ratiu,DF,Romania,25,1998,4.0,6,1.50,4,0,1,1,0,0,1,0.25,1,0,0,0,0,0
David Raum,DF,Germany,25,1998,1.8,7,3.80,4,0,2,0,1,0,2,1.08,1,0,1,0,0,0
David Raya,GK,Spain,28,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tijjani Reijnders,MF,Netherlands,25,1998,5.5,13,2.36,11,0,1,1,0,0,1,0.18,1,0,0,0,0,0
Mateo Retegui,FW,Italy,24,1999,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Declan Rice,MF,England,25,1999,7.7,15,2.14,13,0,0,2,0,0,2,0.29,2,0,0,0,0,0
Fabian Rieder,MF,Switzerland,21,2002,2.4,6,2.49,3,2,0,0,1,0,1,0.41,1,0,0,0,0,0
Andrew Robertson,DF,Scotland,29,1994,3.0,6,2.01,3,2,0,0,0,1,1,0.34,1,0,0,0,0,0
Rodri,MF,Spain,27,1996,5.8,17,3.12,17,0,0,0,0,0,2,0.37,2,0,0,0,0,0
Ricardo Rodríguez,DF,Switzerland,31,1992,5.3,10,2.00,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Taras Romanchuk,MF,Poland,32,1991,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cristiano Ronaldo,FW,Portugal,38,1985,5.4,13,2.75,9,0,1,3,0,0,1,0.21,1,0,0,0,0,0
Antonio Rüdiger,DF,Germany,30,1993,5.3,8,1.60,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fabián Ruiz Peña,MF,Spain,27,1996,6.0,19,3.17,16,0,2,0,1,0,5,0.83,3,0,2,0,0,0
Adrian Rus,MF,Romania,27,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcel Sabitzer,"FW,MF",Austria,29,1994,4.0,13,3.25,6,4,1,1,1,0,3,0.75,1,0,1,0,1,0
Bukayo Saka,"FW,DF",England,22,2001,7.0,21,3.30,16,0,3,1,1,0,3,0.47,2,0,0,1,0,0
Bartosz Salamon,DF,Poland,32,1991,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
William Saliba,DF,France,22,2001,6.3,4,0.67,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Roland Sallai,MF,Hungary,26,1997,3.0,9,3.05,8,0,0,0,0,1,2,0.68,2,0,0,0,0,0
Lazar Samardzic,MF,Serbia,21,2002,0.6,1,1.67,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Leroy Sané,FW,Germany,28,1996,2.3,7,3.03,6,0,0,0,1,0,1,0.43,1,0,0,0,0,0
Leo Sauer,FW,Slovakia,18,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gianluca Scamacca,FW,Italy,25,1999,2.8,5,1.79,2,0,0,2,0,1,1,0.36,0,0,0,1,0,0
András Schäfer,MF,Hungary,24,1999,3.0,2,0.67,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Fabian Schär,DF,Switzerland,32,1991,5.3,7,1.40,6,0,0,0,1,0,1,0.20,1,0,0,0,0,0
Patrik Schick,FW,Czechia,28,1996,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nico Schlotterbeck,DF,Germany,24,1999,1.3,2,1.50,2,0,0,0,0,0,1,0.75,1,0,0,0,0,0
Kasper Schmeichel,GK,Denmark,37,1986,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Romano Schmid,"FW,MF",Austria,24,2000,1.6,7,4.34,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Jerdy Schouten,MF,Netherlands,27,1997,5.6,12,2.16,12,0,0,0,0,0,2,0.36,2,0,0,0,0,0
Ivan Schranz,FW,Slovakia,30,1993,3.7,9,2.45,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Taulant Seferi,FW,Albania,27,1996,1.0,2,1.91,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Nicolas Seiwald,MF,Austria,22,2001,4.0,9,2.25,9,0,0,0,0,0,1,0.25,1,0,0,0,0,0
Nélson Semedo,DF,Portugal,30,1993,1.1,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benjamin Šeško,FW,Slovenia,20,2003,4.0,7,1.92,4,0,0,2,1,0,1,0.27,0,0,0,1,0,0
Petr Ševčík,MF,Czechia,29,1994,0.2,2,8.18,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Stephan El Shaarawy,FW,Italy,31,1992,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lawrence Shankland,FW,Scotland,28,1995,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mykola Shaparenko,MF,Ukraine,25,1998,2.4,4,1.64,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0
Xherdan Shaqiri,"MF,FW",Switzerland,32,1991,0.8,2,3.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luke Shaw,DF,England,28,1995,2.0,2,1.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vincent Sierro,MF,Switzerland,28,1995,0.4,2,5.14,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
António Silva,DF,Portugal,20,2003,0.8,1,1.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bernardo Silva,"FW,MF",Portugal,29,1994,4.7,20,5.00,18,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Unai Simón,GK,Spain,26,1997,6.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Xavi Simons,"MF,FW",Netherlands,20,2003,5.0,23,4.56,16,1,0,1,3,2,4,0.79,3,0,0,0,0,1
Michał Skóraś,DF,Poland,23,2000,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Łukasz Skorupski,GK,Poland,32,1991,1.0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Andreas Skov Olsen,"MF,FW",Denmark,24,1999,1.4,4,2.95,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Milan Škriniar,DF,Slovakia,28,1995,4.3,6,1.50,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Bartosz Slisz,MF,Poland,24,1999,1.2,4,3.27,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0
Yann Sommer,GK,Switzerland,35,1988,5.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Deian Sorescu,"MF,DF",Romania,26,1997,0.4,1,2.65,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Borna Sosa,DF,Croatia,26,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tomáš Souček,MF,Czechia,28,1995,3.0,6,2.00,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andraž Šporar,FW,Slovenia,29,1994,3.8,8,2.13,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Nicolae Stanciu,"MF,FW",Romania,30,1993,3.9,9,2.29,6,1,0,1,0,1,0,0.00,0,0,0,0,0,0
Jindřich Staněk,GK,Czechia,27,1996,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Josip Stanišić,DF,Croatia,23,2000,2.0,5,2.50,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Renato Steffen,DF,Switzerland,32,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Taras Stepanenko,MF,Ukraine,34,1989,0.9,1,1.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leonidas Stergiou,DF,Switzerland,21,2002,0.5,1,1.87,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Petar Stojanović,MF,Slovenia,28,1995,3.5,5,1.42,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
John Stones,DF,England,29,1994,7.7,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Strakosha,GK,Albania,28,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dávid Strelec,FW,Slovakia,22,2001,2.0,5,2.47,4,0,0,0,1,0,1,0.49,1,0,0,0,0,0
Callum Styles,MF,Hungary,23,2000,0.7,3,4.50,1,0,0,0,1,1,0,0.00,0,0,0,0,0,0
Luka Sučić,"FW,MF",Croatia,21,2002,1.6,11,7.07,9,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Heorhiy Sudakov,MF,Ukraine,21,2002,2.9,11,3.78,9,0,1,0,1,0,1,0.34,1,0,0,0,0,0
Pavel Šulc,MF,Czechia,23,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tomáš Suslov,"FW,MF",Slovakia,21,2002,1.4,5,4.69,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Josip Šutalo,DF,Croatia,23,2000,3.0,1,0.33,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Oleksandr Svatok,DF,Ukraine,29,1994,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Karol Świderski,FW,Poland,27,1997,1.0,4,4.00,1,1,0,1,1,0,1,1.00,0,0,0,0,1,0
Serhiy Sydorchuk,MF,Ukraine,32,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Attila Szalai,DF,Hungary,26,1998,1.1,1,0.94,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Wojciech Szczęsny,GK,Poland,33,1990,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dominik Szoboszlai,MF,Hungary,23,2000,3.0,16,5.33,9,4,0,3,0,0,1,0.33,1,0,0,0,0,0
Sebastian Szymański,MF,Poland,24,1999,1.2,3,2.41,2,0,0,1,0,0,1,0.80,1,0,0,0,0,0
Dušan Tadić,MF,Serbia,35,1988,1.7,6,3.46,3,2,0,0,1,0,0,0.00,0,0,0,0,0,0
Jonathan Tah,DF,Germany,27,1996,3.5,6,1.69,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maksym Talovierov,MF,Ukraine,23,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aurélien Tchouaméni,MF,France,24,2000,5.2,13,2.66,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Arthur Theate,DF,Belgium,23,2000,2.8,3,1.05,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcus Thuram,FW,France,26,1997,2.9,5,1.96,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youri Tielemans,MF,Belgium,26,1997,1.6,7,4.23,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Kieran Tierney,DF,Scotland,26,1997,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ivan Toney,FW,England,27,1996,0.5,2,60.00,1,0,0,0,1,0,1,30.00,1,0,0,0,0,0
Ferrán Torres,"FW,MF",Spain,23,2000,1.7,1,0.72,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cenk Tosun,FW,Türkiye,32,1991,0.3,1,3.60,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Gernot Trauner,DF,Austria,31,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kieran Trippier,DF,England,33,1990,5.0,16,3.20,11,5,0,0,0,0,0,0.00,0,0,0,0,0,0
