Player,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Tomáš Souček,MF,Czechia,28,1995,3.0,74,94,78.7,1257,299,41,50,82.0,25,33,75.8,8,11,72.7,0,1.0,0.4,-1.0,6,12,1,0,11
Andraž Šporar,FW,Slovenia,29,1994,3.8,46,69,66.7,650,97,27,36,75.0,16,23,69.6,2,3,66.7,0,0.8,0.2,-0.8,8,5,1,1,3
Nicolae Stanciu,"MF,FW",Romania,30,1993,3.9,83,113,73.5,1416,405,46,54,85.2,26,32,81.3,9,19,47.4,0,0.3,0.4,-0.3,5,9,4,3,10
Jindřich Staněk,GK,Czechia,27,1996,2.6,48,75,64.0,1547,1240,13,13,100.0,14,14,100.0,21,48,43.8,0,0.0,0.0,0.0,0,0,0,0,0
Josip Stanišić,DF,Croatia,23,2000,2.0,109,133,82.0,1621,334,61,66,92.4,39,45,86.7,6,14,42.9,0,0.0,0.1,0.0,1,4,2,1,8
Renato Steffen,DF,Switzerland,32,1991,0.0,2,2,100.0,31,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Taras Stepanenko,MF,Ukraine,34,1989,0.9,63,74,85.1,991,189,31,35,88.6,29,35,82.9,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,5
Leonidas Stergiou,DF,Switzerland,21,2002,0.5,6,11,54.5,99,62,2,3,66.7,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Petar Stojanović,MF,Slovenia,28,1995,3.5,78,107,72.9,1318,341,41,50,82.0,28,35,80.0,8,15,53.3,0,0.2,0.2,-0.2,3,7,2,1,11
John Stones,DF,England,29,1994,7.7,525,559,93.9,9796,2812,200,210,95.2,261,266,98.1,57,73,78.1,0,0.0,0.1,0.0,1,30,0,0,21
Thomas Strakosha,GK,Albania,28,1995,3.0,65,93,69.9,2217,1760,11,11,100.0,25,26,96.2,29,55,52.7,0,0.0,0.0,0.0,0,0,0,0,0
Dávid Strelec,FW,Slovakia,22,2001,2.0,27,42,64.3,302,61,16,25,64.0,7,11,63.6,0,0,,1,0.8,0.7,+0.2,3,2,1,0,2
Callum Styles,MF,Hungary,23,2000,0.7,21,27,77.8,379,193,9,9,100.0,9,11,81.8,2,5,40.0,0,0.0,0.0,0.0,1,1,0,0,2
Luka Sučić,"FW,MF",Croatia,21,2002,1.6,77,84,91.7,1257,238,39,41,95.1,32,35,91.4,5,5,100.0,0,0.4,0.2,-0.4,3,7,3,1,7
Heorhiy Sudakov,MF,Ukraine,21,2002,2.9,100,120,83.3,1833,549,45,50,90.0,43,51,84.3,11,15,73.3,0,0.2,0.2,-0.2,4,12,3,0,15
Pavel Šulc,MF,Czechia,23,2000,0.9,12,16,75.0,136,30,6,6,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Tomáš Suslov,"FW,MF",Slovakia,21,2002,1.4,38,54,70.4,621,153,21,26,80.8,11,11,100.0,4,9,44.4,0,0.1,0.3,-0.1,3,3,4,3,6
Josip Šutalo,DF,Croatia,23,2000,3.0,191,199,96.0,3221,938,82,85,96.5,97,101,96.0,11,12,91.7,0,0.0,0.0,0.0,0,7,0,0,10
Oleksandr Svatok,DF,Ukraine,29,1994,0.9,24,25,96.0,356,116,15,16,93.8,9,9,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,3
Karol Świderski,FW,Poland,27,1997,1.0,11,16,68.8,172,49,4,6,66.7,6,9,66.7,1,1,100.0,0,0.6,0.3,-0.6,2,0,1,1,0
Serhiy Sydorchuk,MF,Ukraine,32,1991,0.1,1,2,50.0,18,19,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Attila Szalai,DF,Hungary,26,1998,1.1,48,59,81.4,883,371,23,24,95.8,14,18,77.8,9,14,64.3,0,0.0,0.0,0.0,0,3,0,0,8
Wojciech Szczęsny,GK,Poland,33,1990,2.0,42,66,63.6,1064,724,7,7,100.0,24,25,96.0,11,34,32.4,0,0.0,0.0,0.0,0,1,0,0,0
Dominik Szoboszlai,MF,Hungary,23,2000,3.0,110,149,73.8,2076,574,60,66,90.9,32,40,80.0,16,33,48.5,1,1.2,0.8,-0.2,7,6,3,1,8
Sebastian Szymański,MF,Poland,24,1999,1.2,30,37,81.1,414,136,16,18,88.9,10,13,76.9,2,3,66.7,0,0.0,0.0,0.0,1,4,0,0,8
Dušan Tadić,MF,Serbia,35,1988,1.7,65,87,74.7,943,269,43,48,89.6,11,13,84.6,6,16,37.5,0,0.6,0.7,-0.6,4,4,4,2,4
Jonathan Tah,DF,Germany,27,1996,3.5,266,282,94.3,4312,1437,121,124,97.6,138,146,94.5,5,9,55.6,0,0.1,0.1,-0.1,2,23,0,0,15
Maksym Talovierov,MF,Ukraine,23,2000,0.0,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Aurélien Tchouaméni,MF,France,24,2000,5.2,355,381,93.2,6679,2154,159,166,95.8,150,157,95.5,44,51,86.3,0,0.2,0.3,-0.2,6,70,3,3,56
