Player,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Cristiano Ronaldo,FW,Portugal,38,1985,5.4,146,2,6,49,92,24,145,7,3,42.9,4,57.1,82,350,132,3,5,1,6,5,112,33
Antonio Rüdiger,DF,Germany,30,1993,5.3,459,36,153,261,46,3,459,2,0,0.0,1,50.0,283,1205,745,3,8,0,1,1,345,0
Fabián Ruiz Peña,MF,Spain,27,1996,6.0,491,10,62,281,152,12,491,17,12,70.6,5,29.4,327,1710,883,18,13,2,3,8,399,16
Adrian Rus,MF,Romania,27,1996,0.2,6,0,1,5,0,0,6,0,0,,0,,2,5,2,0,0,0,0,0,2,0
Marcel Sabitzer,"FW,MF",Austria,29,1994,4.0,202,2,11,71,122,15,202,6,3,50.0,1,16.7,132,628,322,8,5,4,5,3,134,37
Bukayo Saka,"FW,DF",England,22,2001,7.0,333,10,48,112,176,29,333,30,14,46.7,11,36.7,215,1344,735,31,12,11,10,7,255,85
Bartosz Salamon,DF,Poland,32,1991,0.9,47,23,39,7,1,0,47,0,0,,0,,11,66,39,0,1,0,1,0,16,1
William Saliba,DF,France,22,2001,6.3,414,60,210,194,11,7,414,2,2,100.0,0,0.0,297,1401,707,4,1,1,2,0,305,0
Roland Sallai,MF,Hungary,26,1997,3.0,102,1,13,55,37,8,102,6,3,50.0,2,33.3,86,670,332,12,8,5,5,5,80,23
Lazar Samardzic,MF,Serbia,21,2002,0.6,25,0,2,12,11,0,25,3,1,33.3,2,66.7,14,74,16,0,0,0,0,1,16,2
Leroy Sané,FW,Germany,28,1996,2.3,99,0,14,22,67,10,99,15,5,33.3,8,53.3,63,439,240,5,6,1,2,4,80,23
Leo Sauer,FW,Slovakia,18,2005,0.1,5,0,0,0,5,0,5,1,0,0.0,1,100.0,4,19,12,0,0,0,0,1,4,3
Gianluca Scamacca,FW,Italy,25,1999,2.8,66,1,5,31,30,7,66,0,0,,0,,43,211,92,1,1,0,3,1,46,11
András Schäfer,MF,Hungary,24,1999,3.0,163,17,54,76,35,5,163,8,4,50.0,4,50.0,111,660,240,5,9,3,2,4,109,4
Fabian Schär,DF,Switzerland,32,1991,5.3,322,49,140,156,29,6,322,3,1,33.3,2,66.7,201,966,436,4,6,3,4,3,223,7
Patrik Schick,FW,Czechia,28,1996,1.4,53,5,10,15,28,7,53,3,0,0.0,3,100.0,29,153,62,2,2,1,2,2,35,6
Nico Schlotterbeck,DF,Germany,24,1999,1.3,102,13,40,56,7,2,102,0,0,,0,,42,211,141,1,2,0,1,1,64,1
Kasper Schmeichel,GK,Denmark,37,1986,4.0,120,103,120,0,0,0,120,0,0,,0,,72,341,219,0,0,0,0,0,58,0
Romano Schmid,"FW,MF",Austria,24,2000,1.6,90,1,13,34,43,4,90,4,2,50.0,1,25.0,55,240,103,3,3,1,2,6,53,11
Jerdy Schouten,MF,Netherlands,27,1997,5.6,356,15,65,226,66,6,356,6,6,100.0,0,0.0,244,830,349,7,4,2,3,1,269,11
Ivan Schranz,FW,Slovakia,30,1993,3.7,114,9,22,43,49,9,114,1,0,0.0,1,100.0,67,333,168,5,3,1,3,1,79,16
Taulant Seferi,FW,Albania,27,1996,1.0,31,2,11,16,6,1,31,0,0,,0,,22,104,55,2,1,0,0,2,19,3
Nicolas Seiwald,MF,Austria,22,2001,4.0,281,14,59,168,54,1,281,2,1,50.0,1,50.0,181,623,297,3,5,0,6,2,190,5
Nélson Semedo,DF,Portugal,30,1993,1.1,67,1,8,20,40,1,67,3,1,33.3,2,66.7,41,291,184,6,7,0,4,0,49,17
Benjamin Šeško,FW,Slovenia,20,2003,4.0,113,5,14,61,40,5,113,14,4,28.6,9,64.3,48,320,134,3,5,1,5,4,74,21
Petr Ševčík,MF,Czechia,29,1994,0.2,29,0,3,17,11,2,29,0,0,,0,,22,139,108,3,2,0,1,0,24,1
Stephan El Shaarawy,FW,Italy,31,1992,0.5,16,2,6,3,7,2,16,1,0,0.0,0,0.0,11,108,67,1,2,0,2,0,11,0
Lawrence Shankland,FW,Scotland,28,1995,0.3,18,1,2,5,11,1,18,1,0,0.0,1,100.0,9,46,11,1,1,0,1,0,9,1
Mykola Shaparenko,MF,Ukraine,25,1998,2.4,147,3,33,87,27,3,147,2,1,50.0,1,50.0,110,470,248,8,3,1,3,2,118,5
Xherdan Shaqiri,"MF,FW",Switzerland,32,1991,0.8,40,0,3,16,22,0,40,2,1,50.0,1,50.0,26,100,58,1,2,0,0,0,26,4
Luke Shaw,DF,England,28,1995,2.0,101,9,23,56,23,2,101,2,1,50.0,1,50.0,52,285,101,2,4,3,1,1,63,10
Vincent Sierro,MF,Switzerland,28,1995,0.4,32,4,8,15,9,0,32,1,0,0.0,1,100.0,14,95,36,0,0,0,1,0,21,0
António Silva,DF,Portugal,20,2003,0.8,71,2,11,47,14,2,71,0,0,,0,,50,234,155,1,5,0,0,0,54,1
Bernardo Silva,"FW,MF",Portugal,29,1994,4.7,296,4,25,127,144,20,296,5,3,60.0,2,40.0,207,1134,567,15,11,4,3,5,239,47
Unai Simón,GK,Spain,26,1997,6.3,258,203,254,4,0,0,258,0,0,,0,,189,832,438,0,0,0,0,0,154,0
Xavi Simons,"MF,FW",Netherlands,20,2003,5.0,236,1,19,106,118,14,236,15,4,26.7,10,66.7,159,1012,576,20,16,2,5,8,186,33
Michał Skóraś,DF,Poland,23,2000,0.3,11,1,4,5,2,0,11,0,0,,0,,6,25,18,1,0,0,0,1,6,0
Łukasz Skorupski,GK,Poland,32,1991,1.0,40,38,40,0,0,0,40,0,0,,0,,11,65,53,0,0,0,0,0,8,0
Andreas Skov Olsen,"MF,FW",Denmark,24,1999,1.4,55,1,9,20,26,5,55,2,1,50.0,1,50.0,32,213,129,4,4,2,4,0,38,11
Milan Škriniar,DF,Slovakia,28,1995,4.3,317,35,142,161,14,4,317,3,1,33.3,1,33.3,205,1093,707,4,2,0,1,0,226,0
Bartosz Slisz,MF,Poland,24,1999,1.2,50,3,14,28,9,2,50,0,0,,0,,19,116,71,1,4,0,0,0,34,2
Yann Sommer,GK,Switzerland,35,1988,5.3,172,153,169,3,0,0,172,0,0,,0,,127,585,386,0,0,0,0,0,112,0
Deian Sorescu,"MF,DF",Romania,26,1997,0.4,22,0,7,6,9,1,22,0,0,,0,,7,20,9,0,1,0,2,0,9,1
Borna Sosa,DF,Croatia,26,1998,0.1,3,1,1,1,1,0,3,0,0,,0,,1,10,6,0,0,0,0,0,2,1
Tomáš Souček,MF,Czechia,28,1995,3.0,121,12,35,53,33,10,121,1,0,0.0,0,0.0,57,202,61,0,0,0,1,2,72,4
Andraž Šporar,FW,Slovenia,29,1994,3.8,96,5,7,48,41,9,96,2,1,50.0,1,50.0,40,173,75,3,4,1,6,0,70,19
Nicolae Stanciu,"MF,FW",Romania,30,1993,3.9,138,8,19,74,46,1,138,4,1,25.0,2,50.0,69,294,102,2,0,0,4,4,90,3
Jindřich Staněk,GK,Czechia,27,1996,2.6,85,73,85,0,0,0,85,0,0,,0,,41,211,127,0,0,0,1,0,30,0
Josip Stanišić,DF,Croatia,23,2000,2.0,156,4,36,80,42,2,156,2,2,100.0,0,0.0,82,416,174,3,1,0,3,2,110,9
Renato Steffen,DF,Switzerland,32,1991,0.0,2,0,0,0,2,0,2,0,0,,0,,2,22,17,1,1,0,0,0,2,0
Taras Stepanenko,MF,Ukraine,34,1989,0.9,86,3,28,46,12,2,86,0,0,,0,,49,150,40,0,1,0,1,0,61,3
Leonidas Stergiou,DF,Switzerland,21,2002,0.5,25,5,14,9,2,0,25,0,0,,0,,6,11,1,0,0,0,3,0,7,1
Petar Stojanović,MF,Slovenia,28,1995,3.5,147,3,33,68,51,7,147,13,4,30.8,9,69.2,80,650,225,7,6,2,5,5,87,9
John Stones,DF,England,29,1994,7.7,597,60,229,361,12,1,597,2,1,50.0,0,0.0,429,2225,1154,0,4,0,3,0,489,1
Thomas Strakosha,GK,Albania,28,1995,3.0,99,89,99,0,0,0,99,0,0,,0,,54,319,240,0,0,0,0,0,38,0
Dávid Strelec,FW,Slovakia,22,2001,2.0,61,1,4,32,26,9,61,5,2,40.0,2,40.0,32,102,20,0,0,0,4,2,39,6
Callum Styles,MF,Hungary,23,2000,0.7,31,0,10,20,2,0,31,0,0,,0,,21,98,20,0,1,0,1,0,20,0
Luka Sučić,"FW,MF",Croatia,21,2002,1.6,97,0,7,50,40,5,97,4,3,75.0,1,25.0,67,490,257,6,4,0,1,0,78,5
Heorhiy Sudakov,MF,Ukraine,21,2002,2.9,146,4,33,69,46,2,146,5,3,60.0,2,40.0,103,606,281,6,8,2,6,2,115,11
Pavel Šulc,MF,Czechia,23,2000,0.9,24,2,9,7,8,1,24,0,0,,0,,10,68,36,3,2,1,2,0,8,2
Tomáš Suslov,"FW,MF",Slovakia,21,2002,1.4,75,2,11,26,39,1,75,9,3,33.3,5,55.6,47,262,158,6,1,2,2,3,48,10
Josip Šutalo,DF,Croatia,23,2000,3.0,235,34,102,128,6,1,235,3,3,100.0,0,0.0,129,559,319,1,0,0,2,2,174,0
Oleksandr Svatok,DF,Ukraine,29,1994,0.9,32,10,23,9,0,0,32,0,0,,0,,15,41,7,0,0,0,0,0,17,0
Karol Świderski,FW,Poland,27,1997,1.0,25,0,6,8,11,1,25,2,0,0.0,2,100.0,10,48,6,0,0,0,2,1,18,6
Serhiy Sydorchuk,MF,Ukraine,32,1991,0.1,3,0,1,2,1,0,3,0,0,,0,,1,12,11,0,0,0,1,0,3,0
Attila Szalai,DF,Hungary,26,1998,1.1,74,5,27,41,6,1,74,1,0,0.0,0,0.0,48,179,98,0,3,0,1,0,46,2
Wojciech Szczęsny,GK,Poland,33,1990,2.0,74,64,73,1,0,0,74,0,0,,0,,37,262,190,0,0,0,0,0,38,0
Dominik Szoboszlai,MF,Hungary,23,2000,3.0,181,7,30,91,63,6,181,12,3,25.0,9,75.0,106,489,220,6,3,3,4,1,100,10
Sebastian Szymański,MF,Poland,24,1999,1.2,56,0,14,26,17,2,56,2,0,0.0,2,100.0,24,153,74,3,2,0,2,2,33,3
Dušan Tadić,MF,Serbia,35,1988,1.7,97,2,9,36,52,2,97,2,1,50.0,0,0.0,68,349,141,4,5,1,1,3,74,17
Jonathan Tah,DF,Germany,27,1996,3.5,308,21,89,201,19,2,308,0,0,,0,,197,848,534,0,4,0,1,0,248,1
Maksym Talovierov,MF,Ukraine,23,2000,0.0,2,0,0,2,0,0,2,0,0,,0,,2,3,2,0,0,0,0,0,2,0
Aurélien Tchouaméni,MF,France,24,2000,5.2,423,12,69,293,63,5,423,0,0,,0,,335,1709,786,9,7,0,2,2,351,5
Arthur Theate,DF,Belgium,23,2000,2.8,220,10,70,123,31,0,220,0,0,,0,,143,566,327,5,4,0,1,2,147,4
Marcus Thuram,FW,France,26,1997,2.9,91,4,10,36,49,17,91,8,4,50.0,1,12.5,59,346,178,7,5,4,8,7,72,18
Youri Tielemans,MF,Belgium,26,1997,1.6,127,3,17,71,39,1,127,0,0,,0,,74,284,180,3,2,0,1,0,96,1
Kieran Tierney,DF,Scotland,26,1997,1.5,101,7,54,37,11,0,101,0,0,,0,,66,310,162,2,1,0,1,0,68,0
Ivan Toney,FW,England,27,1996,0.5,19,1,2,7,10,1,19,0,0,,0,,6,22,13,0,2,0,1,0,12,1
Ferrán Torres,"FW,MF",Spain,23,2000,1.7,68,0,7,16,45,11,68,5,0,0.0,5,100.0,36,207,114,4,2,3,4,1,47,15
Cenk Tosun,FW,Türkiye,32,1991,0.3,7,0,0,3,4,3,7,0,0,,0,,5,25,14,1,0,1,0,0,8,1
Gernot Trauner,DF,Austria,31,1992,1.0,85,6,38,45,2,1,85,0,0,,0,,58,298,187,0,1,0,0,0,60,0
Kieran Trippier,DF,England,33,1990,5.0,382,13,61,189,132,5,382,2,0,0.0,1,50.0,201,606,269,2,6,0,0,2,263,27
Leandro Trossard,FW,Belgium,29,1994,1.9,90,0,13,36,44,8,90,3,0,0.0,1,33.3,63,297,141,5,5,3,4,3,72,8
Anatolii Trubin,GK,Ukraine,22,2001,2.0,76,67,76,0,0,0,76,0,0,,0,,47,215,150,0,0,0,0,0,40,0
Heorhii Tsitaishvili,"DF,MF",Georgia,23,2000,2.1,91,5,27,36,29,4,91,6,2,33.3,3,50.0,58,365,164,5,4,1,3,0,62,15
Viktor Tsyhankov,FW,Ukraine,26,1997,0.7,42,0,1,15,26,4,42,1,0,0.0,1,100.0,29,166,45,2,0,3,2,0,32,6
Ľubomír Tupta,MF,Slovakia,25,1998,0.1,5,0,0,1,4,0,5,0,0,,0,,4,29,0,0,0,0,0,0,4,1
Oleksandr Tymchyk,DF,Ukraine,27,1997,2.2,109,5,35,48,27,2,109,0,0,,0,,46,240,136,5,4,0,4,1,43,11
Deniz Undav,MF,Germany,27,1996,0.1,3,0,0,2,1,0,3,0,0,,0,,2,4,0,0,0,0,0,0,2,0
Dayot Upamecano,DF,France,25,1998,6.3,421,32,176,226,22,9,421,1,0,0.0,1,100.0,311,1657,1019,3,3,0,4,1,306,2
Kacper Urbanski,"FW,MF",Poland,19,2004,1.6,67,3,16,35,19,2,67,5,3,60.0,2,40.0,39,300,141,4,3,0,4,3,50,4
Virgil van Dijk,DF,Netherlands,32,1991,6.0,452,79,242,199,12,6,452,0,0,,0,,270,1003,460,0,2,0,1,0,309,0
Vladyslav Vanat,FW,Ukraine,22,2002,0.2,4,0,0,1,3,0,4,0,0,,0,,3,11,0,0,0,0,2,0,4,2
Barnabás Varga,FW,Hungary,30,1994,2.8,84,8,14,46,25,9,84,1,0,0.0,1,100.0,43,182,38,1,3,0,5,2,53,11
Ruben Vargas,"MF,FW",Switzerland,25,1998,3.4,161,3,18,47,96,14,161,6,1,16.7,3,50.0,101,554,260,13,2,8,7,6,108,21
Denis Vavro,DF,Slovakia,27,1996,4.3,300,32,133,152,18,4,300,1,0,0.0,0,0.0,197,1075,656,1,6,0,2,0,212,2
Joey Veerman,MF,Netherlands,25,1998,2.3,187,2,31,107,49,2,187,3,1,33.3,1,33.3,116,403,125,1,2,0,5,1,138,1
Miloš Veljković,DF,Serbia,28,1995,3.0,240,10,83,150,8,0,240,0,0,,0,,193,882,510,5,1,0,2,0,193,3
Micky van de Ven,DF,Netherlands,22,2001,0.8,53,2,17,23,13,1,53,2,1,50.0,1,50.0,26,114,66,1,0,0,1,0,29,2
Benjamin Verbič,MF,Slovenia,30,1993,0.8,25,1,6,9,11,3,25,4,2,50.0,2,50.0,12,83,60,2,2,0,1,0,15,3
Bart Verbruggen,GK,Netherlands,21,2002,6.0,225,179,222,3,0,0,225,0,0,,0,,150,641,374,0,0,0,0,0,137,0
Jan Vertonghen,DF,Belgium,36,1987,3.0,233,52,143,89,1,1,233,0,0,,0,,180,592,181,0,0,0,3,1,192,1
Jannik Vestergaard,DF,Denmark,31,1992,4.0,297,37,120,171,7,6,297,0,0,,0,,205,877,535,1,0,0,1,0,218,2
Žan Vipotnik,FW,Slovenia,21,2002,0.2,5,1,2,0,3,0,5,0,0,,0,,3,37,0,0,1,0,1,1,5,0
Vitinha,MF,Portugal,23,2000,4.0,349,4,43,213,97,7,349,4,3,75.0,1,25.0,261,1262,648,7,12,1,4,1,280,9
Daniel Vivian,DF,Spain,24,1999,1.4,125,10,47,74,5,1,125,1,0,0.0,1,100.0,89,537,383,0,1,0,0,0,91,1
Dušan Vlahović,"MF,FW",Serbia,24,2000,2.0,46,0,5,15,26,7,46,2,2,100.0,0,0.0,30,144,40,1,1,1,4,7,29,8
Stefan de Vrij,DF,Netherlands,31,1992,6.0,465,28,195,251,19,5,465,1,0,0.0,1,100.0,309,1469,926,2,4,0,4,0,348,2
Kyle Walker,DF,England,33,1990,7.7,594,14,137,354,107,6,594,8,4,50.0,3,37.5,350,1725,793,14,5,2,5,1,437,24
Ollie Watkins,FW,England,28,1995,0.7,13,0,0,3,10,3,13,1,0,0.0,1,100.0,4,19,0,0,0,0,4,0,8,2
Wout Weghorst,FW,Netherlands,31,1992,1.5,51,3,5,30,17,7,51,4,0,0.0,4,100.0,23,82,10,0,0,0,2,2,41,8
Andreas Weimann,FW,Austria,32,1991,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Silvan Widmer,DF,Switzerland,30,1993,3.3,159,10,46,66,47,8,159,2,0,0.0,2,100.0,62,241,88,2,0,1,3,2,79,15
Georginio Wijnaldum,MF,Netherlands,33,1990,0.8,17,0,5,7,5,0,17,0,0,,0,,9,38,7,0,0,0,0,1,11,1
Nico Williams,FW,Spain,21,2002,5.5,280,0,16,65,206,27,280,36,13,36.1,21,58.3,188,1273,774,32,13,10,8,11,210,67
Patrick Wimmer,"FW,MF",Austria,22,2001,1.5,66,3,5,34,30,2,66,6,2,33.3,4,66.7,44,228,121,5,3,0,1,4,41,10
Jonas Wind,FW,Denmark,24,1999,2.1,92,0,1,48,43,14,92,3,0,0.0,2,66.7,69,182,84,0,1,0,3,3,81,21
Florian Wirtz,"FW,MF",Germany,20,2003,3.1,221,1,18,95,113,12,221,12,9,75.0,3,25.0,142,996,483,17,13,4,5,4,176,34
Maximilian Wöber,DF,Austria,25,1998,1.9,139,9,53,72,14,2,139,0,0,,0,,102,588,357,2,4,0,3,0,96,2
Granit Xhaka,MF,Switzerland,31,1992,5.3,445,27,116,251,79,5,445,4,2,50.0,1,25.0,295,1203,671,8,11,1,3,2,335,7
Lamine Yamal,FW,Spain,16,2007,5.6,285,2,18,73,198,33,285,33,12,36.4,18,54.5,195,1352,721,31,14,14,11,7,213,43
Roman Yaremchuk,FW,Ukraine,28,1995,1.3,43,1,3,19,21,7,43,2,2,100.0,0,0.0,33,208,89,3,2,0,5,1,38,11
Andriy Yarmolenko,"FW,MF",Ukraine,34,1989,1.2,58,0,7,22,29,4,58,1,0,0.0,0,0.0,35,190,129,4,3,0,0,0,40,11
Yusuf Yazıcı,"MF,FW",Türkiye,27,1997,0.6,26,0,4,12,10,2,26,1,1,100.0,0,0.0,16,60,35,0,1,0,3,0,20,2
Kenan Yıldız,"FW,MF",Türkiye,18,2005,3.8,151,1,15,54,85,13,151,14,6,42.9,7,50.0,91,580,309,12,7,5,8,1,124,23
Okay Yokuşlu,"MF,DF",Türkiye,29,1994,0.6,41,4,13,26,3,0,41,0,0,,0,,19,134,59,0,1,0,1,0,21,0
İsmail Yüksek,MF,Türkiye,25,1999,1.7,120,8,30,74,18,0,120,0,0,,0,,63,278,123,2,3,0,1,0,78,2
Illia Zabarnyi,DF,Ukraine,21,2002,3.0,221,21,116,104,3,0,221,1,1,100.0,0,0.0,159,1005,719,0,2,0,5,1,167,0
Mattia Zaccagni,"MF,FW",Italy,28,1995,0.9,49,1,6,12,31,3,49,6,3,50.0,2,33.3,33,201,88,2,2,0,0,1,32,14
Denis Zakaria,MF,Switzerland,27,1996,0.3,10,0,2,5,3,1,10,0,0,,0,,4,12,10,0,0,0,0,0,7,0
Nicola Zalewski,DF,Poland,22,2002,2.7,128,7,34,55,44,3,128,12,6,50.0,4,33.3,67,627,367,11,4,2,2,1,80,9
Piotr Zieliński,MF,Poland,29,1994,2.8,171,2,39,78,56,2,171,7,3,42.9,3,42.9,104,862,500,16,11,1,1,2,125,11
Oleksandr Zinchenko,DF,Ukraine,27,1996,2.4,179,8,58,89,35,0,179,1,1,100.0,0,0.0,111,463,260,3,5,0,1,1,117,6
Joshua Zirkzee,"FW,DF",Netherlands,22,2001,0.1,4,0,1,2,2,0,4,0,0,,0,,2,14,2,0,1,0,1,0,2,2
Andrija Živković,DF,Serbia,27,1996,2.7,160,4,38,66,57,2,160,5,2,40.0,3,60.0,110,595,283,8,5,1,2,1,109,16
Budu Zivzivadze,"FW,MF",Georgia,29,1994,0.2,5,0,0,3,2,2,5,0,0,,0,,5,10,6,0,0,0,1,0,5,1
Steven Zuber,MF,Switzerland,32,1991,0.9,41,0,8,13,20,2,41,1,1,100.0,0,0.0,30,96,35,0,0,0,2,2,35,7
Martín Zubimendi,MF,Spain,24,1999,1.6,127,2,27,75,27,0,127,1,1,100.0,0,0.0,79,516,268,5,6,0,0,0,101,3
Oleksandr Zubkov,FW,Ukraine,27,1996,0.3,12,1,2,4,6,2,12,0,0,,0,,5,12,2,0,0,0,0,0,6,1
