Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Bukayo Saka,ENG,"MF,FW",Arsenal,Premier League,23-042,2001,6.3,191,243,78.6,3013,1054,109,117,93.2,61,80,76.3,16,31,51.6,7,3.5,3.2,+3.5,27,7,14,4,30
Marco Sala,ITA,DF,Como,Serie A,25-135,1999,1.0,43,52,82.7,687,186,20,22,90.9,21,22,95.5,2,6,33.3,0,0.1,0.2,-0.1,1,1,2,1,6
Ibrahim Salah,MAR,FW,Brest,Ligue 1,23-048,2001,1.4,27,37,73.0,367,61,18,19,94.7,6,12,50.0,2,4,50.0,0,0.2,0.1,-0.2,1,0,0,0,1
Mohamed Salah,EGY,FW,Liverpool,Premier League,32-124,1992,6.7,170,224,75.9,2706,669,94,115,81.7,57,70,81.4,15,25,60.0,4,2.1,1.5,+1.9,14,13,14,3,27
Amine Salama,FRA,"FW,MF",Reims,Ligue 1,24-091,2000,1.1,22,24,91.7,455,66,11,11,100.0,6,7,85.7,5,5,100.0,0,0.1,0.1,-0.1,1,1,1,0,3
Kike Salas,ESP,DF,Sevilla,La Liga,22-177,2002,2.2,157,192,81.8,2779,865,59,69,85.5,85,95,89.5,10,24,41.7,0,0.0,0.0,0.0,0,7,0,0,11
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,28-035,1996,3.3,141,205,68.8,2661,904,56,66,84.8,70,96,72.9,14,34,41.2,0,0.2,0.4,-0.2,4,12,5,1,16
William Saliba,FRA,DF,Arsenal,Premier League,23-207,2001,7.0,395,416,95.0,6970,1913,140,146,95.9,236,245,96.3,16,18,88.9,0,0.0,0.1,0.0,0,25,1,0,22
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25-183,1999,4.1,255,303,84.2,4448,2054,103,116,88.8,138,151,91.4,14,32,43.8,0,0.0,0.1,0.0,2,21,2,0,29
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27-148,1997,0.5,11,17,64.7,218,78,4,6,66.7,5,5,100.0,2,6,33.3,0,0.1,0.0,-0.1,1,2,0,0,3
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31-331,1992,2.9,103,119,86.6,2029,792,28,31,90.3,64,66,97.0,11,20,55.0,0,0.0,0.0,0.0,0,5,0,0,3
Lazar Samardzic,SRB,"MF,FW",Atalanta,Serie A,22-236,2002,2.4,92,121,76.0,1573,447,46,54,85.2,32,43,74.4,11,19,57.9,0,0.5,0.5,-0.5,9,11,5,2,15
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,28-346,1995,0.4,4,6,66.7,37,22,3,5,60.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,28-346,1995,1.9,23,37,62.2,363,108,10,17,58.8,6,7,85.7,4,7,57.1,1,0.7,0.2,+0.3,5,2,2,2,2
Brice Samba,FRA,GK,Lens,Ligue 1,30-175,1994,7.0,195,247,78.9,5508,3792,29,30,96.7,102,103,99.0,64,113,56.6,0,0.0,0.0,0.0,0,9,1,0,1
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,24-361,1999,1.9,99,109,90.8,1560,355,53,56,94.6,35,37,94.6,8,12,66.7,0,0.0,0.0,0.0,0,6,0,0,7
Chuky san jose,ESP,"MF,FW",Valladolid,La Liga,20-171,2004,1.0,7,12,58.3,110,74,5,6,83.3,0,2,0.0,2,3,66.7,0,0.0,0.1,0.0,1,0,0,0,0
Antonio Sanabria,PAR,"FW,MF",Torino,Serie A,28-227,1996,2.4,39,51,76.5,529,34,22,28,78.6,13,15,86.7,1,3,33.3,0,0.1,0.1,-0.1,2,1,0,0,1
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24-175,2000,6.0,174,210,82.9,2593,621,101,117,86.3,55,65,84.6,12,17,70.6,0,0.4,0.4,-0.4,4,22,7,0,31
Antonio Sánchez,ESP,"DF,FW",Mallorca,La Liga,27-290,1997,4.7,128,184,69.6,2043,728,67,79,84.8,41,57,71.9,13,34,38.2,0,0.2,0.5,-0.2,3,6,5,3,10
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,32-024,1992,4.1,113,153,73.9,2224,701,45,51,88.2,47,61,77.0,21,36,58.3,0,0.8,0.5,-0.8,5,11,4,1,21
Javi Sánchez,ESP,DF,Valladolid,La Liga,27-217,1997,2.7,130,149,87.2,2751,1060,47,50,94.0,60,64,93.8,23,32,71.9,0,0.2,0.3,-0.2,1,5,0,0,3
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,21-063,2003,3.4,77,97,79.4,1097,292,42,47,89.4,32,38,84.2,1,1,100.0,0,0.2,0.1,-0.2,6,6,2,1,9
Manu Sánchez,ESP,DF,Alavés,La Liga,24-054,2000,6.5,172,254,67.7,2728,1171,96,116,82.8,58,79,73.4,14,36,38.9,0,0.1,0.3,-0.1,3,13,4,3,19
Robert Sánchez,ESP,GK,Chelsea,Premier League,26-334,1997,7.0,240,300,80.0,5405,3533,53,54,98.1,148,152,97.4,38,92,41.3,0,0.0,0.0,0.0,0,5,0,0,0
Jadon Sancho,ENG,FW,Chelsea,Premier League,24-206,2000,2.9,88,110,80.0,1259,287,53,62,85.5,32,38,84.2,1,4,25.0,3,1.1,0.9,+1.9,8,2,8,0,14
Philipp Sander,GER,MF,Gladbach,Bundesliga,26-239,1998,3.4,162,204,79.4,2523,678,80,91,87.9,73,86,84.9,5,21,23.8,0,0.1,0.2,-0.1,1,14,2,1,20
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28-280,1996,0.4,18,24,75.0,215,68,13,16,81.3,4,5,80.0,0,0,,0,0.2,0.1,-0.2,2,1,3,0,6
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22-188,2002,5.8,232,278,83.5,4288,1609,77,84,91.7,138,151,91.4,12,35,34.3,0,0.1,0.1,-0.1,2,20,1,0,20
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26-320,1997,2.4,86,113,76.1,1305,411,48,56,85.7,32,41,78.0,5,9,55.6,0,0.0,0.1,0.0,1,5,1,0,8
Nhoa Sangui,FRA,DF,Reims,Ligue 1,18-233,2006,4.8,176,212,83.0,2672,653,94,100,94.0,69,79,87.3,6,16,37.5,1,0.2,0.3,+0.8,2,11,2,1,14
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23-292,2000,5.8,137,182,75.3,2199,473,74,88,84.1,53,68,77.9,9,15,60.0,0,0.0,0.1,0.0,1,14,1,0,12
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29-222,1995,3.0,129,160,80.6,2397,917,51,63,81.0,57,64,89.1,17,24,70.8,1,0.2,0.1,+0.8,3,17,2,0,17
Jesús Santiago,ESP,MF,Getafe,La Liga,20-145,2004,1.9,34,48,70.8,476,163,22,29,75.9,9,11,81.8,1,4,25.0,0,0.0,0.1,0.0,0,5,0,0,5
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20-167,2004,5.8,218,260,83.8,3731,1279,101,119,84.9,98,113,86.7,17,19,89.5,0,0.7,0.4,-0.7,7,20,4,0,27
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21-189,2003,3.5,97,134,72.4,2132,1478,32,32,100.0,41,41,100.0,24,61,39.3,0,0.0,0.0,0.0,0,0,0,0,0
Tiago Santos,POR,DF,Lille,Ligue 1,22-086,2002,4.5,175,223,78.5,2807,603,97,106,91.5,70,87,80.5,6,19,31.6,0,0.6,0.8,-0.6,5,15,8,4,17
Pablo Sarabia,ESP,"FW,MF",Wolves,Premier League,32-159,1992,0.3,17,27,63.0,311,146,9,11,81.8,6,7,85.7,2,4,50.0,0,0.0,0.0,0.0,0,3,2,0,6
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22-123,2002,0.1,6,6,100.0,74,1,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23-220,2001,0.4,8,17,47.1,87,20,5,9,55.6,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Ismaila Sarr,SEN,"FW,MF",Crystal Palace,Premier League,26-235,1998,2.5,50,74,67.6,697,196,25,29,86.2,23,34,67.6,0,3,0.0,0,0.9,0.8,-0.9,5,2,3,1,3
Malang Sarr,FRA,DF,Lens,Ligue 1,25-268,1999,1.0,54,65,83.1,1037,263,20,22,90.9,25,28,89.3,9,13,69.2,0,0.0,0.2,0.0,0,2,1,0,2
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,19-049,2005,1.8,56,62,90.3,987,260,25,26,96.2,27,32,84.4,4,4,100.0,0,0.0,0.0,0.0,2,6,0,0,2
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23-240,2001,0.5,10,18,55.6,103,26,8,11,72.7,1,3,33.3,0,1,0.0,0,0.1,0.1,-0.1,2,0,0,0,1
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32-300,1991,6.9,300,428,70.1,6494,2078,109,132,82.6,109,144,75.7,71,122,58.2,2,2.4,1.5,-0.4,17,43,6,1,56
Sávio,BRA,FW,Manchester City,Premier League,20-190,2004,3.2,134,172,77.9,1777,312,93,106,87.7,34,44,77.3,2,12,16.7,2,1.5,0.9,+0.5,8,2,12,3,13
Nicolò Savona,ITA,DF,Juventus,Serie A,21-212,2003,4.3,274,298,91.9,4602,1162,117,121,96.7,135,146,92.5,16,22,72.7,0,0.5,0.4,-0.5,4,11,2,1,16
Saba Sazonov,GEO,DF,Torino,Serie A,22-259,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,Bundesliga,21-291,2002,5.8,323,373,86.6,5294,1446,164,170,96.5,128,147,87.1,21,38,55.3,0,0.3,0.2,-0.3,2,15,2,1,9
Kevin Schade,GER,"FW,MF",Brentford,Premier League,22-325,2001,4.2,39,77,50.6,556,130,23,39,59.0,14,29,48.3,1,4,25.0,0,0.1,0.0,-0.1,2,3,2,0,4
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25-187,1999,4.2,128,172,74.4,1747,473,76,92,82.6,42,53,79.2,3,12,25.0,0,0.0,0.1,0.0,1,9,2,0,14
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32-302,1991,4.3,235,277,84.8,4722,1913,90,100,90.0,119,123,96.7,26,49,53.1,0,0.0,0.3,0.0,0,25,1,0,17
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28-267,1996,1.2,15,19,78.9,191,18,10,12,83.3,4,6,66.7,0,0,,0,0.1,0.1,-0.1,2,1,0,0,2
Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,30-172,1994,0.4,5,7,71.4,92,12,0,1,0.0,4,5,80.0,0,0,,0,0.1,0.1,-0.1,1,0,0,0,1
Joël Schingtienne,BEL,DF,Venezia,Serie A,22-066,2002,1.0,28,29,96.6,470,117,10,11,90.9,17,17,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27-172,1997,5.4,274,316,86.7,5172,1996,103,109,94.5,149,161,92.5,21,42,50.0,0,0.0,0.1,0.0,0,19,1,0,24
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24-321,1999,4.8,383,441,86.8,7116,2841,143,153,93.5,207,230,90.0,32,50,64.0,0,0.0,0.2,0.0,2,39,2,1,41
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31-299,1992,0.4,18,24,75.0,286,56,7,8,87.5,9,12,75.0,1,3,33.3,0,0.1,0.1,-0.1,1,2,0,0,1
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24-264,2000,5.8,226,292,77.4,3436,1020,129,141,91.5,67,97,69.1,19,30,63.3,1,1.1,1.5,-0.1,10,21,17,7,43
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26-230,1998,1.6,97,126,77.0,1853,506,36,44,81.8,42,48,87.5,17,29,58.6,0,0.3,0.2,-0.3,4,16,1,0,14
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25-127,1999,5.2,124,160,77.5,2253,628,48,57,84.2,54,60,90.0,17,29,58.6,0,0.4,0.5,-0.4,6,11,4,1,15
Marvin Schulz,GER,MF,Holstein Kiel,Bundesliga,29-276,1995,0.3,12,15,80.0,191,64,5,5,100.0,5,5,100.0,1,4,25.0,0,0.0,0.0,0.0,1,1,0,0,2
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,26-034,1998,2.9,49,79,62.0,864,401,25,33,75.8,15,25,60.0,8,16,50.0,0,0.8,1.2,-0.8,5,10,5,1,9
Alex Scott,ENG,MF,Bournemouth,Premier League,21-057,2003,2.2,86,98,87.8,1611,600,38,43,88.4,40,42,95.2,8,9,88.9,0,0.1,0.1,-0.1,3,16,2,0,26
Simone Scuffet,ITA,GK,Cagliari,Serie A,28-139,1996,7.0,160,215,74.4,4296,3251,31,32,96.9,82,83,98.8,47,98,48.0,0,0.0,0.0,0.0,0,2,0,0,0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21-186,2003,0.2,3,4,75.0,37,20,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,2
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32-309,1991,4.5,117,147,79.6,2384,916,37,43,86.0,62,75,82.7,17,26,65.4,0,0.0,0.0,0.0,0,6,0,0,6
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24-135,2000,5.9,252,307,82.1,4395,1403,111,119,93.3,120,140,85.7,18,36,50.0,0,0.1,0.4,-0.1,3,21,6,0,26
Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,23-166,2001,3.7,191,222,86.0,3223,968,93,102,91.2,83,100,83.0,14,17,82.4,0,0.1,0.1,-0.1,2,16,3,0,30
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32-234,1992,7.0,96,202,47.5,3535,2980,18,18,100.0,30,31,96.8,48,150,32.0,0,0.0,0.1,0.0,0,12,1,0,1
Nélson Semedo,POR,DF,Wolves,Premier League,30-336,1993,4.7,181,213,85.0,2902,821,92,104,88.5,80,91,87.9,8,14,57.1,1,0.4,0.3,+0.6,3,15,1,0,13
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24-284,2000,6.7,129,184,70.1,1924,446,75,88,85.2,43,60,71.7,8,18,44.4,1,1.9,1.4,-0.9,7,8,5,1,14
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23-263,2001,1.2,65,77,84.4,1136,372,29,31,93.5,30,34,88.2,5,9,55.6,0,0.1,0.0,-0.1,2,2,1,1,3
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27-160,1997,4.8,192,253,75.9,3866,1984,67,76,88.2,102,115,88.7,22,58,37.9,0,0.2,0.3,-0.2,3,31,5,2,23
Suat Serdar,GER,MF,Hellas Verona,Serie A,27-189,1997,0.2,4,8,50.0,71,6,2,3,66.7,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Sergi,ESP,DF,Leganés,La Liga,32-180,1992,9.0,412,494,83.4,8152,3027,120,132,90.9,240,263,91.3,49,84,58.3,0,0.0,0.0,0.0,2,11,0,0,22
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21-139,2003,4.8,88,129,68.2,1111,272,61,80,76.3,21,33,63.6,3,6,50.0,2,0.3,0.2,+1.7,3,4,4,0,12
Stephan El Shaarawy,ITA,DF,Roma,Serie A,31-356,1992,2.8,122,151,80.8,1840,467,62,73,84.9,58,68,85.3,0,2,0.0,1,0.3,0.4,+0.7,5,5,4,2,11
Eldor Shomurodov,UZB,"FW,DF",Roma,Serie A,29-110,1995,0.4,12,16,75.0,139,14,11,11,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32-080,1992,4.1,198,256,77.3,3973,1686,61,75,81.3,107,124,86.3,27,41,65.9,1,1.5,0.9,-0.5,5,18,8,5,19
Armindo Sieb,GER,"MF,FW",Mainz 05,Bundesliga,21-243,2003,2.2,38,61,62.3,509,184,26,33,78.8,10,21,47.6,1,2,50.0,0,0.1,0.1,-0.1,2,5,1,0,5
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,29-009,1995,6.2,272,353,77.1,5024,1873,115,131,87.8,130,158,82.3,25,52,48.1,1,1.8,1.5,-0.8,12,26,5,0,42
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24-222,2000,0.1,3,4,75.0,48,31,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Kiliann Sildillia,FRA,FW,Freiburg,Bundesliga,22-154,2002,0.0,1,2,50.0,41,39,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
André Silva,POR,FW,RB Leipzig,Bundesliga,28-346,1995,0.2,7,9,77.8,64,13,7,8,87.5,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,30-068,1994,6.1,303,345,87.8,4441,699,169,184,91.8,117,129,90.7,9,13,69.2,3,2.3,1.5,+0.7,19,10,8,1,29
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27-078,1997,3.1,198,254,78.0,2983,1056,123,133,92.5,62,80,77.5,12,31,38.7,1,1.0,0.9,0.0,10,14,5,1,17
Fábio Silva,POR,"FW,MF",Las Palmas,La Liga,22-090,2002,3.9,69,100,69.0,946,184,39,51,76.5,19,24,79.2,4,8,50.0,0,0.1,0.1,-0.1,2,5,1,0,5
Jota Silva,POR,"MF,FW",Nott'ham Forest,Premier League,25-077,1999,1.3,16,28,57.1,244,131,7,11,63.6,6,8,75.0,1,3,33.3,1,0.7,0.3,+0.3,3,1,1,0,5
Rui Silva,POR,GK,Betis,La Liga,30-253,1994,9.0,244,298,81.9,5677,3282,43,43,100.0,155,155,100.0,44,98,44.9,0,0.0,0.0,0.0,0,1,0,0,0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23-122,2001,2.6,42,61,68.9,549,220,30,39,76.9,9,16,56.3,1,1,100.0,1,0.2,0.1,+0.8,2,3,2,1,7
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24-167,2000,0.6,42,50,84.0,779,306,15,19,78.9,21,23,91.3,5,5,100.0,0,0.3,0.2,-0.3,3,5,2,1,7
Giovanni Simeone,ARG,FW,Napoli,Serie A,29-104,1995,1.5,25,36,69.4,282,35,20,23,87.0,5,9,55.6,0,1,0.0,0,0.0,0.1,0.0,1,1,0,0,2
Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,La Liga,21-304,2002,1.0,14,23,60.9,219,54,6,8,75.0,7,9,77.8,1,3,33.3,0,0.0,0.0,0.0,0,1,1,0,1
Moses Simon,NGA,FW,Nantes,Ligue 1,29-097,1995,6.4,144,215,67.0,2440,601,69,83,83.1,63,85,74.1,12,28,42.9,2,1.4,1.2,+0.6,11,3,10,5,16
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21-179,2003,5.8,235,300,78.3,3716,1001,122,143,85.3,83,97,85.6,20,39,51.3,1,1.7,1.7,-0.7,11,21,15,1,41
Danel Sinani,LUX,"MF,FW",St. Pauli,Bundesliga,27-195,1997,0.3,11,14,78.6,140,58,6,6,100.0,4,5,80.0,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24-314,1999,6.6,165,210,78.6,2265,428,101,120,84.2,51,61,83.6,3,6,50.0,1,1.3,1.6,-0.3,8,5,4,2,21
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23-297,2000,4.1,196,233,84.1,3543,1247,79,91,86.8,102,110,92.7,13,26,50.0,1,0.1,0.2,+0.9,2,14,3,1,18
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25-122,1999,2.0,52,65,80.0,757,117,32,34,94.1,16,23,69.6,3,3,100.0,1,1.0,0.9,0.0,9,4,1,1,3
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29-105,1995,1.0,50,66,75.8,682,211,31,31,100.0,17,25,68.0,1,7,14.3,0,0.0,0.0,0.0,1,2,1,0,3
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,29-040,1995,5.0,316,351,90.0,5699,2174,115,123,93.5,173,186,93.0,25,35,71.4,0,0.0,0.1,0.0,0,20,0,0,30
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28-325,1995,5.1,63,97,64.9,994,92,34,45,75.6,24,35,68.6,4,6,66.7,1,0.5,0.3,+0.5,6,6,1,0,4
Ibrahima Sissoko,MLI,"MF,DF",Bochum,Bundesliga,26-356,1997,5.8,157,202,77.7,2678,996,64,77,83.1,81,97,83.5,9,17,52.9,0,0.2,0.2,-0.2,6,15,4,2,25
Antonio Sivera,ESP,GK,Alavés,La Liga,28-067,1996,9.0,155,263,58.9,6414,5504,10,10,100.0,49,49,100.0,94,201,46.8,0,0.1,0.0,-0.1,1,12,0,0,0
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,28-040,1996,1.9,27,43,62.8,383,112,16,19,84.2,9,13,69.2,2,4,50.0,1,0.3,0.3,+0.7,3,1,4,2,3
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29-160,1995,4.6,149,166,89.8,2141,535,86,93,92.5,53,57,93.0,3,3,100.0,0,0.1,0.2,-0.1,3,4,3,0,11
Oliver Skipp,ENG,MF,Leicester City,Premier League,24-031,2000,4.0,126,145,86.9,1925,568,66,74,89.2,45,48,93.8,9,13,69.2,0,0.1,0.2,-0.1,3,9,3,0,11
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24-324,1999,4.7,195,244,79.9,4142,1718,52,62,83.9,113,131,86.3,29,48,60.4,0,0.0,0.0,0.0,1,17,0,0,23
Łukasz Skorupski,POL,GK,Bologna,Serie A,33-165,1991,5.0,153,186,82.3,3932,2401,22,22,100.0,85,86,98.8,44,75,58.7,0,0.0,0.0,0.0,0,0,0,0,0
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29-249,1995,1.2,95,100,95.0,1814,726,31,32,96.9,54,56,96.4,8,9,88.9,0,0.0,0.0,0.0,0,7,0,0,6
Steven Skrzybski,GER,"MF,FW",Holstein Kiel,Bundesliga,31-334,1992,1.1,23,31,74.2,482,191,7,7,100.0,12,15,80.0,4,7,57.1,1,0.3,0.5,+0.7,2,1,3,2,5
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22-163,2002,0.1,4,4,100.0,32,1,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
William Smallbone,IRL,MF,Southampton,Premier League,24-239,2000,2.4,89,124,71.8,1260,187,50,58,86.2,33,43,76.7,2,13,15.4,0,0.3,0.5,-0.3,3,3,1,1,8
Adam Smith,ENG,DF,Bournemouth,Premier League,33-171,1991,3.6,108,139,77.7,1582,566,54,61,88.5,47,58,81.0,2,11,18.2,0,0.1,0.0,-0.1,1,5,1,0,6
Eric Smith,SWE,DF,St. Pauli,Bundesliga,27-283,1997,5.4,249,309,80.6,5655,2096,59,67,88.1,138,155,89.0,52,83,62.7,0,0.6,0.8,-0.6,7,22,1,1,23
Emile Smith Rowe,ENG,MF,Fulham,Premier League,24-081,2000,5.2,222,247,89.9,3227,513,130,143,90.9,82,86,95.3,8,9,88.9,1,0.4,0.8,+0.6,6,20,2,0,30
Simon Sohm,SUI,MF,Parma,Serie A,23-189,2001,5.0,133,157,84.7,1998,536,69,78,88.5,52,61,85.2,5,8,62.5,0,0.1,0.2,-0.1,2,9,7,1,16
Alex Sola,ESP,"MF,FW",Getafe,La Liga,25-130,1999,6.9,67,114,58.8,1046,291,42,58,72.4,15,22,68.2,7,19,36.8,1,0.6,0.7,+0.4,7,5,1,1,13
Dominic Solanke,ENG,FW,Tottenham,Premier League,27-033,1997,5.0,66,89,74.2,824,239,46,58,79.3,13,16,81.3,3,5,60.0,1,0.7,0.6,+0.3,3,5,4,0,12
Ola Solbakken,NOR,"MF,FW",Empoli,Serie A,26-040,1998,3.1,43,68,63.2,718,200,23,33,69.7,12,18,66.7,5,8,62.5,0,0.1,0.1,-0.1,3,5,1,0,7
Carlos Soler,ESP,MF,West Ham,Premier League,27-289,1997,1.4,48,54,88.9,729,198,29,31,93.5,12,13,92.3,6,7,85.7,0,0.0,0.0,0.0,1,5,3,0,8
Jhon Solis,COL,MF,Girona,La Liga,20-014,2004,3.2,153,169,90.5,2395,590,82,85,96.5,61,70,87.1,7,8,87.5,0,0.0,0.1,0.0,1,16,1,1,18
Yann Sommer,SUI,GK,Inter,Serie A,35-305,1988,7.0,217,245,88.6,4571,2828,57,57,100.0,126,128,98.4,33,55,60.0,0,0.0,0.0,0.0,0,0,0,0,0
David Soria,ESP,GK,Getafe,La Liga,31-196,1993,9.0,89,190,46.8,3804,3306,4,4,100.0,23,23,100.0,62,160,38.8,0,0.0,0.0,0.0,0,8,0,0,0
Juan Soriano,ESP,GK,Leganés,La Liga,27-055,1997,6.0,98,185,53.0,3513,2922,17,17,100.0,35,35,100.0,46,133,34.6,0,0.0,0.0,0.0,0,0,0,0,0
Borna Sosa,CRO,DF,Torino,Serie A,26-270,1998,2.8,122,146,83.6,2004,405,52,57,91.2,58,69,84.1,8,14,57.1,0,0.1,0.2,-0.1,1,7,3,2,8
Ramón Sosa,PAR,"MF,FW",Nott'ham Forest,Premier League,25-047,1999,0.7,13,23,56.5,206,26,5,8,62.5,7,12,58.3,0,1,0.0,0,0.2,0.1,-0.2,2,0,0,0,0
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,20-303,2003,2.8,208,234,88.9,3787,921,89,94,94.7,87,93,93.5,26,38,68.4,0,0.2,0.3,-0.2,4,19,1,1,12
Florian Sotoca,FRA,FW,Lens,Ligue 1,33-358,1990,4.6,140,200,70.0,2067,402,78,95,82.1,46,61,75.4,11,21,52.4,0,0.3,0.5,-0.3,4,12,6,2,23
Riccardo Sottil,ITA,"MF,FW",Fiorentina,Serie A,25-136,1999,0.7,20,29,69.0,275,22,13,15,86.7,7,12,58.3,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
Tomáš Souček,CZE,MF,West Ham,Premier League,29-233,1995,5.1,127,165,77.0,2045,605,71,82,86.6,42,55,76.4,12,19,63.2,0,0.4,0.5,-0.4,9,11,3,0,18
Matìas Soulé,ARG,"MF,FW",Roma,Serie A,21-185,2003,4.3,194,235,82.6,2815,587,115,121,95.0,59,79,74.7,10,16,62.5,0,0.6,0.7,-0.6,9,13,8,2,20
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,25-233,1999,0.2,4,4,100.0,47,14,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,24-007,2000,3.8,60,95,63.2,790,124,41,60,68.3,16,21,76.2,2,6,33.3,0,0.2,0.1,-0.2,5,1,2,0,6
Djibril Sow,SUI,MF,Sevilla,La Liga,27-254,1997,4.1,161,179,89.9,2463,624,89,98,90.8,50,52,96.2,14,16,87.5,0,0.1,0.1,-0.1,5,19,1,0,24
