Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Omar Traoré,GER,"DF,AT",Heidenheim,26-254,1998,6,6,494,5.5,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,17,13,16,0.00,0.18,0.18,0.00,0.18,0.01,0.05,0.06,0.01,0.06
Kevin Trapp,GER,GB,Eint Frankfurt,34-099,1990,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Philipp Treu,GER,"MT,DF",St. Pauli,23-317,2000,6,6,532,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,11,23,30,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
Christopher Trimmel,AUT,"DF,MT",Union Berlin,37-234,1987,4,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Tuta,BRA,"DF,MT",Eint Frankfurt,25-103,1999,6,6,539,6.0,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,2,10,2,0.17,0.17,0.33,0.17,0.33,0.04,0.01,0.05,0.04,0.05
Sven Ulreich,GER,GB,Bayern Munich,36-073,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Deniz Undav,GER,"AT,MT",Stuttgart,28-088,1996,6,5,411,4.6,4,0,4,4,0,0,0,0,3.6,3.6,0.4,4.0,14,21,31,0.88,0.00,0.88,0.88,0.88,0.80,0.08,0.88,0.80,0.88
Dayot Upamecano,FRA,DF,Bayern Munich,25-354,1998,6,6,538,6.0,1,0,1,1,0,0,3,0,0.7,0.7,0.3,1.0,6,37,3,0.17,0.00,0.17,0.17,0.17,0.12,0.06,0.17,0.12,0.17
Can Uzun,TUR,"AT,MT",Eint Frankfurt,18-339,2005,4,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Josha Vagnoman,GER,DF,Stuttgart,23-309,2000,5,3,313,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,4,8,15,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13
Ruben Vargas,SUI,MT,Augsburg,26-071,1998,4,3,234,2.6,0,0,0,0,0,0,1,0,0.5,0.5,0.7,1.2,9,11,23,0.00,0.00,0.00,0.00,0.00,0.19,0.26,0.45,0.19,0.45
Nikola Vasilj,BIH,GB,St. Pauli,28-318,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Denis Vavro,SVK,DF,Wolfsburg,28-188,1996,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Miloš Veljković,SRB,DF,Werder Bremen,29-019,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,10,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Nikolas Veratschnig,AUT,MT,Mainz 05,21-265,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Arthur Vermeeren,BEL,MT,RB Leipzig,19-251,2005,5,1,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,4,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Yorbe Vertessen,BEL,"MT,AT",Union Berlin,23-281,2001,6,2,248,2.8,1,0,1,1,0,0,1,0,0.4,0.4,0.7,1.1,4,2,16,0.36,0.00,0.36,0.36,0.36,0.16,0.24,0.40,0.16,0.40
Kevin Vogt,GER,DF,Union Berlin,33-022,1991,6,6,501,5.6,1,0,1,0,1,1,1,0,0.8,0.0,0.0,0.0,0,13,0,0.18,0.00,0.18,0.00,0.00,0.14,0.00,0.14,0.00,0.00
Aster Vranckx,BEL,MT,Wolfsburg,22-011,2002,4,1,128,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Robert Wagner,GER,MT,St. Pauli,21-093,2003,4,4,242,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hauke Wahl,GER,DF,St. Pauli,30-183,1994,6,6,540,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,22,3,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.02,0.06
Paul Wanner,GER,MT,Heidenheim,18-297,2005,6,6,437,4.9,2,1,3,1,1,1,1,0,1.3,0.5,0.5,1.0,7,13,14,0.41,0.21,0.62,0.21,0.41,0.26,0.11,0.37,0.10,0.21
Julian Weigl,GER,MT,Gladbach,29-037,1995,6,6,505,5.6,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,2,24,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Timon Weiner,GER,GB,Holstein Kiel,25-271,1999,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nelson Weiper,GER,"AT,MT",Mainz 05,19-212,2005,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.92,0.00,0.92
Mitchell Weiser,GER,"DF,MT",Werder Bremen,30-177,1994,6,6,540,6.0,0,3,3,0,0,0,1,0,1.0,1.0,0.7,1.7,12,18,31,0.00,0.50,0.50,0.00,0.50,0.17,0.11,0.28,0.17,0.28
Noah Weißhaupt,GER,AT,Freiburg,23-025,2001,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,5,8,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Silvan Widmer,SUI,DF,Mainz 05,31-224,1993,4,1,107,1.2,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,0,4,8,0.00,0.84,0.84,0.00,0.84,0.00,0.31,0.31,0.00,0.31
Patrick Wimmer,AUT,"AT,MT",Wolfsburg,23-138,2001,5,4,319,3.5,0,1,1,0,0,0,1,0,0.9,0.9,0.6,1.4,3,11,12,0.00,0.28,0.28,0.00,0.28,0.25,0.16,0.41,0.25,0.41
Jonas Wind,DEN,"MT,AT",Wolfsburg,25-251,1999,5,2,223,2.5,3,1,4,3,0,1,1,0,1.9,1.0,1.1,2.0,3,11,8,1.21,0.40,1.61,1.21,1.61,0.77,0.42,1.20,0.39,0.81
Florian Wirtz,GER,MT,Leverkusen,21-165,2003,6,6,539,6.0,4,1,5,3,1,2,1,0,2.6,0.9,1.5,2.4,38,46,90,0.67,0.17,0.83,0.50,0.67,0.43,0.25,0.68,0.14,0.39
Dani de Wit,NED,MT,Bochum,26-261,1998,5,5,415,4.6,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,2,10,9,0.22,0.00,0.22,0.22,0.22,0.15,0.04,0.19,0.15,0.19
Maximilian Wittek,GER,DF,Bochum,29-055,1995,6,6,540,6.0,0,0,0,0,0,0,2,0,0.3,0.3,0.6,1.0,11,27,16,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.05,0.16
Marius Wolf,GER,DF,Augsburg,29-141,1995,6,4,318,3.5,1,0,1,1,0,0,0,0,0.2,0.2,0.7,0.9,7,14,12,0.28,0.00,0.28,0.28,0.28,0.06,0.19,0.25,0.06,0.25
Nick Woltemade,GER,MT,Stuttgart,22-244,2002,3,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,7,0.00,0.00,0.00,0.00,0.00,0.20,0.07,0.27,0.20,0.27
Jeong Woo-yeong,KOR,"MT,AT",Union Berlin,25-025,1999,5,3,220,2.4,1,0,1,1,0,0,2,0,1.1,1.1,0.1,1.3,2,14,16,0.41,0.00,0.41,0.41,0.41,0.47,0.05,0.52,0.47,0.52
Granit Xhaka,SUI,MT,Leverkusen,32-018,1992,6,6,540,6.0,1,3,4,1,0,0,0,0,0.2,0.2,1.2,1.3,5,72,11,0.17,0.50,0.67,0.17,0.67,0.03,0.19,0.22,0.03,0.22
Dan-Axel Zagadou,FRA,"DF,MT",Stuttgart,25-134,1999,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robin Zentner,GER,GB,Mainz 05,29-353,1994,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cedric Zesiger,SUI,DF,Wolfsburg,26-113,1998,5,5,450,5.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,3,17,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Michael Zetterer,GER,GB,Werder Bremen,29-095,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
