Player,Nation,Pos,Squad,Comp,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Rodri,ESP,FW,Betis,La Liga,24-153,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,8,11,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19
Álvaro Rodríguez,URU,FW,Getafe,La Liga,20-094,2004,2,0,19,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.51,0.22,0.73,0.51,0.73
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,La Liga,26-110,1998,7,4,316,3.5,0,1,1,0,0,0,2,0,0.4,0.4,0.3,0.7,5,14,9,0.00,0.28,0.28,0.00,0.28,0.10,0.09,0.20,0.10,0.20
Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,21-213,2003,8,5,524,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,1,31,4,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
Dani Rodríguez,ESP,"FW,MF",Mallorca,La Liga,36-132,1988,9,7,545,6.1,2,2,4,2,0,0,1,0,0.9,0.9,1.0,1.8,8,25,24,0.33,0.33,0.66,0.33,0.66,0.14,0.16,0.30,0.14,0.30
Guido Rodríguez,ARG,MF,West Ham,Premier League,30-187,1994,7,7,529,5.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,15,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
James Rodríguez,COL,"MF,FW",Rayo Vallecano,La Liga,33-096,1991,4,1,99,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,5,3,0.00,0.00,0.00,0.00,0.00,0.22,0.15,0.37,0.22,0.37
Javi Rodríguez,ESP,DF,Celta Vigo,La Liga,21-112,2003,8,5,528,5.9,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,8,26,7,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08
Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,28-225,1996,8,8,663,7.4,0,1,1,0,0,0,1,0,1.1,1.1,0.7,1.8,13,62,17,0.00,0.14,0.14,0.00,0.14,0.14,0.09,0.24,0.14,0.24
Ricardo Rodríguez,SUI,DF,Betis,La Liga,32-052,1992,5,4,333,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,13,11,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Rodrygo,BRA,FW,Real Madrid,La Liga,23-281,2001,9,6,617,6.9,3,1,4,3,0,0,0,0,1.0,1.0,0.7,1.7,28,30,74,0.44,0.15,0.58,0.44,0.58,0.15,0.10,0.25,0.15,0.25
Mads Roerslev,DEN,DF,Brentford,Premier League,25-114,1999,6,2,264,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,12,10,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,22-082,2002,7,7,603,6.7,1,2,3,1,0,0,1,0,0.9,0.9,2.1,3.0,19,18,39,0.15,0.30,0.45,0.15,0.45,0.14,0.31,0.45,0.14,0.45
Merlin Röhl,GER,MF,Freiburg,Bundesliga,22-103,2002,3,3,162,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,4,9,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.28,0.27,0.28
Alessio Romagnoli,ITA,DF,Lazio,Serie A,29-278,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,1,7,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Leo Román,ESP,GK,Mallorca,La Liga,24-102,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carlos Romero,ESP,DF,Espanyol,La Liga,22-353,2001,9,8,706,7.8,1,0,1,1,0,0,3,0,1.0,1.0,0.4,1.4,12,20,36,0.13,0.00,0.13,0.13,0.13,0.13,0.05,0.18,0.13,0.18
Cristian Romero,ARG,DF,Tottenham,Premier League,26-172,1998,7,7,630,7.0,1,0,1,1,0,0,0,0,1.0,1.0,0.3,1.2,4,31,1,0.14,0.00,0.14,0.14,0.14,0.14,0.04,0.18,0.14,0.18
Isaac Romero,ESP,FW,Sevilla,La Liga,24-151,2000,7,6,450,5.0,0,1,1,0,0,0,3,0,1.4,1.4,0.5,1.9,6,8,17,0.00,0.20,0.20,0.00,0.20,0.27,0.11,0.38,0.27,0.38
Luka Romero,ARG,"FW,MF",Alavés,La Liga,19-333,2004,4,2,155,1.7,0,0,0,0,0,1,0,0,0.8,0.0,0.1,0.1,3,0,7,0.00,0.00,0.00,0.00,0.00,0.47,0.03,0.50,0.01,0.05
Oriol Romeu,ESP,MF,Girona,La Liga,33-022,1991,6,5,314,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,13,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Valentin Rongier,FRA,"DF,MF",Marseille,Ligue 1,29-314,1994,4,1,160,1.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,5,2,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Marten de Roon,NED,"DF,MF",Atalanta,Serie A,33-201,1991,7,7,630,7.0,1,0,1,1,0,0,3,0,0.0,0.0,0.4,0.4,5,52,6,0.14,0.00,0.14,0.14,0.14,0.00,0.06,0.06,0.00,0.06
Vitor Roque,BRA,FW,Betis,La Liga,19-231,2005,6,3,309,3.4,1,0,1,1,0,0,0,0,2.4,2.4,0.7,3.1,5,1,18,0.29,0.00,0.29,0.29,0.29,0.70,0.19,0.89,0.70,0.89
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,27-283,1997,7,5,444,4.9,1,0,1,0,1,1,1,0,1.6,0.8,0.1,0.9,1,13,4,0.20,0.00,0.20,0.00,0.00,0.32,0.02,0.33,0.16,0.17
Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22-271,2002,4,1,155,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,2,3,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11
Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21-249,2003,4,3,295,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,4,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Valentin Rosier,FRA,DF,Leganés,La Liga,28-058,1996,9,8,754,8.4,0,1,1,0,0,0,4,0,0.1,0.1,0.3,0.4,11,11,26,0.00,0.12,0.12,0.00,0.12,0.02,0.04,0.05,0.02,0.05
Tom Rothe,GER,"DF,MF",Union Berlin,Bundesliga,19-353,2004,5,5,378,4.2,1,0,1,1,0,0,2,0,0.2,0.2,0.3,0.5,4,7,13,0.24,0.00,0.24,0.24,0.24,0.05,0.07,0.12,0.05,0.12
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23-140,2001,4,3,254,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Jonas Rouhi,SWE,DF,Juventus,Serie A,20-283,2004,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolò Rovella,ITA,MF,Lazio,Serie A,22-317,2001,6,5,444,4.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.2,7,29,5,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Jon Rowe,ENG,"FW,MF",Marseille,Ligue 1,21-169,2003,6,0,154,1.7,2,0,2,2,0,0,1,0,0.8,0.8,0.3,1.1,5,3,9,1.17,0.00,1.17,1.17,1.17,0.50,0.18,0.68,0.50,0.68
Amir Rrahmani,KVX,DF,Napoli,Serie A,30-235,1994,7,7,630,7.0,0,1,1,0,0,0,1,0,0.5,0.5,0.1,0.7,3,33,0,0.00,0.14,0.14,0.00,0.14,0.08,0.02,0.10,0.08,0.10
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31-227,1993,9,8,727,8.1,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,5,33,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.09,0.08,0.09
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22-097,2002,5,5,417,4.6,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,14,22,24,0.00,0.22,0.22,0.00,0.22,0.00,0.05,0.05,0.00,0.05
Aitor Ruibal,ESP,"FW,DF",Betis,La Liga,28-208,1996,9,4,345,3.8,0,0,0,0,0,0,1,0,0.5,0.5,0.6,1.1,6,11,25,0.00,0.00,0.00,0.00,0.00,0.13,0.16,0.29,0.13,0.29
Abel Ruiz,ESP,FW,Girona,La Liga,24-262,2000,9,9,656,7.3,2,0,2,1,1,1,2,0,2.1,1.3,0.0,1.3,11,11,36,0.27,0.00,0.27,0.14,0.14,0.28,0.01,0.29,0.17,0.18
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28-196,1996,6,3,305,3.4,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,7,30,20,0.30,0.00,0.30,0.30,0.30,0.16,0.08,0.25,0.16,0.25
Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32-149,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Georginio Rutter,FRA,"FW,MF",Brighton,Premier League,22-179,2002,6,4,298,3.3,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.6,10,22,23,0.60,0.00,0.60,0.60,0.60,0.38,0.11,0.49,0.38,0.49
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26-334,1997,6,6,473,5.3,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,12,10,25,0.19,0.19,0.38,0.19,0.38,0.04,0.13,0.16,0.04,0.16
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,32-073,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
José Sá,POR,GK,Wolves,Premier League,31-273,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24-294,1999,6,3,343,3.8,2,2,4,2,0,0,1,0,0.9,0.9,0.5,1.4,14,12,29,0.52,0.52,1.05,0.52,1.05,0.24,0.13,0.37,0.24,0.37
Youssouf Sabaly,SEN,DF,Betis,La Liga,31-225,1993,4,4,331,3.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,12,17,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Emmanuel Sabbi,USA,"MF,FW",Le Havre,Ligue 1,26-297,1997,5,1,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,3,13,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
Stefano Sabelli,ITA,DF,Genoa,Serie A,31-277,1993,6,4,295,3.3,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,6,10,13,0.00,0.31,0.31,0.00,0.31,0.02,0.19,0.21,0.02,0.21
Marcel Sabitzer,AUT,"MF,FW",Dortmund,Bundesliga,30-213,1994,5,3,307,3.4,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,6,15,14,0.00,0.00,0.00,0.00,0.00,0.20,0.03,0.23,0.20,0.23
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29-168,1995,7,7,585,6.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,7,31,22,0.00,0.15,0.15,0.00,0.15,0.00,0.02,0.02,0.00,0.02
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27-257,1997,5,2,186,2.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,4,4,13,0.00,0.00,0.00,0.00,0.00,0.10,0.08,0.18,0.10,0.18
Alexis Saelemaekers,BEL,"FW,DF",Roma,Serie A,25-111,1999,2,2,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,2,3,6,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13
Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25-111,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Jorge Sáenz,ESP,DF,Leganés,La Liga,27-334,1996,6,6,476,5.3,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,2,8,0,0.19,0.00,0.19,0.19,0.19,0.07,0.00,0.08,0.07,0.08
Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25-234,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25-185,1999,7,7,630,7.0,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.5,6,14,2,0.14,0.00,0.14,0.14,0.14,0.07,0.01,0.07,0.07,0.07
Richie Sagrado,BEL,DF,Venezia,Serie A,20-260,2004,1,1,52,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Osame Sahraoui,MAR,"MF,FW",Lille,Ligue 1,23-127,2001,7,4,420,4.7,0,3,3,0,0,0,0,0,0.4,0.4,2.1,2.4,27,28,54,0.00,0.64,0.64,0.00,0.64,0.08,0.44,0.52,0.08,0.52
Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,29-180,1995,6,5,349,3.9,1,0,1,1,0,0,2,0,1.9,1.9,0.2,2.2,4,11,19,0.26,0.00,0.26,0.26,0.26,0.50,0.06,0.56,0.50,0.56
Bukayo Saka,ENG,"MF,FW",Arsenal,Premier League,23-041,2001,7,7,566,6.3,2,7,9,2,0,0,1,0,2.0,2.0,3.5,5.6,31,30,75,0.32,1.11,1.43,0.32,1.43,0.33,0.56,0.89,0.33,0.89
Marco Sala,ITA,DF,Como,Serie A,25-134,1999,3,1,93,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
Ibrahim Salah,MAR,FW,Brest,Ligue 1,23-047,2001,4,1,128,1.4,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,8,1,15,0.70,0.00,0.70,0.70,0.70,0.14,0.11,0.26,0.14,0.26
Mohamed Salah,EGY,FW,Liverpool,Premier League,32-123,1992,7,7,604,6.7,4,4,8,3,1,1,0,0,4.1,3.3,2.1,5.4,27,27,84,0.60,0.60,1.19,0.45,1.04,0.60,0.32,0.92,0.49,0.81
Amine Salama,FRA,"FW,MF",Reims,Ligue 1,24-090,2000,6,0,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,3,7,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Kike Salas,ESP,DF,Sevilla,La Liga,22-176,2002,6,2,198,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,11,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,28-034,1996,5,3,294,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,16,13,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.12,0.05,0.12
William Saliba,FRA,DF,Arsenal,Premier League,23-206,2001,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25-182,1999,5,4,368,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,6,29,2,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27-147,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.00,0.00,0.00,0.00,0.00,0.25,0.16,0.41,0.25,0.41
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31-330,1992,4,3,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lazar Samardzic,SRB,"MF,FW",Atalanta,Serie A,22-235,2002,5,1,217,2.4,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.2,12,15,26,0.41,0.00,0.41,0.41,0.41,0.27,0.22,0.49,0.27,0.49
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,28-345,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,28-345,1995,4,2,174,1.9,1,1,2,1,0,0,0,0,0.4,0.4,0.7,1.0,5,2,15,0.52,0.52,1.03,0.52,1.03,0.18,0.35,0.53,0.18,0.53
Brice Samba,FRA,GK,Lens,Ligue 1,30-174,1994,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,24-360,1999,3,2,171,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Chuky san jose,ESP,"MF,FW",Valladolid,La Liga,20-170,2004,4,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Antonio Sanabria,PAR,"FW,MF",Torino,Serie A,28-226,1996,4,3,216,2.4,1,0,1,1,0,1,1,0,1.7,0.9,0.1,1.0,1,1,10,0.42,0.00,0.42,0.42,0.42,0.70,0.05,0.75,0.37,0.42
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24-174,2000,8,7,536,6.0,4,0,4,3,1,1,1,0,2.6,1.8,0.4,2.1,15,31,33,0.67,0.00,0.67,0.50,0.50,0.43,0.06,0.49,0.29,0.35
Antonio Sánchez,ESP,"DF,FW",Mallorca,La Liga,27-289,1997,8,4,423,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,3,10,12,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.15,0.10,0.15
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,32-023,1992,9,2,369,4.1,1,0,1,1,0,0,1,0,0.3,0.3,0.8,1.1,12,21,22,0.24,0.00,0.24,0.24,0.24,0.07,0.19,0.26,0.07,0.26
Javi Sánchez,ESP,DF,Valladolid,La Liga,27-216,1997,3,3,241,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,21-062,2003,6,3,308,3.4,1,0,1,1,0,0,3,1,0.6,0.6,0.2,0.8,3,9,13,0.29,0.00,0.29,0.29,0.29,0.18,0.05,0.23,0.18,0.23
Manu Sánchez,ESP,DF,Alavés,La Liga,24-053,2000,8,6,584,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,14,19,14,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02
Robert Sánchez,ESP,GK,Chelsea,Premier League,26-333,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jadon Sancho,ENG,FW,Chelsea,Premier League,24-205,2000,4,3,260,2.9,0,3,3,0,0,0,1,0,0.1,0.1,1.1,1.2,14,14,31,0.00,1.04,1.04,0.00,1.04,0.03,0.38,0.41,0.03,0.41
Philipp Sander,GER,MF,Gladbach,Bundesliga,26-238,1998,6,4,309,3.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,20,2,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28-279,1996,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,6,7,0.00,0.00,0.00,0.00,0.00,0.35,0.41,0.76,0.35,0.76
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22-187,2002,6,6,518,5.8,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,6,20,1,0.17,0.00,0.17,0.17,0.17,0.04,0.01,0.05,0.04,0.05
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26-319,1997,3,3,212,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
Nhoa Sangui,FRA,DF,Reims,Ligue 1,18-232,2006,7,4,436,4.8,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,3,14,23,0.00,0.21,0.21,0.00,0.21,0.02,0.04,0.06,0.02,0.06
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23-291,2000,6,6,523,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29-221,1995,5,3,273,3.0,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,0,17,0,0.00,0.33,0.33,0.00,0.33,0.03,0.07,0.10,0.03,0.10
Jesús Santiago,ESP,MF,Getafe,La Liga,20-144,2004,7,2,167,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20-166,2004,6,6,522,5.8,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.6,8,27,8,0.52,0.00,0.52,0.52,0.52,0.33,0.12,0.46,0.33,0.46
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21-188,2003,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tiago Santos,POR,DF,Lille,Ligue 1,22-085,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,24,17,43,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22
Pablo Sarabia,ESP,"FW,MF",Wolves,Premier League,32-158,1992,2,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,2,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22-122,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23-219,2001,3,1,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ismaila Sarr,SEN,"FW,MF",Crystal Palace,Premier League,26-234,1998,7,1,223,2.5,0,0,0,0,0,0,1,0,0.6,0.6,0.9,1.5,3,3,21,0.00,0.00,0.00,0.00,0.00,0.23,0.37,0.59,0.23,0.59
Malang Sarr,FRA,DF,Lens,Ligue 1,25-267,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,19-048,2005,2,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23-239,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,2,1,11,0.00,0.00,0.00,0.00,0.00,0.71,0.26,0.98,0.71,0.98
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32-299,1991,7,7,619,6.9,1,2,3,0,1,1,1,0,1.1,0.3,2.4,2.7,7,56,32,0.15,0.29,0.44,0.00,0.29,0.16,0.35,0.51,0.05,0.40
Sávio,BRA,FW,Manchester City,Premier League,20-189,2004,5,4,291,3.2,0,2,2,0,0,0,1,0,0.8,0.8,1.5,2.3,32,13,47,0.00,0.62,0.62,0.00,0.62,0.24,0.47,0.71,0.24,0.71
Nicolò Savona,ITA,DF,Juventus,Serie A,21-211,2003,6,4,387,4.3,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,11,16,14,0.23,0.00,0.23,0.23,0.23,0.07,0.12,0.20,0.07,0.20
Saba Sazonov,GEO,DF,Torino,Serie A,22-258,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joe Scally,USA,DF,Gladbach,Bundesliga,21-290,2002,6,6,525,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,13,9,17,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
Kevin Schade,GER,"FW,MF",Brentford,Premier League,22-324,2001,7,4,374,4.2,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,11,4,27,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.26,0.23,0.26
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25-186,1999,6,4,379,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,14,14,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32-301,1991,5,5,387,4.3,1,0,1,1,0,0,2,1,0.6,0.6,0.0,0.6,0,17,5,0.23,0.00,0.23,0.23,0.23,0.14,0.00,0.14,0.14,0.14
