Player,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Deiver Machado,DF,Colombia,30,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Darwin Machís,FW,Venezuela,30,1993,1.4,0,4,0,0.0,2.90,0.00,0.00,,24.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Warren Madrigal,"FW,MF",Costa Rica,19,2004,2.1,0,1,0,0.0,0.48,0.00,0.00,,15.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Gabriel Magalhães,DF,Brazil,26,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christian Makoun,DF,Venezuela,23,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jesús Manuel Sagredo,DF,Bolivia,29,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
José María Giménez,DF,Uruguay,29,1995,3.4,0,4,0,0.0,1.19,0.00,0.00,,10.9,0,0,0,0.5,0.5,0.12,-0.5,-0.5
Guillermo Maripán,DF,Chile,29,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marquinhos,DF,Brazil,29,1994,4.0,0,1,0,0.0,0.25,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.15,-0.1,-0.1
Alex Marshall,MF,Jamaica,25,1998,0.0,0,1,0,0.0,22.50,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Gabriel Martinelli,FW,Brazil,22,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Guillermo Martínez Ayala,"FW,MF",Mexico,28,1995,0.9,0,3,1,33.3,3.51,1.17,0.00,0.00,8.1,0,0,0,0.5,0.5,0.15,-0.5,-0.5
Cristian Martínez,MF,Panama,26,1997,3.0,0,3,1,33.3,0.99,0.33,0.00,0.00,22.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Emiliano Martínez,GK,Argentina,31,1992,6.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lautaro Martínez,FW,Argentina,26,1997,2.5,5,11,8,72.7,4.42,3.21,0.45,0.63,13.2,0,0,0,3.3,3.1,0.28,+1.7,+1.9
Lisandro Martínez,DF,Argentina,26,1998,5.2,1,5,1,20.0,0.96,0.19,0.20,1.00,13.4,0,0,0,0.4,0.4,0.08,+0.6,+0.6
Lucas Martínez Quarta,DF,Argentina,27,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Weston McKennie,MF,United States,25,1998,2.9,0,2,0,0.0,0.70,0.00,0.00,,16.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Diego Medina,"FW,MF",Bolivia,22,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ángel Mena,"FW,MF",Ecuador,36,1988,0.3,0,1,0,0.0,3.46,0.00,0.00,,32.7,1,0,0,0.0,0.0,0.04,0.0,0.0
Cesar Menacho,FW,Bolivia,24,1999,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lionel Messi,FW,Argentina,36,1987,4.7,1,13,5,38.5,2.75,1.06,0.08,0.20,18.3,1,0,0,1.9,1.9,0.15,-0.9,-0.9
Éder Militão,DF,Brazil,26,1998,4.0,0,1,0,0.0,0.25,0.00,0.00,,14.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Liam Millar,"FW,MF",Canada,24,1999,2.6,0,5,2,40.0,1.92,0.77,0.00,0.00,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Kamal Miller,DF,Canada,26,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Roderick Miller,DF,Panama,31,1992,2.5,0,3,1,33.3,1.20,0.40,0.00,0.00,10.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Yerry Mina,DF,Colombia,29,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alan Minda,"FW,MF",Ecuador,20,2003,0.9,1,1,1,100.0,1.15,1.15,1.00,1.00,10.9,0,0,0,0.5,0.5,0.47,+0.5,+0.5
Bruno Miranda,"FW,DF",Bolivia,25,1998,1.0,1,1,1,100.0,0.96,0.96,1.00,1.00,12.8,0,0,0,0.3,0.3,0.33,+0.7,+0.7
Jeyland Mitchell,DF,Costa Rica,19,2004,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Johan Mojica,DF,Colombia,31,1992,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nahuel Molina,DF,Argentina,25,1998,3.6,0,1,1,100.0,0.27,0.27,0.00,0.00,12.2,0,0,0,0.1,0.1,0.14,-0.1,-0.1
César Montes,DF,Mexico,26,1997,2.5,0,3,1,33.3,1.20,0.40,0.00,0.00,18.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Gonzalo Montiel,DF,Argentina,27,1997,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joseph Mora,DF,Costa Rica,31,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rodrigo Morínigo,GK,Paraguay,25,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Orlando Mosquera,GK,Panama,29,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Daniel Muñoz,DF,Colombia,27,1996,4.3,2,4,2,50.0,0.93,0.47,0.50,1.00,10.9,0,0,0,0.5,0.5,0.12,+1.5,+1.5
Yunus Musah,MF,United States,21,2002,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nahitan Nández,DF,Uruguay,28,1995,4.8,0,1,0,0.0,0.21,0.00,0.00,,15.2,0,0,0,0.3,0.3,0.32,-0.3,-0.3
Miguel Navarro,DF,Venezuela,24,1999,3.0,0,1,0,0.0,0.33,0.00,0.00,,14.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Shamar Nicholson,"FW,MF",Jamaica,26,1997,2.2,0,5,1,20.0,2.30,0.46,0.00,0.00,17.7,1,0,0,0.4,0.4,0.09,-0.4,-0.4
Darwin Núñez,FW,Uruguay,24,1999,5.2,2,21,5,23.8,4.00,0.95,0.10,0.40,13.8,1,0,0,2.6,2.6,0.12,-0.6,-0.6
Marcelino Núñez,MF,Chile,23,2000,1.6,0,3,3,100.0,1.87,1.87,0.00,0.00,30.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1
Lucas Olaza,DF,Uruguay,29,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cristian Olivera,"FW,DF",Uruguay,21,2002,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mathías Olivera,DF,Uruguay,26,1997,4.2,1,4,1,25.0,0.96,0.24,0.25,1.00,9.3,0,0,0,0.9,0.9,0.22,+0.1,+0.1
Tani Oluwaseyi,FW,Canada,23,2000,1.5,0,9,3,33.3,5.96,1.99,0.00,0.00,11.9,0,0,0,2.3,2.3,0.25,-2.3,-2.3
Darío Osorio,FW,Chile,20,2004,1.8,0,1,0,0.0,0.55,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Jonathan Osorio,MF,Canada,31,1992,3.5,0,2,1,50.0,0.57,0.28,0.00,0.00,11.4,0,0,0,0.4,0.4,0.23,-0.4,-0.4
Yordan Osorio,DF,Venezuela,29,1994,4.0,0,3,1,33.3,0.75,0.25,0.00,0.00,7.9,0,0,0,0.6,0.6,0.19,-0.6,-0.6
Nicolás Otamendi,DF,Argentina,35,1988,1.6,0,2,0,0.0,1.22,0.00,0.00,,7.3,0,0,0,0.6,0.6,0.28,-0.6,-0.6
Juan Pablo Vargas,DF,Costa Rica,28,1995,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Willian Pacho,DF,Ecuador,22,2001,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kendry Páez,"MF,FW",Ecuador,16,2007,3.4,1,10,3,30.0,2.94,0.88,0.00,0.00,21.6,1,1,1,1.8,1.0,0.10,-0.8,-1.0
Exequiel Palacios,MF,Argentina,25,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kasey Palmer,MF,Jamaica,27,1996,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,21.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Lucas Paquetá,MF,Brazil,26,1997,3.3,1,8,0,0.0,2.46,0.00,0.00,,23.2,0,1,2,2.3,0.7,0.09,-1.3,-0.7
Leandro Paredes,MF,Argentina,29,1994,2.0,0,3,1,33.3,1.53,0.51,0.00,0.00,50.5,1,0,1,0.9,0.1,0.02,-0.9,-0.1
Facundo Pellistri,FW,Uruguay,22,2001,5.0,1,3,2,66.7,0.60,0.40,0.33,0.50,8.2,0,0,0,1.2,1.2,0.39,-0.2,-0.2
Sergio Peña,MF,Peru,28,1995,2.9,0,1,0,0.0,0.35,0.00,0.00,,33.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Ricardo Pepi,FW,United States,21,2003,1.1,0,7,5,71.4,6.63,4.74,0.00,0.00,10.9,0,0,0,2.3,2.3,0.39,-2.3,-2.3
Andreas Pereira,MF,Brazil,28,1996,0.7,0,1,1,100.0,1.34,1.34,0.00,0.00,25.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
César Pérez,MF,Chile,21,2002,0.1,0,1,0,0.0,10.00,0.00,0.00,,32.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Germán Pezzella,DF,Argentina,32,1991,0.9,0,1,0,0.0,1.10,0.00,0.00,,12.9,0,0,0,0.0,0.0,0.03,0.0,0.0
Orbelín Pineda,MF,Mexico,27,1996,1.6,0,2,0,0.0,1.23,0.00,0.00,,31.0,0,0,1,0.8,0.0,0.02,-0.8,0.0
Ethan Pinnock,DF,Jamaica,30,1993,3.0,0,1,0,0.0,0.33,0.00,0.00,,11.4,0,0,0,0.2,0.2,0.15,-0.2,-0.2
Andy Polo,DF,Peru,29,1994,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ángelo Preciado,DF,Ecuador,25,1998,4.0,0,5,0,0.0,1.25,0.00,0.00,,19.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Erick Pulgar,MF,Chile,30,1994,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christian Pulisic,"FW,MF",United States,25,1998,3.0,1,7,2,28.6,2.33,0.67,0.14,0.50,19.3,0,0,0,0.5,0.5,0.07,+0.5,+0.5
Julián Quiñones,"FW,MF",Mexico,26,1997,2.8,0,8,2,25.0,2.86,0.71,0.00,0.00,19.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Juan Quintero,FW,Colombia,31,1993,0.5,0,1,0,0.0,1.84,0.00,0.00,,35.1,0,0,0,0.0,0.0,0.01,0.0,0.0
Haxzel Quirós,DF,Costa Rica,25,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Piero Quispe,MF,Peru,22,2001,1.5,0,1,1,100.0,0.69,0.69,0.00,0.00,12.1,0,0,0,0.3,0.3,0.28,-0.3,-0.3
Rodrigo Ramallo,FW,Bolivia,33,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Eric Ramírez,FW,Venezuela,25,1998,0.2,1,3,2,66.7,15.88,10.59,0.33,0.50,20.2,0,0,0,0.6,0.6,0.20,+0.4,+0.4
Iván Ramírez,DF,Paraguay,29,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Raphinha,FW,Brazil,27,1996,2.9,1,8,5,62.5,2.78,1.74,0.13,0.20,19.5,3,0,0,1.0,1.0,0.13,0.0,0.0
Tim Ream,DF,United States,36,1987,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bobby Reid,"MF,FW",Jamaica,30,1993,1.9,0,2,1,50.0,1.07,0.53,0.00,0.00,24.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Israel Reyes,DF,Mexico,23,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bryan Reyna,"MF,FW",Peru,25,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gio Reyna,"MF,FW",United States,21,2002,2.2,0,1,0,0.0,0.45,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1
Chris Richards,DF,United States,23,2000,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,9.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Tomás Rincón,MF,Venezuela,36,1988,0.4,0,1,0,0.0,2.73,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Richard Ríos,MF,Colombia,23,2000,5.0,1,8,4,50.0,1.61,0.80,0.13,0.25,27.2,0,0,0,0.3,0.3,0.04,+0.7,+0.7
José Rivera,"FW,MF",Peru,26,1997,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Antonee Robinson,DF,United States,26,1997,3.0,0,3,1,33.3,1.00,0.33,0.00,0.00,21.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Yomar Rocha,"MF,DF",Bolivia,20,2003,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergio Rochet,GK,Uruguay,30,1993,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Brian Rodríguez,FW,Uruguay,23,2000,0.3,0,1,0,0.0,3.00,0.00,0.00,,11.2,0,0,0,0.2,0.2,0.19,-0.2,-0.2
Charly Rodríguez,MF,Mexico,27,1997,0.9,0,2,1,50.0,2.17,1.08,0.00,0.00,12.3,0,0,0,0.4,0.4,0.18,-0.4,-0.4
Guido Rodríguez,MF,Argentina,29,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
James Rodríguez,"FW,MF",Colombia,32,1991,5.1,1,7,3,42.9,1.36,0.58,0.00,0.00,24.4,3,1,1,1.2,0.4,0.06,-0.2,-0.4
Kevin Rodríguez,FW,Ecuador,23,2000,2.6,1,5,1,20.0,1.93,0.39,0.20,1.00,17.9,0,0,0,0.2,0.2,0.03,+0.8,+0.8
Rodrygo,FW,Brazil,23,2001,3.6,0,10,2,20.0,2.76,0.55,0.00,0.00,18.0,3,0,0,0.7,0.7,0.07,-0.7,-0.7
Andy Rojas,FW,Costa Rica,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matías Rojas,FW,Paraguay,28,1995,0.0,0,1,0,0.0,90.00,0.00,0.00,,30.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Ángel Romero,MF,Paraguay,31,1992,0.6,0,3,1,33.3,4.82,1.61,0.00,0.00,17.0,1,0,0,0.6,0.6,0.20,-0.6,-0.6
Cristian Romero,DF,Argentina,25,1998,5.3,0,1,0,0.0,0.19,0.00,0.00,,6.9,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Luis Romo,MF,Mexico,28,1995,2.6,0,6,2,33.3,2.30,0.77,0.00,0.00,21.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Rafael Romo,GK,Venezuela,33,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Salomón Rondón,FW,Venezuela,34,1989,3.7,3,17,4,23.5,4.58,1.08,0.12,0.50,16.9,0,1,1,2.4,1.7,0.10,+0.6,+0.3
Jacen Russell-Rowe,FW,Canada,21,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
José Sagredo,DF,Bolivia,29,1994,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexis Sánchez,MF,Chile,35,1988,2.7,0,4,1,25.0,1.47,0.37,0.00,0.00,13.2,0,0,0,0.7,0.7,0.16,-0.7,-0.7
Davinson Sánchez,DF,Colombia,27,1996,6.3,1,7,1,14.3,1.11,0.16,0.14,1.00,8.3,0,0,0,1.4,1.4,0.20,-0.4,-0.4
Erick Sánchez,MF,Mexico,24,1999,0.2,0,1,0,0.0,4.74,0.00,0.00,,35.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Anderson Santamaría,"DF,FW",Peru,32,1992,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Josh Sargent,"FW,MF",United States,23,2000,0.3,0,1,0,0.0,3.75,0.00,0.00,,10.8,0,0,0,0.0,0.0,0.05,0.0,0.0
Jeremy Sarmiento,"FW,MF",Ecuador,21,2002,3.3,1,6,2,33.3,1.79,0.60,0.17,0.50,16.9,0,0,0,0.6,0.6,0.11,+0.4,+0.4
Fernando Saucedo,MF,Bolivia,33,1990,1.1,0,1,1,100.0,0.90,0.90,0.00,0.00,33.8,1,0,0,0.0,0.0,0.03,0.0,0.0
Jefferson Savarino,MF,Venezuela,27,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sávio,FW,Brazil,19,2004,1.3,1,4,1,25.0,3.03,0.76,0.25,1.00,14.0,0,0,0,0.8,0.8,0.19,+0.2,+0.2
Joe Scally,DF,United States,21,2002,2.9,0,1,0,0.0,0.35,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.01,0.0,0.0
Telasco Segovia,MF,Venezuela,20,2003,0.8,0,1,0,0.0,1.23,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0
Patrick Sequeira,GK,Costa Rica,24,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jacob Shaffelburg,"FW,MF",Canada,24,1999,3.8,1,5,3,60.0,1.30,0.78,0.20,0.33,16.6,0,0,0,0.3,0.3,0.06,+0.7,+0.7
Luis Sinisterra,FW,Colombia,24,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Oliver Sonne,DF,Peru,23,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ramón Sosa,FW,Paraguay,24,1999,1.5,1,3,2,66.7,2.00,1.33,0.33,0.50,19.5,0,0,0,0.1,0.1,0.05,+0.9,+0.9
Yeferson Soteldo,"FW,MF",Venezuela,26,1997,3.1,0,4,1,25.0,1.29,0.32,0.00,0.00,20.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Dayne St. Clair,GK,Canada,26,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luis Suárez,FW,Uruguay,37,1987,0.9,1,5,3,60.0,5.70,3.42,0.20,0.33,14.4,0,0,0,0.9,0.9,0.19,+0.1,+0.1
Marcelo Suarez,"DF,MF",Bolivia,22,2001,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gabriel Suazo,DF,Chile,26,1997,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicolás Tagliafico,DF,Argentina,31,1992,5.0,0,3,1,33.3,0.60,0.20,0.00,0.00,11.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Gerald Taylor,DF,Costa Rica,22,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Miguel Terceros,"MF,FW",Bolivia,19,2004,2.1,0,7,3,42.9,3.28,1.41,0.00,0.00,26.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Adalid Terrazas,"MF,FW",Bolivia,23,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Malik Tillman,MF,United States,21,2002,0.0,0,1,0,0.0,45.00,0.00,0.00,,18.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Félix Torres Caicedo,DF,Ecuador,27,1997,4.0,0,5,0,0.0,1.25,0.00,0.00,,9.5,0,0,0,0.5,0.5,0.10,-0.5,-0.5
Matt Turner,GK,United States,29,1994,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Manfred Ugalde,FW,Costa Rica,21,2002,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Manuel Ugarte Ribeiro,MF,Uruguay,22,2001,5.5,0,4,0,0.0,0.73,0.00,0.00,,23.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Mateus Uribe,MF,Colombia,32,1991,2.4,0,3,1,33.3,1.23,0.41,0.00,0.00,21.0,0,0,0,0.6,0.6,0.21,-0.6,-0.6
Ramiro Vaca,"FW,MF",Bolivia,24,1999,1.9,0,1,0,0.0,0.53,0.00,0.00,,28.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Diego Valdés,FW,Chile,30,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Enner Valencia,FW,Ecuador,34,1989,2.1,0,3,1,33.3,1.42,0.47,0.00,0.00,28.6,1,0,1,0.9,0.1,0.05,-0.9,-0.1
Omar Valencia,DF,Panama,19,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Federico Valverde,MF,Uruguay,25,1998,5.9,1,15,4,26.7,2.55,0.68,0.07,0.25,28.9,2,0,0,0.6,0.6,0.04,+0.4,+0.4
Guillermo Varela,DF,Uruguay,30,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Camilo Vargas,GK,Colombia,34,1989,6.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Eduardo Vargas,FW,Chile,34,1989,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Johan Vásquez,DF,Mexico,25,1998,3.0,0,5,1,20.0,1.67,0.33,0.00,0.00,27.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Alexis Vega,"MF,DF",Mexico,26,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gustavo Velásquez,DF,Paraguay,32,1991,2.8,0,1,0,0.0,0.36,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Gabriel Villamíl,MF,Bolivia,22,2001,2.7,0,3,0,0.0,1.12,0.00,0.00,,19.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Mathías Villasanti,"MF,FW",Paraguay,27,1997,2.7,0,3,0,0.0,1.12,0.00,0.00,,13.7,0,0,0,0.6,0.6,0.19,-0.6,-0.6
Matías Viña,DF,Uruguay,26,1997,3.9,1,2,1,50.0,0.51,0.25,0.50,1.00,13.2,0,0,0,0.1,0.1,0.03,+0.9,+0.9
Guillermo Vizcarra,GK,Bolivia,30,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jahmali Waite,GK,Jamaica,25,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Timothy Weah,FW,United States,23,2000,1.1,0,3,1,33.3,2.65,0.88,0.00,0.00,13.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Jovani Welch,MF,Panama,24,1999,2.3,0,3,2,66.7,1.32,0.88,0.00,0.00,33.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Wendell,DF,Brazil,30,1993,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Haji Wright,MF,United States,25,1998,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,15.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
César Yanis,MF,Panama,28,1996,0.0,1,1,1,100.0,90.00,90.00,1.00,1.00,15.2,0,0,0,0.1,0.1,0.10,+0.9,+0.9
John Yeboah,FW,Ecuador,23,2000,1.2,0,3,1,33.3,2.48,0.83,0.00,0.00,18.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Édgar Yoel Bárcenas,MF,Panama,30,1993,4.0,0,6,0,0.0,1.51,0.00,0.00,,21.3,1,0,0,0.4,0.4,0.06,-0.4,-0.4
Carlos Zambrano,DF,Peru,34,1989,2.9,0,1,0,0.0,0.35,0.00,0.00,,13.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Álvaro Zamora,"FW,MF",Costa Rica,21,2002,1.7,0,1,0,0.0,0.57,0.00,0.00,,31.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Franco Zanelatto,MF,Peru,23,2000,0.3,0,1,0,0.0,3.21,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
