Player,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Erick Pulgar,MF,Chile,30,1994,3,2,210,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Christian Pulisic,"FW,MF",United States,25,1998,3,3,270,3.0,1,1,2,1,0,0,0,0,0.5,0.5,0.6,1.1,8,12,11,0.33,0.33,0.67,0.33,0.67,0.16,0.22,0.38,0.16,0.38
Julián Quiñones,"FW,MF",Mexico,26,1997,3,3,252,2.8,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,4,11,33,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.28,0.14,0.28
Juan Quintero,FW,Colombia,31,1993,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,7,2,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.24,0.06,0.24
Haxzel Quirós,DF,Costa Rica,25,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Piero Quispe,MF,Peru,22,2001,2,2,131,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,4,5,0.00,0.00,0.00,0.00,0.00,0.19,0.02,0.21,0.19,0.21
Rodrigo Ramallo,FW,Bolivia,33,1990,1,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Eric Ramírez,FW,Venezuela,25,1998,2,0,17,0.2,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,1,0,3,5.29,0.00,5.29,5.29,5.29,3.25,0.00,3.25,3.25,3.25
Iván Ramírez,DF,Paraguay,29,1994,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13
Raphinha,FW,Brazil,27,1996,4,3,259,2.9,1,0,1,1,0,0,0,0,1.0,1.0,0.2,1.2,8,5,26,0.35,0.00,0.35,0.35,0.35,0.35,0.07,0.42,0.35,0.42
Tim Ream,DF,United States,36,1987,3,3,263,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bobby Reid,"MF,FW",Jamaica,30,1993,2,2,169,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,4,3,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12
Israel Reyes,DF,Mexico,23,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bryan Reyna,"MF,FW",Peru,25,1998,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gio Reyna,"MF,FW",United States,21,2002,3,3,200,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,12,12,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11
Chris Richards,DF,United States,23,2000,3,3,270,3.0,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0,2,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Tomás Rincón,MF,Venezuela,36,1988,3,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
Richard Ríos,MF,Colombia,23,2000,6,6,448,5.0,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,11,10,15,0.20,0.00,0.20,0.20,0.20,0.06,0.04,0.09,0.06,0.09
José Rivera,"FW,MF",Peru,26,1997,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
Antonee Robinson,DF,United States,26,1997,3,3,270,3.0,0,1,1,0,0,0,1,0,0.1,0.1,1.4,1.4,5,6,14,0.00,0.33,0.33,0.00,0.33,0.02,0.45,0.47,0.02,0.47
Yomar Rocha,"MF,DF",Bolivia,20,2003,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Sergio Rochet,GK,Uruguay,30,1993,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Brian Rodríguez,FW,Uruguay,23,2000,1,0,30,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,1,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.58,0.58,0.58
Charly Rodríguez,MF,Mexico,27,1997,2,1,83,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,3,3,0.00,0.00,0.00,0.00,0.00,0.39,0.05,0.44,0.39,0.44
Guido Rodríguez,MF,Argentina,29,1994,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
James Rodríguez,"FW,MF",Colombia,32,1991,6,6,463,5.1,1,6,7,0,1,1,1,0,1.2,0.4,2.2,2.6,5,35,20,0.19,1.17,1.36,0.00,1.17,0.23,0.43,0.67,0.08,0.51
Kevin Rodríguez,FW,Ecuador,23,2000,4,2,233,2.6,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.3,2,3,18,0.39,0.00,0.39,0.39,0.39,0.07,0.06,0.13,0.07,0.13
Rodrygo,FW,Brazil,23,2001,4,4,326,3.6,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.3,9,12,25,0.00,0.00,0.00,0.00,0.00,0.19,0.17,0.36,0.19,0.36
Andy Rojas,FW,Costa Rica,18,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matías Rojas,FW,Paraguay,28,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.22,0.00,1.22,1.22,1.22
Ángel Romero,MF,Paraguay,31,1992,2,0,56,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,1,3,5,0.00,0.00,0.00,0.00,0.00,0.96,0.17,1.13,0.96,1.13
Cristian Romero,DF,Argentina,25,1998,5,5,480,5.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,3,9,0,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Luis Romo,MF,Mexico,28,1995,3,2,235,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,9,30,8,0.00,0.38,0.38,0.00,0.38,0.12,0.08,0.20,0.12,0.20
Rafael Romo,GK,Venezuela,33,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Salomón Rondón,FW,Venezuela,34,1989,4,4,334,3.7,3,1,4,2,1,1,0,0,2.4,1.7,0.8,2.4,2,6,21,0.81,0.27,1.08,0.54,0.81,0.66,0.21,0.87,0.45,0.65
Jacen Russell-Rowe,FW,Canada,21,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
José Sagredo,DF,Bolivia,29,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Alexis Sánchez,MF,Chile,35,1988,3,3,245,2.7,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,3,11,10,0.00,0.00,0.00,0.00,0.00,0.24,0.07,0.31,0.24,0.31
Davinson Sánchez,DF,Colombia,27,1996,6,6,570,6.3,1,0,1,1,0,0,0,0,1.4,1.4,0.1,1.5,3,16,3,0.16,0.00,0.16,0.16,0.16,0.23,0.02,0.25,0.23,0.25
Erick Sánchez,MF,Mexico,24,1999,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Anderson Santamaría,"DF,FW",Peru,32,1992,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Josh Sargent,"FW,MF",United States,23,2000,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.19,0.16,0.34,0.19,0.34
Jeremy Sarmiento,"FW,MF",Ecuador,21,2002,4,4,301,3.3,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,7,5,7,0.30,0.00,0.30,0.30,0.30,0.19,0.00,0.19,0.19,0.19
Fernando Saucedo,MF,Bolivia,33,1990,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,2,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Jefferson Savarino,MF,Venezuela,27,1996,3,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
Sávio,FW,Brazil,19,2004,4,1,119,1.3,1,0,1,1,0,0,0,0,0.8,0.8,0.2,0.9,14,3,15,0.76,0.00,0.76,0.76,0.76,0.59,0.12,0.70,0.59,0.70
Joe Scally,DF,United States,21,2002,3,3,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.03
Telasco Segovia,MF,Venezuela,20,2003,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,12,3,0.00,0.00,0.00,0.00,0.00,0.02,0.16,0.18,0.02,0.18
Patrick Sequeira,GK,Costa Rica,24,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jacob Shaffelburg,"FW,MF",Canada,24,1999,6,4,346,3.8,1,1,2,1,0,0,1,0,0.3,0.3,1.6,1.9,15,4,38,0.26,0.26,0.52,0.26,0.52,0.08,0.42,0.50,0.08,0.50
Luis Sinisterra,FW,Colombia,24,1999,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,1,6,0.00,0.00,0.00,0.00,0.00,0.00,1.02,1.02,0.00,1.02
Oliver Sonne,DF,Peru,23,2000,2,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ramón Sosa,FW,Paraguay,24,1999,3,1,135,1.5,1,1,2,1,0,0,1,0,0.1,0.1,0.4,0.5,6,7,25,0.67,0.67,1.33,0.67,1.33,0.09,0.27,0.36,0.09,0.36
Yeferson Soteldo,"FW,MF",Venezuela,26,1997,4,3,278,3.1,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,14,6,20,0.00,0.00,0.00,0.00,0.00,0.04,0.18,0.23,0.04,0.23
Dayne St. Clair,GK,Canada,26,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luis Suárez,FW,Uruguay,37,1987,4,0,79,0.9,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,2,4,7,1.14,0.00,1.14,1.14,1.14,1.06,0.00,1.06,1.06,1.06
Marcelo Suarez,"DF,MF",Bolivia,22,2001,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gabriel Suazo,DF,Chile,26,1997,3,3,206,2.3,0,0,0,0,0,0,3,1,0.0,0.0,0.2,0.2,1,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
Nicolás Tagliafico,DF,Argentina,31,1992,6,5,447,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,13,14,7,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
Gerald Taylor,DF,Costa Rica,22,2001,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Miguel Terceros,"MF,FW",Bolivia,19,2004,3,2,192,2.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,5,1,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Adalid Terrazas,"MF,FW",Bolivia,23,2000,2,0,37,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Malik Tillman,MF,United States,21,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,4.01,0.00,4.01,4.01,4.01
Félix Torres Caicedo,DF,Ecuador,27,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,8,1,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Matt Turner,GK,United States,29,1994,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manfred Ugalde,FW,Costa Rica,21,2002,2,2,108,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manuel Ugarte Ribeiro,MF,Uruguay,22,2001,6,6,493,5.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,2,21,4,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06
Mateus Uribe,MF,Colombia,32,1991,6,1,219,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,3,0,0.00,0.00,0.00,0.00,0.00,0.28,0.01,0.29,0.28,0.29
Ramiro Vaca,"FW,MF",Bolivia,24,1999,3,2,169,1.9,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,2,3,7,0.00,0.53,0.53,0.00,0.53,0.01,0.19,0.20,0.01,0.20
Diego Valdés,FW,Chile,30,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Enner Valencia,FW,Ecuador,34,1989,3,3,190,2.1,0,0,0,0,0,1,1,1,0.9,0.1,0.3,0.4,4,3,7,0.00,0.00,0.00,0.00,0.00,0.44,0.12,0.56,0.07,0.19
Omar Valencia,DF,Panama,19,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Federico Valverde,MF,Uruguay,25,1998,6,6,529,5.9,1,0,1,1,0,0,0,0,0.6,0.6,1.1,1.7,21,54,18,0.17,0.00,0.17,0.17,0.17,0.10,0.19,0.29,0.10,0.29
Guillermo Varela,DF,Uruguay,30,1993,2,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Camilo Vargas,GK,Colombia,34,1989,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Eduardo Vargas,FW,Chile,34,1989,3,3,195,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Johan Vásquez,DF,Mexico,25,1998,3,3,270,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,9,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Alexis Vega,"MF,DF",Mexico,26,1997,2,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gustavo Velásquez,DF,Paraguay,32,1991,3,3,253,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Gabriel Villamíl,MF,Bolivia,22,2001,3,3,242,2.7,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,3,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Mathías Villasanti,"MF,FW",Paraguay,27,1997,3,3,242,2.7,0,1,1,0,0,0,0,0,0.6,0.6,0.1,0.7,4,15,3,0.00,0.37,0.37,0.00,0.37,0.22,0.05,0.27,0.22,0.27
Matías Viña,DF,Uruguay,26,1997,5,5,353,3.9,1,1,2,1,0,0,1,0,0.1,0.1,0.3,0.3,15,20,20,0.25,0.25,0.51,0.25,0.51,0.02,0.06,0.08,0.02,0.08
Guillermo Vizcarra,GK,Bolivia,30,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jahmali Waite,GK,Jamaica,25,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Timothy Weah,FW,United States,23,2000,2,2,102,1.1,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,4,4,12,0.00,0.88,0.88,0.00,0.88,0.18,0.20,0.38,0.18,0.38
Jovani Welch,MF,Panama,24,1999,3,2,205,2.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,11,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Wendell,DF,Brazil,30,1993,2,2,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
Haji Wright,MF,United States,25,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.58,0.58,0.58
César Yanis,MF,Panama,28,1996,1,0,1,0.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,90.00,0.00,90.00,90.00,90.00,8.99,0.00,8.99,8.99,8.99
John Yeboah,FW,Ecuador,23,2000,3,2,109,1.2,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.2,2,2,8,0.00,0.83,0.83,0.00,0.83,0.13,0.04,0.16,0.13,0.16
Édgar Yoel Bárcenas,MF,Panama,30,1993,4,4,358,4.0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,8,20,29,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18
Carlos Zambrano,DF,Peru,34,1989,3,3,258,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Álvaro Zamora,"FW,MF",Costa Rica,21,2002,3,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,8,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.02,0.05
Franco Zanelatto,MF,Peru,23,2000,1,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.18,0.06,0.23,0.18,0.23
