Player,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
José María Giménez,DF,Uruguay,29,1995,3.4,194,27,117,69,11,8,194,2,1,50.0,1,50.0,91,487,339,1,1,0,1,1,109,2
Guillermo Maripán,DF,Chile,29,1994,1.0,54,6,34,16,4,2,54,1,1,100.0,0,0.0,30,144,54,0,0,0,0,0,37,0
Marquinhos,DF,Brazil,29,1994,4.0,325,52,185,136,5,1,325,0,0,,0,,191,1057,674,3,1,0,1,2,231,0
Alex Marshall,MF,Jamaica,25,1998,0.0,5,0,1,3,2,0,5,0,0,,0,,2,14,8,0,0,0,0,0,3,1
Gabriel Martinelli,FW,Brazil,22,2001,0.1,18,0,0,2,16,0,18,2,1,50.0,1,50.0,12,55,32,1,0,0,1,0,14,4
Guillermo Martínez Ayala,"FW,MF",Mexico,28,1995,0.9,28,4,9,7,12,7,28,0,0,,0,,7,18,6,0,0,0,1,1,13,1
Cristian Martínez,MF,Panama,26,1997,3.0,188,0,14,125,49,7,188,3,0,0.0,2,66.7,102,455,240,4,7,0,5,4,143,13
Emiliano Martínez,GK,Argentina,31,1992,6.3,229,187,229,0,0,0,229,0,0,,0,,137,613,472,0,0,0,0,0,122,0
Lautaro Martínez,FW,Argentina,26,1997,2.5,77,4,6,39,32,13,77,6,2,33.3,4,66.7,53,161,46,4,0,7,4,10,60,15
Lisandro Martínez,DF,Argentina,26,1998,5.2,356,32,186,162,9,7,356,0,0,,0,,241,959,658,3,1,0,3,2,281,2
Lucas Martínez Quarta,DF,Argentina,27,1996,0.1,6,0,5,1,0,0,6,1,1,100.0,0,0.0,5,21,18,0,0,0,0,0,5,0
Weston McKennie,MF,United States,25,1998,2.9,108,2,17,52,39,8,108,3,1,33.3,1,33.3,40,224,88,2,1,1,6,7,63,11
Diego Medina,"FW,MF",Bolivia,22,2002,0.7,27,3,14,11,2,0,27,1,0,0.0,1,100.0,7,21,9,0,0,0,1,1,10,1
Ángel Mena,"FW,MF",Ecuador,36,1988,0.3,19,0,3,9,7,2,19,1,1,100.0,0,0.0,9,96,68,3,1,0,1,0,6,1
Cesar Menacho,FW,Bolivia,24,1999,0.5,10,1,2,4,4,0,10,0,0,,0,,5,25,12,1,0,0,0,1,5,0
Lionel Messi,FW,Argentina,36,1987,4.7,218,0,6,108,107,14,218,26,12,46.2,12,46.2,131,613,267,10,11,7,4,13,175,20
Éder Militão,DF,Brazil,26,1998,4.0,251,38,138,107,8,4,251,0,0,,0,,142,687,407,0,1,0,1,0,174,2
Liam Millar,"FW,MF",Canada,24,1999,2.6,124,3,19,48,58,6,124,17,5,29.4,11,64.7,78,564,241,12,8,3,1,6,87,19
Kamal Miller,DF,Canada,26,1997,0.5,36,4,22,14,0,0,36,0,0,,0,,10,58,42,1,0,0,0,0,15,0
Roderick Miller,DF,Panama,31,1992,2.5,135,10,41,87,9,4,135,1,1,100.0,0,0.0,66,328,240,5,3,0,1,3,88,0
Yerry Mina,DF,Colombia,29,1994,0.9,56,9,30,26,0,0,56,0,0,,0,,21,110,55,0,0,0,0,0,36,0
Alan Minda,"FW,MF",Ecuador,20,2003,0.9,27,0,2,16,11,3,27,8,3,37.5,5,62.5,18,192,101,4,3,2,2,1,16,5
Bruno Miranda,"FW,DF",Bolivia,25,1998,1.0,31,0,4,18,10,1,31,0,0,,0,,16,64,27,2,0,0,1,2,22,2
Jeyland Mitchell,DF,Costa Rica,19,2004,3.0,128,18,81,47,4,0,128,3,2,66.7,1,33.3,51,237,73,0,1,0,1,0,53,0
Johan Mojica,DF,Colombia,31,1992,5.8,360,14,99,207,57,5,360,3,3,100.0,0,0.0,171,877,464,16,7,1,5,10,236,12
Nahuel Molina,DF,Argentina,25,1998,3.6,225,7,47,125,55,3,225,4,0,0.0,4,100.0,91,284,114,2,1,0,4,1,121,13
César Montes,DF,Mexico,26,1997,2.5,186,13,83,92,14,5,186,0,0,,0,,95,724,521,3,3,0,2,0,119,1
Gonzalo Montiel,DF,Argentina,27,1997,2.7,171,8,49,104,19,3,171,0,0,,0,,80,252,179,8,1,2,1,0,116,12
Joseph Mora,DF,Costa Rica,31,1993,1.5,48,1,13,20,16,0,48,1,0,0.0,0,0.0,25,81,25,0,0,0,1,2,28,6
Rodrigo Morínigo,GK,Paraguay,25,1998,3.0,77,61,77,0,0,0,77,0,0,,0,,41,200,129,0,0,0,0,0,31,0
Orlando Mosquera,GK,Panama,29,1994,4.0,124,105,123,1,0,0,124,0,0,,0,,73,404,239,0,0,0,0,0,70,0
Daniel Muñoz,DF,Colombia,27,1996,4.3,267,15,77,131,61,7,267,6,1,16.7,5,83.3,108,538,185,2,0,1,6,2,140,12
Yunus Musah,MF,United States,21,2002,1.3,50,2,8,26,16,0,50,0,0,,0,,21,138,88,1,0,0,3,0,33,2
Nahitan Nández,DF,Uruguay,28,1995,4.8,277,10,83,131,65,2,277,12,7,58.3,2,16.7,118,681,397,8,7,1,6,5,135,18
Miguel Navarro,DF,Venezuela,24,1999,3.0,184,14,67,82,36,2,184,2,0,0.0,1,50.0,75,232,113,3,1,0,3,1,95,10
Shamar Nicholson,"FW,MF",Jamaica,26,1997,2.2,47,2,9,15,23,7,47,2,1,50.0,1,50.0,22,67,13,0,0,0,6,3,34,7
Darwin Núñez,FW,Uruguay,24,1999,5.2,141,5,12,52,81,37,141,25,13,52.0,12,48.0,73,601,200,7,3,6,6,11,88,35
Marcelino Núñez,MF,Chile,23,2000,1.6,80,3,14,50,17,1,80,4,3,75.0,1,25.0,41,232,121,2,3,0,4,0,46,4
Lucas Olaza,DF,Uruguay,29,1994,0.4,26,0,2,17,7,0,26,0,0,,0,,15,52,27,1,0,0,1,0,17,3
Cristian Olivera,"FW,DF",Uruguay,21,2002,1.6,48,1,7,10,33,5,48,1,1,100.0,0,0.0,34,217,106,6,0,2,5,3,34,17
Mathías Olivera,DF,Uruguay,26,1997,4.2,266,22,93,161,16,4,266,0,0,,0,,170,1314,944,6,3,0,4,4,174,2
Tani Oluwaseyi,FW,Canada,23,2000,1.5,53,2,2,19,32,16,53,1,0,0.0,1,100.0,30,107,32,2,1,3,5,3,38,16
Darío Osorio,FW,Chile,20,2004,1.8,66,1,9,32,26,2,66,9,2,22.2,7,77.8,27,164,25,2,3,1,3,6,42,9
Jonathan Osorio,MF,Canada,31,1992,3.5,183,4,31,112,40,5,183,1,0,0.0,0,0.0,97,385,223,8,5,0,6,2,123,10
Yordan Osorio,DF,Venezuela,29,1994,4.0,248,32,152,92,6,5,248,4,1,25.0,2,50.0,140,652,397,1,0,0,2,1,158,1
Nicolás Otamendi,DF,Argentina,35,1988,1.6,109,11,63,43,3,2,109,0,0,,0,,66,238,129,0,0,0,1,0,82,0
Juan Pablo Vargas,DF,Costa Rica,28,1995,3.0,130,43,107,23,1,1,130,2,2,100.0,0,0.0,61,234,90,0,0,0,2,0,60,0
Willian Pacho,DF,Ecuador,22,2001,4.0,216,47,137,70,9,4,216,0,0,,0,,127,583,224,1,1,0,1,2,130,0
Kendry Páez,"MF,FW",Ecuador,16,2007,3.4,143,3,27,79,40,8,142,8,5,62.5,3,37.5,82,340,128,2,1,2,4,4,72,5
Exequiel Palacios,MF,Argentina,25,1998,1.1,78,0,16,58,5,0,78,1,0,0.0,1,100.0,51,101,30,0,0,0,2,0,64,3
Kasey Palmer,MF,Jamaica,27,1996,3.0,146,6,40,73,36,2,146,8,4,50.0,4,50.0,54,243,131,3,3,0,1,5,79,5
Lucas Paquetá,MF,Brazil,26,1997,3.3,187,5,25,105,60,13,185,4,1,25.0,3,75.0,88,311,107,2,4,0,4,7,130,9
Leandro Paredes,MF,Argentina,29,1994,2.0,164,5,60,90,14,1,163,1,0,0.0,1,100.0,96,234,112,0,0,0,1,1,129,1
Facundo Pellistri,FW,Uruguay,22,2001,5.0,131,1,26,40,65,12,131,12,5,41.7,6,50.0,74,502,207,9,3,7,10,9,76,27
Sergio Peña,MF,Peru,28,1995,2.9,159,1,21,107,33,0,159,4,1,25.0,3,75.0,80,337,123,1,3,0,4,1,91,1
Ricardo Pepi,FW,United States,21,2003,1.1,48,0,3,17,28,9,48,2,1,50.0,1,50.0,15,49,19,0,0,0,4,1,30,5
Andreas Pereira,MF,Brazil,28,1996,0.7,30,0,11,9,11,0,30,0,0,,0,,17,61,31,0,0,0,2,1,16,2
César Pérez,MF,Chile,21,2002,0.1,8,1,2,4,2,0,8,0,0,,0,,2,12,8,0,0,0,0,0,4,2
Germán Pezzella,DF,Argentina,32,1991,0.9,74,5,36,35,3,3,74,0,0,,0,,46,97,37,0,0,0,1,0,57,0
Orbelín Pineda,MF,Mexico,27,1996,1.6,91,1,8,34,50,9,90,8,4,50.0,4,50.0,50,216,112,4,2,2,6,3,61,12
Ethan Pinnock,DF,Jamaica,30,1993,3.0,212,42,128,66,18,1,212,2,1,50.0,1,50.0,96,317,158,1,0,0,0,2,120,2
Andy Polo,DF,Peru,29,1994,1.9,98,8,22,42,34,3,98,6,1,16.7,5,83.3,49,296,181,4,4,0,2,0,47,8
Ángelo Preciado,DF,Ecuador,25,1998,4.0,200,27,78,78,47,6,200,10,2,20.0,7,70.0,75,370,127,5,3,1,6,0,66,13
Erick Pulgar,MF,Chile,30,1994,2.3,132,7,45,77,11,1,132,3,1,33.3,1,33.3,52,216,99,1,0,0,3,1,61,1
Christian Pulisic,"FW,MF",United States,25,1998,3.0,137,1,11,50,78,7,137,11,4,36.4,7,63.6,70,486,218,8,4,1,10,4,83,11
Julián Quiñones,"FW,MF",Mexico,26,1997,2.8,135,1,12,66,58,11,135,12,4,33.3,8,66.7,83,444,176,4,2,3,5,4,101,33
Juan Quintero,FW,Colombia,31,1993,0.5,50,1,5,30,15,0,50,3,3,100.0,0,0.0,32,170,73,2,2,0,0,1,43,2
Haxzel Quirós,DF,Costa Rica,25,1998,2.0,65,4,16,35,17,0,65,5,1,20.0,4,80.0,34,148,106,1,2,0,1,0,36,6
Piero Quispe,MF,Peru,22,2001,1.5,62,0,12,36,15,2,62,6,1,16.7,4,66.7,34,179,59,2,2,1,1,5,37,5
Rodrigo Ramallo,FW,Bolivia,33,1990,0.5,18,1,4,8,6,0,18,2,0,0.0,2,100.0,11,30,14,1,0,0,3,2,13,1
Eric Ramírez,FW,Venezuela,25,1998,0.2,15,1,1,6,8,4,15,1,0,0.0,1,100.0,7,51,22,1,0,1,1,0,10,3
Iván Ramírez,DF,Paraguay,29,1994,0.2,16,0,8,3,5,1,16,0,0,,0,,6,20,5,0,0,0,2,0,11,3
Raphinha,FW,Brazil,27,1996,2.9,133,1,9,50,77,14,133,10,5,50.0,3,30.0,74,434,208,8,5,3,6,3,92,26
Tim Ream,DF,United States,36,1987,2.9,148,21,75,72,1,0,148,0,0,,0,,70,388,294,2,0,0,1,0,98,0
Bobby Reid,"MF,FW",Jamaica,30,1993,1.9,111,3,29,60,24,2,111,5,3,60.0,2,40.0,43,139,62,2,1,0,6,3,55,3
Israel Reyes,DF,Mexico,23,2000,0.5,39,1,8,30,1,0,39,0,0,,0,,28,229,192,4,0,0,1,0,33,0
Bryan Reyna,"MF,FW",Peru,25,1998,1.0,22,0,1,12,9,2,22,7,1,14.3,6,85.7,16,99,27,2,1,1,2,4,20,9
Gio Reyna,"MF,FW",United States,21,2002,2.2,101,1,13,54,37,5,101,10,3,30.0,5,50.0,45,189,93,1,2,0,3,0,64,12
Chris Richards,DF,United States,23,2000,3.0,172,18,91,75,6,6,172,0,0,,0,,86,358,189,0,0,0,1,0,117,0
Tomás Rincón,MF,Venezuela,36,1988,0.4,35,1,10,14,11,0,35,0,0,,0,,15,50,24,0,0,0,0,0,23,0
Richard Ríos,MF,Colombia,23,2000,5.0,254,8,32,170,57,4,254,28,18,64.3,7,25.0,123,630,300,11,3,0,13,16,188,15
José Rivera,"FW,MF",Peru,26,1997,0.4,10,0,0,5,5,0,10,0,0,,0,,7,16,5,0,0,0,0,0,9,2
Antonee Robinson,DF,United States,26,1997,3.0,177,11,56,63,59,4,177,5,1,20.0,2,40.0,52,304,199,5,2,1,3,0,72,14
Yomar Rocha,"MF,DF",Bolivia,20,2003,1.5,57,1,25,28,5,0,57,2,1,50.0,1,50.0,26,163,50,1,1,0,2,2,26,3
Sergio Rochet,GK,Uruguay,30,1993,6.0,145,135,143,2,0,0,145,0,0,,0,,77,489,298,0,0,0,1,0,48,0
Brian Rodríguez,FW,Uruguay,23,2000,0.3,17,0,2,6,9,1,17,1,0,0.0,1,100.0,10,63,24,1,0,0,0,0,10,1
Charly Rodríguez,MF,Mexico,27,1997,0.9,41,0,8,20,15,2,41,1,0,0.0,1,100.0,24,88,32,0,3,0,1,2,27,3
Guido Rodríguez,MF,Argentina,29,1994,0.2,18,2,5,12,1,0,18,0,0,,0,,11,13,5,0,0,0,0,0,16,0
James Rodríguez,"FW,MF",Colombia,32,1991,5.1,344,2,33,211,103,9,343,12,2,16.7,7,58.3,148,587,280,5,4,1,6,4,238,20
Kevin Rodríguez,FW,Ecuador,23,2000,2.6,82,3,8,28,49,13,82,11,4,36.4,5,45.5,46,227,95,2,4,1,9,6,51,18
Rodrygo,FW,Brazil,23,2001,3.6,156,0,12,62,83,18,156,12,4,33.3,8,66.7,105,635,298,9,7,1,15,8,124,25
Andy Rojas,FW,Costa Rica,18,2005,0.1,3,0,0,2,1,0,3,0,0,,0,,2,7,1,0,0,0,0,0,3,0
Matías Rojas,FW,Paraguay,28,1995,0.0,2,0,0,0,2,0,2,0,0,,0,,1,7,6,0,0,0,0,0,1,1
Ángel Romero,MF,Paraguay,31,1992,0.6,26,0,3,10,13,1,26,2,1,50.0,1,50.0,14,72,24,1,1,1,0,2,18,5
Cristian Romero,DF,Argentina,25,1998,5.3,407,37,214,187,10,4,407,0,0,,0,,263,947,662,3,1,0,4,0,292,0
Luis Romo,MF,Mexico,28,1995,2.6,227,12,44,140,45,8,227,6,5,83.3,1,16.7,104,517,304,9,8,2,1,3,143,8
Rafael Romo,GK,Venezuela,33,1990,4.0,145,114,144,1,0,0,145,0,0,,0,,63,276,173,0,0,0,0,0,50,0
Salomón Rondón,FW,Venezuela,34,1989,3.7,126,4,8,45,73,19,125,7,1,14.3,6,85.7,58,192,74,2,1,2,7,5,94,21
Jacen Russell-Rowe,FW,Canada,21,2002,0.1,3,0,0,2,1,0,3,0,0,,0,,2,7,3,0,0,0,1,0,2,1
José Sagredo,DF,Bolivia,29,1994,3.0,155,17,76,73,8,0,155,3,1,33.3,1,33.3,94,290,178,1,2,1,1,0,96,2
Alexis Sánchez,MF,Chile,35,1988,2.7,134,2,10,62,64,9,134,16,9,56.3,7,43.8,73,347,112,3,2,1,9,9,97,10
Davinson Sánchez,DF,Colombia,27,1996,6.3,408,43,203,187,18,11,408,5,4,80.0,1,20.0,183,1005,683,3,1,0,4,1,282,3
Erick Sánchez,MF,Mexico,24,1999,0.2,18,0,7,10,1,0,18,0,0,,0,,10,45,20,1,0,0,0,0,11,0
Anderson Santamaría,"DF,FW",Peru,32,1992,0.3,20,2,13,7,0,0,20,0,0,,0,,7,11,4,0,0,0,0,0,7,0
Josh Sargent,"FW,MF",United States,23,2000,0.3,9,0,0,1,8,4,9,0,0,,0,,4,4,0,0,0,0,2,0,8,2
Jeremy Sarmiento,"FW,MF",Ecuador,21,2002,3.3,109,4,19,61,35,5,109,21,9,42.9,9,42.9,64,454,220,7,7,1,13,3,58,7
Fernando Saucedo,MF,Bolivia,33,1990,1.1,53,0,4,35,14,0,53,2,1,50.0,1,50.0,28,109,63,2,0,0,2,2,35,3
Jefferson Savarino,MF,Venezuela,27,1996,0.7,28,1,2,14,12,1,28,3,0,0.0,3,100.0,14,93,27,1,0,0,1,1,19,3
Sávio,FW,Brazil,19,2004,1.3,78,1,11,20,51,10,78,18,8,44.4,8,44.4,52,551,346,14,6,9,3,3,58,15
Joe Scally,DF,United States,21,2002,2.9,139,4,43,69,27,1,139,4,3,75.0,0,0.0,51,262,115,4,2,1,6,2,72,3
Telasco Segovia,MF,Venezuela,20,2003,0.8,49,1,5,27,17,0,49,0,0,,0,,25,158,109,5,0,0,3,0,36,3
Patrick Sequeira,GK,Costa Rica,24,1999,3.0,91,83,91,0,0,0,91,0,0,,0,,30,190,138,0,0,0,1,0,14,0
Jacob Shaffelburg,"FW,MF",Canada,24,1999,3.8,144,0,16,56,74,22,144,14,5,35.7,8,57.1,81,654,296,15,7,6,11,4,94,38
Luis Sinisterra,FW,Colombia,24,1999,0.4,30,1,3,18,9,2,30,4,2,50.0,2,50.0,16,107,17,0,1,0,1,1,21,6
Oliver Sonne,DF,Peru,23,2000,1.1,43,4,14,18,11,1,43,1,0,0.0,1,100.0,16,63,11,0,0,0,2,0,15,6
Ramón Sosa,FW,Paraguay,24,1999,1.5,78,0,3,31,45,5,78,6,4,66.7,2,33.3,56,346,197,6,11,2,7,1,64,25
Yeferson Soteldo,"FW,MF",Venezuela,26,1997,3.1,143,2,12,53,81,9,143,15,7,46.7,6,40.0,95,687,295,14,9,6,9,10,110,20
Dayne St. Clair,GK,Canada,26,1997,1.0,28,21,27,1,0,0,28,0,0,,0,,18,102,62,0,0,0,0,0,11,0
Luis Suárez,FW,Uruguay,37,1987,0.9,43,0,1,15,27,12,43,6,3,50.0,2,33.3,21,72,28,2,0,3,5,1,32,7
Marcelo Suarez,"DF,MF",Bolivia,22,2001,1.5,84,7,48,30,6,0,84,4,2,50.0,1,25.0,55,219,128,0,0,0,3,1,55,0
Gabriel Suazo,DF,Chile,26,1997,2.3,157,8,56,73,31,1,157,4,3,75.0,1,25.0,80,388,152,1,5,0,2,0,97,0
Nicolás Tagliafico,DF,Argentina,31,1992,5.0,307,10,77,194,41,9,307,6,2,33.3,4,66.7,157,665,443,13,4,2,4,2,205,7
Gerald Taylor,DF,Costa Rica,22,2001,1.0,19,4,13,7,0,0,19,0,0,,0,,6,21,5,0,0,0,1,0,7,0
Miguel Terceros,"MF,FW",Bolivia,19,2004,2.1,84,1,25,35,26,3,84,8,4,50.0,4,50.0,46,311,110,3,5,1,6,6,64,1
Adalid Terrazas,"MF,FW",Bolivia,23,2000,0.4,40,0,9,28,3,0,40,1,0,0.0,1,100.0,23,121,62,1,0,0,0,1,34,1
Malik Tillman,MF,United States,21,2002,0.0,7,0,0,4,4,1,7,2,1,50.0,1,50.0,2,14,3,0,1,0,1,0,1,1
Félix Torres Caicedo,DF,Ecuador,27,1997,4.0,188,33,95,81,12,9,188,2,1,50.0,1,50.0,105,407,203,0,0,0,2,1,108,1
Matt Turner,GK,United States,29,1994,2.5,91,78,90,1,0,0,91,0,0,,0,,45,264,145,0,0,0,0,0,43,0
Manfred Ugalde,FW,Costa Rica,21,2002,1.2,18,2,3,9,6,0,18,0,0,,0,,10,29,13,0,1,0,5,2,10,2
Manuel Ugarte Ribeiro,MF,Uruguay,22,2001,5.5,314,22,92,167,62,1,314,8,3,37.5,5,62.5,164,858,455,2,5,0,9,7,181,4
Mateus Uribe,MF,Colombia,32,1991,2.4,126,11,30,81,15,3,126,2,2,100.0,0,0.0,49,168,78,1,0,0,0,2,73,0
Ramiro Vaca,"FW,MF",Bolivia,24,1999,1.9,93,3,13,57,24,5,93,1,1,100.0,0,0.0,52,240,118,2,5,0,4,5,69,7
Diego Valdés,FW,Chile,30,1994,0.5,24,0,2,17,5,1,24,2,1,50.0,1,50.0,13,71,42,1,0,0,1,0,18,2
Enner Valencia,FW,Ecuador,34,1989,2.1,51,1,3,25,24,6,50,4,0,0.0,4,100.0,25,188,84,4,2,2,7,4,23,7
Omar Valencia,DF,Panama,19,2004,0.1,7,0,1,3,3,0,7,0,0,,0,,5,28,12,0,0,0,0,0,6,1
Federico Valverde,MF,Uruguay,25,1998,5.9,366,5,61,209,100,6,366,6,4,66.7,2,33.3,220,1439,893,21,11,1,2,4,266,18
Guillermo Varela,DF,Uruguay,30,1993,0.5,22,3,10,11,1,0,22,0,0,,0,,10,25,10,0,0,0,0,1,11,0
Camilo Vargas,GK,Colombia,34,1989,6.3,226,200,226,0,0,0,226,0,0,,0,,83,443,260,0,0,0,0,0,97,0
Eduardo Vargas,FW,Chile,34,1989,2.2,54,0,7,26,23,4,54,5,2,40.0,3,60.0,30,115,37,1,1,0,1,4,31,9
Johan Vásquez,DF,Mexico,25,1998,3.0,249,27,119,122,10,1,249,4,2,50.0,2,50.0,130,746,434,3,1,0,2,0,148,1
Alexis Vega,"MF,DF",Mexico,26,1997,0.3,29,0,5,5,19,4,29,2,1,50.0,1,50.0,12,82,41,2,2,0,1,1,14,5
Gustavo Velásquez,DF,Paraguay,32,1991,2.8,153,12,38,85,31,6,153,2,1,50.0,1,50.0,51,203,102,2,3,0,3,1,64,10
Gabriel Villamíl,MF,Bolivia,22,2001,2.7,138,5,45,81,13,2,138,5,3,60.0,2,40.0,64,326,160,2,1,0,1,3,84,2
Mathías Villasanti,"MF,FW",Paraguay,27,1997,2.7,128,6,15,82,34,3,128,2,1,50.0,1,50.0,69,363,177,4,4,0,3,3,87,3
Matías Viña,DF,Uruguay,26,1997,3.9,239,9,50,120,72,9,239,7,3,42.9,4,57.1,112,719,489,15,8,3,5,2,131,20
Guillermo Vizcarra,GK,Bolivia,30,1993,3.0,88,86,88,0,0,0,88,0,0,,0,,38,206,84,0,0,0,0,0,29,0
Jahmali Waite,GK,Jamaica,25,1998,3.0,119,113,119,0,0,0,119,0,0,,0,,55,176,120,0,0,0,0,0,48,0
Timothy Weah,FW,United States,23,2000,1.1,47,0,2,17,29,6,47,1,0,0.0,0,0.0,22,200,118,4,5,1,1,2,39,12
Jovani Welch,MF,Panama,24,1999,2.3,105,4,18,72,15,0,105,2,1,50.0,1,50.0,35,171,102,2,2,0,5,2,63,1
Wendell,DF,Brazil,30,1993,1.9,103,9,50,47,9,2,103,3,1,33.3,2,66.7,47,158,103,2,1,1,0,3,65,6
Haji Wright,MF,United States,25,1998,0.1,3,0,0,0,3,3,3,0,0,,0,,2,4,1,0,0,1,1,0,3,0
César Yanis,MF,Panama,28,1996,0.0,8,0,0,6,2,2,8,1,1,100.0,0,0.0,3,13,6,1,0,1,0,0,3,0
John Yeboah,FW,Ecuador,23,2000,1.2,35,0,1,19,17,3,35,5,2,40.0,2,40.0,27,173,93,2,4,1,2,2,24,8
Édgar Yoel Bárcenas,MF,Panama,30,1993,4.0,171,0,9,83,82,10,171,9,9,100.0,0,0.0,90,528,235,8,7,0,11,6,126,29
Carlos Zambrano,DF,Peru,34,1989,2.9,91,11,45,42,4,2,91,1,0,0.0,1,100.0,48,204,92,0,2,0,0,1,46,0
Álvaro Zamora,"FW,MF",Costa Rica,21,2002,1.7,58,0,5,37,16,2,58,3,2,66.7,0,0.0,37,220,79,3,4,0,7,4,41,8
Franco Zanelatto,MF,Peru,23,2000,0.3,11,0,0,4,7,3,11,1,0,0.0,1,100.0,8,38,11,1,0,1,0,0,8,3
