Player,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Jonathan Osorio,MF,Canada,31,1992,3.5,12,5,4,8,0,5,7,71.4,2,4,0,4,3,15,3,1
Yordan Osorio,DF,Venezuela,29,1994,4.0,9,4,7,2,0,4,5,80.0,1,3,3,0,1,10,16,0
Nicolás Otamendi,DF,Argentina,35,1988,1.6,1,1,0,1,0,1,2,50.0,1,1,0,1,2,3,8,0
Juan Pablo Vargas,DF,Costa Rica,28,1995,3.0,6,4,6,0,0,4,6,66.7,2,9,7,2,4,10,21,0
Willian Pacho,DF,Ecuador,22,2001,4.0,7,4,5,2,0,6,7,85.7,1,4,3,1,4,11,29,0
Kendry Páez,"MF,FW",Ecuador,16,2007,3.4,12,9,5,7,0,4,13,30.8,9,6,0,6,1,13,2,0
Exequiel Palacios,MF,Argentina,25,1998,1.1,3,2,2,1,0,2,2,100.0,0,0,0,0,2,5,0,1
Kasey Palmer,MF,Jamaica,27,1996,3.0,9,8,5,4,0,4,8,50.0,4,7,0,7,2,11,3,0
Lucas Paquetá,MF,Brazil,26,1997,3.3,15,12,5,6,4,5,8,62.5,3,2,0,2,2,17,5,0
Leandro Paredes,MF,Argentina,29,1994,2.0,8,5,4,3,1,4,7,57.1,3,1,0,1,2,10,2,0
Facundo Pellistri,FW,Uruguay,22,2001,5.0,16,8,7,6,3,6,8,75.0,2,6,0,6,1,17,3,0
Sergio Peña,MF,Peru,28,1995,2.9,6,6,0,6,0,3,4,75.0,1,5,0,5,9,15,3,0
Ricardo Pepi,FW,United States,21,2003,1.1,1,0,0,0,1,0,2,0.0,2,2,0,2,1,2,0,0
Andreas Pereira,MF,Brazil,28,1996,0.7,4,4,3,0,1,3,7,42.9,4,0,0,0,1,5,0,0
César Pérez,MF,Chile,21,2002,0.1,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,1,0
Germán Pezzella,DF,Argentina,32,1991,0.9,1,0,0,1,0,1,3,33.3,2,1,0,1,0,1,5,0
Orbelín Pineda,MF,Mexico,27,1996,1.6,2,1,2,0,0,0,1,0.0,1,2,1,1,0,2,0,0
Ethan Pinnock,DF,Jamaica,30,1993,3.0,3,3,2,1,0,3,3,100.0,0,5,3,2,1,4,24,0
Andy Polo,DF,Peru,29,1994,1.9,5,2,1,2,2,3,5,60.0,2,1,0,1,5,10,3,0
Ángelo Preciado,DF,Ecuador,25,1998,4.0,12,9,8,4,0,7,10,70.0,3,3,1,2,4,16,19,1
Erick Pulgar,MF,Chile,30,1994,2.3,9,7,5,4,0,4,7,57.1,3,7,1,6,3,12,4,0
Christian Pulisic,"FW,MF",United States,25,1998,3.0,4,3,2,0,2,1,3,33.3,2,2,0,2,1,5,0,0
Julián Quiñones,"FW,MF",Mexico,26,1997,2.8,5,5,2,3,0,1,7,14.3,6,3,0,3,1,6,1,0
Juan Quintero,FW,Colombia,31,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Haxzel Quirós,DF,Costa Rica,25,1998,2.0,5,2,2,3,0,2,3,66.7,1,5,1,4,2,7,2,0
Piero Quispe,MF,Peru,22,2001,1.5,8,8,1,7,0,3,4,75.0,1,4,0,4,2,10,1,0
Rodrigo Ramallo,FW,Bolivia,33,1990,0.5,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0
Eric Ramírez,FW,Venezuela,25,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Iván Ramírez,DF,Paraguay,29,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Raphinha,FW,Brazil,27,1996,2.9,5,5,0,1,4,2,3,66.7,1,0,0,0,2,7,1,0
Tim Ream,DF,United States,36,1987,2.9,1,1,1,0,0,0,1,0.0,1,3,3,0,4,5,13,0
Bobby Reid,"MF,FW",Jamaica,30,1993,1.9,4,3,2,1,1,2,4,50.0,2,3,0,3,5,9,3,0
Israel Reyes,DF,Mexico,23,2000,0.5,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,1
Bryan Reyna,"MF,FW",Peru,25,1998,1.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Gio Reyna,"MF,FW",United States,21,2002,2.2,8,2,2,5,1,1,2,50.0,1,0,0,0,0,8,1,0
Chris Richards,DF,United States,23,2000,3.0,4,2,2,2,0,0,0,,0,2,2,0,2,6,10,0
Tomás Rincón,MF,Venezuela,36,1988,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0
Richard Ríos,MF,Colombia,23,2000,5.0,7,2,3,4,0,4,11,36.4,7,10,2,8,8,15,6,0
José Rivera,"FW,MF",Peru,26,1997,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Antonee Robinson,DF,United States,26,1997,3.0,6,5,3,2,1,3,8,37.5,5,4,1,3,6,12,9,0
Yomar Rocha,"MF,DF",Bolivia,20,2003,1.5,1,1,0,1,0,1,4,25.0,3,1,0,1,2,3,1,0
Sergio Rochet,GK,Uruguay,30,1993,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3
Brian Rodríguez,FW,Uruguay,23,2000,0.3,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0
Charly Rodríguez,MF,Mexico,27,1997,0.9,3,3,1,1,1,2,2,100.0,0,0,0,0,0,3,0,0
Guido Rodríguez,MF,Argentina,29,1994,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
James Rodríguez,"FW,MF",Colombia,32,1991,5.1,7,4,2,3,2,1,4,25.0,3,2,0,2,2,9,1,0
Kevin Rodríguez,FW,Ecuador,23,2000,2.6,1,0,0,0,1,0,3,0.0,3,3,0,3,2,3,4,0
Rodrygo,FW,Brazil,23,2001,3.6,4,4,1,3,0,1,3,33.3,2,2,0,2,2,6,1,0
Andy Rojas,FW,Costa Rica,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Matías Rojas,FW,Paraguay,28,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ángel Romero,MF,Paraguay,31,1992,0.6,1,0,1,0,0,0,1,0.0,1,2,0,2,0,1,0,0
Cristian Romero,DF,Argentina,25,1998,5.3,24,15,15,7,2,11,12,91.7,1,7,4,3,9,33,16,0
Luis Romo,MF,Mexico,28,1995,2.6,5,1,2,3,0,3,9,33.3,6,2,0,2,4,9,7,0
Rafael Romo,GK,Venezuela,33,1990,4.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,7,0
Salomón Rondón,FW,Venezuela,34,1989,3.7,5,2,0,4,1,0,1,0.0,1,0,0,0,1,6,5,0
Jacen Russell-Rowe,FW,Canada,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
José Sagredo,DF,Bolivia,29,1994,3.0,11,7,8,2,1,3,8,37.5,5,4,2,2,7,18,8,0
Alexis Sánchez,MF,Chile,35,1988,2.7,6,2,1,3,2,0,2,0.0,2,2,1,1,0,6,1,0
Davinson Sánchez,DF,Colombia,27,1996,6.3,17,10,11,4,2,9,12,75.0,3,4,2,2,6,23,25,0
Erick Sánchez,MF,Mexico,24,1999,0.2,2,1,1,1,0,1,1,100.0,0,1,0,1,0,2,0,0
Anderson Santamaría,"DF,FW",Peru,32,1992,0.3,5,2,5,0,0,3,3,100.0,0,0,0,0,2,7,0,1
Josh Sargent,"FW,MF",United States,23,2000,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jeremy Sarmiento,"FW,MF",Ecuador,21,2002,3.3,11,8,4,6,1,6,11,54.5,5,4,1,3,1,12,4,0
Fernando Saucedo,MF,Bolivia,33,1990,1.1,1,0,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0
Jefferson Savarino,MF,Venezuela,27,1996,0.7,2,0,1,1,0,0,0,,0,0,0,0,0,2,1,0
Sávio,FW,Brazil,19,2004,1.3,4,1,3,1,0,1,3,33.3,2,3,1,2,0,4,0,0
Joe Scally,DF,United States,21,2002,2.9,7,3,3,3,1,3,4,75.0,1,3,1,2,2,9,4,0
Telasco Segovia,MF,Venezuela,20,2003,0.8,3,3,0,2,1,2,4,50.0,2,1,0,1,1,4,1,0
Patrick Sequeira,GK,Costa Rica,24,1999,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Jacob Shaffelburg,"FW,MF",Canada,24,1999,3.8,7,7,3,2,2,2,10,20.0,8,3,0,3,3,10,2,0
Luis Sinisterra,FW,Colombia,24,1999,0.4,3,3,0,3,0,3,3,100.0,0,2,0,2,0,3,1,0
Oliver Sonne,DF,Peru,23,2000,1.1,1,1,1,0,0,1,1,100.0,0,3,0,3,2,3,2,0
Ramón Sosa,FW,Paraguay,24,1999,1.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Yeferson Soteldo,"FW,MF",Venezuela,26,1997,3.1,3,1,0,2,1,3,4,75.0,1,2,0,2,2,5,1,0
Dayne St. Clair,GK,Canada,26,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Luis Suárez,FW,Uruguay,37,1987,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marcelo Suarez,"DF,MF",Bolivia,22,2001,1.5,4,3,3,1,0,3,7,42.9,4,2,1,1,2,6,3,0
Gabriel Suazo,DF,Chile,26,1997,2.3,5,4,3,2,0,4,8,50.0,4,1,1,0,2,7,6,0
Nicolás Tagliafico,DF,Argentina,31,1992,5.0,5,4,0,2,3,1,1,100.0,0,4,1,3,8,13,12,0
Gerald Taylor,DF,Costa Rica,22,2001,1.0,1,1,1,0,0,1,2,50.0,1,2,0,2,1,2,4,0
Miguel Terceros,"MF,FW",Bolivia,19,2004,2.1,4,1,1,3,0,1,3,33.3,2,1,0,1,0,4,2,0
Adalid Terrazas,"MF,FW",Bolivia,23,2000,0.4,1,1,0,1,0,1,4,25.0,3,1,0,1,0,1,0,0
Malik Tillman,MF,United States,21,2002,0.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Félix Torres Caicedo,DF,Ecuador,27,1997,4.0,8,3,6,1,1,3,5,60.0,2,3,3,0,3,11,18,0
Matt Turner,GK,United States,29,1994,2.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Manfred Ugalde,FW,Costa Rica,21,2002,1.2,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,2,0
Manuel Ugarte Ribeiro,MF,Uruguay,22,2001,5.5,25,19,10,10,5,6,12,50.0,6,8,1,7,7,32,12,0
Mateus Uribe,MF,Colombia,32,1991,2.4,5,2,2,2,1,2,5,40.0,3,4,1,3,3,8,5,0
Ramiro Vaca,"FW,MF",Bolivia,24,1999,1.9,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,3,0
Diego Valdés,FW,Chile,30,1994,0.5,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
Enner Valencia,FW,Ecuador,34,1989,2.1,1,1,0,1,0,1,1,100.0,0,2,0,2,0,1,1,0
Omar Valencia,DF,Panama,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Federico Valverde,MF,Uruguay,25,1998,5.9,9,7,3,5,1,6,11,54.5,5,3,0,3,6,15,6,0
Guillermo Varela,DF,Uruguay,30,1993,0.5,3,2,3,0,0,2,3,66.7,1,0,0,0,0,3,1,0
Camilo Vargas,GK,Colombia,34,1989,6.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Eduardo Vargas,FW,Chile,34,1989,2.2,3,2,2,1,0,2,2,100.0,0,3,0,3,0,3,0,0
Johan Vásquez,DF,Mexico,25,1998,3.0,9,5,4,5,0,7,9,77.8,2,4,2,2,4,13,22,0
Alexis Vega,"MF,DF",Mexico,26,1997,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gustavo Velásquez,DF,Paraguay,32,1991,2.8,8,4,4,4,0,7,12,58.3,5,4,1,3,4,12,7,0
Gabriel Villamíl,MF,Bolivia,22,2001,2.7,1,1,1,0,0,0,1,0.0,1,3,1,2,1,2,6,0
Mathías Villasanti,"MF,FW",Paraguay,27,1997,2.7,4,3,2,1,1,3,4,75.0,1,4,0,4,2,6,4,0
Matías Viña,DF,Uruguay,26,1997,3.9,9,5,2,4,3,3,7,42.9,4,3,0,3,3,12,6,1
Guillermo Vizcarra,GK,Bolivia,30,1993,3.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,2,0
Jahmali Waite,GK,Jamaica,25,1998,3.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0
Timothy Weah,FW,United States,23,2000,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jovani Welch,MF,Panama,24,1999,2.3,7,2,3,3,1,2,6,33.3,4,1,0,1,2,9,3,0
Wendell,DF,Brazil,30,1993,1.9,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,6,0
Haji Wright,MF,United States,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
César Yanis,MF,Panama,28,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
John Yeboah,FW,Ecuador,23,2000,1.2,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
Édgar Yoel Bárcenas,MF,Panama,30,1993,4.0,2,2,1,1,0,0,1,0.0,1,1,0,1,2,4,0,0
Carlos Zambrano,DF,Peru,34,1989,2.9,6,3,4,2,0,2,2,100.0,0,2,1,1,2,8,4,0
Álvaro Zamora,"FW,MF",Costa Rica,21,2002,1.7,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0
Franco Zanelatto,MF,Peru,23,2000,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
