Player,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Cristian Olivera,"FW,DF",Uruguay,21,2002,1.6,0,0,0,3,4,0,8,0,4,0,0,0,6,0,0,
Mathías Olivera,DF,Uruguay,26,1997,4.2,0,0,0,2,3,0,0,7,9,0,0,0,27,12,1,92.3
Tani Oluwaseyi,FW,Canada,23,2000,1.5,2,0,0,5,1,1,0,0,0,0,0,0,2,4,10,28.6
Darío Osorio,FW,Chile,20,2004,1.8,0,0,0,1,1,0,1,1,3,0,0,0,7,3,1,75.0
Jonathan Osorio,MF,Canada,31,1992,3.5,0,0,0,4,2,0,2,3,5,0,0,0,11,0,4,0.0
Yordan Osorio,DF,Venezuela,29,1994,4.0,0,0,0,2,2,0,0,1,4,0,0,0,18,14,7,66.7
Nicolás Otamendi,DF,Argentina,35,1988,1.6,0,0,0,0,0,0,0,2,1,0,0,0,3,5,2,71.4
Juan Pablo Vargas,DF,Costa Rica,28,1995,3.0,0,0,0,1,0,0,0,4,4,0,0,0,12,2,6,25.0
Willian Pacho,DF,Ecuador,22,2001,4.0,0,0,0,3,1,0,2,4,4,0,0,0,6,8,6,57.1
Kendry Páez,"MF,FW",Ecuador,16,2007,3.4,1,0,0,2,2,1,8,1,9,0,0,0,24,3,3,50.0
Exequiel Palacios,MF,Argentina,25,1998,1.1,0,0,0,1,4,0,0,2,2,0,0,0,6,2,1,66.7
Kasey Palmer,MF,Jamaica,27,1996,3.0,0,0,0,3,4,0,7,2,8,0,0,0,13,4,0,100.0
Lucas Paquetá,MF,Brazil,26,1997,3.3,2,0,0,4,4,0,0,2,12,0,0,0,17,6,5,54.5
Leandro Paredes,MF,Argentina,29,1994,2.0,1,0,0,4,6,0,2,2,5,0,0,0,8,2,1,66.7
Facundo Pellistri,FW,Uruguay,22,2001,5.0,0,0,0,11,6,3,9,1,8,0,0,0,22,3,5,37.5
Sergio Peña,MF,Peru,28,1995,2.9,1,0,0,4,4,0,11,9,6,0,0,0,24,4,2,66.7
Ricardo Pepi,FW,United States,21,2003,1.1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0.0
Andreas Pereira,MF,Brazil,28,1996,0.7,0,0,0,2,2,0,6,1,4,0,0,0,4,0,0,
César Pérez,MF,Chile,21,2002,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
Germán Pezzella,DF,Argentina,32,1991,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0
Orbelín Pineda,MF,Mexico,27,1996,1.6,0,0,0,2,5,0,5,0,1,0,0,0,6,0,3,0.0
Ethan Pinnock,DF,Jamaica,30,1993,3.0,0,0,0,0,1,0,2,1,3,0,0,0,16,7,7,50.0
Andy Polo,DF,Peru,29,1994,1.9,0,0,0,4,2,0,4,5,2,0,0,0,11,1,0,100.0
Ángelo Preciado,DF,Ecuador,25,1998,4.0,0,0,0,6,6,0,8,4,9,0,0,0,19,7,1,87.5
Erick Pulgar,MF,Chile,30,1994,2.3,1,0,0,1,3,0,0,3,7,0,0,0,15,0,5,0.0
Christian Pulisic,"FW,MF",United States,25,1998,3.0,0,0,0,2,5,0,21,1,3,0,0,0,9,0,3,0.0
Julián Quiñones,"FW,MF",Mexico,26,1997,2.8,0,0,0,3,5,2,11,1,5,0,1,0,14,2,6,25.0
Juan Quintero,FW,Colombia,31,1993,0.5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,
Haxzel Quirós,DF,Costa Rica,25,1998,2.0,0,0,0,1,0,0,3,2,2,0,0,0,5,0,4,0.0
Piero Quispe,MF,Peru,22,2001,1.5,0,0,0,0,4,1,2,2,8,0,0,0,12,0,0,
Rodrigo Ramallo,FW,Bolivia,33,1990,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0.0
Eric Ramírez,FW,Venezuela,25,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,75.0
Iván Ramírez,DF,Paraguay,29,1994,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0
Raphinha,FW,Brazil,27,1996,2.9,0,0,0,4,6,0,17,2,5,0,0,0,8,0,0,
Tim Ream,DF,United States,36,1987,2.9,0,0,0,1,0,1,0,4,1,0,0,0,9,6,3,66.7
Bobby Reid,"MF,FW",Jamaica,30,1993,1.9,0,0,0,3,1,0,8,5,3,0,0,0,11,2,5,28.6
Israel Reyes,DF,Mexico,23,2000,0.5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0.0
Bryan Reyna,"MF,FW",Peru,25,1998,1.0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,50.0
Gio Reyna,"MF,FW",United States,21,2002,2.2,0,0,0,1,5,0,3,0,2,0,0,0,9,2,2,50.0
Chris Richards,DF,United States,23,2000,3.0,2,0,0,2,0,0,0,2,2,0,0,0,11,8,4,66.7
Tomás Rincón,MF,Venezuela,36,1988,0.4,0,0,0,1,1,0,1,0,1,0,0,0,5,0,0,
Richard Ríos,MF,Colombia,23,2000,5.0,1,0,0,5,8,0,13,8,2,0,0,0,22,2,3,40.0
José Rivera,"FW,MF",Peru,26,1997,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Antonee Robinson,DF,United States,26,1997,3.0,1,0,0,2,5,0,10,6,5,0,0,0,16,4,1,80.0
Yomar Rocha,"MF,DF",Bolivia,20,2003,1.5,1,0,0,2,2,0,1,2,1,0,0,0,4,0,2,0.0
Sergio Rochet,GK,Uruguay,30,1993,6.0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,
Brian Rodríguez,FW,Uruguay,23,2000,0.3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,
Charly Rodríguez,MF,Mexico,27,1997,0.9,0,0,0,0,0,0,1,0,3,0,0,0,6,0,1,0.0
Guido Rodríguez,MF,Argentina,29,1994,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
James Rodríguez,"FW,MF",Colombia,32,1991,5.1,1,0,0,5,11,1,47,2,4,0,0,0,24,4,1,80.0
Kevin Rodríguez,FW,Ecuador,23,2000,2.6,0,0,0,5,7,1,3,2,0,0,0,0,3,4,14,22.2
Rodrygo,FW,Brazil,23,2001,3.6,0,0,0,1,7,1,8,2,4,0,0,0,10,2,3,40.0
Andy Rojas,FW,Costa Rica,18,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matías Rojas,FW,Paraguay,28,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ángel Romero,MF,Paraguay,31,1992,0.6,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0.0
Cristian Romero,DF,Argentina,25,1998,5.3,0,0,0,3,3,0,0,9,15,0,0,0,21,9,4,69.2
Luis Romo,MF,Mexico,28,1995,2.6,0,0,0,1,2,0,1,4,1,0,0,0,18,11,8,57.9
Rafael Romo,GK,Venezuela,33,1990,4.0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,100.0
Salomón Rondón,FW,Venezuela,34,1989,3.7,0,0,0,1,4,6,2,1,2,0,0,0,11,20,12,62.5
Jacen Russell-Rowe,FW,Canada,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
José Sagredo,DF,Bolivia,29,1994,3.0,0,0,0,0,4,2,2,7,7,0,0,0,12,2,5,28.6
Alexis Sánchez,MF,Chile,35,1988,2.7,1,0,0,2,8,0,9,0,2,0,0,0,10,6,6,50.0
Davinson Sánchez,DF,Colombia,27,1996,6.3,0,0,0,8,2,0,0,6,10,0,0,0,22,17,7,70.8
Erick Sánchez,MF,Mexico,24,1999,0.2,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,
Anderson Santamaría,"DF,FW",Peru,32,1992,0.3,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,100.0
Josh Sargent,"FW,MF",United States,23,2000,0.3,0,0,0,1,2,0,0,0,0,0,0,0,0,3,2,60.0
Jeremy Sarmiento,"FW,MF",Ecuador,21,2002,3.3,1,0,0,3,10,0,0,1,8,0,0,0,15,2,4,33.3
Fernando Saucedo,MF,Bolivia,33,1990,1.1,0,0,0,3,0,0,3,0,0,0,0,0,3,0,1,0.0
Jefferson Savarino,MF,Venezuela,27,1996,0.7,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0
Sávio,FW,Brazil,19,2004,1.3,0,0,0,1,2,1,3,0,1,0,0,0,5,0,1,0.0
Joe Scally,DF,United States,21,2002,2.9,0,0,0,1,11,0,1,2,3,0,0,0,6,3,4,42.9
Telasco Segovia,MF,Venezuela,20,2003,0.8,0,0,0,2,1,0,0,1,3,0,0,0,3,0,0,
Patrick Sequeira,GK,Costa Rica,24,1999,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,
Jacob Shaffelburg,"FW,MF",Canada,24,1999,3.8,1,0,0,3,4,1,25,3,7,0,0,0,9,2,2,50.0
Luis Sinisterra,FW,Colombia,24,1999,0.4,0,0,0,0,1,0,0,0,3,0,0,0,5,0,0,
Oliver Sonne,DF,Peru,23,2000,1.1,0,0,0,0,0,0,1,2,1,0,0,0,5,1,2,33.3
Ramón Sosa,FW,Paraguay,24,1999,1.5,1,0,0,4,1,1,5,0,0,0,0,0,4,1,2,33.3
Yeferson Soteldo,"FW,MF",Venezuela,26,1997,3.1,0,0,0,2,7,0,19,2,1,0,0,0,13,0,3,0.0
Dayne St. Clair,GK,Canada,26,1997,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Luis Suárez,FW,Uruguay,37,1987,0.9,0,0,0,2,1,0,1,0,0,0,0,0,5,0,0,
Marcelo Suarez,"DF,MF",Bolivia,22,2001,1.5,0,0,0,3,4,0,1,2,3,0,0,0,3,3,2,60.0
Gabriel Suazo,DF,Chile,26,1997,2.3,3,1,1,6,3,0,1,2,4,0,0,0,12,2,4,33.3
Nicolás Tagliafico,DF,Argentina,31,1992,5.0,1,0,0,4,8,1,2,8,4,0,0,0,10,6,9,40.0
Gerald Taylor,DF,Costa Rica,22,2001,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0
Miguel Terceros,"MF,FW",Bolivia,19,2004,2.1,0,0,0,3,1,0,3,0,1,0,0,0,10,0,0,
Adalid Terrazas,"MF,FW",Bolivia,23,2000,0.4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.0
Malik Tillman,MF,United States,21,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Félix Torres Caicedo,DF,Ecuador,27,1997,4.0,0,0,0,1,0,0,1,3,3,0,0,0,8,14,16,46.7
Matt Turner,GK,United States,29,1994,2.5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Manfred Ugalde,FW,Costa Rica,21,2002,1.2,2,0,0,7,4,0,0,0,0,0,0,0,2,1,5,16.7
Manuel Ugarte Ribeiro,MF,Uruguay,22,2001,5.5,1,0,0,9,7,0,2,7,19,0,0,0,34,5,4,55.6
Mateus Uribe,MF,Colombia,32,1991,2.4,1,0,0,3,1,0,0,3,2,0,0,0,17,4,0,100.0
Ramiro Vaca,"FW,MF",Bolivia,24,1999,1.9,0,0,0,3,2,0,6,0,1,0,0,0,5,0,0,
Diego Valdés,FW,Chile,30,1994,0.5,0,0,0,1,0,0,1,0,0,0,0,0,4,0,2,0.0
Enner Valencia,FW,Ecuador,34,1989,2.1,1,1,0,2,2,3,5,0,1,0,0,0,8,1,11,8.3
Omar Valencia,DF,Panama,19,2004,0.1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
Federico Valverde,MF,Uruguay,25,1998,5.9,0,0,0,3,4,0,9,6,7,0,0,0,21,3,1,75.0
Guillermo Varela,DF,Uruguay,30,1993,0.5,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,100.0
Camilo Vargas,GK,Colombia,34,1989,6.3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,100.0
Eduardo Vargas,FW,Chile,34,1989,2.2,0,0,0,7,3,0,0,0,2,0,0,0,7,3,6,33.3
Johan Vásquez,DF,Mexico,25,1998,3.0,1,0,0,5,0,0,0,4,5,0,0,0,11,17,7,70.8
Alexis Vega,"MF,DF",Mexico,26,1997,0.3,1,0,0,1,0,0,4,0,0,0,0,0,0,1,1,50.0
Gustavo Velásquez,DF,Paraguay,32,1991,2.8,1,0,0,1,4,1,2,4,4,0,0,0,12,16,4,80.0
Gabriel Villamíl,MF,Bolivia,22,2001,2.7,2,0,0,9,0,0,1,1,1,0,0,0,18,2,1,66.7
Mathías Villasanti,"MF,FW",Paraguay,27,1997,2.7,0,0,0,6,5,0,1,2,3,0,1,0,8,0,3,0.0
Matías Viña,DF,Uruguay,26,1997,3.9,1,0,0,1,3,0,5,3,5,0,0,0,13,10,3,76.9
Guillermo Vizcarra,GK,Bolivia,30,1993,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,100.0
Jahmali Waite,GK,Jamaica,25,1998,3.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0
Timothy Weah,FW,United States,23,2000,1.1,0,1,0,3,0,1,2,0,0,0,0,0,4,2,1,66.7
Jovani Welch,MF,Panama,24,1999,2.3,2,0,0,3,4,0,0,2,2,0,0,0,16,2,3,40.0
Wendell,DF,Brazil,30,1993,1.9,1,0,0,1,2,0,2,0,1,0,0,0,11,2,4,33.3
Haji Wright,MF,United States,25,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
César Yanis,MF,Panama,28,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Yeboah,FW,Ecuador,23,2000,1.2,0,0,0,3,3,0,1,0,0,0,0,0,6,1,3,25.0
Édgar Yoel Bárcenas,MF,Panama,30,1993,4.0,0,0,0,6,6,1,12,2,2,0,0,0,13,1,7,12.5
Carlos Zambrano,DF,Peru,34,1989,2.9,2,0,0,3,3,0,0,2,3,0,0,0,9,3,1,75.0
Álvaro Zamora,"FW,MF",Costa Rica,21,2002,1.7,0,0,0,2,6,0,1,0,0,0,0,0,7,2,2,50.0
Franco Zanelatto,MF,Peru,23,2000,0.3,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,50.0
