Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Abdou Diallo,SEN,"DF,MF",RB Leipzig,Bundesliga,26,1996,5.3,381,365,15,13,1,3,1,2,0,0,0,0,323,1,2
Baila Diallo,FRA,"DF,MF",Clermont Foot,Ligue 1,21,2001,1.0,47,32,15,0,0,0,5,15,0,0,0,0,32,0,2
Habib Diallo,SEN,FW,Strasbourg,Ligue 1,27,1995,32.0,597,575,17,1,7,4,7,0,0,0,0,0,397,5,31
Ibrahima Diallo,FRA,MF,Southampton,Premier League,23,1999,9.1,402,395,7,7,0,2,4,0,0,0,0,0,317,0,9
Ismael Diallo,CIV,DF,Ajaccio,Ligue 1,25,1997,24.2,1078,882,193,11,4,5,35,182,0,0,0,0,804,3,25
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,18,2004,18.1,660,628,32,3,3,3,48,20,1,0,0,0,506,0,13
Mamady Diarra,MLI,"MF,DF",Cádiz,La Liga,22,2000,0.7,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1
Moussa Diarra,MLI,DF,Toulouse,Ligue 1,21,2000,13.6,646,552,89,21,0,5,13,68,0,0,0,0,537,5,15
Stéphane Diarra,FRA,"FW,MF",Lorient,Ligue 1,23,1998,11.8,328,313,15,1,0,0,15,10,4,2,0,0,240,0,15
Youba Diarra,MLI,MF,Cádiz,La Liga,24,1998,1.1,49,49,0,0,1,0,0,0,0,0,0,0,40,0,1
Rúben Dias,POR,DF,Manchester City,Premier League,25,1997,22.2,2080,2029,51,38,1,6,1,7,0,0,0,0,1928,0,7
Krépin Diatta,SEN,"MF,FW",Monaco,Ligue 1,23,1999,23.0,771,746,19,1,0,2,54,18,0,0,0,0,581,6,21
Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,29,1993,37.0,1467,1034,430,175,0,8,0,0,0,0,0,0,1034,3,1
Brahim Díaz,MAR,"MF,FW",Milan,Serie A,22,1999,21.4,719,677,37,8,11,2,20,9,6,0,4,0,575,5,24
Luis Díaz,COL,FW,Liverpool,Premier League,25,1997,11.1,462,453,7,0,0,7,8,6,1,0,0,0,376,2,15
Justin Diehl,GER,"MF,FW",Köln,Bundesliga,17,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Bamba Dieng,SEN,"FW,MF",Marseille,Ligue 1,22,2000,2.2,43,39,4,0,0,0,1,0,0,0,0,0,27,0,1
Bamba Dieng,SEN,FW,Lorient,Ligue 1,22,2000,8.3,141,135,6,0,1,0,5,2,0,0,0,0,106,0,9
Eric Dier,ENG,DF,Tottenham,Premier League,28,1994,31.3,2001,1929,68,58,2,17,11,8,0,0,0,0,1708,4,15
Florian Dietz,GER,FW,Köln,Bundesliga,23,1998,4.4,76,66,9,0,0,0,4,2,0,0,0,0,39,1,3
Lucas Digne,FRA,DF,Aston Villa,Premier League,29,1993,16.7,927,749,177,23,0,4,77,142,12,5,4,0,696,1,23
Federico Dimarco,ITA,DF,Inter,Serie A,24,1997,23.0,1257,1035,220,39,0,21,207,116,60,16,36,0,925,2,21
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28,1993,36.9,1124,717,398,99,0,4,0,0,0,0,0,0,690,9,1
Junior Dina Ebimbe,FRA,"DF,MF",Eint Frankfurt,Bundesliga,21,2000,11.8,505,448,53,3,2,0,8,50,0,0,0,0,366,4,9
Tristan Dingomé,CMR,MF,Troyes,Ligue 1,31,1991,1.1,78,68,9,2,0,0,5,2,5,2,1,0,55,1,1
Eren Dinkçi,GER,"FW,MF",Werder Bremen,Bundesliga,20,2001,2.6,77,68,7,0,0,1,4,5,0,0,0,0,50,2,1
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,21.7,1468,1369,98,43,0,2,2,53,0,0,0,0,1257,1,18
Lois Diony,FRA,FW,Angers,Ligue 1,29,1992,5.6,142,127,15,0,0,1,3,2,0,0,0,0,109,0,3
Edan Diop,FRA,"DF,FW",Monaco,Ligue 1,17,2004,2.5,121,113,6,1,1,0,7,5,0,0,0,0,89,2,5
Issa Diop,FRA,DF,Fulham,Premier League,25,1997,22.4,1399,1352,46,41,0,8,2,1,0,0,0,0,1216,1,8
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,22,2000,13.6,703,655,47,11,6,11,44,7,28,12,8,0,556,1,15
Sofiane Diop,FRA,MF,Monaco,Ligue 1,22,2000,0.7,33,26,7,1,0,0,7,0,6,4,2,0,20,0,1
Yehvann Diouf,FRA,GK,Reims,Ligue 1,22,1999,31.0,1063,813,246,61,0,5,0,0,0,0,0,0,851,4,0
Axel Disasi,FRA,DF,Monaco,Ligue 1,24,1998,37.0,1957,1882,71,50,2,25,14,21,0,0,0,0,1630,4,17
Tiago Djaló,POR,DF,Lille,Ligue 1,22,2000,22.4,1599,1511,84,36,0,3,3,20,0,0,0,0,1481,4,11
Djené,TOG,DF,Getafe,La Liga,30,1991,31.6,1154,1094,52,31,1,4,23,21,0,0,0,0,884,8,21
Moussa Djenepo,MLI,"DF,FW",Southampton,Premier League,24,1998,7.9,244,216,27,3,0,2,12,24,0,0,0,0,179,1,11
Koffi Djidji,CIV,DF,Torino,Serie A,29,1992,26.9,1441,1408,30,15,1,10,13,14,0,0,0,0,1249,3,20
Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27,1994,29.7,1507,1431,72,56,0,20,6,9,0,0,0,0,1215,4,13
Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,1993,20.0,1093,1047,45,29,0,3,0,15,0,0,0,0,953,1,8
Moussa Djitte,SEN,FW,Ajaccio,Ligue 1,22,1999,1.5,32,32,0,0,0,0,0,0,0,0,0,0,24,0,1
Ouparine Djoco,GNB,GK,Clermont Foot,Ligue 1,24,1998,1.0,40,28,12,2,0,0,0,0,0,0,0,0,26,0,0
Marko Dmitrović,SRB,GK,Sevilla,La Liga,30,1992,14.1,508,330,173,42,0,1,0,0,0,0,0,0,271,5,2
Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,20,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Ben Doak,SCO,FW,Liverpool,Premier League,16,2005,0.3,14,14,0,0,0,0,0,0,0,0,0,0,10,0,1
Ritsu Doan,JPN,"MF,FW",Freiburg,Bundesliga,24,1998,26.9,625,616,5,1,4,5,30,1,3,1,2,0,437,4,33
Dodô,BRA,DF,Fiorentina,Serie A,23,1998,25.9,1504,1272,229,21,2,8,61,208,0,0,0,0,1222,3,28
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,1998,24.6,955,932,23,15,0,4,10,2,0,0,0,0,756,0,13
Matt Doherty,IRL,"DF,MF",Tottenham,Premier League,30,1992,7.4,408,345,61,2,0,1,18,59,0,0,0,0,329,2,8
Matt Doherty,IRL,DF,Atlético Madrid,La Liga,30,1992,0.2,9,7,2,1,0,0,0,1,0,0,0,0,6,0,0
Josh Doig,SCO,DF,Hellas Verona,Serie A,20,2002,15.0,534,412,119,1,0,0,46,116,2,2,0,0,360,3,21
Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,20,2002,14.3,521,516,3,2,2,3,24,1,0,0,0,0,433,2,13
Kasper Dolberg,DEN,FW,Sevilla,La Liga,24,1997,2.2,28,24,3,0,0,0,0,0,0,0,0,0,19,1,0
Kasper Dolberg,DEN,"FW,MF",Hoffenheim,Bundesliga,24,1997,4.5,79,73,4,0,0,0,1,2,0,0,0,0,55,2,1
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21,2001,1.2,34,34,0,0,0,0,0,0,0,0,0,0,28,0,1
Nicolás Domínguez,ARG,MF,Bologna,Serie A,24,1998,25.6,1420,1335,73,43,19,14,19,26,0,0,0,0,1169,12,25
John Donald,ESP,"MF,DF",Elche,La Liga,21,2000,12.1,427,419,5,4,0,2,0,1,0,0,0,0,356,3,7
Giulio Donati,ITA,DF,Monza,Serie A,32,1990,4.7,321,285,34,9,0,4,9,24,1,0,0,0,273,2,4
Kyliane Dong,FRA,"MF,FW",Troyes,Ligue 1,17,2004,2.4,53,51,2,0,1,1,6,0,2,1,0,0,35,0,5
Jordan Dongmo,CMR,MF,Troyes,Ligue 1,21,2001,0.2,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23,1999,37.9,935,681,254,47,0,1,0,0,0,0,0,0,811,0,1
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,24,1998,5.4,183,172,11,11,1,0,1,0,0,0,0,0,140,0,2
Jodel Dossou,BEN,"MF,DF",Clermont Foot,Ligue 1,30,1992,2.9,59,55,4,0,0,0,10,4,0,0,0,0,39,0,2
Lohann Doucet,FRA,"MF,FW",Nantes,Ligue 1,19,2002,1.0,79,76,3,2,0,2,0,1,0,0,0,0,67,0,1
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29,1993,17.0,548,530,16,0,1,0,8,0,0,0,0,0,430,2,14
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,22,2000,30.8,1247,1229,16,16,3,2,6,0,0,0,0,0,1038,2,30
Siriné Doucouré,MLI,"FW,MF",Lorient,Ligue 1,20,2002,1.5,46,44,1,0,1,0,0,0,1,0,0,0,29,1,3
Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,17,2005,12.4,453,437,15,1,3,1,30,1,12,6,3,0,351,1,4
Guela Doué,CIV,"FW,MF",Rennes,Ligue 1,19,2002,0.1,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0
Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,19,2003,25.5,1106,1010,95,44,3,13,11,50,0,0,0,0,910,1,16
Kamory Doumbia,MLI,MF,Reims,Ligue 1,19,2003,12.8,538,523,9,3,5,1,9,4,1,0,0,0,428,6,14
Souleyman Doumbia,CIV,"DF,FW",Angers,Ligue 1,25,1996,19.9,952,779,173,16,0,0,48,154,3,3,0,0,762,0,26
Flynn Downes,ENG,MF,West Ham,Premier League,23,1999,8.5,331,323,7,2,0,2,3,0,0,0,0,0,289,1,6
Kami Doyle,ENG,MF,Southampton,Premier League,16,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Bartłomiej Drągowski,POL,GK,Spezia,Serie A,24,1997,32.7,1173,889,282,86,0,3,0,0,0,0,0,0,808,2,1
Cody Drameh,ENG,DF,Leeds United,Premier League,20,2001,0.8,38,31,7,1,0,0,1,6,0,0,0,0,30,0,1
Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,20,2002,12.5,250,242,5,0,0,0,5,1,0,0,0,0,159,3,4
Dominick Drexler,GER,"MF,FW",Schalke 04,Bundesliga,32,1990,15.2,498,464,32,5,2,0,47,14,12,6,3,0,325,2,27
Domingos Duarte,POR,DF,Getafe,La Liga,27,1995,29.5,963,927,34,31,0,10,0,3,0,0,0,0,742,2,4
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,33,1989,1.7,54,38,16,1,0,0,0,0,0,0,0,0,49,0,0
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,28,1994,31.7,956,742,206,69,8,15,164,6,91,25,46,1,583,8,15
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,27,1994,11.8,433,400,30,10,2,6,14,2,7,4,1,0,323,3,9
Ondrej Duda,SVK,MF,Köln,Bundesliga,27,1994,7.7,279,259,19,6,0,7,12,2,1,1,0,0,208,1,10
Shane Duffy,IRL,"DF,FW",Fulham,Premier League,30,1992,0.2,20,19,1,0,0,0,0,0,0,0,0,0,16,0,0
Rémy Dugimont,FRA,"FW,MF",Auxerre,Ligue 1,36,1986,1.3,61,59,2,0,0,1,0,0,0,0,0,0,41,0,3
Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,24.6,1004,833,168,6,1,2,82,162,0,0,0,0,745,3,27
Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,12.3,540,518,19,9,4,2,26,6,4,0,4,0,421,3,10
Lewis Dunk,ENG,DF,Brighton,Premier League,30,1991,36.0,3223,3064,156,111,4,21,2,10,0,0,0,0,2911,3,13
Maxime Dupé,FRA,GK,Toulouse,Ligue 1,29,1993,38.0,1271,918,352,88,0,2,0,0,0,0,0,0,994,1,1
Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,18,2003,1.5,29,26,3,0,0,0,2,1,0,0,0,0,16,0,1
Pablo Durán,ESP,"MF,DF",Celta Vigo,La Liga,21,2001,0.4,21,21,0,0,0,0,1,0,0,0,0,0,14,0,0
Julien Duranville,BEL,MF,Dortmund,Bundesliga,16,2006,0.3,17,16,1,0,0,0,7,1,0,0,0,0,11,0,1
Hugo Duro,ESP,FW,Valencia,La Liga,22,1999,15.4,277,248,27,2,0,3,2,1,0,0,0,0,203,2,9
Jean-Kevin Duverne,HAI,DF,Brest,Ligue 1,25,1997,27.9,1480,1188,285,16,0,9,85,269,0,0,0,0,1059,7,39
Paulo Dybala,ARG,"MF,FW",Roma,Serie A,28,1993,19.3,833,734,97,23,5,28,82,10,54,14,37,0,650,2,28
Edin Džeko,BIH,FW,Inter,Serie A,36,1986,19.2,528,505,20,1,6,8,24,1,0,0,0,0,364,3,16
Malcolm Ebiowei,ENG,"MF,FW",Crystal Palace,Premier League,18,2003,0.4,10,10,0,0,0,0,3,0,0,0,0,0,5,0,2
Festy Ebosele,IRL,DF,Udinese,Serie A,19,2002,4.6,151,137,14,1,1,0,16,13,0,0,0,0,101,0,6
Enzo Ebosse,CMR,DF,Udinese,Serie A,23,1999,10.3,557,479,77,17,0,11,15,59,1,0,0,0,453,1,3
Tyronne Ebuehi,NGA,DF,Empoli,Serie A,26,1995,21.4,881,684,192,7,0,0,28,185,0,0,0,0,688,5,28
Ederson,BRA,GK,Manchester City,Premier League,28,1993,35.0,1257,1049,207,55,1,8,0,0,0,0,0,0,1079,1,1
Éderson,BRA,MF,Atalanta,Serie A,23,1999,24.6,1091,1061,28,19,1,20,15,2,4,2,0,0,884,2,28
Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,24,1998,20.0,412,390,20,0,1,0,4,0,0,0,0,0,295,2,12
Samuel Edozie,ENG,"FW,MF",Southampton,Premier League,19,2003,6.3,164,163,0,0,1,0,11,0,0,0,0,0,111,1,12
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,27.2,864,852,9,9,2,2,12,0,0,0,0,0,660,3,31
Lilian Egloff,GER,"MF,FW",Stuttgart,Bundesliga,19,2002,2.7,73,66,4,0,2,0,2,1,0,0,0,0,42,3,2
Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,10.7,543,524,15,11,5,5,3,1,2,0,0,0,458,4,7
Kingsley Ehizibue,NED,DF,Udinese,Serie A,27,1995,17.1,565,493,72,1,0,2,37,70,1,0,0,0,412,0,30
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,27,1995,0.7,24,18,6,1,0,0,0,5,0,0,0,0,15,0,1
Julian Eitschberger,GER,FW,Hertha BSC,Bundesliga,18,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Chidera Ejuke,NGA,"FW,MF",Hertha BSC,Bundesliga,24,1998,9.9,292,282,8,1,3,2,16,4,3,1,1,0,227,2,6
Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,19.3,782,756,24,20,1,4,4,2,0,0,0,0,606,2,14
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,12.8,331,310,20,1,3,1,2,0,0,0,0,0,271,1,6
Emmanuel Ekong,SWE,"FW,MF",Empoli,Serie A,20,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,4.7,130,127,3,0,0,1,7,2,0,0,0,0,95,0,2
Alberth Elis,HON,"MF,FW",Brest,Ligue 1,26,1996,2.9,44,43,1,0,1,0,2,0,0,0,0,0,33,0,2
Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,20,2002,1.9,40,39,1,0,0,0,3,0,1,1,0,0,24,0,1
Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19,2003,17.9,1009,962,39,0,8,4,34,10,2,1,0,0,809,8,24
Elif Elmas,MKD,"FW,MF",Napoli,Serie A,22,1999,18.1,1012,968,40,10,3,3,30,11,16,3,9,0,879,4,11
Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,1.3,60,58,2,2,0,0,0,0,0,0,0,0,57,0,1
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16.1,809,680,125,14,0,1,9,111,0,0,0,0,653,4,9
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,25,1996,31.4,2149,2072,74,55,2,3,0,1,0,0,0,0,1967,3,13
Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,35.1,1475,1393,78,75,2,16,3,2,0,0,0,0,1197,4,6
Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,27,1994,24.1,633,610,21,2,7,1,34,16,1,1,0,0,426,2,22
Adri Embarba,ESP,"FW,MF",Almería,La Liga,30,1992,16.4,557,474,80,15,0,7,127,7,58,29,17,1,356,3,24
Adri Embarba,ESP,FW,Espanyol,La Liga,30,1992,0.4,6,5,1,1,0,0,2,0,0,0,0,0,4,0,0
Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,20.7,448,424,16,1,3,3,4,1,0,0,0,0,307,8,21
Emerson,BRA,DF,Tottenham,Premier League,23,1999,19.3,1060,884,170,23,2,6,46,146,1,0,0,0,848,6,37
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,18.5,241,204,35,0,1,2,4,2,0,0,0,0,156,2,5
Julio Enciso,PAR,"FW,MF",Brighton,Premier League,18,2004,9.0,258,249,8,0,3,1,12,3,0,0,0,0,179,1,5
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,32.5,1477,1448,24,20,7,10,7,4,0,0,0,0,1170,5,31
Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,16.0,619,507,108,39,2,8,101,5,64,29,33,1,397,4,24
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,22.8,1485,1373,106,32,9,20,81,7,62,27,16,2,1203,6,28
Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,25.9,1295,1236,57,53,2,20,2,4,0,0,0,0,1111,2,8
Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1.0,35,19,16,3,0,1,0,0,0,0,0,0,26,0,0
Gonzalo Escalante,ARG,MF,Cremonese,Serie A,29,1993,6.2,290,279,8,4,0,1,1,0,0,0,0,0,222,3,8
Gonzalo Escalante,ARG,MF,Cádiz,La Liga,29,1993,12.5,433,419,11,6,2,4,4,0,0,0,0,0,325,3,4
Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,16.0,743,548,189,23,0,6,56,147,19,5,13,0,528,6,23
Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,34.7,1542,1206,328,40,4,15,110,280,8,1,5,0,989,8,53
Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13.6,913,881,30,26,0,5,0,2,0,0,0,0,812,2,2
Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,10.8,653,570,81,41,1,9,54,1,39,25,10,0,500,2,12
Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18.3,748,712,35,30,0,0,1,4,0,0,0,0,609,1,8
Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,29.7,1926,1687,234,31,5,8,101,199,4,0,3,0,1576,5,57
Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,11.7,789,764,24,23,0,2,0,1,0,0,0,0,690,1,4
Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,12.9,530,479,49,21,3,5,48,2,13,6,3,0,389,2,10
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24,1998,29.3,1178,1019,149,70,11,5,78,7,51,22,12,1,923,10,15
Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,0.1,8,7,1,0,0,0,0,1,0,0,0,0,6,0,0
Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,22,2000,5.7,240,203,37,5,1,3,33,23,9,3,5,0,178,0,13
Abde Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,20,2001,16.7,549,516,26,3,3,5,76,16,7,1,2,0,365,7,33
Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,34.6,930,587,339,90,0,2,0,0,0,0,0,0,598,4,0
Fabinho,BRA,MF,Liverpool,Premier League,28,1993,29.7,1832,1789,38,31,5,6,5,7,0,0,0,0,1617,5,18
Fábio,BRA,"DF,MF",Nantes,Ligue 1,32,1990,2.5,117,94,21,1,0,0,6,20,0,0,0,0,87,2,2
Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,14.5,625,504,120,8,0,1,10,112,0,0,0,0,499,1,14
Wout Faes,BEL,DF,Leicester City,Premier League,24,1998,31.0,1846,1789,54,48,2,9,0,1,0,0,0,0,1581,3,10
Wout Faes,BEL,DF,Reims,Ligue 1,24,1998,3.0,115,106,8,7,1,0,0,0,0,0,0,0,95,1,1
Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,16.9,607,574,32,11,5,10,23,12,9,2,4,0,505,1,14
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,11.4,442,320,121,38,0,0,0,0,0,0,0,0,304,1,0
Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,24,1998,13.8,543,496,44,16,4,2,26,6,19,11,3,0,452,3,11
Romain Faivre,FRA,MF,Lyon,Ligue 1,24,1998,3.3,170,149,19,8,0,1,17,0,10,8,2,0,145,2,1
Radamel Falcao,COL,"FW,MF",Rayo Vallecano,La Liga,36,1986,6.8,167,157,9,0,0,1,0,0,1,0,0,0,123,1,5
Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38.0,1167,771,387,105,0,4,0,0,0,0,0,0,597,9,0
Fali,ESP,"DF,MF",Cádiz,La Liga,28,1993,19.0,593,567,25,25,2,13,2,0,0,0,0,0,455,1,4
Fallou Fall,SEN,DF,Reims,Ligue 1,18,2004,0.4,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
Mamadou Fall,SEN,DF,Villarreal,La Liga,19,2002,0.3,16,11,5,0,0,1,1,5,0,0,0,0,13,0,1
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,16.5,592,451,137,7,1,6,37,130,0,0,0,0,394,4,15
Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,15.5,609,590,14,3,1,3,9,3,5,1,0,0,509,5,21
Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,8.0,341,330,10,6,2,2,10,1,3,2,1,0,283,1,3
Cheikh Faye,SEN,FW,Montpellier,Ligue 1,23,1999,0.4,9,6,2,0,0,0,0,0,0,0,0,0,5,1,0
Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,11.9,536,503,33,18,0,8,4,15,0,0,0,0,410,0,6
Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,9.2,326,305,19,8,1,1,11,2,5,3,2,0,257,2,10
Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,4.2,201,187,13,11,0,5,1,0,0,0,0,0,159,1,1
Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,484,416,66,27,2,3,48,4,33,13,16,0,378,2,7
Felipe,BRA,DF,Nott'ham Forest,Premier League,33,1989,15.8,568,545,20,13,0,3,2,7,0,0,0,0,411,3,11
Felipe,BRA,DF,Atlético Madrid,La Liga,33,1989,2.2,132,128,3,2,0,0,0,1,0,0,0,0,121,1,1
Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,19.6,884,843,39,36,0,9,2,3,0,0,0,0,753,2,11
João Félix,POR,"FW,MF",Chelsea,Premier League,22,1999,10.5,356,314,39,5,5,4,19,5,12,2,9,0,274,3,9
João Félix,POR,"FW,MF",Atlético Madrid,La Liga,22,1999,7.2,228,209,18,6,7,2,8,3,4,3,0,0,171,1,5
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,16.1,734,702,29,25,0,6,1,3,0,0,0,0,558,3,13
Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,12.6,778,661,114,16,0,1,31,97,1,0,0,0,667,3,14
Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,10.6,225,203,21,0,1,0,2,0,0,0,0,0,180,1,3
Lewis Ferguson,SCO,"MF,FW",Bologna,Serie A,22,1999,25.7,1218,1190,25,11,4,0,13,12,0,0,0,0,1039,3,20
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,27,1994,36.8,2030,1838,182,32,35,36,141,24,83,20,23,2,1498,10,65
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,27.1,1190,1051,133,44,0,16,80,42,47,24,22,0,832,6,26
Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21.0,793,528,261,87,0,2,0,0,0,0,0,0,518,4,0
Álex Fernández,ESP,"MF,FW",Cádiz,La Liga,29,1992,17.5,720,656,63,34,2,10,37,1,21,8,6,0,602,1,7
Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11.0,358,203,153,50,0,2,0,0,0,0,0,0,231,2,0
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,7.0,148,143,5,0,1,0,0,1,0,0,0,0,96,0,1
Enzo Fernández,ARG,MF,Chelsea,Premier League,21,2001,17.2,1440,1381,56,51,11,17,14,2,3,1,1,0,1269,3,13
Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1.0,14,13,1,1,0,0,0,0,0,0,0,0,8,0,0
Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,24.0,994,943,46,31,0,14,1,8,0,0,0,0,820,5,9
Valery Fernández,ESP,"MF,DF",Girona,La Liga,22,1999,10.7,356,323,33,3,0,0,23,27,2,0,0,0,295,0,11
Fernando,ESP,GK,Almería,La Liga,32,1990,36.5,1313,836,472,131,0,2,0,0,0,0,0,0,919,5,1
Fernando,BRA,"MF,DF",Sevilla,La Liga,35,1987,17.5,873,836,31,25,0,21,2,3,0,0,0,0,768,6,6
Alex Ferrari,ITA,DF,Sampdoria,Serie A,28,1994,9.6,456,433,23,21,0,3,4,2,0,0,0,0,384,0,8
Alex Ferrari,ITA,DF,Cremonese,Serie A,28,1994,11.2,458,415,43,18,0,4,6,25,0,0,0,0,339,0,8
Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,1.5,95,81,14,1,0,0,1,13,0,0,0,0,73,0,1
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,30.4,1989,1880,101,83,7,17,30,14,1,0,0,0,1695,8,25
Fidel,ESP,"MF,FW",Elche,La Liga,32,1989,19.0,897,842,46,9,7,14,57,6,31,14,10,0,631,9,35
Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,0.5,41,39,2,0,0,0,3,2,0,0,0,0,33,0,0
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1.0,24,17,7,2,0,0,0,0,0,0,0,0,16,0,0
Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,30,1991,13.5,566,548,16,1,8,0,12,6,0,0,0,0,444,2,21
Junior Firpo,DOM,DF,Leeds United,Premier League,25,1996,15.2,621,505,114,8,1,1,12,106,0,0,0,0,454,2,18
Kilian Fischer,GER,"DF,FW",Wolfsburg,Bundesliga,21,2000,5.6,273,210,63,4,0,0,12,59,0,0,0,0,223,0,9
