Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Konrad Laimer,AUT,"DF,MF",Bayern Munich,Bundesliga,26,1997,19.7,67,3.40,57,3,3,2,1,1,8,0.41,6,0,1,1,0,0
Stefan Lainer,AUT,"DF,MF",Gladbach,Bundesliga,30,1992,8.3,19,2.28,18,0,0,0,1,0,1,0.12,1,0,0,0,0,0
Kenny Lala,MAD,DF,Brest,Ligue 1,31,1991,33.0,98,2.97,74,18,2,3,1,0,9,0.27,7,2,0,0,0,0
Adam Lallana,ENG,"MF,FW",Brighton,Premier League,35,1988,9.4,28,2.96,27,0,0,0,1,0,1,0.11,1,0,0,0,0,0
Mathis Lambourde,FRA,FW,Rennes,Ligue 1,17,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,31,1992,5.1,20,3.89,17,0,1,0,1,1,2,0.39,2,0,0,0,0,0
Mohamed Lamine Bayo,GUI,FW,Le Havre,Ligue 1,25,1998,15.4,39,2.53,26,0,5,6,1,1,6,0.39,3,0,2,1,0,0
Didier Lamkel Zé,CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,15,2.45,13,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Tariq Lamptey,GHA,"DF,FW",Brighton,Premier League,22,2000,10.2,17,1.68,15,0,1,1,0,0,3,0.30,3,0,0,0,0,0
Bruno Langa,MOZ,DF,Almería,La Liga,25,1997,9.1,17,1.87,11,2,1,1,1,1,1,0.11,0,0,0,0,0,1
Gianluca Lapadula,PER,FW,Cagliari,Serie A,33,1990,13.4,34,2.54,23,0,2,5,4,0,4,0.30,0,0,2,1,1,0
Aymeric Laporte,ESP,DF,Manchester City,Premier League,29,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Julien Laporte,FRA,DF,Lorient,Ligue 1,29,1993,20.2,8,0.40,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Cyle Larin,CAN,FW,Mallorca,La Liga,28,1995,20.3,26,1.29,16,0,2,5,3,0,4,0.20,1,0,0,1,2,0
Yasser Larouci,ALG,DF,Sheffield Utd,Premier League,22,2001,5.9,8,1.36,5,1,1,1,0,0,0,0.00,0,0,0,0,0,0
Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,19,2004,21.0,25,1.19,23,0,0,2,0,0,5,0.24,4,0,0,1,0,0
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,29,1993,12.0,8,0.67,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Juanmi Latasa,ESP,FW,Getafe,La Liga,22,2001,17.3,33,1.91,23,0,0,6,4,0,1,0.06,0,0,0,0,1,0
Toni Lato,ESP,DF,Mallorca,La Liga,25,1997,17.2,30,1.75,22,2,1,1,3,1,1,0.06,1,0,0,0,0,0
Armand Lauriente,FRA,FW,Sassuolo,Serie A,24,1998,32.3,110,3.40,67,16,12,7,8,0,8,0.25,4,1,0,2,1,0
Roméo Lavia,BEL,MF,Chelsea,Premier League,19,2004,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lázaro,BRA,"FW,MF",Almería,La Liga,21,2002,3.2,12,3.80,7,2,0,2,1,0,1,0.32,0,0,0,1,0,0
Valentino Lazaro,AUT,"DF,MF",Torino,Serie A,27,1996,22.2,58,2.62,36,18,2,1,1,0,5,0.23,4,1,0,0,0,0
Darko Lazović,SRB,"FW,MF",Hellas Verona,Serie A,32,1990,21.4,60,2.80,38,13,1,6,1,1,3,0.14,3,0,0,0,0,0
Manuel Lazzari,ITA,DF,Lazio,Serie A,29,1993,18.6,32,1.72,27,0,0,2,3,0,5,0.27,5,0,0,0,0,0
Théo Le Bris,FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,28,1.66,20,1,1,4,2,0,4,0.24,1,0,0,2,1,0
Julien Le Cardinal,FRA,DF,Brest,Ligue 1,25,1997,5.3,9,1.71,4,1,1,1,1,1,2,0.38,1,0,0,0,1,0
Julien Le Cardinal,FRA,DF,Lens,Ligue 1,25,1997,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,25,1998,18.0,32,1.78,21,0,4,3,4,0,4,0.22,2,0,0,1,1,0
Enzo Le Fée,FRA,MF,Rennes,Ligue 1,23,2000,17.0,57,3.36,47,4,2,2,1,1,1,0.06,1,0,0,0,0,0
Vincent Le Goff,FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,13,2.17,11,2,0,0,0,0,1,0.17,1,0,0,0,0,0
Robin Le Normand,ESP,DF,Real Sociedad,La Liga,26,1996,27.4,17,0.62,15,0,0,1,1,0,1,0.04,1,0,0,0,0,0
Nicola Leali,ITA,GK,Genoa,Serie A,30,1993,2.0,1,0.51,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Rafael Leão,POR,FW,Milan,Serie A,24,1999,27.9,135,4.83,92,5,23,5,10,0,26,0.93,17,0,8,0,1,0
Adrien Lebeau,FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,4,6.67,3,1,0,0,0,0,1,1.67,1,0,0,0,0,0
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,37,1985,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,32,1991,30.0,8,0.27,6,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,30,1993,33.9,7,0.21,3,4,0,0,0,0,2,0.06,1,1,0,0,0,0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,30,1993,28.0,84,3.00,60,0,5,9,3,7,5,0.18,3,0,1,0,0,1
Diogo Leite,POR,DF,Union Berlin,Bundesliga,24,1999,30.0,24,0.80,19,0,0,1,3,1,3,0.10,3,0,0,0,0,0
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,25,1998,4.2,1,0.24,1,0,0,0,0,0,1,0.24,1,0,0,0,0,0
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,32,1991,37.0,44,1.19,31,3,0,8,2,0,3,0.08,2,0,0,1,0,0
Stefan Lekovic,SRB,DF,Villarreal,La Liga,19,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,30,1993,22.2,35,1.57,29,4,1,1,0,0,7,0.31,7,0,0,0,0,0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,27,1995,1.8,3,1.66,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Mario Lemina,GAB,MF,Wolves,Premier League,29,1993,33.0,47,1.42,42,0,0,4,1,0,5,0.15,4,0,0,0,1,0
Álvaro Lemos,ESP,DF,Las Palmas,La Liga,30,1993,2.8,1,0.36,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ruben Lendinez,ESP,DF,Valencia,La Liga,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Clément Lenglet,FRA,DF,Aston Villa,Premier League,28,1995,12.8,15,1.17,11,1,0,3,0,0,1,0.08,1,0,0,0,0,0
Bernd Leno,GER,GK,Fulham,Premier League,31,1992,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christopher Lenz,GER,"DF,MF",RB Leipzig,Bundesliga,28,1994,0.5,2,3.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,28,1994,0.1,1,8.18,1,0,0,0,0,0,1,8.18,1,0,0,0,0,0
Johann Lepenant,FRA,MF,Lyon,Ligue 1,20,2002,2.8,7,2.48,6,0,0,1,0,0,1,0.35,1,0,0,0,0,0
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,28,1994,26.7,55,2.06,49,0,1,3,1,1,4,0.15,4,0,0,0,0,0
Léo Leroy,FRA,MF,Montpellier,Ligue 1,23,2000,5.5,8,1.44,6,0,0,2,0,0,1,0.18,1,0,0,0,0,0
Robert Lewandowski,POL,FW,Barcelona,La Liga,34,1988,30.6,63,2.06,42,1,4,10,6,0,12,0.39,10,0,0,0,2,0
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,22,2001,16.9,61,3.61,39,1,9,9,1,2,8,0.47,6,0,1,1,0,0
Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,18,2004,9.0,15,1.67,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,22,2001,16.0,33,2.06,21,0,6,4,2,0,2,0.12,1,0,0,1,0,0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,27,1996,14.1,14,1.00,13,0,0,1,0,0,1,0.07,1,0,0,0,0,0
Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,23,1999,15.4,13,0.84,11,0,0,2,0,0,1,0.06,1,0,0,0,0,0
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,29,1994,14.8,19,1.29,19,0,0,0,0,0,3,0.20,3,0,0,0,0,0
Jesper Lindstrøm,DEN,"FW,MF",Napoli,Serie A,23,2000,4.8,24,5.01,17,3,3,1,0,0,0,0.00,0,0,0,0,0,0
Jesper Lindstrøm,DEN,FW,Eint Frankfurt,Bundesliga,23,2000,0.9,2,2.17,2,0,0,0,0,0,1,1.08,1,0,0,0,0,0
Karol Linetty,POL,MF,Torino,Serie A,28,1995,20.6,36,1.74,27,4,1,2,2,0,1,0.05,1,0,0,0,0,0
Samuel Lino,BRA,"DF,MF",Atlético Madrid,La Liga,23,1999,23.1,77,3.33,54,1,7,4,9,2,12,0.52,9,0,1,1,1,0
Luca Lipani,ITA,MF,Sassuolo,Serie A,18,2005,4.3,9,2.10,5,0,2,1,0,1,0,0.00,0,0,0,0,0,0
Pol Lirola,ESP,DF,Frosinone,Serie A,25,1997,17.1,32,1.88,28,2,1,0,0,1,1,0.06,1,0,0,0,0,0
Marcin Listkowski,POL,FW,Lecce,Serie A,25,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,20,2002,14.6,36,2.47,28,0,2,1,3,2,5,0.34,3,0,1,0,1,0
Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,25,1997,22.8,61,2.68,52,1,1,5,1,1,2,0.09,1,0,0,1,0,0
Javier Llabrés,ESP,"MF,FW",Mallorca,La Liga,20,2002,2.7,7,2.55,2,4,1,0,0,0,0,0.00,0,0,0,0,0,0
Diego Llorente,ESP,DF,Roma,Serie A,29,1993,24.1,22,0.91,19,0,0,2,1,0,2,0.08,2,0,0,0,0,0
Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,28,1995,28.5,48,1.68,40,0,3,2,3,0,8,0.28,7,0,0,1,0,0
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,28,1995,30.9,18,0.58,16,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Abou Lô,SEN,"MF,DF",Metz,Ligue 1,23,2000,2.2,2,0.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,27,1996,5.6,28,4.96,22,2,1,2,1,0,3,0.53,3,0,0,0,0,0
Stanislav Lobotka,SVK,MF,Napoli,Serie A,28,1994,36.5,88,2.41,77,1,4,1,4,1,4,0.11,4,0,0,0,0,0
Manuel Locatelli,ITA,MF,Juventus,Serie A,25,1998,33.4,80,2.39,73,2,1,2,1,1,7,0.21,7,0,0,0,0,0
Bradley Locko,FRA,DF,Brest,Ligue 1,21,2002,32.9,63,1.92,49,2,6,2,3,1,7,0.21,6,0,1,0,0,0
Tom Lockyer,WAL,DF,Luton Town,Premier League,28,1994,13.0,10,0.77,9,0,0,0,0,1,1,0.08,1,0,0,0,0,0
Renan Lodi,BRA,DF,Marseille,Ligue 1,25,1998,13.7,27,1.97,18,8,0,0,1,0,0,0.00,0,0,0,0,0,0
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,27,1996,23.0,51,2.22,45,0,1,3,2,0,6,0.26,3,0,1,1,1,0
Andy Logbo,FRA,FW,Le Havre,Ligue 1,19,2004,2.8,3,1.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,22,2000,19.9,41,2.06,34,4,1,0,2,0,2,0.10,1,1,0,0,0,0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25,1997,30.5,51,1.67,43,1,1,3,3,0,7,0.23,3,1,1,1,1,0
Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,25,1997,21.0,101,4.81,65,10,16,4,4,2,14,0.67,9,1,2,1,1,0
Noah Loosli,SUI,DF,Bochum,Bundesliga,26,1997,3.8,2,0.52,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Anthony Lopes,POR,GK,Lyon,Ligue 1,32,1990,31.0,3,0.10,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0
David López,ESP,DF,Girona,La Liga,33,1989,21.8,13,0.60,8,1,1,3,0,0,1,0.05,1,0,0,0,0,0
Diego López,ESP,"MF,FW",Valencia,La Liga,21,2002,29.5,79,2.68,65,0,5,2,3,4,11,0.37,9,0,1,1,0,0
Fermin López,ESP,"MF,FW",Barcelona,La Liga,20,2003,16.1,42,2.61,33,0,5,4,0,0,0,0.00,0,0,0,0,0,0
Javi López,ESP,DF,Alavés,La Liga,21,2002,26.5,51,1.92,39,2,4,2,4,0,8,0.30,6,0,1,0,1,0
Maxime Lopez,FRA,MF,Fiorentina,Serie A,25,1997,8.9,19,2.14,14,3,0,1,0,1,2,0.23,1,1,0,0,0,0
Maxime Lopez,FRA,MF,Sassuolo,Serie A,25,1997,1.6,5,3.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pau López,ESP,GK,Marseille,Ligue 1,28,1994,32.7,10,0.31,9,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Unai López,ESP,MF,Rayo Vallecano,La Liga,27,1995,23.4,58,2.47,34,15,2,4,0,3,3,0.13,2,0,0,0,0,1
Dion Lopy,SEN,MF,Almería,La Liga,21,2002,21.3,45,2.11,34,0,4,1,5,1,3,0.14,3,0,0,0,0,0
Anthony Losilla,FRA,MF,Bochum,Bundesliga,37,1986,28.6,43,1.50,34,0,2,3,3,1,2,0.07,2,0,0,0,0,0
Jordan Lotomba,SUI,DF,Nice,Ligue 1,24,1998,20.0,27,1.35,19,3,1,2,2,0,1,0.05,1,0,0,0,0,0
Tom Louchet,FRA,"MF,DF",Nice,Ligue 1,20,2003,4.5,14,3.10,6,5,0,1,2,0,2,0.44,1,0,0,0,1,0
Imran Louza,MAR,MF,Lorient,Ligue 1,24,1999,9.6,46,4.80,25,16,1,3,1,0,3,0.31,2,1,0,0,0,0
Matteo Lovato,ITA,DF,Torino,Serie A,23,2000,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matteo Lovato,ITA,DF,Salernitana,Serie A,23,2000,10.5,10,0.95,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dejan Lovren,CRO,DF,Lyon,Ligue 1,34,1989,8.0,4,0.50,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Sandi Lovrić,SVN,MF,Udinese,Serie A,25,1998,22.1,78,3.53,48,21,3,6,0,0,7,0.32,4,1,1,1,0,0
Max Lowe,ENG,"DF,MF",Sheffield Utd,Premier League,26,1997,5.6,8,1.43,7,0,0,1,0,0,1,0.18,1,0,0,0,0,0
Anthony Lozano,HON,"MF,FW",Getafe,La Liga,30,1993,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anthony Lozano,HON,FW,Almería,La Liga,30,1993,8.6,19,2.22,12,1,1,0,5,0,1,0.12,0,0,0,0,1,0
Lucas,BRA,DF,Cádiz,La Liga,22,2001,17.1,41,2.40,31,8,0,1,0,1,1,0.06,0,0,0,0,0,1
Lorenzo Lucca,ITA,FW,Udinese,Serie A,22,2000,28.8,46,1.60,29,0,1,9,6,1,4,0.14,3,0,0,1,0,0
Jhon Lucumí,COL,DF,Bologna,Serie A,25,1998,24.6,20,0.81,17,0,1,2,0,0,1,0.04,0,0,0,1,0,0
José Luis Gayà,ESP,DF,Valencia,La Liga,28,1995,19.9,45,2.26,40,2,1,0,0,2,7,0.35,7,0,0,0,0,0
José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,36,1987,11.6,24,2.06,15,0,3,5,1,0,3,0.26,3,0,0,0,0,0
José Luis Palomino,ARG,DF,Atalanta,Serie A,33,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Douglas Luiz,BRA,MF,Aston Villa,Premier League,25,1998,33.3,117,3.52,61,34,6,10,5,1,10,0.30,5,4,0,0,1,0
Romelu Lukaku,BEL,FW,Roma,Serie A,30,1993,29.3,67,2.28,56,0,3,6,1,1,9,0.31,8,0,1,0,0,0
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,20,2002,24.3,12,0.49,12,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Dodi Lukebakio,BEL,"FW,MF",Sevilla,La Liga,25,1997,12.5,48,3.84,32,2,8,1,5,0,6,0.48,5,0,1,0,0,0
Saša Lukić,SRB,MF,Fulham,Premier League,26,1996,12.5,27,2.17,19,0,1,6,0,1,0,0.00,0,0,0,0,0,0
Karlo Lulić,CRO,MF,Frosinone,Serie A,27,1996,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,24,1999,21.0,2,0.10,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Sebastiano Luperto,ITA,DF,Empoli,Serie A,26,1996,37.8,29,0.77,21,2,0,4,1,1,1,0.03,1,0,0,0,0,0
Mateus Lusuardi,BRA,DF,Frosinone,Serie A,19,2004,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andreas Luthe,GER,GK,Bochum,Bundesliga,36,1987,1.0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,21,2002,21.6,65,3.01,39,1,10,4,11,0,7,0.32,6,0,0,0,1,0
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,29,1993,10.0,19,1.89,13,4,1,1,0,0,3,0.30,2,0,1,0,0,0
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,24,1999,20.0,27,1.35,25,0,0,0,0,2,5,0.25,5,0,0,0,0,0
Joshua M'Bahia,CIV,MF,Clermont Foot,Ligue 1,18,2005,0.2,3,19.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Othmane Maamma,FRA,FW,Montpellier,Ligue 1,17,2005,1.0,7,7.16,3,0,3,0,1,0,0,0.00,0,0,0,0,0,0
Ian Maatsen,NED,"FW,MF",Chelsea,Premier League,21,2002,2.3,5,2.15,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Ian Maatsen,NED,DF,Dortmund,Bundesliga,21,2002,14.0,27,1.92,26,0,0,0,0,1,5,0.36,4,0,0,0,0,1
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,24,1998,28.9,108,3.74,92,5,3,1,5,2,12,0.42,10,1,1,0,0,0
Deiver Machado,COL,DF,Lens,Ligue 1,29,1993,12.5,24,1.92,18,0,1,2,3,0,0,0.00,0,0,0,0,0,0
Darwin Machís,VEN,MF,Cádiz,La Liga,30,1993,8.7,21,2.40,12,7,0,1,1,0,1,0.11,1,0,0,0,0,0
James Maddison,ENG,MF,Tottenham,Premier League,26,1996,23.7,161,6.79,110,22,10,6,10,3,19,0.80,13,1,2,1,1,1
Noni Madueke,ENG,FW,Chelsea,Premier League,21,2002,11.7,51,4.35,34,1,8,2,6,0,8,0.68,4,0,1,0,3,0
Pablo Maffeo,ESP,DF,Mallorca,La Liga,26,1997,16.2,37,2.21,18,4,6,2,6,1,5,0.30,3,0,0,1,1,0
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,25,1997,33.8,23,0.68,20,1,0,1,0,1,3,0.09,3,0,0,0,0,0
Soungoutou Magassa,FRA,"DF,MF",Monaco,Ligue 1,19,2003,15.0,13,0.87,11,0,0,1,0,1,1,0.07,1,0,0,0,0,0
Giulio Maggiore,ITA,MF,Salernitana,Serie A,25,1998,20.0,32,1.60,22,0,1,6,2,1,3,0.15,3,0,0,0,0,0
Matej Maglica,CRO,DF,Darmstadt 98,Bundesliga,24,1998,18.9,21,1.11,18,1,0,1,0,1,0,0.00,0,0,0,0,0,0
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,27,1995,27.2,22,0.81,19,0,1,0,1,1,6,0.22,5,0,0,0,0,1
Hugo Magnetti,FRA,MF,Brest,Ligue 1,25,1998,26.0,60,2.31,47,0,5,6,1,1,5,0.19,2,0,1,2,0,0
Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,26,1997,18.7,28,1.50,23,2,0,1,1,1,2,0.11,1,0,0,1,0,0
Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,23,1999,16.0,32,2.00,21,1,4,2,4,0,3,0.19,2,0,0,1,0,0
Harry Maguire,ENG,DF,Manchester Utd,Premier League,30,1993,18.4,24,1.31,19,0,0,1,1,3,4,0.22,2,0,0,1,1,0
Jon Magunacelaya,ESP,"FW,MF",Real Sociedad,La Liga,23,2000,1.3,3,2.23,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Adel Mahamoud,COM,FW,Nantes,Ligue 1,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Arne Maier,GER,MF,Augsburg,Bundesliga,24,1999,11.1,66,5.92,37,19,2,6,2,0,6,0.54,3,1,0,2,0,0
Habib Maïga,CIV,"MF,FW",Metz,Ligue 1,27,1996,1.6,1,0.61,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Mike Maignan,FRA,GK,Milan,Serie A,28,1995,29.0,8,0.28,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Linton Maina,GER,"FW,MF",Köln,Bundesliga,24,1999,21.1,58,2.75,44,1,3,3,6,1,5,0.24,4,0,0,0,1,0
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,28,1994,34.0,26,0.76,16,0,0,8,0,2,1,0.03,1,0,0,0,0,0
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,18,2005,21.4,40,1.87,31,0,3,3,2,1,8,0.37,3,0,2,2,1,0
Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,Ligue 1,25,1997,15.9,33,2.07,27,0,0,4,1,1,7,0.44,7,0,0,0,0,0
Radosław Majecki,POL,GK,Monaco,Ligue 1,23,1999,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lovro Majer,CRO,MF,Rennes,Ligue 1,25,1998,0.2,2,10.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lovro Majer,CRO,"MF,FW",Wolfsburg,Bundesliga,25,1998,23.4,84,3.59,64,10,2,4,4,0,11,0.47,8,0,1,1,1,0
Jean-Victor Makengo,FRA,"MF,FW",Lorient,Ligue 1,25,1998,5.3,4,0.75,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,21,2001,11.4,17,1.49,16,1,0,0,0,0,1,0.09,1,0,0,0,0,0
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,25,1998,30.0,51,1.70,42,2,4,1,1,1,2,0.07,1,0,0,0,0,1
Nemanja Maksimović,SRB,MF,Getafe,La Liga,28,1995,36.3,46,1.27,35,0,0,6,2,3,5,0.14,3,0,0,2,0,0
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,22,2001,6.7,6,0.90,5,0,1,0,0,0,1,0.15,0,0,1,0,0,0
Daniel Maldini,ITA,"MF,FW",Monza,Serie A,21,2001,3.7,19,5.14,13,2,4,0,0,0,2,0.54,2,0,0,0,0,0
Daniel Maldini,ITA,"FW,MF",Empoli,Serie A,21,2001,2.9,7,2.40,3,1,2,0,1,0,0,0.00,0,0,0,0,0,0
Youssef Maleh,MAR,MF,Empoli,Serie A,24,1998,28.9,62,2.14,51,5,2,3,0,1,2,0.07,2,0,0,0,0,0
Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,24,1999,19.8,74,3.74,49,0,7,13,4,1,14,0.71,6,0,2,3,2,1
Ruslan Malinovskyi,UKR,MF,Genoa,Serie A,30,1993,17.2,34,1.98,23,3,1,4,3,0,2,0.12,2,0,0,0,0,0
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,23,1999,25.4,20,0.79,16,0,0,3,0,1,2,0.08,2,0,0,0,0,0
Aaron Malouda,FRA,FW,Lille,Ligue 1,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,22,2000,36.5,7,0.19,2,5,0,0,0,0,1,0.03,0,1,0,0,0,0
David Mamutovic,GER,"FW,DF",Mainz 05,Bundesliga,22,2000,0.1,1,8.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Wilson Manafá,POR,"DF,MF",Granada,La Liga,29,1994,2.7,1,0.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hianga Mananga Mbock,FRA,"MF,FW",Brest,Ligue 1,23,1999,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gianluca Mancini,ITA,DF,Roma,Serie A,27,1996,31.9,28,0.88,23,0,1,2,1,1,1,0.03,1,0,0,0,0,0
Marco Mancosu,ITA,"MF,FW",Cagliari,Serie A,34,1988,1.7,7,4.04,4,0,1,1,1,0,0,0.00,0,0,0,0,0,0
Steve Mandanda,FRA,GK,Rennes,Ligue 1,38,1985,34.0,3,0.09,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Christos Mandas,GRE,GK,Lazio,Serie A,21,2001,8.0,1,0.12,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,29,1994,8.1,12,1.48,8,1,3,0,0,0,2,0.25,1,0,1,0,0,0
Aïssa Mandi,ALG,DF,Villarreal,La Liga,31,1991,12.4,15,1.21,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,26,1997,17.6,35,1.98,23,6,3,3,0,0,8,0.45,5,1,1,1,0,0
Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,25,1998,17.4,20,1.15,17,0,0,0,1,2,2,0.12,1,0,0,0,0,1
Orel Mangala,BEL,MF,Lyon,Ligue 1,25,1998,4.4,13,2.95,11,0,1,0,1,0,1,0.23,1,0,0,0,0,0
Vito Mannone,ITA,GK,Lille,Ligue 1,35,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kostas Manolas,GRE,DF,Salernitana,Serie A,32,1991,5.4,4,0.74,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Javier Manquillo,ESP,"DF,MF",Celta Vigo,La Liga,29,1994,8.3,7,0.85,6,1,0,0,0,0,1,0.12,1,0,0,0,0,0
