Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Liam Henderson,SCO,MF,Empoli,Serie A,26,1996,25,"1,007",40,29.4,11.2,11,65,0,14,21,12,1.16,10,19,-9,-0.80,-0.69,11.2,20.4,-9.2,-0.82,-0.44
Jack Hendry,SCO,DF,Cremonese,Serie A,27,1995,4,220,55,6.4,2.4,2,90,2,2,20,6,0.50,2,5,-3,-1.23,-0.38,3.4,4.7,-1.2,-0.51,+0.23
Wayne Hennessey,WAL,GK,Nott'ham Forest,Premier League,35,1987,4,271,68,7.9,3.0,3,90,3,1,1,33,1.25,2,5,-3,-1.00,-0.22,3.1,5.2,-2.2,-0.72,-0.07
Benjamin Henrichs,GER,"DF,MF",RB Leipzig,Bundesliga,25,1997,30,"2,188",73,71.5,24.3,23,85,17,7,32,3,1.87,39,35,+4,+0.16,-1.80,41.3,29.3,+12.1,+0.50,-0.88
Henrique,BRA,"DF,FW",Lyon,Ligue 1,28,1994,7,356,51,10.4,4.0,3,90,3,4,22,25,2.57,10,5,+5,+1.26,+0.88,6.7,7.0,-0.3,-0.07,-0.36
Luiz Henrique,BRA,FW,Betis,La Liga,21,2001,33,"1,807",55,52.8,20.1,21,68,3,12,31,2,1.42,13,25,-12,-0.60,-1.55,20.2,29.3,-9.0,-0.45,-1.03
Matheus Henrique,BRA,MF,Sassuolo,Serie A,24,1997,30,"1,947",65,56.9,21.6,21,80,9,9,30,8,1.17,27,39,-12,-0.55,-0.43,29.1,26.7,+2.3,+0.11,+0.14
Rico Henry,ENG,DF,Brentford,Premier League,25,1997,37,"3,238",88,94.7,36.0,37,88,29,0,,0,1.51,53,46,+7,+0.19,-2.28,53.5,47.1,+6.4,+0.18,-0.37
Thomas Henry,FRA,FW,Hellas Verona,Serie A,27,1994,16,"1,030",64,30.1,11.4,13,75,3,3,18,3,0.50,10,17,-7,-0.61,+0.18,10.9,15.5,-4.6,-0.41,-0.05
Christophe Hérelle,MTQ,DF,Brest,Ligue 1,29,1992,16,"1,060",66,31.0,11.8,12,84,9,4,13,17,0.94,10,14,-4,-0.34,-0.11,10.8,21.5,-10.7,-0.91,-0.83
Mario Hermoso,ESP,DF,Atlético Madrid,La Liga,27,1995,26,"2,110",81,61.7,23.4,24,87,21,2,15,10,2.19,52,19,+33,+1.41,+1.13,41.7,25.5,+16.2,+0.69,+0.37
Javi Hernández,ESP,DF,Girona,La Liga,24,1998,25,"1,116",45,32.6,12.4,13,73,3,12,14,9,1.60,23,19,+4,+0.32,+0.36,16.6,19.7,-3.1,-0.25,-0.21
Aridane Hernández,ESP,DF,Osasuna,La Liga,33,1989,23,"1,793",78,52.4,19.9,20,88,19,3,13,12,1.17,17,25,-8,-0.40,-0.57,18.4,27.3,-9.0,-0.45,-0.62
Lucas Hernández,FRA,DF,Bayern Munich,Bundesliga,26,1996,7,476,68,15.6,5.3,6,75,2,1,27,2,2.71,19,3,+16,+3.03,+1.70,16.0,4.2,+11.8,+2.23,+1.32
Luis Hernández,ESP,DF,Cádiz,La Liga,33,1989,35,"3,149",90,92.1,35.0,35,90,34,0,,1,1.17,28,46,-18,-0.51,+1.15,39.6,55.7,-16.1,-0.46,+0.87
Mario Hernández,ESP,DF,Rayo Vallecano,La Liga,23,1999,3,103,34,3.0,1.1,1,64,0,2,20,34,1.67,2,3,-1,-0.87,-0.68,3.8,1.9,+1.9,+1.64,+1.86
Theo Hernández,FRA,DF,Milan,Serie A,24,1997,32,"2,771",87,81.0,30.8,32,87,27,0,,2,2.00,56,31,+25,+0.81,+1.37,48.9,30.5,+18.4,+0.60,+0.69
Unai Hernandez,ESP,MF,Barcelona,La Liga,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jorge Herrando,ESP,DF,Osasuna,La Liga,21,2001,1,25,25,0.7,0.3,1,25,0,0,,8,0.00,0,0,0,0.00,+0.13,0.0,0.7,-0.7,-2.28,-2.14
Ander Herrera,ESP,MF,Athletic Club,La Liga,32,1989,17,697,41,20.4,7.7,9,59,0,8,21,5,1.47,10,10,0,0.00,-0.13,12.9,7.4,+5.5,+0.71,+0.32
Sergio Herrera,ESP,GK,Osasuna,La Liga,29,1993,17,"1,530",90,44.7,17.0,17,90,17,0,,19,1.06,14,23,-9,-0.53,-0.72,19.2,21.4,-2.2,-0.13,+0.04
Yangel Herrera,VEN,"MF,FW",Girona,La Liga,24,1998,20,963,48,28.2,10.7,12,63,2,8,27,1,1.00,12,19,-7,-0.65,-1.02,11.9,17.6,-5.7,-0.53,-0.58
Iago Herrerín,ESP,GK,Valencia,La Liga,34,1988,0,,,,,0,,0,0,,26,,,,,,,,,,,
Patrick Herrmann,GER,"FW,MF",Gladbach,Bundesliga,31,1991,21,164,8,5.4,1.8,0,,0,21,8,11,1.33,6,8,-2,-1.10,-1.07,3.7,4.8,-1.1,-0.60,-0.59
Marius Herzig,GER,GK,Sevilla,La Liga,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Son Heung-min,KOR,"MF,FW",Tottenham,Premier League,30,1992,36,"2,888",80,84.4,32.1,33,85,19,3,22,0,1.58,57,55,+2,+0.06,-0.78,48.9,42.9,+6.0,+0.19,-0.06
Aaron Hickey,SCO,DF,Brentford,Premier League,20,2002,26,"1,916",74,56.0,21.3,23,81,8,3,16,2,1.46,33,30,+3,+0.14,-0.40,32.2,27.3,+4.9,+0.23,+0.07
Isak Hien,SWE,DF,Hellas Verona,Serie A,23,1999,32,"2,607",81,76.2,29.0,28,87,26,4,40,0,0.97,24,42,-18,-0.62,+0.49,28.2,37.9,-9.8,-0.34,+0.14
Omar El Hilali,MAR,"DF,MF",Espanyol,La Liga,18,2003,5,92,18,2.7,1.0,1,53,0,4,10,14,0.80,2,2,0,0.00,+0.46,0.9,1.6,-0.7,-0.66,-0.37
James Hill,ENG,DF,Bournemouth,Premier League,20,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
Piero Hincapié,ECU,"DF,MF",Leverkusen,Bundesliga,20,2002,30,"2,457",82,80.3,27.3,27,87,16,3,39,0,1.60,46,32,+14,+0.51,+1.41,38.9,33.3,+5.6,+0.20,-0.24
Jack Hinshelwood,ENG,FW,Brighton,Premier League,17,2005,1,2,2,0.1,0.0,0,,0,1,2,2,0.00,0,0,0,0.00,-0.50,0.0,0.4,-0.4,-16.32,-16.93
Morten Hjulmand,DEN,MF,Lecce,Serie A,23,1999,35,"2,962",85,86.6,32.9,34,86,30,1,27,1,0.94,31,44,-13,-0.40,-0.40,32.3,36.2,-3.9,-0.12,+0.30
Adam Hložek,CZE,"FW,MF",Leverkusen,Bundesliga,20,2002,29,"1,286",44,42.0,14.3,16,66,0,13,18,3,1.31,21,17,+4,+0.28,+0.08,19.3,18.2,+1.1,+0.08,-0.30
Joseph Hodge,IRL,MF,Wolves,Premier League,19,2002,6,175,29,5.1,1.9,1,58,0,5,23,11,1.17,1,5,-4,-2.06,-1.42,2.1,4.2,-2.1,-1.06,-0.48
Nicolas Höfler,GER,MF,Freiburg,Bundesliga,32,1990,32,"2,816",88,92.0,31.3,32,88,26,0,,0,1.75,47,39,+8,+0.26,+0.62,43.8,43.3,+0.5,+0.02,+0.52
Jonas Hofmann,GER,"FW,MF",Gladbach,Bundesliga,30,1992,31,"2,680",86,87.6,29.8,30,89,16,1,22,0,1.39,43,47,-4,-0.13,-0.37,46.3,46.6,-0.3,-0.01,+0.25
Philipp Hofmann,GER,FW,Bochum,Bundesliga,29,1993,34,"2,631",77,86.0,29.2,31,82,16,3,29,0,1.03,34,60,-26,-0.89,+0.37,34.7,51.9,-17.2,-0.59,+1.18
Rob Holding,ENG,DF,Arsenal,Premier League,26,1995,14,566,40,16.5,6.3,6,90,6,8,3,24,2.36,17,13,+4,+0.64,-0.66,13.4,11.5,+1.9,+0.31,-0.57
Lucas Höler,GER,"FW,MF",Freiburg,Bundesliga,28,1994,26,"1,503",58,49.1,16.7,16,83,4,10,17,0,1.62,22,23,-1,-0.06,-0.52,19.7,27.8,-8.1,-0.48,-0.90
Mason Holgate,ENG,DF,Everton,Premier League,25,1996,8,507,63,14.8,5.6,5,76,2,3,42,20,0.50,4,9,-5,-0.89,-0.33,6.8,8.6,-1.7,-0.31,+0.26
Emil Holm,SWE,DF,Spezia,Serie A,22,2000,20,"1,393",70,40.7,15.5,17,79,9,3,15,3,0.90,14,24,-10,-0.65,+0.29,16.0,23.3,-7.3,-0.47,0.00
Noah Holm,NOR,"FW,MF",Reims,Ligue 1,21,2001,8,194,24,5.7,2.2,2,74,1,6,8,4,1.63,1,4,-3,-1.39,-1.48,1.6,4.8,-3.2,-1.48,-1.82
Gerrit Holtmann,PHI,"FW,MF",Bochum,Bundesliga,27,1995,23,945,41,30.9,10.5,8,71,2,15,25,6,0.91,9,25,-16,-1.52,-0.84,10.9,24.9,-14.1,-1.34,-0.85
Martin Hongla,CMR,MF,Hellas Verona,Serie A,24,1998,9,523,58,15.3,5.8,6,76,2,3,23,6,0.56,4,11,-7,-1.20,-0.55,5.5,9.2,-3.7,-0.64,-0.32
Martin Hongla,CMR,"DF,MF",Valladolid,La Liga,24,1998,16,"1,306",82,38.2,14.5,15,84,9,1,44,0,1.00,15,25,-10,-0.69,+0.16,15.0,25.5,-10.4,-0.72,-0.03
Franck Honorat,FRA,"FW,MF",Brest,Ligue 1,25,1996,33,"2,535",77,74.1,28.2,29,84,16,4,28,0,1.24,33,34,-1,-0.04,+0.88,32.5,41.9,-9.4,-0.33,0.00
Mattis Hoppe,GER,DF,Stuttgart,Bundesliga,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jannes Horn,GER,"DF,FW",Bochum,Bundesliga,25,1997,2,59,30,1.9,0.7,1,45,0,1,14,8,1.50,0,2,-2,-3.05,-2.15,0.2,1.4,-1.2,-1.84,-1.10
Timo Horn,GER,GK,Köln,Bundesliga,29,1993,0,,,,,0,,0,0,,32,,,,,,,,,,,
Cédric Hountondji,BEN,DF,Angers,Ligue 1,28,1994,36,"3,095",86,90.5,34.4,35,87,32,1,35,0,0.50,31,73,-42,-1.22,+0.44,39.1,55.9,-16.8,-0.49,+0.61
Ilyes Housni,FRA,FW,Paris S-G,Ligue 1,17,2005,1,11,11,0.3,0.1,0,,0,1,11,13,0.00,0,0,0,0.00,-1.29,0.0,0.4,-0.4,-2.94,-3.74
Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,32,1989,33,"2,969",90,97.0,33.0,33,90,32,0,,0,1.52,56,47,+9,+0.27,+1.26,48.9,42.3,+6.6,+0.20,-1.76
Petko Hristov,BUL,DF,Spezia,Serie A,23,1999,9,365,41,10.7,4.1,4,68,2,5,19,8,0.56,5,10,-5,-1.23,-0.47,3.5,7.0,-3.5,-0.87,-0.44
Ajdin Hrustic,AUS,MF,Hellas Verona,Serie A,26,1996,6,226,38,6.6,2.5,3,61,0,3,15,5,0.17,2,5,-3,-1.19,-0.49,2.6,4.3,-1.8,-0.70,-0.35
Timo Hübers,GER,DF,Köln,Bundesliga,26,1996,29,"2,559",88,83.6,28.4,28,90,28,1,39,0,1.31,44,45,-1,-0.04,+0.68,40.2,35.3,+5.0,+0.18,+0.12
Callum Hudson-Odoi,ENG,"FW,MF",Chelsea,Premier League,21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Callum Hudson-Odoi,ENG,"FW,MF",Leverkusen,Bundesliga,21,2000,14,605,43,19.8,6.7,7,68,0,7,18,8,1.50,12,13,-1,-0.15,-0.48,9.8,8.7,+1.0,+0.15,-0.12
Will Hughes,ENG,MF,Crystal Palace,Premier League,27,1995,27,842,31,24.6,9.4,7,79,1,20,15,6,1.15,7,11,-4,-0.43,-0.25,11.2,12.8,-1.6,-0.17,+0.08
Mats Hummels,GER,DF,Dortmund,Bundesliga,33,1988,30,"2,018",67,65.9,22.4,24,81,16,6,13,3,2.17,53,22,+31,+1.38,+0.69,47.1,26.7,+20.4,+0.91,+0.26
Bashir Humphreys,ENG,DF,Chelsea,Premier League,19,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
Adrien Hunou,FRA,"MF,FW",Angers,Ligue 1,28,1994,34,"2,234",66,65.3,24.8,28,75,7,6,23,4,0.50,22,53,-31,-1.25,+0.04,27.3,40.1,-12.8,-0.52,+0.09
Denis Huseinbasic,BIH,"MF,FW",Köln,Bundesliga,21,2001,24,791,33,25.8,8.8,7,67,2,17,19,5,1.25,17,16,+1,+0.11,+0.35,14.2,10.1,+4.1,+0.46,+0.42
Omari Hutchinson,ENG,FW,Chelsea,Premier League,18,2003,1,23,23,0.7,0.3,0,,0,1,23,4,0.00,0,0,0,0.00,+0.24,0.1,0.6,-0.5,-1.88,-1.81
Elseid Hysaj,ALB,DF,Lazio,Serie A,28,1994,34,"1,998",59,58.4,22.2,22,82,14,12,16,3,2.09,38,17,+21,+0.95,+0.38,31.4,22.9,+8.5,+0.38,+0.30
Pierre Højbjerg,DEN,MF,Tottenham,Premier League,26,1995,35,"3,131",89,91.5,34.8,35,89,33,0,,0,1.63,64,57,+7,+0.20,+0.20,51.5,45.4,+6.1,+0.18,-0.23
Rasmus Højlund,DEN,FW,Atalanta,Serie A,19,2003,32,"1,834",57,53.6,20.4,20,74,5,12,29,3,1.69,45,29,+16,+0.79,+0.67,34.5,23.1,+11.4,+0.56,+0.29
Iago,BRA,"DF,MF",Augsburg,Bundesliga,25,1997,22,"1,600",73,52.3,17.8,19,80,11,3,28,0,1.09,26,30,-4,-0.23,+0.82,19.8,28.8,-9.0,-0.51,+0.41
Pablo Ibáñez,ESP,MF,Osasuna,La Liga,23,1998,25,"1,064",43,31.1,11.8,12,75,3,13,13,13,1.48,12,14,-2,-0.17,-0.05,8.8,15.0,-6.2,-0.53,-0.54
Roger Ibanez,BRA,DF,Roma,Serie A,23,1998,33,"2,796",85,81.8,31.1,32,87,30,1,20,3,1.45,36,35,+1,+0.03,-1.55,45.1,27.0,+18.1,+0.58,-0.45
Arijon Ibrahimović,GER,MF,Bayern Munich,Bundesliga,16,2005,1,14,14,0.5,0.2,0,,0,1,14,4,3.00,0,0,0,0.00,-1.60,0.9,0.0,+0.9,+5.71,+4.62
Zlatan Ibrahimović,SWE,FW,Milan,Serie A,40,1981,4,146,37,4.3,1.6,1,75,0,3,24,3,1.00,3,4,-1,-0.62,-1.22,2.9,2.6,+0.4,+0.24,-0.24
Hubert Idasiak,POL,GK,Napoli,Serie A,20,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
Mounaim El Idrissy,FRA,FW,Ajaccio,Ligue 1,23,1999,32,"2,497",78,73.0,27.7,30,80,14,2,47,1,0.69,19,46,-27,-0.97,+1.37,30.5,33.7,-3.2,-0.11,+1.31
Antonio Iervolino,ITA,MF,Salernitana,Serie A,19,2003,1,5,5,0.1,0.1,0,,0,1,5,30,3.00,1,0,+1,+18.00,+18.40,0.9,0.0,+0.9,+12.82,+13.64
Iglesias,ESP,"DF,MF",Getafe,La Liga,24,1998,32,"2,146",67,62.7,23.8,21,86,16,11,31,3,1.06,18,32,-14,-0.59,-0.80,19.9,28.7,-8.8,-0.37,-0.32
Borja Iglesias,ESP,FW,Betis,La Liga,29,1993,35,"2,365",68,69.2,26.3,29,76,6,6,29,0,1.63,36,24,+12,+0.46,+1.05,37.0,30.6,+6.4,+0.24,+0.68
Lorenzo Ignacchiti,ITA,MF,Empoli,Serie A,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Igor,BRA,DF,Fiorentina,Serie A,24,1998,27,"2,057",76,60.1,22.9,23,84,18,4,31,7,1.33,26,24,+2,+0.09,-0.44,33.0,26.7,+6.3,+0.28,-0.08
Kelechi Iheanacho,NGA,"FW,MF",Leicester City,Premier League,25,1996,28,"1,127",40,33.0,12.5,11,73,1,17,19,7,0.68,17,23,-6,-0.48,-0.05,22.6,22.5,+0.1,+0.01,+0.51
Jonathan Ikone,FRA,FW,Fiorentina,Serie A,24,1998,33,"2,007",61,58.7,22.3,24,74,10,9,26,5,1.52,30,23,+7,+0.31,+0.12,33.5,24.5,+9.0,+0.40,+0.23
Ivan Ilić,SRB,MF,Hellas Verona,Serie A,21,2001,11,851,77,24.9,9.5,10,83,7,1,20,2,1.09,10,14,-4,-0.42,+0.42,9.0,10.6,-1.7,-0.18,+0.26
Ivan Ilić,SRB,MF,Torino,Serie A,21,2001,14,"1,177",84,34.4,13.1,13,88,9,1,37,1,1.57,18,12,+6,+0.46,+0.66,14.8,9.4,+5.4,+0.41,+0.55
Rareş Ilie,ROU,"MF,FW",Nice,Ligue 1,19,2003,4,148,37,4.3,1.6,2,60,0,2,14,8,1.25,2,4,-2,-1.22,-1.57,1.9,1.8,+0.2,+0.10,-0.24
Samuel Iling-Junior,ENG,"DF,FW",Juventus,Serie A,18,2003,12,318,27,9.3,3.5,1,81,0,11,22,15,2.08,7,0,+7,+1.98,+1.52,6.8,2.8,+4.0,+1.15,+0.86
Emirhan İlkhan,TUR,MF,Torino,Serie A,18,2004,4,87,22,2.5,1.0,1,63,0,3,8,11,2.25,1,2,-1,-1.03,-1.09,1.2,1.9,-0.7,-0.71,-0.77
Emirhan İlkhan,TUR,MF,Sampdoria,Serie A,18,2004,8,113,14,3.3,1.3,0,,0,8,14,8,0.63,2,3,-1,-0.80,+0.46,2.0,3.8,-1.8,-1.47,-0.64
Asier Illarramendi,ESP,MF,Real Sociedad,La Liga,32,1990,24,"1,076",45,31.5,12.0,13,69,2,11,16,13,2.04,15,5,+10,+0.84,+0.61,14.1,9.3,+4.8,+0.40,-0.18
Ciro Immobile,ITA,FW,Lazio,Serie A,32,1990,31,"2,219",72,64.9,24.7,27,79,17,4,22,2,1.97,42,19,+23,+0.93,+0.41,32.9,28.6,+4.2,+0.17,-0.25
Gabriele Indragoli,ITA,DF,Empoli,Serie A,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Danny Ings,ENG,FW,West Ham,Premier League,30,1992,17,775,46,22.7,8.6,7,79,1,10,22,2,1.24,11,13,-2,-0.23,+0.14,11.0,13.7,-2.7,-0.32,-0.28
Danny Ings,ENG,FW,Aston Villa,Premier League,30,1992,18,824,46,24.1,9.2,8,80,3,10,19,1,1.33,9,13,-4,-0.44,-0.75,13.6,12.6,+1.0,+0.11,+0.22
Marcus Ingvartsen,DEN,"FW,MF",Mainz 05,Bundesliga,26,1996,28,"1,314",47,42.9,14.6,16,67,1,12,20,2,1.32,25,18,+7,+0.48,+0.89,19.2,19.8,-0.6,-0.04,+0.26
Bonke Innocent,NGA,MF,Lorient,Ligue 1,26,1996,25,"1,182",47,34.6,13.1,14,67,2,11,23,7,1.60,18,19,-1,-0.08,-0.08,11.3,22.4,-11.1,-0.85,-0.75
Zidane Iqbal,IRQ,MF,Manchester Utd,Premier League,19,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
Tim Iroegbunam,ENG,MF,Aston Villa,Premier League,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Iru,ESP,GK,Athletic Club,La Liga,23,1998,0,,,,,0,,0,0,,15,,,,,,,,,,,
Alexander Isak,SWE,FW,Newcastle Utd,Premier League,22,1999,22,"1,522",69,44.5,16.9,17,83,7,5,23,0,1.68,29,20,+9,+0.53,-0.70,37.5,17.9,+19.6,+1.16,+0.56
Alexander Isak,SWE,FW,Real Sociedad,La Liga,22,1999,2,152,76,4.4,1.7,2,76,0,0,,0,1.50,2,3,-1,-0.59,-1.06,1.9,1.9,0.0,0.00,-0.55
Isco,ESP,"MF,FW",Sevilla,La Liga,30,1992,12,799,67,23.4,8.9,10,74,4,2,28,0,0.83,9,14,-5,-0.56,-0.49,8.3,15.4,-7.1,-0.81,-0.78
Ismaily,BRA,DF,Lille,Ligue 1,32,1990,23,"1,779",77,52.0,19.8,21,80,14,2,45,3,1.57,27,23,+4,+0.20,-0.73,32.2,23.3,+8.9,+0.45,-0.61
Ardian Ismajli,ALB,DF,Empoli,Serie A,25,1996,25,"2,094",84,61.2,23.3,22,90,22,3,38,2,1.12,24,27,-3,-0.13,+0.48,25.2,30.2,-4.9,-0.21,+0.77
Ko Itakura,JPN,DF,Gladbach,Bundesliga,25,1997,24,"1,981",83,64.7,22.0,22,88,20,2,24,0,1.21,29,30,-1,-0.05,+0.12,33.8,32.9,+0.9,+0.04,+0.22
Hiroki Ito,JPN,DF,Stuttgart,Bundesliga,23,1999,30,"2,561",85,83.7,28.5,29,88,27,1,16,1,0.97,34,43,-9,-0.32,+0.22,38.7,36.5,+2.3,+0.08,+0.06
Junya Ito,JPN,FW,Reims,Ligue 1,29,1993,35,"2,916",83,85.3,32.4,34,85,19,1,15,0,1.40,39,36,+3,+0.09,+0.63,52.4,42.3,+10.1,+0.31,+0.54
Alejandro Iturbe,ESP,GK,Atlético Madrid,La Liga,18,2003,0,,,,,0,,0,0,,8,,,,,,,,,,,
Diego Iturralde,ESP,DF,Sevilla,La Liga,19,2003,1,45,45,1.3,0.5,1,45,0,0,,2,0.00,0,1,-1,-2.00,-1.84,0.1,1.3,-1.2,-2.47,-2.30
Andreas Ivan,ROU,MF,Schalke 04,Bundesliga,27,1995,1,46,46,1.5,0.5,0,,0,1,46,2,0.00,1,2,-1,-1.96,-0.91,0.7,0.8,-0.1,-0.28,+0.24
Mihailo Ivanović,SRB,FW,Sampdoria,Serie A,17,2004,1,4,4,0.1,0.0,0,,0,1,4,1,0.00,0,0,0,0.00,+1.24,0.1,0.1,0.0,0.00,+0.85
Daniel Iversen,DEN,GK,Leicester City,Premier League,25,1997,12,"1,080",90,31.6,12.0,12,90,12,0,,26,0.83,14,22,-8,-0.67,-0.32,17.6,20.2,-2.6,-0.22,+0.17
Alex Iwobi,NGA,"MF,FW",Everton,Premier League,26,1996,38,"3,378",89,98.8,37.5,38,89,34,0,,0,0.95,34,56,-22,-0.59,+1.56,44.8,64.5,-19.7,-0.52,+0.93
Armando Izzo,ITA,DF,Monza,Serie A,30,1992,30,"2,466",82,72.1,27.4,29,85,19,1,5,0,1.73,39,25,+14,+0.51,+2.21,33.1,32.8,+0.3,+0.01,+0.55
Nicolas Jackson,SEN,FW,Villarreal,La Liga,21,2001,26,"1,598",61,46.7,17.8,16,78,5,10,35,3,1.62,35,18,+17,+0.96,+0.86,31.8,21.1,+10.7,+0.60,+0.55
Jérémy Jacquet,FRA,DF,Rennes,Ligue 1,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Lee Jae-sung,KOR,MF,Mainz 05,Bundesliga,29,1992,34,"1,894",56,61.9,21.0,24,68,2,10,25,0,1.35,36,33,+3,+0.14,+0.45,28.0,30.5,-2.5,-0.12,+0.18
Paul Jaeckel,GER,DF,Union Berlin,Bundesliga,24,1998,16,"1,196",75,39.1,13.3,13,86,10,3,27,11,1.50,19,14,+5,+0.38,-0.01,14.0,14.0,0.0,0.00,+0.23
Mato Jajalo,BIH,MF,Udinese,Serie A,34,1988,3,63,21,1.8,0.7,0,,0,3,21,12,0.67,2,0,+2,+2.86,+2.94,0.8,0.2,+0.6,+0.82,+0.97
Kristijan Jakić,CRO,"DF,MF",Eint Frankfurt,Bundesliga,25,1997,24,"1,460",61,47.7,16.2,17,79,12,7,18,4,1.58,37,21,+16,+0.99,+1.55,28.0,17.7,+10.2,+0.63,+0.72
Karl Jakob Hein,EST,GK,Arsenal,Premier League,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ismail Jakobs,SEN,"DF,FW",Monaco,Ligue 1,22,1999,32,"1,119",35,32.7,12.4,9,81,7,23,17,3,1.63,18,29,-11,-0.88,-1.78,19.9,22.3,-2.4,-0.19,-0.64
Marin Jakoliš,CRO,FW,Angers,Ligue 1,25,1996,1,28,28,0.8,0.3,0,,0,1,28,1,1.00,0,0,0,0.00,+1.27,0.7,0.4,+0.3,+1.02,+1.58
Adam Jakubech,SVK,GK,Lille,Ligue 1,25,1997,0,,,,,0,,0,0,,19,,,,,,,,,,,
Eldin Jakupović,SUI,GK,Everton,Premier League,37,1984,0,,,,,0,,0,0,,1,,,,,,,,,,,
Daniel James,WAL,FW,Leeds United,Premier League,24,1997,4,198,50,5.8,2.2,2,64,0,2,36,0,1.25,5,2,+3,+1.36,+2.29,3.9,4.1,-0.2,-0.10,+0.44
Daniel James,WAL,FW,Fulham,Premier League,24,1997,20,621,31,18.2,6.9,5,74,1,15,17,8,0.95,9,16,-7,-1.01,-1.30,7.3,15.4,-8.1,-1.17,-0.87
Reece James,ENG,"DF,MF",Chelsea,Premier League,22,1999,16,"1,244",78,36.4,13.8,14,85,12,2,27,0,1.44,15,17,-2,-0.14,+0.14,19.3,14.5,+4.8,+0.35,+0.67
Vitaly Janelt,GER,"MF,DF",Brentford,Premier League,24,1998,35,"2,208",63,64.6,24.5,24,80,13,11,26,0,1.63,34,28,+6,+0.24,-0.20,37.7,29.3,+8.5,+0.34,+0.42
Saidy Janko,GAM,DF,Bochum,Bundesliga,26,1995,20,"1,134",57,37.1,12.6,12,79,7,8,23,6,1.05,19,30,-11,-0.87,+0.11,15.3,24.2,-8.9,-0.71,+0.07
Pontus Jansson,SWE,DF,Brentford,Premier League,31,1991,12,724,60,21.2,8.0,9,79,7,3,5,3,1.33,17,14,+3,+0.37,+0.07,10.6,13.0,-2.5,-0.31,-0.64
Tony Jantschke,GER,"DF,MF",Gladbach,Bundesliga,32,1990,8,99,12,3.2,1.1,1,79,0,7,3,17,2.00,3,4,-1,-0.91,-0.85,1.3,2.6,-1.3,-1.14,-1.14
Adnan Januzaj,BEL,FW,Sevilla,La Liga,27,1995,2,47,24,1.4,0.5,1,45,0,1,2,12,0.00,0,0,0,0.00,+0.19,0.0,0.4,-0.4,-0.72,-0.52
Léo Jardim,BRA,GK,Lille,Ligue 1,27,1995,6,540,90,15.8,6.0,6,90,6,0,,12,1.67,13,13,0,0.00,-0.66,10.4,8.7,+1.7,+0.28,-0.55
Paweł Jaroszyński,POL,"DF,MF",Salernitana,Serie A,27,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rune Jarstein,NOR,GK,Hertha BSC,Bundesliga,37,1984,0,,,,,0,,0,0,,1,,,,,,,,,,,
Luis Javier Suárez,COL,FW,Almería,La Liga,24,1997,21,"1,490",71,43.6,16.6,18,79,8,3,22,0,1.05,22,28,-6,-0.36,+0.10,19.7,28.3,-8.6,-0.52,-0.13
Luis Javier Suárez,COL,FW,Marseille,Ligue 1,24,1997,7,293,42,8.6,3.3,2,82,0,5,26,8,2.29,8,2,+6,+1.84,+1.24,5.7,4.4,+1.3,+0.41,-0.21
Dany Jean,HAI,"DF,MF",Strasbourg,Ligue 1,19,2002,2,13,7,0.4,0.1,0,,0,2,7,12,0.00,0,0,0,0.00,+0.21,0.3,0.8,-0.4,-2.88,-2.72
Julian Jeanvier,GUI,DF,Auxerre,Ligue 1,30,1992,22,"1,760",80,51.5,19.6,20,84,16,2,42,7,0.95,18,35,-17,-0.87,-0.27,20.2,30.6,-10.4,-0.53,-0.23
Salim El Jebari,MAR,MF,Atlético Madrid,La Liga,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jeffinho,BRA,FW,Lyon,Ligue 1,22,1999,9,446,50,13.0,5.0,4,80,2,5,25,4,1.78,13,7,+6,+1.21,+0.85,11.4,7.3,+4.0,+0.81,+0.65
Fredrik Jensen,FIN,"FW,MF",Augsburg,Bundesliga,24,1997,20,924,46,30.2,10.3,8,78,1,12,25,3,1.20,13,17,-4,-0.39,+0.33,11.6,17.7,-6.1,-0.59,+0.16
