Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Samet Akaydın,TUR,DF,Fenerbahçe,28,1994,2,180,90,25.0,2.0,2,90,2,0,,0,1.50,1,2,-1,-0.50,-1.50,2.9,0.8,+2.1,+1.05,+0.18
Maghnes Akliouche,FRA,"FW,MF",Monaco,20,2002,1,45,45,6.0,0.5,0,,0,1,45,7,0.00,0,1,-1,-2.00,-2.26,1.1,0.1,+1.0,+1.97,+1.61
Paul Akouokou,CIV,MF,Betis,24,1997,5,356,71,49.4,4.0,5,71,2,0,,1,2.60,7,2,+5,+1.26,+1.51,5.6,2.9,+2.6,+0.67,+1.49
Furkan Akyüz,,GK,Fenerbahçe,16,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ángel Alarcón,ESP,FW,Barcelona,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jordi Alba,ESP,DF,Barcelona,33,1989,1,66,66,36.7,0.7,1,66,0,0,,1,1.00,1,2,-1,-1.36,-1.36,0.6,2.0,-1.4,-1.87,-2.15
Luis Alberto,ESP,MF,Lazio,29,1992,4,307,77,56.9,3.4,4,77,2,0,,2,1.25,6,7,-1,-0.29,+0.09,5.7,6.0,-0.3,-0.09,+0.01
Doğan Alemdar,TUR,GK,Rennes,19,2002,2,129,65,17.2,1.4,1,90,1,1,39,6,1.00,1,3,-2,-1.40,-2.12,1.0,1.6,-0.6,-0.41,-1.12
Sotiris Alexandropoulos,GRE,MF,Sporting CP,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
Mohamed Ali Cho,FRA,"MF,FW",Real Sociedad,18,2004,4,114,29,15.8,1.3,1,60,0,3,18,0,1.75,1,1,0,0.00,-0.89,1.3,0.9,+0.4,+0.30,-0.50
Ezgjan Alioski,MKD,DF,Fenerbahçe,30,1992,6,317,53,44.0,3.5,3,80,1,3,25,0,2.50,8,2,+6,+1.70,+1.93,6.0,2.4,+3.6,+1.02,+0.19
Fidan Aliti,KVX,DF,Zürich,28,1993,4,316,79,58.5,3.5,4,79,1,0,,2,1.88,2,9,-7,-1.99,-0.39,4.3,5.4,-1.1,-0.31,+0.44
Richard Almeida,AZE,MF,Qarabağ,33,1989,6,304,51,56.3,3.4,4,72,0,2,9,0,1.33,1,2,-1,-0.30,-2.20,4.3,3.2,+1.2,+0.34,-0.36
Marcos Alonso,ESP,DF,Barcelona,31,1990,2,75,38,41.7,0.8,1,66,0,1,9,0,0.50,1,2,-1,-1.20,-1.20,0.6,2.0,-1.4,-1.64,-1.95
Omri Altman,ISR,"FW,MF",AÉK Lárnaka,28,1994,5,376,75,69.6,4.2,5,75,1,0,,0,1.56,6,5,+1,+0.24,+2.43,3.4,4.5,-1.1,-0.26,+1.47
Carlos Álvarez,ESP,MF,Sevilla,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Edson Álvarez,MEX,MF,Ajax,24,1997,2,179,90,99.4,2.0,2,90,1,0,,0,0.50,1,3,-2,-1.01,-1.01,2.3,2.6,-0.3,-0.14,-0.14
Nadiem Amiri,GER,"MF,FW",Leverkusen,25,1996,6,268,45,35.7,3.0,3,72,1,3,18,1,1.67,6,2,+4,+1.34,+0.97,3.6,1.8,+1.8,+0.70,-0.04
Isak Amundsen,NOR,DF,Bodø/Glimt,22,1999,2,35,18,6.5,0.4,0,,0,2,18,4,2.00,0,1,-1,-2.57,-1.86,0.6,0.6,0.0,+0.09,+0.94
Felipe Anderson,BRA,FW,Lazio,29,1993,6,437,73,80.9,4.9,5,81,4,1,32,0,1.33,8,10,-2,-0.41,-0.41,6.4,8.0,-1.6,-0.33,-1.22
Joel Andersson,SWE,DF,Midtjylland,25,1996,5,375,75,52.1,4.2,5,75,2,0,,1,1.00,5,6,-1,-0.24,-0.50,2.5,6.8,-4.4,-1.05,-0.72
Viktor Andersson,SWE,GK,Malmö,18,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
Leandro Andrade,CPV,"FW,MF",Qarabağ,22,1999,3,74,25,13.7,0.8,1,64,0,2,5,0,2.00,0,0,0,0.00,-0.77,0.7,1.1,-0.4,-0.49,-1.15
Fredrik André Bjørkan,NOR,DF,Feyenoord,23,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,
Valdemar Andreasen,DEN,FW,Midtjylland,17,2005,4,119,30,16.5,1.3,2,45,0,2,15,4,1.75,1,1,0,0.00,0.00,0.8,3.5,-2.6,-1.99,-1.54
Henry Andreou,CYP,MF,AÉK Lárnaka,21,2001,1,1,1,0.2,0.0,0,,0,1,1,5,1.00,0,0,0,0.00,+0.50,0.0,0.0,0.0,-4.49,-3.79
Robert Andrich,GER,MF,Leverkusen,27,1994,6,564,94,75.2,6.3,6,94,4,0,,0,1.67,12,8,+4,+0.64,-0.33,11.3,6.8,+4.5,+0.77,+0.15
Oleksandr Andriyevskyi,UKR,MF,Dynamo Kyiv,28,1994,2,88,44,16.3,1.0,1,67,0,1,21,3,0.00,0,1,-1,-1.02,-0.03,0.6,0.4,+0.3,+0.26,+1.01
Thanasis Androutsos,GRE,DF,Olympiacos,25,1997,1,90,90,16.7,1.0,1,90,1,0,,3,0.00,0,2,-2,-2.00,-0.60,0.7,1.1,-0.4,-0.35,+0.33
Ángel,ESP,DF,AÉK Lárnaka,29,1993,5,444,89,82.2,4.9,5,89,4,0,,0,1.43,4,7,-3,-0.61,-0.61,3.8,7.0,-3.2,-0.65,+0.30
Karim Ansarifard,IRN,FW,AC Omonia,32,1990,5,196,39,36.3,2.2,2,62,0,3,24,1,0.00,1,4,-3,-1.38,+0.19,0.8,3.1,-2.3,-1.05,+0.64
Marcos Antônio,BRA,MF,Lazio,22,2000,3,142,47,26.3,1.6,2,60,0,1,22,3,1.00,1,3,-2,-1.27,-1.27,1.8,1.4,+0.4,+0.23,+0.45
Antony,BRA,FW,Manchester Utd,22,2000,9,632,70,58.5,7.0,8,73,1,1,45,0,2.11,12,6,+6,+0.85,+0.25,13.8,5.4,+8.4,+1.19,+0.15
Ayman Aourir,GER,MF,Leverkusen,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Dennis Appiah,FRA,"DF,FW",Nantes,30,1992,6,287,48,39.9,3.2,2,84,1,4,30,0,1.50,5,3,+2,+0.63,+2.71,2.9,2.5,+0.5,+0.15,+1.33
Youssef El-Arabi,MAR,"FW,MF",Olympiacos,35,1987,4,159,40,29.4,1.8,2,63,0,2,17,0,0.63,1,1,0,0.00,+2.13,2.8,1.7,+1.1,+0.60,+1.74
Paulus Arajuuri,FIN,DF,HJK,34,1988,1,45,45,8.3,0.5,0,,0,1,45,2,0.00,0,3,-3,-6.00,-4.55,0.1,1.8,-1.7,-3.45,-2.13
Aritz Arambarri,ESP,DF,Real Sociedad,24,1998,3,60,20,8.3,0.7,0,,0,3,20,0,3.00,1,0,+1,+1.50,+0.82,1.6,0.3,+1.3,+1.95,+1.34
Willian Arão,BRA,MF,Fenerbahçe,29,1992,4,313,78,43.5,3.5,4,78,2,0,,2,2.17,5,6,-1,-0.29,-1.61,4.5,2.7,+1.8,+0.51,-0.72
Ronald Araújo,URU,DF,Barcelona,23,1999,2,171,86,95.0,1.9,2,86,1,0,,0,0.50,3,4,-1,-0.53,-0.53,2.2,3.2,-1.0,-0.53,-0.53
Arthur,BRA,"DF,MF",Sporting CP,24,1998,5,177,35,31.1,2.0,2,64,0,3,16,1,1.20,2,1,+1,+0.51,+0.05,4.9,1.7,+3.2,+1.79,+1.36
Emam Ashour,EGY,"FW,MF",Midtjylland,24,1998,2,69,35,9.6,0.8,0,,0,2,35,0,0.50,1,4,-3,-3.91,-4.33,0.6,1.3,-0.7,-0.86,-0.17
Lorenz Assignon,TOG,DF,Rennes,22,2000,5,299,60,39.9,3.3,3,90,3,2,15,1,2.20,5,4,+1,+0.30,-0.10,4.0,2.6,+1.4,+0.43,-0.14
Iyayi Atiemwen,NGA,FW,Sheriff Tiraspol,26,1996,5,328,66,60.7,3.6,4,77,0,1,22,0,1.14,3,7,-4,-1.10,-0.25,2.5,5.7,-3.2,-0.89,+0.32
Noah Atubolu,GER,GK,Freiburg,20,2002,1,90,90,12.5,1.0,1,90,1,0,,7,1.00,1,1,0,0.00,-1.00,1.1,1.0,+0.1,+0.09,+0.16
Donis Avdijaj,KVX,"MF,FW",Zürich,25,1996,4,82,21,15.2,0.9,0,,0,4,21,0,1.50,2,1,+1,+1.10,+3.46,1.4,1.5,-0.1,-0.12,+0.44
Yurii Avramenko,UKR,GK,Dynamo Kyiv,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Nəriman Axundzadə,AZE,MF,Qarabağ,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Hakan Aydin,,GK,Trabzonspor,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Irakli Azarov,GEO,DF,Red Star,20,2002,1,6,6,1.1,0.1,0,,0,1,6,2,0.00,0,1,-1,-15.00,-14.83,0.0,0.3,-0.3,-3.30,-3.36
Ayman Azhil,MAR,MF,Leverkusen,21,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,
Serdar Aziz,TUR,DF,Fenerbahçe,31,1990,6,446,74,61.9,5.0,5,89,4,1,3,2,2.17,8,6,+2,+0.40,-0.58,8.8,3.3,+5.5,+1.11,+0.51
Sardar Azmoun,IRN,FW,Leverkusen,27,1995,7,272,39,36.3,3.0,3,73,1,4,13,1,2.00,3,0,+3,+0.99,+0.43,5.1,1.6,+3.5,+1.18,+0.72
Oussama El Azzouzi,MAR,MF,Union SG,21,2001,7,148,21,16.4,1.6,1,90,1,6,10,3,1.29,4,4,0,0.00,-0.48,2.6,3.8,-1.2,-0.73,-0.84
Ousseynou Ba,SEN,DF,Olympiacos,26,1995,2,179,90,33.1,2.0,2,90,1,0,,1,0.80,1,4,-3,-1.51,-0.01,2.5,3.5,-1.1,-0.53,+0.14
Nazim Babai,ALG,FW,Monaco,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Fouad Bachirou,COM,MF,AC Omonia,32,1990,1,90,90,16.7,1.0,1,90,1,0,,1,2.00,1,2,-1,-1.00,+0.60,0.2,1.1,-0.9,-0.88,+0.70
Loïc Bade,FRA,DF,Sevilla,22,2000,6,526,88,60.5,5.8,6,88,5,0,,1,1.83,7,4,+3,+0.51,-0.27,6.0,8.5,-2.5,-0.49,+0.08
Nikolai Baden Frederiksen,DEN,FW,Ferencváros,22,2000,2,5,3,0.7,0.1,0,,0,2,3,0,0.00,0,0,0,0.00,+0.63,0.1,0.2,-0.1,-2.40,-1.85
Benoît Badiashile,FRA,DF,Monaco,21,2001,5,450,90,60.0,5.0,5,90,5,0,,0,2.00,9,4,+5,+1.00,+2.20,8.6,3.6,+5.0,+1.00,+1.37
Cédric Badolo,BFA,"MF,FW",Sheriff Tiraspol,23,1998,6,539,90,99.8,6.0,6,90,5,0,,0,1.00,4,10,-6,-1.00,-1.00,3.8,9.9,-6.1,-1.02,-1.02
Ádám Bagi,HUN,FW,Ferencváros,15,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Samson Baidoo,AUT,DF,RB Salzburg,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Anastasios Bakasetas,GRE,MF,Trabzonspor,29,1993,6,463,77,85.7,5.1,5,86,4,1,35,0,1.50,11,6,+5,+0.97,+4.48,5.8,6.0,-0.3,-0.06,+2.71
Johan Bakayoko,BEL,FW,PSV Eindhoven,19,2003,4,245,61,34.0,2.7,2,90,2,2,33,4,3.00,5,2,+3,+1.10,-0.22,4.2,2.3,+1.9,+0.70,+0.92
Mitchel Bakker,NED,"DF,MF",Leverkusen,22,2000,6,517,86,68.9,5.7,5,92,4,1,55,2,1.83,10,5,+5,+0.87,+0.48,10.2,5.5,+4.7,+0.87,+0.42
Alejandro Balde,ESP,DF,Barcelona,18,2003,2,114,57,63.3,1.3,1,90,1,1,24,0,0.50,2,2,0,0.00,+1.36,1.6,1.3,+0.4,+0.28,+2.15
Mauro Bandeira,POR,MF,Arsenal,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Simon Banza,COD,FW,Braga,25,1996,5,183,37,33.9,2.0,2,80,1,3,8,1,1.40,2,3,-1,-0.49,-1.25,2.6,2.0,+0.6,+0.31,+0.20
Tommaso Barbieri,ITA,DF,Juventus,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Enis Bardhi,MKD,"MF,FW",Trabzonspor,27,1995,6,322,54,59.6,3.6,4,68,0,2,26,0,1.50,7,9,-2,-0.56,-2.21,2.8,7.2,-4.4,-1.23,-1.97
Brandon Barker,ENG,"FW,MF",AC Omonia,25,1996,4,187,47,34.6,2.1,3,59,0,1,10,2,1.00,1,5,-4,-1.93,-0.65,1.2,4.1,-2.9,-1.39,+0.11
Enzo Barrenechea,ARG,MF,Juventus,21,2001,1,7,7,0.9,0.1,0,,0,1,7,2,3.00,1,0,+1,+12.86,+12.25,0.2,0.1,+0.2,+2.28,+1.63
Ander Barrenetxea,ESP,MF,Real Sociedad,20,2001,1,13,13,1.8,0.1,0,,0,1,13,2,3.00,0,0,0,0.00,-0.76,0.0,0.1,-0.1,-0.78,-1.53
Marc Bartra,ESP,DF,Trabzonspor,31,1991,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,11,9,+2,+0.33,,6.0,8.6,-2.6,-0.44,
Toma Bašić,CRO,MF,Lazio,25,1996,4,199,50,36.9,2.2,3,59,0,1,21,2,1.75,2,4,-2,-0.90,-0.90,3.1,3.3,-0.1,-0.06,+0.05
Calvin Bassey,NGA,DF,Ajax,22,1999,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,1,3,-2,-1.00,,2.3,2.6,-0.3,-0.14,
Michy Batshuayi,BEL,FW,Fenerbahçe,28,1993,8,331,41,46.0,3.7,4,58,0,4,25,0,2.13,9,3,+6,+1.63,+1.86,7.1,3.3,+3.8,+1.04,+0.23
Altay Bayındır,TUR,GK,Fenerbahçe,24,1998,8,720,90,100.0,8.0,8,90,8,0,,0,2.18,14,9,+5,+0.62,,13.5,6.2,+7.3,+0.92,
Toral Bayramov,AZE,DF,Qarabağ,21,2001,5,230,46,42.6,2.6,2,88,0,3,18,1,1.00,6,3,+3,+1.17,+0.88,5.3,3.2,+2.1,+0.82,+0.54
Sheraldo Becker,SUR,FW,Union Berlin,27,1995,10,857,86,95.2,9.5,10,86,2,0,,0,1.70,9,9,0,0.00,-2.09,11.3,8.1,+3.2,+0.34,-0.15
Donny van de Beek,NED,MF,Manchester Utd,25,1997,2,69,35,6.4,0.8,1,57,0,1,12,0,3.00,2,0,+2,+2.61,+1.99,1.8,0.6,+1.2,+1.54,+0.44
Kevin Behrens,GER,FW,Union Berlin,31,1991,9,343,38,38.1,3.8,4,64,0,5,18,0,1.89,6,4,+2,+0.52,+0.69,5.2,3.5,+1.8,+0.46,+0.19
Felix Beijmo,SWE,DF,Malmö,24,1998,6,505,84,93.5,5.6,6,84,5,0,,0,1.00,3,10,-7,-1.25,+1.32,3.0,8.3,-5.3,-0.94,+0.57
Karim Bellarabi,GER,FW,Leverkusen,32,1990,1,5,5,0.7,0.1,0,,0,1,5,3,3.00,0,0,0,0.00,-0.72,0.4,0.1,+0.3,+5.79,+5.10
Héctor Bellerín,ESP,"DF,MF",Sporting CP,27,1995,3,85,28,14.9,0.9,0,,0,3,28,1,1.33,4,1,+3,+3.18,+3.18,2.2,0.6,+1.6,+1.74,+1.08
Jeanuël Belocian,FRA,DF,Rennes,17,2005,3,300,100,40.0,3.3,3,100,3,0,,4,0.67,4,4,0,0.00,-0.60,5.1,3.3,+1.8,+0.61,+0.16
Andrea Belotti,ITA,FW,Roma,28,1993,14,773,55,54.8,8.6,9,70,1,5,29,1,1.57,9,4,+5,+0.58,-0.12,13.9,6.9,+7.0,+0.84,-0.33
Eliesse Ben Seghir,MAR,FW,Monaco,17,2005,3,123,41,16.4,1.4,1,77,0,2,23,1,2.00,3,5,-2,-1.46,-1.89,1.9,3.4,-1.5,-1.12,-1.88
Wissam Ben Yedder,FRA,FW,Monaco,31,1990,8,522,65,69.6,5.8,7,70,1,1,29,0,1.63,10,8,+2,+0.34,+0.74,8.2,6.0,+2.2,+0.37,-0.26
Mimeirhel Benita,NED,DF,Feyenoord,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Walter Benítez,ARG,GK,PSV Eindhoven,29,1993,7,630,90,87.5,7.0,7,90,7,0,,1,1.86,15,6,+9,+1.29,+0.29,8.7,8.5,+0.2,+0.03,-0.52
Patrick Berg,NOR,MF,Bodø/Glimt,24,1997,5,450,90,83.3,5.0,5,90,5,0,,0,0.80,4,8,-4,-0.80,+0.20,5.0,8.0,-2.9,-0.59,+1.15
Steven Berghuis,NED,"MF,FW",Ajax,30,1991,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,1,3,-2,-1.00,,2.3,2.6,-0.3,-0.14,
Steven Bergwijn,NED,"FW,MF",Ajax,24,1997,2,153,77,85.0,1.7,2,77,0,0,,0,0.50,1,3,-2,-1.18,-1.18,1.8,2.2,-0.3,-0.20,-0.38
Bernardo,BRA,DF,RB Salzburg,27,1995,1,90,90,50.0,1.0,1,90,1,0,,1,0.00,0,2,-2,-2.00,-3.00,1.3,1.9,-0.6,-0.61,+0.32
Soulaimane Berradi,BEL,FW,Union SG,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Marco Bertini,ITA,MF,Lazio,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Muhamed Bešić,BIH,MF,Ferencváros,29,1992,5,328,66,45.6,3.6,4,73,0,1,35,0,2.17,6,6,0,0.00,+1.15,5.1,5.4,-0.3,-0.08,+0.91
Artem Besyedin,UKR,FW,Dynamo Kyiv,26,1996,5,252,50,46.7,2.8,3,67,1,2,26,0,0.20,2,5,-3,-1.07,-0.13,1.9,4.0,-2.1,-0.75,-0.30
Roman Bezus,UKR,MF,AC Omonia,31,1990,4,199,50,36.9,2.2,2,90,2,2,10,1,1.00,1,4,-3,-1.36,+0.23,2.1,3.8,-1.7,-0.79,+1.07
Pep Biel,ESP,"MF,FW",Olympiacos,25,1996,5,392,78,72.6,4.4,5,78,2,0,,0,0.40,2,7,-5,-1.15,+1.28,4.1,6.2,-2.1,-0.48,+0.53
Justin Bijlow,NED,GK,Feyenoord,24,1998,8,750,94,80.6,8.3,8,94,8,0,,0,1.38,15,13,+2,+0.24,-2.76,10.8,13.4,-2.6,-0.32,-1.52
Emmanuel van de Blaak,NED,DF,PSV Eindhoven,17,2005,1,2,2,0.3,0.0,0,,0,1,2,1,3.00,0,1,-1,-45.00,-46.38,0.0,0.2,-0.2,-20.69,-20.81
Ludovic Blas,FRA,"MF,FW",Nantes,24,1997,8,675,84,93.8,7.5,7,90,7,1,45,0,1.25,7,15,-8,-1.07,-1.07,7.3,12.2,-4.9,-0.65,-0.06
Myron Boadu,NED,"FW,MF",Monaco,21,2001,4,118,30,15.7,1.3,0,,0,4,30,2,0.75,1,2,-1,-0.76,-1.05,2.2,0.8,+1.4,+1.45,+1.13
Pietro Boer,ITA,GK,Roma,20,2002,0,,,,,0,,0,0,,15,,,,,,,,,,,
Ádám Bogdán,HUN,GK,Ferencváros,34,1987,0,,,0.0,0.0,0,,0,0,,7,1.50,2,1,+1,,,,,,,
Anton Bol,UKR,DF,Dynamo Kyiv,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Franck Boli,CIV,FW,Ferencváros,28,1993,4,104,26,14.4,1.2,2,38,0,2,14,1,2.00,2,3,-1,-0.87,-0.28,0.9,2.8,-1.9,-1.69,-1.31
Valerii Bondar,UKR,DF,Shakhtar,23,1999,3,300,100,76.9,3.3,3,100,3,0,,0,1.33,4,10,-6,-1.80,-1.80,2.9,5.7,-2.8,-0.92,+0.40
Artem Bondarenko,UKR,MF,Shakhtar,21,2000,4,352,88,90.3,3.9,4,88,2,0,,0,1.25,4,8,-4,-1.02,+3.71,2.8,7.5,-4.7,-1.33,-1.59
Victor Boniface,NGA,FW,Union SG,21,2000,10,772,77,85.8,8.6,9,81,1,1,45,0,1.80,18,13,+5,+0.58,+1.29,10.3,9.6,+0.7,+0.08,+0.77
Leonardo Bonucci,ITA,DF,Juventus,35,1987,3,137,46,18.3,1.5,1,60,0,2,39,3,2.33,1,1,0,0.00,-0.88,2.6,2.0,+0.7,+0.43,-0.28
Nikola Boranijašević,SRB,DF,Zürich,30,1992,6,506,84,93.7,5.6,6,84,5,0,,0,1.50,4,16,-12,-2.13,-4.78,6.4,9.6,-3.2,-0.56,-1.05
Kady Borges,BRA,"MF,FW",Qarabağ,26,1996,6,511,85,94.6,5.7,6,85,5,0,,0,1.33,9,5,+4,+0.70,+0.70,8.8,5.9,+2.8,+0.50,-0.12
Cristian Borja,COL,DF,Braga,29,1993,2,19,10,3.5,0.2,0,,0,2,10,1,3.00,0,0,0,0.00,-0.35,0.6,0.2,+0.4,+1.94,+1.83
Milan Borjan,CAN,GK,Red Star,34,1987,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,9,11,-2,-0.33,,7.6,7.5,+0.1,+0.02,
Aleksandar Borković,AUT,DF,Sturm Graz,23,1999,2,101,51,18.7,1.1,1,90,1,1,11,4,0.00,0,6,-6,-5.35,-5.35,0.4,1.4,-1.0,-0.91,-1.01
Olivier Boscagli,FRA,DF,PSV Eindhoven,24,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
Endre Botka,HUN,DF,Ferencváros,27,1994,6,502,84,69.7,5.6,5,86,3,1,70,1,1.86,7,10,-3,-0.54,+0.29,5.8,8.3,-2.5,-0.45,+0.40
Andreas Bouchalakis,GRE,MF,Olympiacos,29,1993,5,368,74,68.1,4.1,5,74,2,0,,1,0.43,1,6,-5,-1.22,+0.87,2.4,4.3,-1.9,-0.46,+0.52
Nassim Boujellab,MAR,MF,HJK,23,1999,6,246,41,45.6,2.7,2,76,0,4,24,0,0.63,0,5,-5,-1.83,+0.01,1.6,5.2,-3.6,-1.33,+0.30
Yassine Bounou,MAR,GK,Sevilla,31,1991,6,600,100,69.0,6.7,6,100,6,0,,2,2.00,12,5,+7,+1.05,+1.38,7.3,9.3,-2.0,-0.33,+0.51
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,28,1994,7,511,73,68.1,5.7,6,80,2,1,33,0,1.71,10,6,+4,+0.70,+1.08,8.0,5.9,+2.1,+0.37,-0.44
Edoardo Bove,ITA,MF,Roma,20,2002,10,249,25,17.7,2.8,2,83,1,8,11,5,1.90,3,1,+2,+0.72,+0.10,2.8,2.6,+0.2,+0.08,-1.12
Josh Bowler,ENG,FW,Olympiacos,23,1999,3,178,59,33.0,2.0,2,73,0,1,32,3,0.00,0,5,-5,-2.53,-1.53,1.0,2.9,-2.0,-0.99,-0.55
Denys Boyko,UKR,GK,Dynamo Kyiv,34,1988,2,180,90,33.3,2.0,2,90,2,0,,1,0.00,1,3,-2,-1.00,0.00,1.6,2.0,-0.4,-0.21,+0.56
Umut Bozok,TUR,"FW,MF",Trabzonspor,25,1996,5,235,47,43.5,2.6,2,79,1,3,26,1,1.20,7,3,+4,+1.53,+2.12,2.7,4.0,-1.2,-0.47,-0.06
Jarrad Branthwaite,ENG,DF,PSV Eindhoven,20,2002,3,259,86,36.0,2.9,3,86,2,0,,3,2.00,4,3,+1,+0.35,-1.41,3.4,2.9,+0.5,+0.16,+0.10
Claudio Bravo,CHI,GK,Betis,39,1983,6,540,90,75.0,6.0,6,90,6,0,,2,2.17,10,8,+2,+0.33,-0.67,5.6,7.8,-2.2,-0.37,-1.16
Yanick Brecher,SUI,GK,Zürich,29,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,5,16,-11,-1.83,,7.0,10.0,-3.0,-0.50,
