Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
William Balikwisha,COD,"FW,MF",OH Leuven,25-179,1999,12,674,56,57.6,7.5,8,71,1,4,27,1,1.17,8,11,-3,-0.40,-0.22,6.8,7.2,-0.3,-0.04,-0.16
Sacha Banse,BFA,MF,Standard Liège,23-236,2001,2,40,20,3.4,0.4,0,,0,2,20,2,2.00,0,0,0,0.00,+0.32,0.3,0.5,-0.2,-0.55,-0.34
Ezechiel Banzuzi,NED,MF,OH Leuven,19-265,2005,13,971,75,83.0,10.8,9,90,8,4,41,0,1.15,10,13,-3,-0.28,+0.17,11.4,9.1,+2.2,+0.21,+1.07
Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,22-331,2001,8,106,13,9.1,1.2,0,,0,8,13,3,1.13,3,3,0,0.00,+0.42,1.8,1.6,+0.2,+0.16,+0.32
Jelle Bataille,BEL,DF,Antwerp,25-171,1999,10,836,84,71.5,9.3,10,84,6,0,,0,1.90,19,7,+12,+1.29,+0.48,13.2,11.5,+1.6,+0.20,-0.10
David Bates,SCO,DF,Standard Liège,28-033,1996,9,776,86,66.3,8.6,9,86,8,0,,0,1.56,6,6,0,0.00,+0.91,8.0,9.0,-1.0,-0.11,+0.30
Alama Bayo,GUI,FW,Cercle Brugge,18-279,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Emin Bayram,TUR,DF,Westerlo,21-219,2003,7,543,78,46.4,6.0,6,90,5,1,4,0,1.14,10,9,+1,+0.17,+0.17,10.6,8.3,+2.3,+0.38,+0.55
Zineddine Belaid,ALG,DF,Sint-Truiden,25-232,1999,2,70,35,6.0,0.8,1,69,0,1,1,8,0.00,1,4,-3,-3.86,-3.69,0.2,2.9,-2.7,-3.45,-3.53
Rafik Belghali,ALG,"DF,MF",Mechelen,22-153,2002,10,421,42,36.0,4.7,3,74,1,7,28,1,1.70,14,8,+6,+1.28,+0.80,11.1,8.3,+2.8,+0.61,+0.75
Quentin Benaets,BEL,MF,Charleroi,21-073,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
Soufiane Benjdida,MAR,FW,Standard Liège,23-063,2001,12,551,46,47.1,6.1,6,70,2,6,22,1,1.50,4,4,0,0.00,+0.58,6.4,9.4,-3.1,-0.50,-0.55
Antoine Bernier,BEL,FW,Charleroi,27-058,1997,13,812,62,69.4,9.0,10,74,1,3,24,0,1.08,13,8,+5,+0.55,+2.57,15.5,7.1,+8.4,+0.93,+2.04
Soulaimane Berradi,BEL,FW,Union SG,19-353,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Adriano Bertaccini,BEL,"FW,MF",Sint-Truiden,24-086,2000,11,870,79,74.4,9.7,11,79,1,0,,2,1.27,14,16,-2,-0.21,+0.69,14.6,13.6,+1.0,+0.10,+0.90
Mohamed Berte,BEL,FW,Dender,22-227,2002,12,440,37,37.6,4.9,3,67,0,9,27,1,1.33,6,10,-4,-0.82,-0.57,5.8,9.6,-3.8,-0.78,-0.42
Mickaël Biron,MTQ,"MF,FW",OH Leuven,27-073,1997,8,94,12,8.0,1.0,0,,0,8,12,3,0.88,0,1,-1,-0.96,-0.71,0.9,1.1,-0.1,-0.11,-0.15
Sinan Bolat,TUR,GK,Westerlo,36-065,1988,11,990,90,84.6,11.0,11,90,11,0,,0,1.36,21,20,+1,+0.09,+0.09,19.1,16.3,+2.7,+0.25,+1.02
Boli Bolingoli-Mbombo,BEL,DF,Standard Liège,29-129,1995,2,41,21,3.5,0.5,0,,0,2,21,0,0.50,0,1,-1,-2.20,-1.96,0.5,0.7,-0.2,-0.52,-0.32
Christopher Bonsu Baah,GHA,"FW,MF",Genk,19-329,2004,13,769,59,65.7,8.5,8,82,4,5,22,0,2.38,17,11,+6,+0.70,-0.87,18.6,9.1,+9.5,+1.11,-0.77
Jordan Bos,AUS,DF,Westerlo,22-009,2002,7,317,45,27.1,3.5,4,67,2,3,17,0,1.57,6,7,-1,-0.28,-0.49,6.6,5.3,+1.3,+0.38,+0.39
Sofiane Boufal,MAR,MF,Union SG,31-051,1993,4,104,26,8.9,1.2,1,70,0,3,11,1,1.25,0,0,0,0.00,-0.08,1.5,0.7,+0.8,+0.70,+0.26
Amine Boukamir,BEL,MF,Charleroi,18-015,2006,1,11,11,0.9,0.1,0,,0,1,11,5,3.00,0,0,0,0.00,+0.23,0.0,0.1,0.0,-0.12,-0.43
Rosen Bozhinov,BUL,DF,Antwerp,19-289,2005,1,1,1,0.1,0.0,0,,0,1,1,12,3.00,0,0,0,0.00,-1.15,0.2,0.2,+0.1,+4.82,+4.59
Bilal Brahimi,ALG,"MF,FW",Sint-Truiden,24-238,2000,6,487,81,41.6,5.4,5,88,2,1,45,0,1.33,9,6,+3,+0.55,+1.61,8.2,6.7,+1.4,+0.27,+0.67
Archie Brown,ENG,DF,Gent,22-163,2002,13,"1,076",83,92.0,12.0,12,87,8,1,31,0,1.46,16,10,+6,+0.50,+0.50,13.8,18.8,-5.1,-0.42,-0.13
Bruninho,BRA,"MF,FW",Cercle Brugge,21-238,2003,7,313,45,26.8,3.5,4,62,0,3,21,2,0.57,4,7,-3,-0.86,-0.65,4.8,8.0,-3.2,-0.92,-0.85
Paris Brunner,GER,"MF,FW",Cercle Brugge,18-266,2006,3,70,23,6.0,0.8,0,,0,3,23,4,0.67,0,1,-1,-1.29,-0.96,0.6,1.7,-1.2,-1.50,-1.28
Massimo Bruno,BEL,MF,Kortrijk,31-051,1993,8,419,52,35.8,4.7,5,70,0,3,22,3,1.25,4,8,-4,-0.86,+0.34,4.9,5.4,-0.5,-0.11,+0.77
Marko Bulat,CRO,"MF,FW",Standard Liège,23-042,2001,13,972,75,83.1,10.8,12,79,1,1,22,0,1.38,7,10,-3,-0.28,+0.18,10.6,13.2,-2.6,-0.24,-0.14
Christian Burgess,ENG,DF,Union SG,33-031,1991,6,540,90,46.2,6.0,6,90,6,0,,2,1.17,6,5,+1,+0.17,+0.17,9.7,7.4,+2.3,+0.38,-0.16
Jean Butez,FRA,GK,Antwerp,29-152,1995,0,,,,,0,,0,0,,13,,,,,,,,,,,
Welat Cagro,BEL,MF,Beerschot,25-160,1999,8,533,67,45.6,5.9,6,78,2,2,32,1,0.50,5,13,-8,-1.35,+0.20,5.0,10.9,-5.8,-0.98,+0.07
Alexandro Calut,BEL,"DF,MF",Standard Liège,21-199,2003,6,120,20,10.3,1.3,0,,0,6,20,5,1.67,1,2,-1,-0.75,-0.49,2.1,1.4,+0.7,+0.52,+0.82
Etienne Camara,FRA,MF,Charleroi,21-222,2003,13,955,73,81.6,10.6,13,73,5,0,,0,1.08,12,15,-3,-0.28,-0.28,16.1,12.0,+4.1,+0.38,+0.39
Ilay Camara,BEL,DF,Standard Liège,21-294,2003,10,782,78,66.8,8.7,9,85,5,1,15,0,1.30,8,11,-3,-0.35,-0.11,12.1,10.4,+1.7,+0.19,+1.22
Alessio Castro-Montes,BEL,"DF,FW",Union SG,27-174,1997,10,832,83,71.1,9.2,10,83,7,0,,0,1.40,10,8,+2,+0.22,+0.48,15.3,10.2,+5.1,+0.55,+0.29
Youssef Challouk,BEL,"FW,MF",Kortrijk,29-071,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
Vic Chambaere,BEL,GK,Union SG,21-302,2003,0,,,,,0,,0,0,,13,,,,,,,,,,,
Tjaronn Chery,SUR,"MF,FW",Antwerp,36-156,1988,13,"1,019",78,87.1,11.3,13,78,2,0,,0,1.77,22,9,+13,+1.15,-0.04,15.6,13.0,+2.6,+0.24,+0.06
Thomas Claes,BEL,MF,Genk,20-226,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,
Nicolas Closset,BEL,GK,Charleroi,20-120,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Antoine Colassin,BEL,"FW,MF",Beerschot,23-255,2001,6,340,57,29.1,3.8,3,80,1,3,33,0,0.67,2,4,-2,-0.53,+1.31,3.7,6.4,-2.7,-0.72,+0.42
Kobe Cools,BEL,DF,Dender,27-105,1997,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.23,16,22,-6,-0.46,,13.3,20.0,-6.7,-0.51,
Colin Coosemans,BEL,GK,Anderlecht,32-096,1992,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.54,19,12,+7,+0.54,,18.6,20.9,-2.3,-0.17,
Jo Coppens,BEL,GK,Sint-Truiden,33-322,1990,3,270,90,23.1,3.0,3,90,3,0,,9,0.25,3,12,-9,-3.00,-3.40,1.6,5.9,-4.3,-1.45,-1.72
Kobe Corbanie,BEL,"MF,DF",Antwerp,19-181,2005,9,524,58,44.8,5.8,5,90,5,4,19,4,1.89,10,4,+6,+1.03,-0.22,7.1,6.6,+0.5,+0.10,-0.21
Ayrton Costa,ARG,DF,Antwerp,25-118,1999,12,"1,002",84,85.6,11.1,12,84,7,0,,1,1.92,21,9,+12,+1.08,-0.53,14.6,12.9,+1.7,+0.16,-0.31
Ricardo da Costa Pinto,BEL,FW,Sint-Truiden,19-205,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Carlos Cuesta,COL,DF,Genk,25-243,1999,4,223,56,19.1,2.5,3,74,2,1,1,4,3.00,8,3,+5,+2.02,+1.26,4.7,2.4,+2.3,+0.93,-0.55
Oday Dabbagh,PLE,FW,Charleroi,25-340,1998,8,367,46,31.4,4.1,3,72,0,5,30,4,0.13,3,10,-7,-1.72,-2.16,5.3,7.7,-2.3,-0.57,-1.29
Colin Dagba,FRA,"MF,FW",Beerschot,26-059,1998,5,332,66,28.4,3.7,5,66,1,0,,1,1.00,3,5,-2,-0.54,+1.28,2.5,7.0,-4.5,-1.23,-0.29
Jón Dagur Þorsteinsson,ISL,"MF,FW",OH Leuven,25-347,1998,3,92,31,7.9,1.0,0,,0,3,31,1,1.67,1,0,+1,+0.98,+1.40,1.6,0.9,+0.8,+0.76,+0.80
Jesper Daland,NOR,DF,Cercle Brugge,24-306,2000,2,180,90,15.4,2.0,2,90,2,0,,1,1.50,4,4,0,0.00,+0.45,4.4,3.2,+1.2,+0.59,+1.04
Tobi David,CAN,FW,Union SG,23-127,2001,8,218,27,18.6,2.4,1,60,0,7,23,1,1.00,4,2,+2,+0.83,+0.92,5.7,4.0,+1.7,+0.71,+0.29
Antoine De Bodt,BEL,MF,Dender,25-021,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
Nathan De Cat,BEL,MF,Anderlecht,16-111,2008,0,,,,,0,,0,0,,4,,,,,,,,,,,
Maxim De Cuyper,BEL,DF,Club Brugge,23-321,2000,13,"1,087",84,92.9,12.1,12,87,9,1,45,0,1.85,20,14,+6,+0.50,-0.59,24.7,15.4,+9.4,+0.78,+0.76
Dion De Neve,BEL,"DF,MF",Kortrijk,22-148,2002,11,820,75,70.1,9.1,9,87,7,2,17,0,1.00,7,14,-7,-0.77,+1.03,10.1,12.0,-2.0,-0.22,+1.28
Kamiel Van De Perre,BEL,MF,Union SG,20-269,2004,2,32,16,2.7,0.4,0,,0,2,16,6,1.00,0,1,-1,-2.81,-2.97,0.1,1.2,-1.1,-3.10,-3.67
Ebbe De Vlaeminck,BEL,GK,Kortrijk,19-003,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Tibe De Vlieger,BEL,MF,Gent,19-002,2005,0,,,,,0,,0,0,,7,,,,,,,,,,,
Nils De Wilde,BEL,MF,Cercle Brugge,21-285,2003,2,31,16,2.6,0.3,0,,0,2,16,6,0.00,0,0,0,0.00,+0.40,0.4,1.6,-1.2,-3.36,-3.15
Ortwin De Wolf,BEL,GK,Mechelen,27-198,1997,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.62,27,17,+10,+0.77,,21.8,20.2,+1.6,+0.13,
Max Dean,ENG,FW,Gent,20-260,2004,10,420,42,35.9,4.7,5,69,0,5,15,0,1.60,10,5,+5,+1.07,+0.95,6.0,10.3,-4.3,-0.93,-0.81
Massimo Decoene,BEL,MF,Kortrijk,20-270,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Théo Defourny,BEL,GK,Charleroi,32-196,1992,1,90,90,7.7,1.0,1,90,1,0,,11,0.00,0,2,-2,-2.00,-1.92,0.9,0.9,+0.1,+0.08,-0.25
Tristan Degreef,BEL,"MF,FW",Anderlecht,19-293,2005,4,101,25,8.6,1.1,1,68,0,3,11,3,1.75,2,0,+2,+1.78,+1.36,1.7,1.2,+0.4,+0.39,+0.62
Brecht Dejaegere,BEL,MF,Kortrijk,33-162,1991,8,462,58,39.5,5.1,5,74,0,3,31,0,1.00,4,7,-3,-0.58,+0.81,4.5,8.4,-3.9,-0.75,-0.25
Maxime Delanghe,BEL,GK,Cercle Brugge,23-168,2001,4,360,90,30.8,4.0,4,90,4,0,,9,1.75,5,4,+1,+0.25,+0.92,5.9,4.4,+1.5,+0.39,+0.99
Martin Delavallée,BEL,GK,Charleroi,20-234,2004,1,90,90,7.7,1.0,1,90,1,0,,1,0.00,0,2,-2,-2.00,-1.92,0.5,2.1,-1.6,-1.55,-2.02
Mathias Delorge,BEL,MF,Gent,20-099,2004,13,"1,156",89,98.8,12.8,13,89,10,0,,0,1.46,17,11,+6,+0.47,+0.47,15.3,21.1,-5.8,-0.45,-3.26
Isaías Delpupo,ARG,"MF,DF",Sint-Truiden,21-221,2003,4,31,8,2.6,0.3,0,,0,4,8,1,1.00,1,0,+1,+2.90,+3.38,1.0,0.5,+0.5,+1.57,+1.74
Bas van den Eynden,BEL,DF,Mechelen,22-305,2002,6,454,76,38.8,5.0,5,76,3,1,72,3,1.67,10,7,+3,+0.59,-0.29,6.2,8.3,-2.1,-0.42,-0.90
Dani van den Heuvel,NED,GK,Club Brugge,21-163,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Leander Dendoncker,BEL,"DF,MF",Anderlecht,29-206,1995,6,540,90,46.2,6.0,6,90,6,0,,0,0.50,5,9,-4,-0.67,-2.24,8.8,11.7,-2.9,-0.49,-0.58
Kévin Denkey,TOG,FW,Cercle Brugge,23-343,2000,13,961,74,82.1,10.7,10,89,9,3,22,0,1.15,14,20,-6,-0.56,-0.99,15.0,19.8,-4.8,-0.45,-0.86
Niels Devalckeneer,BEL,GK,Antwerp,20-174,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Alfie Devine,ENG,MF,Westerlo,20-098,2004,7,584,83,49.9,6.5,6,90,5,1,45,0,1.14,9,10,-1,-0.15,-0.46,10.4,11.4,-1.0,-0.16,-0.49
Julien Devriendt,BEL,GK,Dender,25-348,1998,2,180,90,15.4,2.0,2,90,2,0,,6,0.00,0,6,-6,-3.00,-3.00,1.7,4.7,-3.0,-1.48,-1.14
Gilles Dewaele,BEL,DF,Kortrijk,28-268,1996,7,454,65,38.8,5.0,6,73,2,1,16,0,1.14,4,9,-5,-0.99,+0.14,4.8,8.2,-3.4,-0.67,-0.12
Ibrahim Diakité,GUI,"DF,MF",Cercle Brugge,21-007,2003,7,452,65,38.6,5.0,5,80,2,2,27,3,1.57,5,4,+1,+0.20,+0.95,6.5,4.3,+2.2,+0.43,+1.18
Daan Dierckx,BEL,DF,Standard Liège,21-257,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
Guillaume Dietsch,FRA,GK,Dender,23-204,2001,1,49,49,4.2,0.5,0,,0,1,49,6,0.00,0,1,-1,-1.84,-1.44,0.6,0.8,-0.1,-0.23,+0.30
Alouis Diriken,BEL,MF,Sint-Truiden,20-308,2004,2,147,74,12.6,1.6,2,74,1,0,,2,0.00,0,5,-5,-3.06,-3.06,0.1,3.9,-3.8,-2.31,-2.49
Kasper Dolberg,DEN,FW,Anderlecht,27-032,1997,12,946,79,80.9,10.5,12,79,4,0,,0,1.58,13,9,+4,+0.38,-0.82,13.7,16.2,-2.4,-0.23,-0.30
Emile Doucouré,BEL,GK,Beerschot,17-040,2007,0,,,,,0,,0,0,,3,,,,,,,,,,,
Mahamadou Doumbia,MLI,MF,Antwerp,20-176,2004,11,937,85,80.1,10.4,11,85,7,0,,0,1.82,21,8,+13,+1.25,+0.48,14.0,13.0,+0.9,+0.10,-0.48
Souleyman Doumbia,CIV,DF,Standard Liège,28-044,1996,1,7,7,0.6,0.1,0,,0,1,7,1,0.00,0,1,-1,-12.86,-12.62,0.0,1.0,-1.0,-12.41,-12.27
Vetle Dragsnes,NOR,DF,Charleroi,30-275,1994,12,"1,013",84,86.6,11.3,12,84,7,0,,1,1.17,12,13,-1,-0.09,+1.06,16.3,11.7,+4.6,+0.41,+0.75
Anders Dreyer,DEN,FW,Anderlecht,26-189,1998,11,810,74,69.2,9.0,9,87,6,2,16,0,1.73,16,8,+8,+0.89,+1.14,12.2,13.8,-1.6,-0.18,0.00
Olivier Dumont,BEL,"MF,FW",Sint-Truiden,22-246,2002,6,204,34,17.4,2.3,2,74,1,4,14,6,0.67,1,6,-5,-2.21,-2.21,1.2,4.3,-3.1,-1.38,-1.52
Dennis Eckert,GER,FW,Standard Liège,27-303,1997,6,480,80,41.0,5.3,5,89,3,1,35,0,1.17,5,9,-4,-0.75,-0.75,7.7,6.9,+0.8,+0.15,+0.62
Dennis Eckert,GER,FW,Union SG,27-303,1997,3,198,66,16.9,2.2,3,66,0,0,,2,1.67,2,1,+1,+0.45,+0.45,2.6,1.0,+1.7,+0.76,+0.35
Samuel Edozie,ENG,"FW,MF",Anderlecht,21-284,2003,8,440,55,37.6,4.9,5,73,0,3,25,0,1.13,9,5,+4,+0.82,+0.45,8.5,8.1,+0.4,+0.08,+0.40
Malamine Efekele,FRA,"MF,FW",Cercle Brugge,20-111,2004,4,157,39,13.4,1.7,2,51,0,2,28,4,1.00,2,4,-2,-1.15,-0.88,1.1,2.8,-1.7,-0.98,-0.79
Jurgen Ekkelenkamp,NED,MF,Antwerp,24-216,2000,1,66,66,5.6,0.7,1,66,0,0,,0,3.00,1,0,+1,+1.36,+0.22,1.4,0.5,+1.0,+1.33,+1.16
Nunzio Engwanda,BEL,DF,Anderlecht,16-342,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,
Matthieu Epolo,BEL,GK,Standard Liège,20-297,2004,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.38,9,13,-4,-0.31,,14.0,16.8,-2.8,-0.21,
Alieu Fadera,GAM,MF,Genk,23-004,2001,2,180,90,15.4,2.0,2,90,2,0,,0,0.50,1,3,-2,-1.00,-2.36,4.4,1.4,+2.9,+1.47,+0.11
Noah Fadiga,SEN,"DF,MF",Gent,24-340,1999,13,803,62,68.6,8.9,11,68,2,2,27,0,1.46,14,6,+8,+0.90,+1.39,11.2,13.6,-2.4,-0.27,+0.45
Omar Fayed,EGY,"DF,MF",Beerschot,21-126,2003,3,118,39,10.1,1.3,1,90,1,2,14,0,1.33,0,0,0,0.00,+1.63,0.9,1.0,-0.1,-0.10,+1.02
Matias Fernandez-Pardo,BEL,"MF,FW",Gent,19-278,2005,3,164,55,14.0,1.8,2,71,0,1,22,1,2.00,3,1,+2,+1.10,+0.74,2.8,2.4,+0.4,+0.21,+0.72
Andrés Ferrari,URU,FW,Sint-Truiden,21-309,2003,6,86,14,7.4,1.0,0,,0,6,14,2,1.33,5,0,+5,+5.23,+6.06,3.1,0.5,+2.7,+2.80,+3.16
Fabio Ferraro,BEL,DF,Dender,22-065,2002,13,"1,023",79,87.4,11.4,13,79,6,0,,0,1.23,12,18,-6,-0.53,-0.53,10.5,15.0,-4.5,-0.39,+0.96
Nacho Ferri,ESP,FW,Kortrijk,20-033,2004,12,774,65,66.2,8.6,10,73,1,2,20,1,1.17,8,12,-4,-0.47,+1.81,9.3,11.0,-1.7,-0.20,+1.19
Karol Fila,POL,DF,Dender,26-147,1998,3,253,84,21.6,2.8,3,84,1,0,,1,1.33,2,5,-3,-1.07,-0.77,2.3,4.4,-2.0,-0.73,-0.27
Mathias Fixelles,BEL,MF,Westerlo,28-088,1996,2,2,1,0.2,0.0,0,,0,2,1,5,3.00,0,1,-1,-45.00,-45.15,0.3,0.7,-0.5,-22.34,-22.47
Alexis Flips,FRA,FW,Anderlecht,24-294,2000,1,1,1,0.1,0.0,0,,0,1,1,1,3.00,0,0,0,0.00,-0.54,0.0,0.0,0.0,0.00,+0.17
Alexis Flips,FRA,"FW,MF",Charleroi,24-294,2000,6,196,33,16.8,2.2,1,62,0,5,27,1,0.83,0,3,-3,-1.38,-1.38,2.7,2.7,0.0,+0.01,-0.36
Thomas Foket,BEL,DF,Anderlecht,30-043,1994,5,108,22,9.2,1.2,1,72,0,4,9,6,1.00,1,1,0,0.00,-0.59,3.4,3.4,-0.1,-0.05,+0.13
Núrio Fortuna,ANG,"MF,DF",Gent,29-228,1995,2,10,5,0.9,0.1,0,,0,2,5,5,3.00,0,0,0,0.00,-0.47,0.4,0.3,+0.2,+1.39,+1.82
Marlon Fossey,USA,DF,Standard Liège,26-059,1998,12,995,83,85.0,11.1,11,87,8,1,34,0,1.25,5,12,-7,-0.63,-2.18,11.2,14.5,-3.4,-0.30,-0.60
