Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Ander Barrenetxea,ESP,MF,Real Sociedad,La Liga,22-317,2001,4.5,173,167,5,1,1,3,12,4,0,0,0,0,124,1,11
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,21-146,2003,6.0,340,329,10,6,0,2,9,3,0,0,0,0,291,1,8
Thierno Barry,FRA,FW,Villarreal,La Liga,22-018,2002,7.7,99,96,3,0,1,1,0,0,0,0,0,0,52,0,4
Davide Bartesaghi,ITA,DF,Milan,Serie A,18-315,2005,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Marc Bartra,ESP,DF,Betis,La Liga,33-298,1991,4.9,261,252,7,7,1,2,0,0,0,0,0,0,208,2,1
Federico Baschirotto,ITA,DF,Lecce,Serie A,28-049,1996,11.0,453,392,61,25,0,6,0,5,0,0,0,0,410,0,1
Daniele Baselli,ITA,MF,Como,Serie A,32-241,1992,0.2,27,26,1,1,0,0,0,0,0,0,0,0,24,0,0
Calvin Bassey,NGA,DF,Fulham,Premier League,24-313,1999,10.0,623,574,48,15,0,4,1,0,0,0,0,0,560,1,4
Aboubacar Bassinga,CIV,MF,Las Palmas,La Liga,19-118,2005,0.0,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0
Alessandro Bastoni,ITA,DF,Inter,Serie A,25-209,1999,8.5,699,634,61,19,1,8,21,34,0,0,0,0,624,4,5
Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,28-192,1996,7.0,234,169,64,17,0,0,0,0,0,0,0,0,145,1,3
Dylan Batubinsika,COD,DF,Saint-Étienne,Ligue 1,28-267,1996,8.6,425,414,8,7,0,0,0,1,0,0,0,0,379,3,3
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,24-273,2000,4.9,198,190,7,6,0,1,3,1,0,0,0,0,155,1,1
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,34-159,1990,9.0,338,269,69,24,0,1,0,0,0,0,0,0,248,0,0
Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,25-099,1999,3.2,123,115,7,1,1,0,2,2,0,0,0,0,79,1,8
Rafael Bauza,ESP,MF,Espanyol,La Liga,19-283,2005,0.7,17,15,2,2,0,1,0,0,0,0,0,0,14,0,0
Adrian Beck,GER,"FW,MF",Heidenheim,Bundesliga,27-152,1997,3.4,119,109,10,2,0,2,5,3,2,0,2,0,90,0,3
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,29-273,1995,6.0,172,169,3,0,0,1,38,1,0,0,0,0,105,0,8
Timo Becker,GER,DF,Holstein Kiel,Bundesliga,27-228,1997,8.5,319,256,63,9,0,8,6,54,0,0,0,0,248,0,10
Jan Bednarek,POL,DF,Southampton,Premier League,28-210,1996,9.9,826,763,62,19,0,4,0,0,0,0,0,0,770,1,2
Donny van de Beek,NED,MF,Girona,La Liga,27-204,1997,5.0,160,158,2,0,2,1,4,0,0,0,0,0,127,0,5
Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,33-279,1991,0.9,26,23,3,0,0,0,0,1,0,0,0,0,16,0,2
Maximilian Beier,GER,"FW,MF",Dortmund,Bundesliga,22-022,2002,4.0,98,95,2,0,0,0,2,0,0,0,0,0,65,1,7
Reda Belahyane,MAR,MF,Hellas Verona,Serie A,20-160,2004,9.7,414,406,8,8,1,3,1,0,0,0,0,0,353,0,3
Haris Belkebla,ALG,MF,Angers,Ligue 1,30-285,1994,5.0,202,196,5,5,0,1,1,0,0,0,0,0,173,1,2
Yassin Belkhdim,FRA,MF,Angers,Ligue 1,22-268,2002,5.0,146,144,2,1,0,0,3,1,0,0,0,0,122,0,5
Stefan Bell,GER,DF,Mainz 05,Bundesliga,33-076,1991,2.8,128,126,1,1,0,1,0,0,0,0,0,0,101,1,0
Raoul Bellanova,ITA,DF,Torino,Serie A,24-175,2000,1.0,43,35,7,0,0,0,5,7,0,0,0,0,31,1,0
Raoul Bellanova,ITA,DF,Atalanta,Serie A,24-175,2000,6.3,278,227,50,4,0,0,32,43,3,0,3,0,215,1,8
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,Premier League,26-134,1998,4.8,122,119,3,1,1,1,10,0,0,0,0,0,98,0,7
Héctor Bellerín,ESP,DF,Betis,La Liga,29-234,1995,5.8,304,257,47,6,2,0,10,41,0,0,0,0,248,0,5
Jude Bellingham,ENG,MF,Real Madrid,La Liga,21-132,2003,6.9,395,381,11,4,3,1,3,4,0,0,0,0,352,3,3
Jeanuël Belocian,FRA,DF,Leverkusen,Bundesliga,19-265,2005,0.5,33,29,4,1,0,0,0,3,0,0,0,0,28,0,1
Andrea Belotti,ITA,FW,Como,Serie A,30-324,1993,3.3,63,57,6,0,0,0,2,0,0,0,0,0,48,0,4
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,25-279,1999,7.4,425,415,10,10,2,4,2,0,0,0,0,0,384,0,4
Lucas Beltrán,ARG,"MF,FW",Fiorentina,Serie A,23-224,2001,4.4,174,167,5,0,2,2,3,1,0,0,0,0,148,2,0
Eliesse Ben Seghir,MAR,"FW,MF",Monaco,Ligue 1,19-266,2005,6.7,315,300,14,2,3,1,11,4,7,3,1,0,245,1,7
Carlos Benavídez,URU,MF,Alavés,La Liga,26-223,1998,2.6,101,98,2,1,1,0,1,1,0,0,0,0,75,1,0
Adrian Benedyczak,POL,FW,Parma,Serie A,23-350,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
László Bénes,SVK,"MF,FW",Union Berlin,Bundesliga,27-060,1997,1.8,79,62,16,9,0,0,12,0,7,2,5,0,53,1,0
Iker Benito,ESP,"FW,MF",Osasuna,La Liga,22-090,2002,0.4,13,13,0,0,0,0,2,0,0,0,0,0,9,0,0
Ismaël Bennacer,ALG,MF,Milan,Serie A,26-343,1997,0.6,47,43,4,2,0,2,4,0,2,2,0,0,43,0,0
Saïd Benrahma,ALG,"FW,MF",Lyon,Ligue 1,29-090,1995,4.9,217,205,10,3,1,2,29,0,7,2,4,0,157,2,6
Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,29-206,1995,5.0,337,292,44,7,1,2,5,37,0,0,0,0,288,1,7
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,27-136,1997,5.0,337,327,10,9,0,0,0,1,0,0,0,0,310,0,5
Lucas Beraldo,BRA,DF,Paris S-G,Ligue 1,20-350,2003,6.4,578,549,27,7,1,1,2,20,0,0,0,0,533,2,2
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,34-272,1990,8.1,502,406,93,9,0,11,11,84,0,0,0,0,422,3,7
Álex Berenguer,ESP,"FW,MF",Athletic Club,La Liga,29-127,1995,7.1,267,218,47,14,2,2,50,3,29,11,10,0,176,2,12
Sander Berge,NOR,MF,Fulham,Premier League,26-268,1998,4.8,245,233,12,11,0,0,0,1,0,0,0,0,222,0,3
Lucas Bergvall,SWE,"MF,FW",Tottenham,Premier League,18-280,2006,0.6,59,52,7,1,0,0,5,2,4,2,2,0,50,0,0
Medon Berisha,ALB,"MF,FW",Lecce,Serie A,21-018,2003,0.9,53,42,11,5,0,0,7,0,5,4,1,0,42,0,1
Mergim Berisha,GER,FW,Hoffenheim,Bundesliga,26-181,1998,3.0,41,38,2,0,2,1,2,0,0,0,0,0,30,1,0
Adrian Bernabe,ESP,MF,Parma,Serie A,23-166,2001,10.0,608,536,70,46,2,10,15,2,11,5,1,0,508,2,8
Marc Bernal,ESP,MF,Barcelona,La Liga,17-166,2007,2.7,160,154,6,6,0,1,0,0,0,0,0,0,148,0,2
Juan Bernat,ESP,"DF,MF",Villarreal,La Liga,31-252,1993,0.3,19,17,2,0,0,0,1,2,0,0,0,0,15,0,0
Alexander Bernhardsson,SWE,"DF,FW",Holstein Kiel,Bundesliga,26-061,1998,2.1,45,42,3,0,1,1,4,2,1,1,0,0,28,0,1
Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,21-328,2002,8.5,444,349,92,20,0,1,25,69,3,2,1,0,344,3,4
Matúš Bero,SVK,MF,Bochum,Bundesliga,29-063,1995,6.2,228,198,29,2,1,1,6,25,1,1,0,0,167,1,3
Juan Berrocal,ESP,DF,Getafe,La Liga,25-188,1999,5.3,157,147,10,8,0,2,0,0,0,0,0,0,116,0,1
Dimitry Bertaud,COD,GK,Montpellier,Ligue 1,26-155,1998,3.0,92,60,31,6,0,0,0,0,0,0,0,0,63,1,0
Beto,GNB,FW,Everton,Premier League,26-282,1998,1.0,11,9,2,0,0,1,0,0,0,0,0,0,3,0,0
Sam Beukema,NED,DF,Bologna,Serie A,25-357,1998,9.5,674,652,19,16,1,11,1,2,0,0,0,0,601,3,4
Alessandro Bianco,ITA,MF,Monza,Serie A,22-038,2002,5.4,258,244,13,12,2,2,4,0,0,0,0,0,218,1,7
Alessandro Bianco,ITA,MF,Fiorentina,Serie A,22-038,2002,0.2,12,11,0,0,0,1,0,0,0,0,0,0,9,1,0
Jaka Bijol,SVN,DF,Udinese,Serie A,25-277,1999,11.0,508,487,20,12,1,1,2,1,0,0,0,0,420,1,2
El Bilal Touré,MLI,"FW,MF",Stuttgart,Bundesliga,23-036,2001,3.2,69,68,0,0,1,0,0,0,0,0,0,0,52,1,2
Philip Billing,DEN,MF,Bournemouth,Premier League,28-150,1996,0.3,13,10,2,0,0,0,3,1,1,1,0,0,6,1,0
Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,32-068,1992,4.8,309,246,60,28,0,3,30,8,22,7,8,1,259,3,5
Samuele Birindelli,ITA,DF,Monza,Serie A,25-112,1999,1.9,87,69,18,2,0,0,10,16,0,0,0,0,69,0,2
Tom Bischof,GER,MF,Hoffenheim,Bundesliga,19-133,2005,5.7,295,256,38,14,2,0,28,2,21,5,8,1,230,1,14
Yves Bissouma,MLI,MF,Tottenham,Premier League,28-070,1996,4.4,270,256,14,14,1,1,0,0,0,0,0,0,247,0,2
Leonardo Bittencourt,GER,MF,Werder Bremen,Bundesliga,30-325,1993,3.0,206,203,2,2,0,2,4,0,0,0,0,0,177,1,1
Emmanuel Biumla,FRA,DF,Angers,Ligue 1,19-184,2005,7.1,251,240,10,9,0,0,0,0,0,0,0,0,217,1,1
Marco Bizot,NED,GK,Brest,Ligue 1,33-243,1991,10.0,377,278,99,27,0,0,0,0,0,0,0,0,245,0,0
Antonio Blanco,ESP,MF,Alavés,La Liga,24-108,2000,7.5,302,283,15,13,3,8,5,1,0,0,0,0,236,4,5
Ludovic Blas,FRA,"MF,FW",Rennes,Ligue 1,26-313,1997,9.6,376,323,52,11,3,9,46,5,36,27,4,0,277,1,10
Daley Blind,NED,DF,Girona,La Liga,34-244,1990,8.9,798,761,33,14,1,12,9,18,0,0,0,0,717,4,6
Myron Boadu,NED,FW,Bochum,Bundesliga,23-299,2001,3.9,49,47,2,0,0,0,1,0,0,0,0,0,36,0,5
Augustine Boakye,GHA,"MF,FW",Saint-Étienne,Ligue 1,24-005,2000,2.2,72,70,2,0,0,1,2,2,0,0,0,0,61,0,1
Sacha Boey,FRA,DF,Bayern Munich,Bundesliga,24-056,2000,1.4,87,72,15,1,0,0,2,14,0,0,0,0,76,0,0
Jeremie Boga,CIV,"MF,FW",Nice,Ligue 1,27-310,1997,5.0,158,149,8,1,0,0,10,0,7,5,1,0,126,1,7
Lamare Bogarde,NED,DF,Aston Villa,Premier League,20-308,2004,1.9,99,86,13,6,0,0,0,7,0,0,0,0,86,0,0
Emil Bohinen,NOR,MF,Genoa,Serie A,25-241,1999,1.8,86,85,1,1,0,1,0,0,0,0,0,0,69,0,3
Adama Boiro,ESP,DF,Athletic Club,La Liga,22-139,2002,2.7,90,68,22,0,0,0,7,22,0,0,0,0,65,0,4
Willy Boly,CIV,DF,Nott'ham Forest,Premier League,33-279,1991,1.0,54,54,0,0,0,0,0,0,0,0,0,0,43,0,0
Moïse Bombito,CAN,DF,Nice,Ligue 1,24-223,2000,7.7,419,396,23,7,1,0,0,1,0,0,0,0,386,0,2
Warren Bondo,FRA,MF,Monza,Serie A,21-054,2003,8.9,294,287,7,6,0,3,1,1,0,0,0,0,264,0,5
Victor Boniface,NGA,FW,Leverkusen,Bundesliga,23-321,2000,7.2,124,118,4,0,0,1,2,1,0,0,0,0,91,2,4
Ange-Yoan Bonny,FRA,FW,Parma,Serie A,21-014,2003,9.0,189,173,15,1,2,1,4,1,2,0,0,0,139,1,7
Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,25-231,1999,7.0,220,208,12,10,0,2,0,1,0,0,0,0,173,0,2
Saïmon Bouabré,FRA,MF,Monaco,Ligue 1,18-160,2006,0.1,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
Ayyoub Bouaddi,FRA,MF,Lille,Ligue 1,17-037,2007,2.7,122,122,0,0,1,1,0,0,0,0,0,0,111,0,3
Badredine Bouanani,ALG,"FW,MF",Nice,Ligue 1,19-336,2004,2.9,107,95,10,3,2,0,11,1,6,2,2,0,79,2,2
Benjamin Bouchouari,MAR,MF,Saint-Étienne,Ligue 1,22-361,2001,2.4,125,125,0,0,1,0,1,0,0,0,0,0,110,0,1
Hicham Boudaoui,ALG,MF,Nice,Ligue 1,25-046,1999,7.0,303,293,8,8,3,0,3,0,0,0,0,0,253,2,11
Carlo Boukhalfa,MAR,MF,St. Pauli,Bundesliga,25-189,1999,4.6,128,125,3,2,0,1,3,0,0,0,0,0,81,0,6
Benjamin Bourigeaud,FRA,MF,Rennes,Ligue 1,30-299,1994,0.9,48,40,8,2,0,1,6,0,6,4,1,0,36,0,1
Edoardo Bove,ITA,"MF,FW",Fiorentina,Serie A,22-176,2002,7.3,266,250,15,11,1,3,2,3,1,0,0,0,226,1,8
Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,27-324,1996,9.7,248,205,42,1,2,1,49,1,31,15,15,0,165,1,13
Enzo Boyomo,CMR,DF,Osasuna,La Liga,23-032,2001,9.0,314,293,20,18,0,2,0,0,0,0,0,0,260,1,1
Enzo Boyomo,CMR,DF,Valladolid,La Liga,23-032,2001,3.0,190,182,8,4,0,1,0,0,0,0,0,0,174,0,0
Domagoj Bradarić,CRO,DF,Hellas Verona,Serie A,24-334,1999,3.7,181,134,46,5,0,2,14,32,9,6,1,0,147,1,5
Conor Bradley,NIR,DF,Liverpool,Premier League,21-122,2003,0.9,86,69,17,3,0,1,1,14,0,0,0,0,74,0,1
Bilal Brahimi,ALG,MF,Nice,Ligue 1,24-239,2000,0.8,40,35,5,0,0,0,5,3,2,1,1,0,35,0,1
Julian Brandt,GER,MF,Dortmund,Bundesliga,28-190,1996,8.2,414,390,23,5,7,0,26,9,7,3,3,0,334,1,8
Jarrad Branthwaite,ENG,DF,Everton,Premier League,22-134,2002,1.1,42,42,0,0,0,0,0,0,0,0,0,0,34,0,1
Darko Brašanac,SRB,MF,Leganés,La Liga,32-270,1992,7.0,214,203,10,1,0,1,3,0,0,0,0,0,164,1,3
Lilian Brassier,FRA,DF,Marseille,Ligue 1,25-006,1999,6.3,441,400,37,8,0,0,4,21,0,0,0,0,377,4,5
Matthias Braunöder,AUT,MF,Como,Serie A,22-226,2002,2.9,134,131,3,3,0,0,0,0,0,0,0,0,117,0,1
Iker Bravo,ESP,"FW,MF",Udinese,Serie A,19-300,2005,2.1,51,46,4,1,0,0,2,1,2,0,1,0,43,1,1
James Bree,ENG,DF,Southampton,Premier League,27-028,1997,0.2,10,9,1,1,0,0,0,0,0,0,0,0,8,0,0
Tim Breithaupt,GER,MF,Augsburg,Bundesliga,22-275,2002,1.3,67,65,2,2,0,0,1,0,0,0,0,0,58,0,2
Gleison Bremer,BRA,DF,Juventus,Serie A,27-235,1997,6.0,504,496,8,6,0,1,0,1,0,0,0,0,468,0,0
Brenner,BRA,"MF,FW",Udinese,Serie A,24-297,2000,4.3,109,96,12,5,1,1,11,1,6,3,3,0,82,1,3
Ben Brereton,CHI,FW,Southampton,Premier League,25-204,1999,4.3,148,146,2,1,1,0,4,1,0,0,0,0,118,0,3
Marco Brescianini,ITA,MF,Atalanta,Serie A,24-293,2000,4.2,124,122,1,0,1,1,4,1,0,0,0,0,102,1,5
Maximilian Breunig,GER,"FW,MF",Heidenheim,Bundesliga,24-086,2000,2.9,66,65,1,0,0,1,1,1,0,0,0,0,36,0,5
David Brooks,WAL,"FW,MF",Bournemouth,Premier League,27-123,1997,0.4,12,12,0,0,0,0,2,0,0,0,0,0,10,0,1
Moritz Broschinski,GER,"FW,MF",Bochum,Bundesliga,24-046,2000,5.3,90,81,9,0,0,0,5,0,0,0,0,0,57,0,6
Nathaniel Brown,GER,DF,Eint Frankfurt,Bundesliga,21-145,2003,1.1,68,59,9,2,1,0,1,7,0,0,0,0,54,0,1
Jacob Bruun Larsen,DEN,"DF,FW",Hoffenheim,Bundesliga,26-050,1998,1.3,46,40,6,0,1,1,7,4,1,0,1,0,34,0,1
Ante Budimir,CRO,FW,Osasuna,La Liga,33-109,1991,9.5,151,141,9,0,0,0,3,1,0,0,0,0,90,1,1
Emi Buendía,ARG,"MF,FW",Aston Villa,Premier League,27-319,1996,0.3,21,21,0,0,1,0,0,0,0,0,0,0,19,0,0
Santiago Bueno,URU,DF,Wolves,Premier League,25-365,1998,3.9,177,172,4,1,0,2,0,1,0,0,0,0,150,1,5
Marius Bülter,GER,FW,Hoffenheim,Bundesliga,31-224,1993,7.2,155,146,9,0,2,2,24,2,0,0,0,0,107,0,11
Facundo Buonanotte,ARG,"MF,FW",Leicester City,Premier League,19-321,2004,7.1,251,223,27,7,4,2,20,6,10,8,0,0,199,1,5
Alessandro Buongiorno,ITA,DF,Napoli,Serie A,25-155,1999,10.0,528,503,24,14,0,1,0,2,0,0,0,0,477,1,5
Cameron Burgess,AUS,DF,Ipswich Town,Premier League,29-018,1995,3.0,170,154,15,7,1,0,0,0,0,0,0,0,135,1,2
Jonathan Burkardt,GER,FW,Mainz 05,Bundesliga,24-120,2000,7.7,155,133,22,0,0,4,9,3,0,0,0,0,113,0,4
Oliver Burke,SCO,"MF,DF",Werder Bremen,Bundesliga,27-215,1997,0.3,13,12,1,0,0,0,1,1,0,0,0,0,8,0,1
Dan Burn,ENG,DF,Newcastle Utd,Premier League,32-183,1992,10.0,539,529,10,6,0,2,1,2,0,0,0,0,484,0,1
Wes Burns,WAL,FW,Ipswich Town,Premier League,29-351,1994,4.5,109,101,8,1,0,1,16,7,0,0,0,0,74,0,7
Marnon Busch,GER,DF,Heidenheim,Bundesliga,29-336,1994,3.6,204,168,35,6,0,2,12,28,1,0,1,0,153,1,3
Gianluca Busio,USA,MF,Venezia,Serie A,22-164,2002,6.6,228,226,2,0,3,1,10,1,0,0,0,0,167,0,11
Aurélio Buta,POR,DF,Reims,Ligue 1,27-272,1997,6.4,306,248,58,2,0,0,5,55,0,0,0,0,263,0,4
Marcin Bułka,POL,GK,Nice,Ligue 1,25-035,1999,10.0,341,265,76,21,0,0,0,0,0,0,0,0,269,0,0
Pau Cabanes,ESP,MF,Villarreal,La Liga,19-265,2005,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Rémy Cabella,FRA,"MF,FW",Lille,Ligue 1,34-245,1990,3.2,209,188,20,7,0,0,10,2,11,2,4,0,176,1,2
Leandro Cabrera,URU,DF,Espanyol,La Liga,33-144,1991,7.0,358,317,39,17,1,5,5,3,0,0,0,0,254,2,6
Liberato Cacace,NZL,"DF,MF",Empoli,Serie A,24-042,2000,2.2,70,51,18,0,0,0,11,14,4,0,2,0,48,1,2
Anthony Caci,FRA,DF,Mainz 05,Bundesliga,27-130,1997,8.1,400,338,61,8,1,3,35,46,7,3,4,0,289,1,12
Mathieu Cafaro,FRA,"MF,FW",Saint-Étienne,Ligue 1,27-228,1997,6.1,176,158,18,6,1,1,19,4,8,4,3,0,128,0,2
Moisés Caicedo,ECU,MF,Chelsea,Premier League,23-006,2001,9.8,536,523,12,11,5,3,5,1,0,0,0,0,467,1,9
Tom Cairney,SCO,MF,Fulham,Premier League,33-293,1991,1.3,114,111,3,0,0,0,6,0,3,0,3,0,105,0,4
Jens Cajuste,SWE,MF,Ipswich Town,Premier League,25-090,1999,2.0,71,65,6,1,1,0,2,5,0,0,0,0,54,0,0
Davide Calabria,ITA,DF,Milan,Serie A,27-338,1996,1.7,112,105,7,2,0,1,7,5,0,0,0,0,103,0,0
Riccardo Calafiori,ITA,DF,Arsenal,Premier League,22-173,2002,4.3,209,186,23,2,0,1,5,21,0,0,0,0,174,0,5
Luca Caldirola,ITA,DF,Monza,Serie A,33-281,1991,3.1,207,198,9,8,0,0,1,1,0,0,0,0,181,0,2
Fernando Calero,ESP,DF,Espanyol,La Liga,29-055,1995,2.1,101,97,4,2,0,0,0,0,0,0,0,0,85,0,0
Duje Ćaleta-Car,CRO,DF,Lyon,Ligue 1,28-052,1996,9.0,464,433,30,19,0,2,0,2,0,0,0,0,416,1,0
Hakan Çalhanoğlu,TUR,MF,Inter,Serie A,30-274,1994,5.4,490,450,39,14,1,7,31,2,22,10,7,0,442,1,4
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,27-237,1997,9.2,135,135,0,0,0,1,2,0,0,0,0,0,79,0,6
Drissa Camara,CIV,"FW,MF",Parma,Serie A,22-264,2002,0.8,29,26,2,0,0,0,0,0,2,0,0,0,18,1,0
Issiaga Camara,GUI,MF,Nice,Ligue 1,19-280,2005,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Lamine Camara,SEN,MF,Monaco,Ligue 1,20-312,2004,7.4,435,397,37,16,1,5,28,2,19,14,3,0,366,1,7
Mahdi Camara,FRA,MF,Brest,Ligue 1,26-131,1998,7.7,291,269,22,3,0,0,11,0,0,0,0,0,247,0,6
Francesco Camarda,ITA,FW,Milan,Serie A,16-243,2008,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Eduardo Camavinga,FRA,MF,Real Madrid,La Liga,21-364,2002,2.3,137,128,6,3,0,2,0,3,0,0,0,0,118,3,1
Nicolò Cambiaghi,ITA,FW,Bologna,Serie A,23-316,2000,0.2,17,17,0,0,0,0,2,0,0,0,0,0,12,0,1
Andrea Cambiaso,ITA,"DF,FW",Juventus,Serie A,24-262,2000,10.0,687,626,60,9,1,7,27,43,8,3,2,0,608,1,15
Axel Camblan,FRA,"MF,FW",Brest,Ligue 1,21-070,2003,0.3,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1
Sergio Camello,ESP,FW,Rayo Vallecano,La Liga,23-272,2001,6.8,141,134,6,0,2,2,5,0,0,0,0,0,111,1,7
José Campaña,ESP,MF,Las Palmas,La Liga,31-161,1993,4.3,323,297,26,15,1,3,10,2,9,3,4,0,288,0,2
Cole Campbell,ISL,"FW,MF",Dortmund,Bundesliga,18-262,2006,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Emre Can,GER,"MF,DF",Dortmund,Bundesliga,30-301,1994,6.3,420,412,8,6,1,1,4,2,0,0,0,0,374,0,3
Peio Canales,ESP,MF,Athletic Club,La Liga,19-296,2005,0.2,11,11,0,0,0,1,1,0,0,0,0,0,9,0,0
Matteo Cancellieri,ITA,"FW,MF",Parma,Serie A,22-270,2002,3.6,78,73,5,1,0,0,6,2,0,0,0,0,45,0,3
Antonio Candela,ITA,DF,Venezia,Serie A,24-195,2000,7.4,245,216,28,2,0,0,13,26,0,0,0,0,183,1,1
Sergi Canós,ESP,MF,Valencia,La Liga,27-280,1997,2.0,85,80,5,1,0,1,10,1,3,0,2,0,47,0,5
Jaydee Canvot,FRA,DF,Toulouse,Ligue 1,18-102,2006,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Pierrick Capelle,FRA,MF,Angers,Ligue 1,37-207,1987,2.9,116,108,8,2,1,1,7,0,5,5,0,0,89,0,1
Gianluca Caprari,ITA,MF,Monza,Serie A,31-101,1993,4.1,152,139,13,2,1,2,22,0,11,2,9,0,121,0,6
Elia Caprile,ITA,GK,Napoli,Serie A,23-075,2001,3.6,98,77,20,5,0,0,0,0,0,0,0,0,81,1,0
Francesco Caputo,ITA,FW,Empoli,Serie A,37-094,1987,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Maxence Caqueret,FRA,MF,Lyon,Ligue 1,24-267,2000,6.3,338,327,10,5,0,1,6,1,0,0,0,0,271,1,14
Andrea Carboni,ITA,DF,Monza,Serie A,23-278,2001,7.7,352,338,12,10,0,4,6,2,0,0,0,0,305,2,6
Franco Carboni,ITA,DF,Venezia,Serie A,21-218,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Valentin Carboni,ARG,"MF,FW",Marseille,Ligue 1,19-248,2005,1.1,64,62,2,0,1,0,2,2,0,0,0,0,57,0,3
Cárdenas,ESP,GK,Rayo Vallecano,La Liga,27-225,1997,4.0,103,58,44,13,0,0,0,0,0,0,0,0,57,1,0
Irvin Cardona,FRA,"MF,FW",Espanyol,La Liga,27-092,1997,3.6,86,81,4,0,1,2,9,3,0,0,0,0,54,1,3
Marc Cardona,ESP,FW,Las Palmas,La Liga,29-123,1995,0.7,22,20,2,0,0,0,0,0,1,0,0,0,19,0,1
Sergi Cardona,ESP,DF,Villarreal,La Liga,25-123,1999,10.8,459,385,71,7,0,0,33,63,1,0,0,0,352,3,13
Johnny Cardoso,USA,MF,Betis,La Liga,23-049,2001,5.7,234,224,8,8,1,3,0,0,0,0,0,0,195,2,4
Diego Carlos,BRA,DF,Aston Villa,Premier League,31-238,1993,4.2,252,240,11,7,0,3,0,0,0,0,0,0,228,1,0
Carmona,ESP,DF,Sevilla,La Liga,22-284,2002,11.8,695,558,133,22,1,2,9,111,0,0,0,0,572,4,11
Marco Carnesecchi,ITA,GK,Atalanta,Serie A,24-130,2000,10.0,313,239,74,20,0,0,0,0,0,0,0,0,227,0,0
Sergio Carreira,ESP,"MF,DF",Celta Vigo,La Liga,24-026,2000,2.6,113,93,19,0,0,0,5,19,0,0,0,0,97,1,2
Dani Carvajal,ESP,DF,Real Madrid,La Liga,32-302,1992,6.8,463,409,53,7,0,0,14,46,0,0,0,0,399,1,9
Fabio Carvalho,POR,"FW,MF",Brentford,Premier League,22-070,2002,3.2,103,91,11,3,0,0,6,1,5,2,0,0,68,1,6
William Carvalho,POR,MF,Betis,La Liga,32-215,1992,2.7,183,179,4,4,0,3,1,0,0,0,0,0,151,0,2
Marc Casado,ESP,MF,Barcelona,La Liga,21-055,2003,7.6,550,540,10,10,3,4,2,0,0,0,0,0,500,0,3
Nicolò Casale,ITA,DF,Bologna,Serie A,26-268,1998,2.8,143,139,4,3,0,2,0,0,0,0,0,0,123,0,3
Nicolò Casale,ITA,DF,Lazio,Serie A,26-268,1998,1.5,110,110,0,0,0,0,0,0,0,0,0,0,100,0,0
Casemiro,BRA,MF,Manchester Utd,Premier League,32-259,1992,6.1,390,375,9,8,5,3,11,1,0,0,0,0,310,6,9
Matty Cash,POL,DF,Aston Villa,Premier League,27-093,1997,4.7,226,180,46,8,0,0,6,38,0,0,0,0,185,0,2
Josué Casimir,FRA,"FW,DF",Le Havre,Ligue 1,23-045,2001,5.4,136,117,19,1,1,1,9,9,0,0,0,0,100,0,3
Federico Cassa,ITA,"MF,FW",Atalanta,Serie A,18-281,2006,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Cristian Cásseres Jr.,VEN,MF,Toulouse,Ligue 1,24-293,2000,7.5,345,326,18,9,2,2,17,2,6,4,2,0,271,1,5
Timothy Castagne,BEL,DF,Fulham,Premier League,28-339,1995,0.4,27,22,5,1,0,0,1,4,0,0,0,0,21,0,0
