Player,Nation,Pos,Squad,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Elliot Anderson,ENG,MF,Newcastle Utd,20,2002,0.5,15,15,0,0,1,0,0,0,0,0,0,0,11,0,0
Felipe Anderson,BRA,FW,Lazio,30,1993,6.0,242,239,3,1,2,1,8,2,0,0,0,0,189,0,13
Angeliño,ESP,DF,Galatasaray,26,1997,4.7,282,231,48,6,0,1,15,40,2,2,0,0,200,3,6
Peter Ankersen,DEN,DF,FC Copenhagen,32,1990,5.2,249,213,35,2,0,0,22,33,0,0,0,0,186,1,4
Antony,BRA,FW,Manchester Utd,23,2000,2.6,82,76,6,0,0,0,2,4,2,0,0,0,64,0,4
Jon Aramburu,VEN,DF,Real Sociedad,21,2002,0.0,4,3,1,0,0,0,0,1,0,0,0,0,3,0,0
Ronald Araújo,URU,DF,Barcelona,24,1999,7.3,438,404,31,17,1,5,0,8,0,0,0,0,377,3,2
Tomás Araújo,POR,DF,Benfica,21,2002,1.8,89,81,8,4,0,0,1,4,0,0,0,0,70,0,0
Marko Arnautović,AUT,FW,Inter,34,1989,2.1,35,32,3,0,0,0,4,0,0,0,0,0,23,0,2
Kepa Arrizabalaga,ESP,GK,Real Madrid,28,1994,4.0,142,116,26,7,0,0,0,0,0,0,0,0,128,0,0
Marco Asensio,ESP,"FW,MF",Paris S-G,27,1996,1.4,59,57,2,0,1,1,1,0,0,0,0,0,50,0,2
Kristjan Asllani,ALB,MF,Inter,21,2002,2.3,156,145,10,7,0,5,3,0,3,1,2,0,141,1,2
Otavio Ataide,BRA,DF,Porto,21,2002,2.3,102,97,5,4,0,1,0,0,0,0,0,0,72,0,2
Emil Audero,ITA,GK,Inter,26,1997,1.0,37,30,7,0,0,0,0,0,0,0,0,0,35,0,0
Carlos Augusto,BRA,"DF,FW",Inter,24,1999,5.3,274,236,38,2,0,1,16,35,1,1,0,0,203,0,9
Yann Aurel Bisseck,GER,DF,Inter,22,2000,1.9,159,155,4,3,0,2,3,1,0,0,0,0,147,0,3
Fredrik Aursnes,NOR,"DF,MF",Benfica,27,1995,6.0,325,292,32,1,0,3,9,30,1,0,1,0,252,1,9
Kaan Ayhan,TUR,"MF,DF",Galatasaray,28,1994,4.2,209,208,0,0,3,2,1,0,0,0,0,0,159,1,3
Neil El Aynaoui,FRA,MF,Lens,22,2001,1.5,42,40,1,1,0,0,0,0,0,0,0,0,36,1,0
Irakli Azarov,GEO,DF,Shakhtar,21,2002,3.3,177,148,29,5,3,0,5,24,0,0,0,0,147,0,4
César Azpilicueta,ESP,DF,Atlético Madrid,33,1989,3.2,174,164,10,2,0,1,1,7,0,0,0,0,154,0,1
Isaac Babadi,NED,"FW,MF",PSV Eindhoven,18,2005,0.2,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0
Loïc Bade,FRA,DF,Sevilla,23,2000,1.1,48,46,1,1,0,1,0,0,0,0,0,0,39,1,2
Alexander Bah,DEN,DF,Benfica,25,1997,2.1,162,136,25,0,0,0,6,25,0,0,0,0,118,1,5
Samson Baidoo,AUT,DF,RB Salzburg,19,2004,3.4,200,187,13,9,0,2,0,4,0,0,0,0,161,0,1
Cédric Bakambu,COD,FW,Galatasaray,32,1991,0.4,11,9,2,0,0,0,0,0,0,0,0,0,7,0,1
Johan Bakayoko,BEL,FW,PSV Eindhoven,20,2003,7.2,248,234,14,2,1,0,30,4,6,4,0,0,185,0,11
Alejandro Balde,ESP,DF,Barcelona,19,2003,3.7,255,224,31,4,0,2,15,27,0,0,0,0,219,0,8
Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,4.3,127,107,19,1,0,0,30,4,14,5,8,0,87,1,5
David von Ballmoos,SUI,GK,Young Boys,28,1994,1.0,40,33,4,2,0,0,0,0,0,0,0,0,28,3,0
Simon Banza,COD,FW,Braga,26,1996,3.8,78,69,9,1,0,0,1,2,0,0,0,0,56,0,2
Bradley Barcola,FRA,"FW,DF",Paris S-G,20,2002,5.3,187,181,6,0,0,1,11,5,1,1,0,0,148,0,4
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,6.0,392,367,25,16,1,4,2,3,0,0,0,0,318,0,2
Roony Bardghji,SWE,"MF,FW",FC Copenhagen,17,2005,1.6,53,51,2,0,0,1,2,1,1,1,0,0,46,0,2
Nicolò Barella,ITA,MF,Inter,26,1997,5.2,343,332,10,4,3,5,16,5,1,0,1,0,280,1,10
Harvey Barnes,ENG,FW,Newcastle Utd,25,1997,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Romário Baró,POR,MF,Porto,23,2000,0.7,18,17,1,1,0,0,1,0,0,0,0,0,16,0,1
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,21,2001,4.4,181,176,5,1,0,1,12,0,4,0,0,0,136,0,12
Pablo Barrios,ESP,MF,Atlético Madrid,20,2003,2.9,181,180,0,0,0,4,4,0,0,0,0,0,159,1,2
Davide Bartesaghi,ITA,FW,Milan,17,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Alessandro Bastoni,ITA,DF,Inter,24,1999,5.6,401,359,39,17,2,3,12,20,0,0,0,0,339,3,12
Jelle Bataille,BEL,DF,Antwerp,24,1999,4.6,260,222,37,3,2,0,10,33,1,0,0,0,202,1,5
Christoph Baumgartner,AUT,MF,RB Leipzig,23,1999,1.3,46,45,1,0,1,1,1,1,0,0,0,0,34,0,2
Sheraldo Becker,SUR,FW,Union Berlin,28,1995,4.1,87,85,1,0,0,0,21,1,0,0,0,0,50,1,6
Sheraldo Becker,SUR,FW,Real Sociedad,28,1995,0.7,18,18,0,0,0,0,3,0,0,0,0,0,9,0,1
Thomas Beelen,NED,DF,Feyenoord,22,2001,0.9,56,55,1,1,0,0,0,0,0,0,0,0,52,0,1
Kevin Behrens,GER,FW,Union Berlin,32,1991,3.3,66,63,2,0,0,0,3,0,0,0,0,0,41,1,2
Armel Bella Kotchap,GER,DF,PSV Eindhoven,21,2001,0.9,50,48,2,2,0,1,0,0,0,0,0,0,43,0,2
Jude Bellingham,ENG,"MF,FW",Real Madrid,20,2003,11.0,587,572,12,1,2,3,14,2,0,0,0,0,517,3,13
Walter Benítez,ARG,GK,PSV Eindhoven,30,1993,8.0,271,204,66,16,0,0,0,0,0,0,0,0,206,1,0
Loris Benito,SUI,DF,Young Boys,31,1992,4.5,244,219,25,8,0,0,0,1,0,0,0,0,215,0,1
Ramy Bensebaini,ALG,DF,Dortmund,28,1995,4.2,226,183,43,7,0,0,9,36,0,0,0,0,174,0,9
Lucas Beraldo,BRA,DF,Paris S-G,19,2003,4.5,344,328,14,6,0,1,0,8,0,0,0,0,303,2,5
Paulo Bernardo,POR,MF,Celtic,21,2002,3.5,120,119,1,1,0,0,1,0,0,0,0,0,95,0,3
Juan Bernat,ESP,DF,Benfica,30,1993,1.2,64,57,7,1,0,0,0,6,0,0,0,0,61,0,0
Mads Bidstrup,DEN,MF,RB Salzburg,22,2001,5.5,147,142,4,4,0,1,2,0,0,0,0,0,97,1,6
Justin Bijlow,NED,GK,Feyenoord,25,1998,4.0,178,163,15,3,0,0,0,0,0,0,0,0,155,0,0
Janis Blaswich,GER,GK,RB Leipzig,32,1991,5.0,241,185,56,15,0,1,0,0,0,0,0,0,211,0,0
Lewin Blum,SUI,DF,Young Boys,22,2001,2.4,84,68,15,0,0,0,12,15,0,0,0,0,54,1,1
Oscar Bobb,NOR,"FW,MF",Manchester City,20,2003,2.4,99,96,3,1,0,0,1,1,1,0,0,0,87,0,1
Sacha Boey,FRA,DF,Galatasaray,22,2000,6.0,372,304,67,3,1,0,16,64,0,0,0,0,298,1,9
Nicolai Boilesen,DEN,"DF,FW",FC Copenhagen,31,1992,1.0,62,58,4,3,0,0,1,1,0,0,0,0,53,0,0
Valerii Bondar,UKR,DF,Shakhtar,24,1999,4.0,175,166,8,8,1,1,0,0,0,0,0,0,158,1,4
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,2.5,145,142,3,2,0,0,2,0,0,0,0,0,130,0,0
Leonardo Bonucci,ITA,DF,Union Berlin,36,1987,2.9,83,80,3,2,0,2,0,1,0,0,0,0,60,0,0
Gonçalo Borges,POR,FW,Porto,22,2001,0.4,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
Cristian Borja,COL,DF,Braga,30,1993,5.7,320,274,45,7,0,0,17,36,2,0,1,0,277,1,5
Olivier Boscagli,FRA,DF,PSV Eindhoven,25,1997,6.8,442,410,30,16,2,6,1,2,0,0,0,0,357,2,6
Sven Botman,NED,DF,Newcastle Utd,23,2000,1.0,47,43,4,4,0,1,0,0,0,0,0,0,41,0,0
Julian Brandt,GER,"MF,FW",Dortmund,27,1996,8.7,445,378,66,13,1,3,61,1,50,20,25,0,333,1,12
Bruma,POR,FW,Braga,28,1994,4.1,183,178,5,0,0,1,6,5,0,0,0,0,152,0,5
Osman Bukari,GHA,FW,Red Star,24,1998,5.4,125,117,5,3,2,0,12,2,0,0,0,0,79,3,3
Dan Burn,ENG,DF,Newcastle Utd,31,1992,3.1,115,92,23,1,0,0,1,22,0,0,0,0,86,0,2
Jean Butez,FRA,GK,Antwerp,28,1995,5.0,217,197,19,3,0,0,0,0,0,0,0,0,167,1,0
Arthur Cabral,BRA,"FW,DF",Benfica,25,1998,1.3,28,27,1,0,0,0,1,0,0,0,0,0,21,0,1
Jens Cajuste,SWE,MF,Napoli,23,1999,1.8,75,72,3,2,0,1,0,1,0,0,0,0,60,0,3
Davide Calabria,ITA,DF,Milan,26,1996,4.8,232,190,41,8,0,1,10,33,0,0,0,0,182,1,6
Hakan Çalhanoğlu,TUR,MF,Inter,29,1994,5.7,437,388,48,31,2,7,23,4,13,4,5,1,376,1,6
Eduardo Camavinga,FRA,MF,Real Madrid,20,2002,8.8,508,495,11,7,3,3,1,3,0,0,0,0,460,2,9
Emre Can,GER,"MF,DF",Dortmund,29,1994,10.1,498,489,8,7,0,4,2,1,0,0,0,0,429,1,6
João Cancelo,POR,DF,Barcelona,29,1994,9.0,597,516,80,10,0,8,26,70,0,0,0,0,515,1,12
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,25,1997,2.4,68,64,4,1,0,0,2,2,1,1,0,0,47,0,2
Fábio Cardoso,POR,DF,Porto,29,1994,3.0,138,131,6,4,0,1,0,0,0,0,0,0,126,1,0
David Carmo,ANG,DF,Porto,24,1999,4.0,261,246,13,9,0,0,0,0,0,0,0,0,229,2,1
Cameron Carter-Vickers,USA,DF,Celtic,25,1997,3.3,297,289,6,6,0,1,0,0,0,0,0,0,271,2,1
Dani Carvajal,ESP,DF,Real Madrid,31,1992,9.4,500,413,87,10,0,1,7,77,0,0,0,0,414,0,17
Fabio Carvalho,POR,MF,RB Leipzig,20,2002,1.4,41,38,3,1,0,0,1,0,2,0,0,0,34,0,2
Vitor Carvalho,BRA,MF,Braga,26,1997,2.9,189,181,8,2,0,0,1,4,0,0,0,0,175,0,2
Marc Casado,ESP,MF,Barcelona,19,2003,0.3,23,23,0,0,0,1,1,0,0,0,0,0,17,0,0
Nicolò Casale,ITA,DF,Lazio,25,1998,2.0,154,150,4,4,0,2,0,0,0,0,0,0,146,0,1
Casemiro,BRA,MF,Manchester Utd,31,1992,1.8,95,91,4,4,4,3,0,0,0,0,0,0,75,0,0
Valentín Castellanos,ARG,FW,Lazio,24,1998,2.4,48,46,2,0,0,0,2,0,0,0,0,0,29,0,2
André Castro,POR,MF,Braga,35,1988,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
Danilo Cataldi,ITA,MF,Lazio,28,1994,1.8,93,89,4,2,0,0,3,0,2,1,1,0,78,0,4
Dani Ceballos,ESP,MF,Real Madrid,26,1996,1.7,143,141,2,1,0,1,4,1,0,0,0,0,127,0,2
Miguel Chaiwa,ZAM,MF,Young Boys,19,2004,0.7,19,19,0,0,0,0,0,0,0,0,0,0,11,0,2
Chiquinho,POR,MF,Benfica,28,1995,0.6,45,39,6,4,0,0,4,0,2,2,0,0,38,0,1
Andreas Christensen,DEN,"DF,MF",Barcelona,27,1996,4.9,343,330,13,8,0,0,0,4,0,0,0,0,324,0,0
Samuel Chukwueze,NGA,FW,Milan,24,1999,1.8,53,51,2,0,0,0,3,2,0,0,0,0,41,0,2
Viktor Claesson,SWE,"FW,MF",FC Copenhagen,31,1992,5.3,181,174,7,0,1,0,0,1,1,0,0,0,130,0,6
William Clem,DEN,MF,FC Copenhagen,19,2004,0.8,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0
Ebrima Colley,GAM,"MF,FW",Young Boys,23,2000,1.4,37,36,0,0,0,0,3,0,0,0,0,0,19,1,3
Kingsley Coman,FRA,FW,Bayern Munich,27,1996,5.0,236,229,6,1,0,5,23,2,1,0,0,0,186,1,4
Francisco Conceição,POR,"FW,MF",Porto,20,2002,2.7,82,75,5,0,0,1,12,1,4,2,0,0,62,2,1
Kobe Corbanie,BEL,"DF,FW",Antwerp,18,2005,0.4,14,13,1,0,0,0,0,1,0,0,0,0,12,0,0
Andreas Cornelius,DEN,"FW,MF",FC Copenhagen,30,1993,0.9,23,23,0,0,0,0,1,0,0,0,0,0,14,0,1
Ángel Correa,ARG,"FW,MF",Atlético Madrid,28,1995,3.6,120,118,2,0,0,0,6,0,2,1,0,0,97,0,3
David Costa,POR,"MF,FW",Lens,22,2001,1.3,60,56,3,2,0,0,2,0,1,0,1,0,50,1,4
Diogo Costa,POR,GK,Porto,23,1999,8.3,374,303,71,19,0,1,0,0,0,0,0,0,284,0,0
Soumaïla Coulibaly,FRA,DF,Antwerp,19,2003,6.0,337,316,20,8,0,1,0,0,0,0,0,0,307,1,0
Thibaut Courtois,BEL,GK,Real Madrid,31,1992,1.0,23,20,3,1,0,0,0,0,0,0,0,0,19,0,0
Juan Cuadrado,COL,"DF,FW",Inter,35,1988,1.3,52,42,10,1,1,2,4,9,0,0,0,0,44,0,0
Pau Cubarsí,ESP,DF,Barcelona,16,2007,3.0,145,136,9,7,0,2,0,0,0,0,0,0,125,0,2
Diogo Dalot,POR,DF,Manchester Utd,24,1999,5.1,280,236,43,4,0,2,13,39,0,0,0,0,214,1,12
Kevin Danso,AUT,DF,Lens,24,1998,6.0,220,196,23,13,0,0,1,0,0,0,0,0,190,1,0
Matteo Darmian,ITA,"DF,FW",Inter,33,1989,4.5,261,229,32,5,0,3,7,27,0,0,0,0,211,0,14
David Datro Fofana,CIV,FW,Union Berlin,20,2002,2.2,35,35,0,0,0,0,2,0,0,0,0,0,24,0,3
Alphonso Davies,CAN,DF,Bayern Munich,22,2000,7.8,471,403,67,13,0,2,4,53,1,1,0,0,406,1,7
Kevin De Bruyne,BEL,MF,Manchester City,32,1991,2.2,163,136,25,1,0,1,31,4,19,7,7,0,114,2,7
Ritchie De Laet,BEL,DF,Antwerp,34,1988,2.5,110,72,37,3,1,1,6,34,0,0,0,0,78,1,3
Rodrigo De Paul,ARG,MF,Atlético Madrid,29,1994,6.8,407,393,13,9,4,3,8,1,3,1,1,0,330,1,8
Amar Dedić,BIH,DF,RB Salzburg,20,2002,6.0,251,208,43,4,0,1,13,35,4,3,0,0,198,0,5
Miloš Degenek,AUS,FW,Red Star,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ousmane Dembélé,FRA,"FW,MF",Paris S-G,26,1997,10.6,586,520,60,6,4,1,86,4,48,8,16,0,403,6,29
Kerem Demirbay,GER,MF,Galatasaray,30,1993,0.7,39,36,3,0,0,1,2,1,1,1,0,0,31,0,1
Thomas van den Belt,NED,MF,Feyenoord,22,2001,0.4,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0
Sergiño Dest,USA,DF,PSV Eindhoven,22,2000,7.2,363,305,58,3,0,0,19,55,0,0,0,0,299,0,6
Giovanni Di Lorenzo,ITA,DF,Napoli,29,1993,8.0,560,461,96,21,3,3,19,75,0,0,0,0,460,3,6
Ángel Di María,ARG,FW,Benfica,35,1988,4.6,198,173,25,8,3,7,26,9,8,7,1,0,151,0,5
Rúben Dias,POR,DF,Manchester City,26,1997,8.5,932,906,26,21,0,1,1,4,0,0,0,0,893,0,3
Brahim Díaz,MAR,"MF,FW",Real Madrid,23,1999,3.6,148,141,6,1,1,1,13,0,1,0,0,0,116,1,4
Eric Dier,ENG,DF,Bayern Munich,29,1994,5.0,398,370,27,10,0,1,0,0,0,0,0,0,358,1,2
Kevin Diks,NED,DF,FC Copenhagen,26,1996,7.9,382,362,18,9,2,3,0,6,0,0,0,0,345,2,3
Javairô Dilrosun,NED,DF,Feyenoord,25,1998,0.1,10,8,2,0,0,0,2,1,1,1,0,0,7,0,0
Federico Dimarco,ITA,DF,Inter,25,1997,4.0,220,188,30,8,0,2,28,17,5,1,0,0,163,2,10
Andy Diouf,FRA,MF,Lens,20,2003,0.4,23,21,2,1,0,0,3,0,1,0,1,0,17,0,2
Novatus Dismas,TAN,DF,Shakhtar,20,2002,1.0,53,42,11,2,0,0,1,9,0,0,0,0,46,0,0
Álvaro djaló,ESP,FW,Braga,23,1999,4.5,97,91,6,0,0,0,7,3,1,0,0,0,72,0,7
Nasser Djiga,BFA,DF,Red Star,20,2002,6.0,216,205,10,6,0,0,0,4,0,0,0,0,178,1,6
Marko Dmitrović,SRB,GK,Sevilla,31,1992,4.0,148,99,48,10,0,0,0,0,0,0,0,0,91,1,0
Danilho Doekhi,NED,DF,Union Berlin,25,1998,2.9,91,86,3,2,0,0,1,1,0,0,0,0,70,2,1
Jeremy Doku,BEL,"FW,MF",Manchester City,21,2002,3.4,184,178,6,3,0,1,13,3,0,0,0,0,159,0,6
Gianluigi Donnarumma,ITA,GK,Paris S-G,24,1999,12.0,354,259,95,24,0,0,0,0,0,0,0,0,305,0,0
Nene Dorgeles,MLI,"FW,MF",RB Salzburg,20,2002,1.5,38,37,1,0,0,0,2,0,0,0,0,0,30,0,3
Aleksandar Dragović,AUT,DF,Red Star,32,1991,6.0,261,236,23,13,0,2,1,2,0,0,0,0,233,2,3
Martin Dúbravka,SVK,GK,Newcastle Utd,34,1989,1.0,35,26,8,3,0,0,0,0,0,0,0,0,27,1,0
Denzel Dumfries,NED,DF,Inter,27,1996,3.6,125,97,26,1,0,0,10,25,0,0,0,0,87,2,4
Ederson,BRA,GK,Manchester City,29,1993,7.3,249,216,33,10,0,4,0,0,0,0,0,0,236,0,0
Jorge Eduardo Sánchez,MEX,DF,Porto,25,1997,2.1,107,83,24,1,0,0,4,23,0,0,0,0,85,0,8
Eguinaldo,BRA,"MF,FW",Shakhtar,18,2004,0.2,5,4,1,0,0,0,1,1,0,0,0,0,1,0,1
Chidera Ejuke,NGA,FW,Antwerp,25,1998,1.7,87,80,7,0,0,1,7,3,4,2,2,0,77,0,3
Jurgen Ekkelenkamp,NED,MF,Antwerp,23,2000,3.0,62,60,2,1,0,0,2,1,0,0,0,0,51,0,1
Meschak Elia,COD,"FW,MF",Young Boys,25,1997,5.5,100,94,6,0,0,0,9,1,1,1,0,0,74,0,5
Elif Elmas,MKD,MF,RB Leipzig,23,1999,0.2,7,6,1,0,0,0,0,1,0,0,0,0,6,0,0
Elif Elmas,MKD,"FW,MF",Napoli,23,1999,1.6,77,75,2,0,1,0,6,1,1,0,1,0,61,0,0
Mohamed Elneny,EGY,MF,Arsenal,31,1992,0.7,25,24,1,1,0,0,0,0,0,0,0,0,21,0,1
Aritz Elustondo,ESP,DF,Real Sociedad,29,1994,1.9,114,106,7,0,0,2,0,7,0,0,0,0,97,1,2
Mohamed Elyounoussi,NOR,"FW,MF",FC Copenhagen,28,1994,7.6,186,181,4,1,2,0,11,1,0,0,0,0,132,1,8
Youssef En-Nesyri,MAR,FW,Sevilla,26,1997,5.7,66,53,13,0,0,1,0,0,0,0,0,0,43,0,2
Luis Enrique Palma,HON,FW,Celtic,23,2000,3.0,116,106,10,2,1,5,13,0,8,4,2,0,79,0,5
Christian Eriksen,DEN,MF,Manchester Utd,31,1992,2.3,139,132,6,3,2,2,6,0,3,1,0,0,108,1,0
Stephen Eustáquio,CAN,MF,Porto,26,1996,5.9,276,244,32,19,0,1,12,2,11,1,6,0,234,0,6
Evanilson,BRA,FW,Porto,23,1999,5.4,116,101,11,1,2,0,3,3,0,0,0,0,89,4,5
Jonny Evans,NIR,DF,Manchester Utd,35,1988,0.7,47,43,4,1,0,0,0,1,0,0,0,0,39,0,1
Rasmus Falk,DEN,MF,FC Copenhagen,31,1992,7.0,356,345,10,9,0,1,1,1,0,0,0,0,307,1,8
João Félix,POR,FW,Barcelona,23,1999,4.1,166,162,3,0,2,1,9,3,0,0,0,0,120,1,4
Bruno Fernandes,POR,"MF,FW",Manchester Utd,28,1994,6.0,303,249,52,17,2,4,32,8,21,4,12,0,209,2,8
Roger Fernandes,GNB,FW,Braga,17,2005,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1
Carlos Fernández,ESP,FW,Real Sociedad,27,1996,0.8,26,26,0,0,0,0,0,0,0,0,0,0,15,0,0
Fernando,BRA,FW,RB Salzburg,24,1999,0.4,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
Fernando,BRA,MF,Sevilla,36,1987,3.6,124,121,3,3,0,1,0,0,0,0,0,0,111,0,2
Alessandro Florenzi,ITA,DF,Milan,32,1991,1.8,108,84,24,6,0,1,10,16,2,1,1,0,89,0,1
Phil Foden,ENG,"FW,MF",Manchester City,23,2000,7.6,455,443,12,2,6,1,18,0,5,2,3,0,398,0,11
Diogo Fonseca,POR,DF,Braga,21,2002,0.2,25,21,4,0,0,0,5,4,0,0,0,0,12,0,2
José Fonte,POR,DF,Braga,39,1983,4.0,214,207,6,6,0,0,1,0,0,0,0,0,187,1,1
James Forrest,SCO,FW,Celtic,32,1991,1.0,35,35,0,0,0,0,4,0,0,0,0,0,26,0,2
Emil Forsberg,SWE,"MF,FW",RB Leipzig,31,1991,4.5,101,97,3,1,1,3,2,1,1,1,0,0,74,1,2
Amankwah Forson,GHA,"MF,FW",RB Salzburg,20,2002,0.8,29,28,1,0,0,0,3,0,1,1,0,0,21,0,2
Héctor Fort,ESP,DF,Barcelona,16,2006,0.7,36,31,5,0,0,0,0,5,0,0,0,0,35,0,0
Mitchel Frame,SCO,FW,Celtic,17,2006,0.2,5,5,0,0,0,0,2,0,0,0,0,0,2,0,1
André Franco,POR,"MF,FW",Porto,25,1998,2.6,119,114,4,2,1,0,4,1,1,0,0,0,101,1,2
Przemysław Frankowski,POL,DF,Lens,28,1995,5.9,310,243,66,2,2,3,27,64,0,0,0,0,226,1,12
Davide Frattesi,ITA,MF,Inter,23,1999,5.0,131,127,4,3,1,0,4,1,0,0,0,0,101,0,7
Victor Froholdt,DEN,MF,FC Copenhagen,17,2006,0.6,9,9,0,0,1,0,0,0,0,0,0,0,6,0,0
Angelo Fulgini,FRA,MF,Lens,26,1996,3.2,131,111,18,6,3,1,16,1,11,2,8,0,95,2,2
Niclas Füllkrug,GER,FW,Dortmund,30,1993,11.5,276,274,1,0,1,2,1,0,0,0,0,0,185,1,4
Kyogo Furuhashi,JPN,FW,Celtic,28,1995,5.0,42,42,0,0,0,0,1,0,0,0,0,0,29,0,2
Gianluca Gaetano,ITA,MF,Napoli,23,2000,0.2,16,16,0,0,0,0,0,0,0,0,0,0,12,0,2
Javi Galán,ESP,DF,Atlético Madrid,28,1994,0.8,33,26,7,0,0,0,2,7,0,0,0,0,26,0,0
Javi Galán,ESP,DF,Real Sociedad,28,1994,2.0,77,57,18,2,0,0,3,16,0,0,0,0,59,2,4
Galeno,BRA,"MF,FW",Porto,25,1997,7.2,177,155,22,0,1,1,9,20,2,0,0,0,120,0,12
Silvère Ganvoula M'Boussy,CGO,FW,Young Boys,27,1996,1.3,38,34,2,0,0,0,1,0,0,0,0,0,23,2,2
Fran Garcia,ESP,DF,Real Madrid,23,1999,2.1,184,167,16,0,0,1,10,16,0,0,0,0,165,1,6
Ulisses Garcia,SUI,DF,Young Boys,27,1996,5.6,347,282,64,7,0,4,38,51,6,3,2,0,260,1,16
Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,19,2004,3.3,78,77,1,0,0,1,5,0,0,0,0,0,61,0,4
Gavi,ESP,MF,Barcelona,18,2004,2.5,129,122,7,1,0,0,1,4,0,0,0,0,119,0,2
Lutsharel Geertruida,NED,DF,Feyenoord,23,2000,6.0,469,428,39,5,0,1,3,34,0,0,0,0,430,2,1
Mario Gila,ESP,DF,Lazio,22,2000,3.9,220,207,13,8,0,1,0,0,0,0,0,0,201,0,0
